timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
127810634,0.21284492,0.0059894077,0.14295956
364480696,0.21518378,0.0064314986,0.14295956
364485691,0.21691287,0.0066198376,0.14295956
364680633,0.2404168,0.008915624,0.17064957
364880740,0.24056776,0.0061075143,0.19103897
365080702,0.23601511,0.0070202923,0.20235988
365280717,0.24976008,0.009066879,0.20819244
