timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
128164857,-18,32767,32767,32767,32767,32767
128169848,32767,32767,32767,32767,-38,32767
128174886,-11,32767,32767,32767,32767,32767
128179872,32767,32767,32767,32767,32767,32767
128184879,-4,32767,32767,32767,32767,32767
128189870,32767,32767,32767,32767,-39,32767
128194892,4,32767,32767,32767,32767,32767
128199878,32767,32767,32767,-20,32767,32767
128204875,32767,32767,32767,32767,32767,32767
128209892,-38,32767,32767,32767,-39,32767
128214898,32767,32767,32767,32767,32767,32767
128219898,-31,32767,32767,32767,32767,32767
128224892,32767,32767,32767,32767,32767,32767
128229879,-24,32767,32767,32767,-39,32767
128239852,-16,32767,32767,32767,32767,32767
128244853,32767,32767,32767,32767,32767,32767
128249849,-10,32767,32767,-19,-39,32767
128254851,32767,32767,32767,32767,32767,32767
128259854,-2,32767,32767,32767,32767,32767
128264879,32767,32767,32767,32767,32767,32767
128269859,6,32767,32767,32767,-39,32767
128274851,32767,32767,32767,32767,32767,32767
128279857,32767,32767,32767,32767,32767,32767
128284849,-37,32767,32767,32767,32767,32767
128289848,32767,32767,32767,32767,-38,32767
128294851,-30,32767,32767,32767,32767,32767
128299849,32767,32767,32767,32767,32767,32767
128304852,-23,32767,32767,32767,32767,32767
128309851,32767,32767,32767,-11,-39,32767
128314854,-16,32767,32767,32767,32767,32767
128319851,32767,32767,32767,32767,32767,32767
128324851,-8,32767,32767,32767,32767,32767
128329851,32767,32767,32767,32767,-39,32767
128334854,-2,32767,32767,32767,32767,32767
128339852,32767,32767,32767,32767,32767,32767
128344851,6,32767,32767,32767,32767,32767
128349848,32767,32767,32767,32767,-39,32767
128354851,32767,32767,32767,32767,32767,32767
128359848,-37,32767,32767,-8,32767,32767
128364848,32767,32767,32767,32767,32767,32767
128369878,-30,32767,32767,32767,-39,32767
128374866,32767,32767,32767,32767,32767,32767
128379848,-23,32767,32767,32767,32767,32767
128384849,32767,32767,32767,32767,32767,32767
128389848,-16,32767,32767,32767,-39,32767
128394855,32767,32767,32767,32767,32767,32767
128399848,-9,32767,32767,32767,32767,32767
128404848,32767,32767,32767,32767,32767,32767
128409848,-2,32767,32767,-6,-39,32767
128414851,32767,32767,32767,32767,32767,32767
128419848,6,32767,32767,32767,32767,32767
128424848,32767,32767,32767,32767,32767,32767
128429848,32767,32767,32767,32767,-39,32767
128434851,-37,32767,32767,32767,32767,32767
128439848,32767,32767,32767,32767,32767,32767
128444848,-29,32767,32767,32767,32767,32767
128449848,32767,32767,32767,32767,-39,32767
128454851,-22,32767,32767,32767,32767,32767
128459848,32767,32767,32767,32767,32767,32767
128464848,-15,32767,32767,32767,32767,32767
128469848,32767,32767,32767,-2,-39,32767
128474895,-8,32767,32767,32767,32767,32767
128479848,32767,32767,32767,32767,32767,32767
128484851,0,32767,32767,32767,32767,32767
128489848,32767,32767,32767,32767,-39,32767
128494900,7,32767,32767,32767,32767,32767
128499848,32767,32767,32767,32767,32767,32767
128504848,32767,32767,32767,32767,32767,32767
128509859,-35,32767,32767,32767,-39,32767
128514856,32767,32767,32767,32767,32767,32767
128519864,-28,32767,32767,1,32767,32767
128524848,32767,32767,32767,32767,32767,32767
128529906,-22,32767,32767,32767,-40,32767
128534851,32767,32767,32767,32767,32767,32767
128539848,-14,32767,32767,32767,32767,32767
128544848,32767,32767,32767,32767,32767,32767
128549848,-7,32767,32767,32767,-39,32767
128554851,32767,32767,32767,32767,32767,32767
128559848,1,32767,32767,32767,32767,32767
128564848,32767,32767,32767,32767,32767,32767
128569848,8,32767,32767,3,-39,32767
128574851,32767,32767,32767,32767,32767,32767
128579889,32767,32767,32767,32767,32767,32767
128584848,-35,32767,32767,32767,32767,32767
128589848,32767,32767,32767,32767,-39,32767
128594851,-28,32767,32767,32767,32767,32767
128599849,32767,32767,32767,32767,32767,32767
128604848,-21,32767,32767,32767,32767,32767
128609848,32767,32767,32767,32767,-38,32767
128614851,-12,32767,32767,32767,32767,32767
128619848,32767,32767,32767,32767,32767,32767
128624848,-5,32767,32767,32767,32767,32767
128629849,32767,32767,32767,7,-39,32767
128634851,2,32767,32767,32767,32767,32767
128639851,32767,32767,32767,32767,32767,32767
128644851,32767,32767,32767,32767,32767,32767
128649851,-41,32767,32767,32767,-39,32767
128654854,32767,32767,32767,32767,32767,32767
128659860,-33,32767,32767,32767,32767,32767
128664851,32767,32767,32767,32767,32767,32767
128669851,-26,32767,32767,32767,-38,32767
128674854,32767,32767,32767,32767,32767,32767
128679854,-18,32767,32767,32767,32767,32767
128684882,32767,32767,32767,-39,32767,32767
128689848,-11,32767,32767,32767,-39,32767
128694851,32767,32767,32767,32767,32767,32767
128699848,-4,32767,32767,32767,32767,32767
128704871,32767,32767,32767,32767,32767,32767
128709848,3,32767,32767,32767,-39,32767
128714851,32767,32767,32767,32767,32767,32767
128719856,32767,32767,32767,32767,32767,32767
128724852,-40,32767,32767,32767,32767,32767
128729849,32767,32767,32767,32767,-39,32767
128734851,-33,32767,32767,-34,32767,32767
128739848,32767,32767,32767,32767,32767,32767
128744848,-26,32767,32767,32767,32767,32767
128749857,32767,32767,32767,32767,-39,32767
128754851,-18,32767,32767,32767,32767,32767
128759848,32767,32767,32767,32767,32767,32767
128764851,-11,32767,32767,32767,32767,32767
128769848,32767,32767,32767,32767,-39,32767
128774851,-4,32767,32767,32767,32767,32767
128779848,32767,32767,32767,32767,32767,32767
128784848,4,32767,32767,32767,32767,32767
128789892,32767,32767,32767,32767,-39,32767
128794851,32767,32767,32767,-31,32767,32767
128799848,-39,32767,32767,32767,32767,32767
128804850,32767,32767,32767,32767,32767,32767
128809853,-32,32767,32767,32767,-39,32767
128814851,32767,32767,32767,32767,32767,32767
128819850,-24,32767,32767,32767,32767,32767
128824864,32767,32767,32767,32767,32767,32767
128829850,-18,32767,32767,32767,-39,32767
128834862,32767,32767,32767,32767,32767,32767
128839848,-10,32767,32767,32767,32767,32767
128844871,32767,32767,32767,-28,32767,32767
128849848,-3,32767,32767,32767,-39,32767
128854851,32767,32767,32767,32767,32767,32767
128859848,6,32767,32767,32767,32767,32767
128864886,32767,32767,32767,32767,32767,32767
128869848,32767,32767,32767,32767,-39,32767
128874893,-37,32767,32767,32767,32767,32767
