timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
129092781,129092354,2359330,-0.011078751,0.0010120012,0.0054594805,46.926258,0
130092813,130092355,2359330,-0.003169162,0.006870956,0.0016245283,46.73457,0
131092790,131092355,2359330,-0.007456851,0.0036485307,-0.00042610578,46.686646,0
132092783,132092361,2359330,-0.0018109496,0.010865698,0.00013315806,46.926258,0
133092865,133092355,2359330,-0.0033652673,0.007093693,0.0038010573,46.926258,0
134092811,134092388,2359330,-0.025806032,0.013795175,0.00247674,46.878338,0
135092779,135092359,2359330,-0.016058862,0.00021305289,-0.0019174761,46.5908,0
136092777,136092358,2359330,-0.0020772656,0.012037489,0.0032756883,46.686646,0
137092801,137092358,2359330,0.048016798,-0.042797,-0.00058589544,47.070026,0
138092777,138092358,2359330,-0.011691278,-0.0036218993,0.0030093722,46.830414,0
139092777,139092355,2359330,-0.0054594805,0.032463934,0.0030626352,46.73457,0
140092810,140092355,2359330,-0.019920446,-0.005832323,0.0014647386,46.686646,0
141092776,141092355,2359330,0.026818033,0.0038349521,0.0068443245,46.926258,0
142092788,142092352,2359330,-0.056059543,0.0051132697,-0.0072437986,46.878338,0
145092824,145092381,2359330,0.00165116,0.008282431,0.0022104238,46.830414,0
146092787,146092355,2359330,-0.004340953,0.009640643,-0.0012250541,46.878338,0
147092817,147092394,2359330,0.0046871635,0.0056725335,0.0012783174,46.878338,0
148092774,148092355,2359330,-0.0034621095,0.007483483,-0.0018109496,47.070026,0
149092779,149092360,2359330,-0.0010652645,0.0029028459,-0.00034621096,46.926258,0
150092858,150092379,2359330,0.0038494784,0.0036315834,-0.012298963,46.686646,0
151092774,151092355,2359330,-7.989484e-05,0.006924219,0.0020240024,46.830414,0
152092833,152092388,2359330,-0.003089267,0.0062051658,0.00628506,46.926258,0
153092782,153092360,2359330,-0.0016777916,0.00593885,0.0007190535,46.830414,0
154092779,154092357,2359330,-0.0013582122,0.009214538,0.0048203217,46.878338,0
155092827,155092404,2359330,-0.00644485,0.008255799,0.0020772656,46.926258,0
156092777,156092358,2359330,-0.010040117,0.010093381,-0.0033555832,47.070026,0
157092822,157092393,2359330,0.0035153728,0.005912218,0.0026631611,47.070026,0
158092858,158092424,2359330,-0.01257012,0.006870956,0.0019441077,46.926258,0
159092869,159092408,2359330,0.0006924219,0.007936221,-0.00037284257,46.878338,0
160092827,160092355,2359330,-0.009720538,0.004261058,0.0009054748,47.070026,0
161092777,161092355,2359330,-0.00077231677,0.008868326,0.0013582122,46.686646,0
163092780,163092359,2359330,0.0043675844,-0.10649981,-0.26607645,46.73457,0
164092782,164092363,2359330,-0.012703279,0.014833808,-0.012383699,46.926258,0
165092778,165092355,2359330,-0.0041545313,0.009241169,0.0051399013,46.878338,0
166092777,166092355,2359330,-0.0044208476,0.008016115,0.0061252704,47.070026,0
167092810,167092369,2359330,-0.0038882154,0.007936221,-0.00077231677,46.878338,0
168092774,168092355,2359330,-0.06165218,-0.03986752,0.026951192,47.070026,0
170092777,170092355,2359330,-0.019787287,0.008628642,-0.00013315806,47.26172,0
171092774,171092355,2359330,-0.0075900094,0.0030360038,0.0030360038,46.926258,0
172092800,172092381,2359330,-0.0046871635,0.007137272,-0.00034621096,47.070026,0
173092784,173092356,2359330,-0.001784318,0.007962852,0.0027696877,46.878338,0
174092774,174092355,2359330,-0.0047404272,0.002876214,0.0004527374,47.070026,0
175092774,175092355,2359330,-0.00479369,0.007989483,0.001438107,47.070026,0
177092777,177092355,2359330,-0.0061252704,0.0037550572,0.0026365297,47.11795,0
178092774,178092355,2359330,-0.0058056917,0.009161275,0.0033289515,47.11795,0
179092777,179092358,2359330,-0.0041545313,0.0063915867,0.00031957935,47.11795,0
180092778,180092356,2359330,-0.0026631611,0.0023169501,-0.0004527374,47.11795,0
182092794,182092375,2359330,-0.010492856,0.007776431,-0.0011717909,47.11795,0
183092795,183092355,2359330,-0.005246428,0.005006743,0.0019441077,46.926258,0
184092772,184092352,2359330,-0.0025832662,0.009454222,0.0013315806,46.926258,0
185092798,185092361,2359330,-0.020133497,0.01968076,0.014780545,47.070026,0
186092822,186092400,2359330,0.013795175,-0.009400958,0.048176587,47.022106,0
187092777,187092355,2359330,-0.0055393754,-0.003222425,-0.009560749,47.022106,0
188092786,188092357,2359330,-0.007856325,0.010492856,0.000106526444,47.357567,0
189092782,189092357,2359330,-0.0010918961,0.015339809,-0.0027963193,47.11795,0
190092789,190092370,2359330,-0.0009853697,0.0127831735,0.0028495823,47.11795,0
191092789,191092355,2359330,0.0010652645,0.09651296,0.014993597,47.11795,0
192092774,192092355,2359330,-0.015286545,-0.08570053,-0.0039681103,47.405487,0
194092810,194092387,2359330,-0.03797668,-0.14671355,-0.033262882,47.405487,0
195092780,195092361,2359330,-0.025300032,-0.015632756,-2.6631611e-05,47.2138,0
196092778,196092359,2359330,0.04412858,-0.10231865,0.0076965354,47.26172,0
197092831,197092399,2359330,0.085327685,-0.1528921,-0.007323693,47.26172,0
198092777,198092355,2359330,0.06516755,-0.11251856,0.0073503247,47.26172,0
199092794,199092370,2359330,0.025220137,-0.0701743,-0.0047404272,47.2138,0
200092854,200092395,2359330,0.073188506,-0.0028084246,0.023460029,47.11795,0
201092843,201092384,2359330,-0.28615665,-0.22783343,0.1469266,47.070026,0
202260305,202259865,2359330,-0.12263857,-0.47713193,-0.4057326,47.2138,0
204092796,204092366,2359330,-0.040080573,0.01536644,0.0015978967,47.26172,0
205092800,205092381,2359330,-0.25369275,0.48754492,-0.018269286,47.2138,0
206092786,206092355,2359330,0.0799481,0.18072212,-0.02759035,47.405487,0
207092774,207092355,2359330,-0.20876521,0.09259812,0.10498182,47.405487,0
209092781,209092355,2359330,0.2963566,-0.24154872,0.0012783174,47.2138,0
210092805,210092380,2359330,0.65242124,-0.27720845,0.19686088,47.405487,0
211092774,211092355,2359330,-0.1236772,-0.07006777,-0.07800399,47.26172,0
212092790,212092360,2359330,-0.23321302,0.24514398,0.1251952,47.405487,0
213092776,213092356,2359330,-0.012836437,-0.12338426,-0.15036209,47.26172,0
214092871,214092406,2359330,-0.5089059,0.32645515,0.023193713,47.549255,0
216092801,216092366,2359330,0.074888095,-0.26836675,-0.20679446,47.405487,0
217092777,217092358,2359330,0.4750547,-0.16897757,-0.35571846,47.2138,0
218092822,218092397,2359330,-0.13214606,0.115527935,-0.16658074,47.549255,0
219092821,219092355,2359330,-0.11821772,0.5201953,-0.03235741,47.45341,0
221092777,221092355,2359330,-0.19462381,-0.065353975,-0.17132115,47.45341,0
222092787,222092355,2359330,-0.18253307,0.084635265,-0.31963262,47.26172,0
223092787,223092355,2359330,0.4755074,0.16935043,-0.1855957,47.549255,0
224092789,224092370,2359330,0.68366015,0.47630638,-0.35633096,47.549255,0
226092790,226092355,2359330,0.5763613,-0.035553202,-0.1449026,47.405487,0
227092774,227092355,2359330,-0.21505027,-0.29262817,-0.14178671,47.405487,0
228092857,228092355,2359330,0.19675434,-0.18809907,-0.006764429,47.45341,0
229092789,229092358,2359330,0.54722637,-0.14442323,-0.13904366,47.549255,0
230092857,230092398,2359330,-0.365531,-0.17371075,-0.08345379,47.549255,0
231092777,231092355,2359330,-0.07166567,0.21028322,0.045353636,47.405487,0
234092863,234092364,2359330,0.4623514,0.10535466,-0.0839961,47.357567,0
235092820,235092398,2359330,0.23230754,-0.1809618,-0.16106798,47.45341,0
237092774,237092355,2359330,-0.12125373,0.24157536,-0.14008227,47.59718,0
238092775,238092356,2359330,-0.2524943,0.31896684,-0.12474246,47.549255,0
239092829,239092398,2359330,0.23965788,-0.014807177,-0.18650118,47.645103,0
240092823,240092398,2359330,0.02924151,0.18551582,-0.1118794,47.59718,0
241092789,241092366,2359330,-0.25734127,0.056592174,-0.044421528,47.357567,0
242092837,242092358,2359330,-0.43358925,-0.05424859,-0.15603462,47.740948,0
243092789,243092370,2359330,0.41324273,0.16610137,-0.38591868,47.405487,0
244092779,244092355,2359330,0.22431806,0.3942544,-0.11752531,47.59718,0
245092896,245092462,2359330,-0.27539748,0.07451525,-0.10562097,47.45341,0
246092786,246092355,2359330,0.12082762,0.035926048,-0.20615532,47.549255,0
249092788,249092357,2359330,-0.0603206,0.10040118,0.18857846,47.645103,0
250092834,250092405,2359330,-0.029001825,0.18791266,0.02921488,47.549255,0
251092796,251092358,2359330,-0.1005876,-0.00908138,-0.017390443,47.740948,0
252092781,252092355,2359330,-0.22008364,0.23595607,-0.024900557,47.78887,0
253092777,253092355,2359330,0.06716492,-0.21627532,-0.1556085,47.59718,0
254092777,254092358,2359330,-0.251722,0.05400891,-0.0980576,47.59718,0
255092797,255092378,2359330,0.37196374,0.41891524,0.04130563,47.884716,0
256092805,256092355,2359330,-0.28780785,-0.3616839,-0.015153388,47.78887,0
257092778,257092358,2359330,0.005965481,0.36887443,-0.0014647386,47.59718,0
258092794,258092368,2359330,-0.506693,-0.25718147,-0.15254587,47.645103,0
