timestamp,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,tas_scale,beta_innov,beta_innov_var
202274849,0.0075017326,-0.0134239895,0.9756959,0.92151463,0.0,0.0,0.0,-0.00034633663,0.30869344
204274861,2.6621366,0.62490726,0.047250625,0.37632158,0.6300278,2.1127417,0.0,-0.05230477,0.30209902
205274855,3.131628,-0.21175301,0.025650974,0.3083145,0.7518425,2.0939763,0.0,-0.07281053,0.30124196
206274851,3.3334165,-0.46236438,0.018281825,0.29171783,0.2562809,2.0870938,0.0,-0.051981054,0.3010977
207274851,3.3492022,-0.45032412,0.015216657,0.28460896,-0.37275505,2.086197,0.0,-0.034066547,0.30104533
208274898,3.3199232,-0.49451903,0.0137075,0.2748895,-0.11034393,2.0888593,0.0,-0.037118606,0.30101606
209274851,3.3081622,-1.0404111,0.013633089,0.22362004,-0.99326897,2.0991926,0.0,0.05658225,0.3008931
210274892,3.2995954,-1.0388422,0.013774482,0.1591252,1.0499487,2.094223,0.0,0.108550906,0.30069798
211274891,3.2947965,-0.90340984,0.0141239725,0.13118497,-0.13273048,2.0964932,0.0,0.12822701,0.30045906
212274854,3.3123302,-1.1979878,0.014293947,0.099032976,0.032001495,2.0958595,0.0,0.09404998,0.30039078
213274896,3.2873833,-0.990515,0.014513706,0.07833925,0.5191288,2.0958676,0.0,0.07528521,0.300344
214274854,3.2947416,-0.9631065,0.0148719605,0.06659368,1.0448208,2.0942755,0.0,0.0025645543,0.30034122
216274887,3.7162116,-1.2414823,0.0145030515,0.06278462,1.7758837,2.09837,0.0,-0.09356236,0.30027282
217274941,4.098367,-1.8559259,0.0118641965,0.055287573,1.6955185,2.1046505,0.0,-0.12861067,0.30022308
218274935,4.484246,-2.6422448,0.00930063,0.04291671,1.7550573,2.108399,0.0,-0.103345565,0.3001689
219274852,4.843689,-3.582086,0.0080986,0.031402037,2.2029352,2.1092803,0.0,-0.23634917,0.3001497
220274851,5.1077585,-4.508491,0.008073962,0.02324748,2.308035,2.107678,0.0,-0.41547927,0.30018923
221274854,5.248673,-5.214913,0.0087017575,0.018577069,1.9152374,2.1059065,0.0,-0.42320323,0.30021226
222274851,5.312766,-5.7570686,0.009608593,0.015283191,1.8339233,2.1060927,0.0,-0.3213467,0.30017996
223274888,5.2424455,-6.4267597,0.010545968,0.012805179,3.1208382,2.1072564,0.0,-0.42229837,0.3001465
224274856,5.184531,-6.6089177,0.011429561,0.01298716,5.4270077,2.1114295,0.0,-0.36958522,0.30012408
226274851,5.1768513,-6.6045547,0.013247062,0.014652027,9.619556,2.1136246,0.0,-0.24893573,0.30011192
227274851,5.1715007,-6.593604,0.014262349,0.015637316,9.231012,2.1153696,0.0,-0.089971416,0.30010372
228274884,5.168062,-6.5843773,0.015325407,0.016677756,9.866369,2.1176195,0.0,-0.18649766,0.30011848
229274901,5.1653137,-6.575491,0.016411228,0.01774369,10.689249,2.1203153,0.0,-0.17697163,0.30011755
230274851,5.164347,-6.5698304,0.01750279,0.018820873,10.612671,2.1229184,0.0,0.0004851575,0.30010682
231274851,5.165735,-6.5715175,0.018592319,0.019894013,11.372526,2.1241007,0.0,-0.09555051,0.30011278
234274851,5.1647916,-6.5695786,0.02184633,0.02310627,11.193519,2.131491,0.0,-0.07510364,0.30015457
235274851,5.164409,-6.5673566,0.022901852,0.024144053,11.621938,2.1323247,0.0,0.024913104,0.30016348
236274896,5.163432,-6.56791,0.02391961,0.025138542,11.833907,2.1334116,0.0,0.10199527,0.3001748
237274887,5.162484,-6.56813,0.024845028,0.026045652,11.091373,2.1348555,0.0,0.09312871,0.30015993
238274887,5.1611295,-6.569375,0.025651949,0.026836582,11.518652,2.1364515,0.0,0.106504254,0.30015203
239274863,5.1600103,-6.570589,0.026358705,0.027535701,10.845527,2.138964,0.0,0.0976693,0.30016172
240274851,5.1581645,-6.5720005,0.027001653,0.028176779,10.48729,2.1392953,0.0,0.13337703,0.30018625
241274851,5.155514,-6.5734653,0.027582744,0.028763851,9.741624,2.1394253,0.0,0.09649948,0.30021
242274851,5.1554,-6.57315,0.028109053,0.029300751,9.388989,2.139463,0.0,-0.06265251,0.30020395
243274886,5.1579943,-6.566376,0.028554691,0.029759225,8.290843,2.1389244,0.0,-0.11279155,0.30015597
244274854,5.159528,-6.5604,0.028886463,0.030107709,5.423773,2.14432,0.0,0.02665715,0.3001989
245274870,5.1606627,-6.557172,0.029145911,0.030394845,4.649411,2.1419313,0.0,-0.022880882,0.30021575
246274864,5.162295,-6.5545936,0.02937755,0.03064288,4.408291,2.1378753,0.0,-0.06598768,0.30019853
248274887,6.1380606,-4.920704,0.025047109,0.019350808,0.52547455,2.1183913,0.0,0.32210165,0.30024278
