timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
129045498,2359330,2359330,0,0,0,0,0,0.00030369512,1.5668988e-05,6.0924454e-10,400,400
130075492,2359330,2359330,0,0,0,0,0,0.00028740204,1.2927334e-05,3.1884784e-10,400,400
131020456,2359330,2359330,0,0,0,0,0,0.00027216127,1.2768238e-05,2.806795e-10,400,400
132050588,2359330,2359330,0,0,0,0,0,0.00038168795,1.2752365e-05,2.344616e-10,400,400
133085638,2359330,2359330,0,0,0,0,0,0.0002965932,1.2825304e-05,2.1557035e-10,400,400
134020517,2359330,2359330,0,0,0,0,0,0.002414467,9.233484e-05,4.8020246e-09,400,400
135050479,2359330,2359330,0,0,0,0,0,0.0024914565,5.5874763e-05,1.9948456e-09,400,400
136095460,2359330,2359330,0,0,0,0,0,0.0023732758,5.6612032e-05,1.6403596e-09,400,400
137020449,2359330,2359330,0,0,0,0,0,0.005460967,0.00015772866,9.619473e-09,400,400
138045507,2359330,2359330,0,0,0,0,0,0.0058361934,0.00022055062,1.1256872e-08,400,400
139080501,2359330,2359330,0,0,0,0,0,0.0035649245,0.00013214469,5.3315037e-09,400,400
140010593,2359330,2359330,0,0,0,0,0,0.0032009329,0.00011866122,4.0962473e-09,400,400
141040658,2359330,2359330,0,0,0,0,0,0.0030491592,9.3355746e-05,2.936132e-09,400,400
142070518,2359330,2359330,0,0,0,0,0,0.004809254,0.00018394925,8.932481e-09,400,400
145070517,2359330,2359330,0,0,0,0,0,0.00079114264,2.9500128e-05,1.0390374e-09,400,400
146095526,2359330,2359330,0,0,0,0,0,0.00040137034,1.4806732e-05,3.354655e-10,400,400
147020498,2359330,2359330,0,0,0,0,0,0.00030820066,1.3400135e-05,1.9484696e-10,400,400
148070498,2359330,2359330,0,0,0,0,0,0.00026901756,1.2761302e-05,1.8010152e-10,400,400
149090456,2359330,2359330,0,0,0,0,0,0.00026943322,1.25124225e-05,2.3487345e-10,400,400
150015405,2359330,2359330,0,0,0,0,0,0.00026183567,1.343854e-05,3.1046274e-10,400,400
151050440,2359330,2359330,0,0,0,0,0,0.0003067305,1.42807785e-05,4.673943e-10,400,400
152070500,2359330,2359330,0,0,0,0,0,0.0003996631,1.2839093e-05,2.2749229e-10,400,400
153095570,2359330,2359330,0,0,0,0,0,0.0003267596,1.2753293e-05,2.139616e-10,400,400
154025572,2359330,2359330,0,0,0,0,0,0.00030103468,1.3031389e-05,2.6872737e-10,400,400
155065500,2359330,2359330,0,0,0,0,0,0.0002975264,1.3759155e-05,2.0719915e-10,400,400
156095507,2359330,2359330,0,0,0,0,0,0.0002946025,1.2783828e-05,1.9103634e-10,400,400
157030443,2359330,2359330,0,0,0,0,0,0.00025782073,1.2589866e-05,1.9749404e-10,400,400
158060534,2359330,2359330,0,0,0,0,0,0.00029063746,1.2724553e-05,2.824038e-10,400,400
159085618,2359330,2359330,0,0,0,0,0,0.00029272094,1.280146e-05,2.5649527e-10,400,400
160020501,2359330,2359330,0,0,0,0,0,0.00029541095,1.2096815e-05,2.5262392e-10,400,400
161050446,2359330,2359330,0,0,0,0,0,0.0002886972,1.27879875e-05,2.1111474e-10,400,400
163020536,2359330,2359330,0,0,0,0,0,0.00037135824,2.1395086e-05,4.3670494e-09,400,400
164060518,2359330,2359330,0,0,0,0,0,0.0005643413,3.9095783e-05,2.0168137e-08,400,400
165100502,2359330,2359330,0,0,0,0,0,0.00035117773,1.7783788e-05,2.782209e-09,400,400
166030408,2359330,2359330,0,0,0,0,0,0.0003098006,1.3611822e-05,5.915628e-10,400,400
167055491,2359330,2359330,0,0,0,0,0,0.00031573875,1.4237903e-05,2.8495573e-10,400,400
168100492,2359330,2359330,0,0,0,0,0,0.00039335736,1.6607099e-05,1.095465e-09,400,400
170060518,2359330,2359330,0,0,0,0,0,0.00037198394,2.1925536e-05,3.8474464e-09,400,400
171095477,2359330,2359330,0,0,0,0,0,0.00040355208,1.5531206e-05,1.2911586e-09,400,400
172015603,2359330,2359330,0,0,0,0,0,0.00031083977,1.4282635e-05,7.283163e-10,400,400
173040547,2359330,2359330,0,0,0,0,0,0.00027954107,1.3081294e-05,5.12636e-10,400,400
174075491,2359330,2359330,0,0,0,0,0,0.0002758528,1.30278895e-05,3.1655112e-10,400,400
175095502,2359330,2359330,0,0,0,0,0,0.00026504148,1.2714929e-05,3.0649516e-10,400,400
177060519,2359330,2359330,0,0,0,0,0,0.00030562398,1.3109128e-05,2.775916e-10,400,400
178095569,2359330,2359330,0,0,0,0,0,0.00031485557,1.24238e-05,1.8283015e-10,400,400
179025525,2359330,2359330,0,0,0,0,0,0.00030172747,1.344353e-05,2.2060971e-10,400,400
180075483,2359330,2359330,0,0,0,0,0,0.00030579584,1.3716608e-05,2.5433242e-10,400,400
182025524,2359330,2359330,0,0,0,0,0,0.00038900017,1.6403015e-05,2.8705896e-10,400,400
183055491,2359330,2359330,0,0,0,0,0,0.0004204557,1.5099406e-05,2.6521127e-10,400,400
184080455,2359330,2359330,0,0,0,0,0,0.00034320276,1.4214679e-05,2.3153734e-10,400,400
185010520,2359330,2359330,0,0,0,0,0,0.00053648185,2.934263e-05,2.1242894e-09,400,400
186040520,2359330,2359330,0,0,0,0,0,0.0005748569,3.0265952e-05,2.7929399e-09,400,400
187080461,2359330,2359330,0,0,0,0,0,0.00046550864,2.1505124e-05,1.6631106e-09,400,400
188010489,2359330,2359330,0,0,0,0,0,0.0013811688,5.4366017e-05,3.635266e-09,400,400
189050465,2359330,2359330,0,0,0,0,0,0.0014011661,4.543093e-05,1.9261768e-09,400,400
190070498,2359330,2359330,0,0,0,0,0,0.002719,7.881637e-05,4.2250923e-09,400,400
191105662,2359330,2359330,0,0,0,0,0,0.0067791888,0.00026510787,1.4012687e-08,400,400
192045497,2359330,2359330,0,0,0,0,0,0.007011735,0.00031536806,1.8616548e-08,400,400
194100476,2359330,2359330,0,0,0,0,0,0.022182511,0.0007110055,6.645562e-08,400,400
195045497,2359330,2359330,0,0,0,0,0,0.012226248,0.00042575886,3.7948936e-08,400,400
196075446,2359330,2359330,0,0,0,0,0,0.0094874,0.00042204058,5.741935e-08,400,400
197095528,2359330,2359330,0,0,0,0,0,0.005978973,0.00032591718,4.2375564e-08,400,400
198030480,2359330,2359330,0,0,0,0,0,0.0058050174,0.00032662434,5.734014e-08,400,400
199060508,2359330,2359330,0,0,0,0,0,0.0039792513,0.00024153829,4.0853887e-08,400,400
200105500,2359330,2359330,0,0,0,0,0,0.004335167,0.00023603813,2.925903e-08,400,400
201035575,2359330,2359330,0,0,0,0,0,0.021920802,0.0008896196,6.1445394e-07,400,400
202185569,2359330,2359330,0,0,0,0,0,0.036548883,0.001451583,2.8333336e-06,400,400
204050452,2359330,2359330,0,0,0,0,0,0.013305501,0.0006043141,8.923085e-07,400,400
205085513,2359330,2359330,0,0,0,0,0,0.009713627,0.0005752685,5.2995114e-07,400,400
206110415,2359330,2359330,0,0,0,0,0,0.008368426,0.0005397126,4.1427103e-07,400,400
207020557,2359330,2359330,0,0,0,0,0,0.007323429,0.00044344398,4.058948e-07,400,400
209090497,2359330,2359330,0,0,0,0,0,0.005950007,0.0004143134,2.2439289e-07,400,400
210020487,2359330,2359330,0,0,0,0,0,0.0066740466,0.00042734738,4.2269141e-07,400,400
211055529,2359330,2359330,0,0,0,0,0,0.0058648237,0.00036520133,3.0992848e-07,400,400
212080491,2359330,2359330,0,0,0,0,0,0.0058006933,0.00036604478,2.4481326e-07,400,400
213110587,2359330,2359330,0,0,0,0,0,0.005949103,0.00036773732,1.9902205e-07,400,400
214050641,2359330,2359330,0,0,0,0,0,0.0049832817,0.00034412812,4.270826e-07,400,400
216025504,2359330,2359330,0,0,0,0,0,0.0064553535,0.00046636263,5.487777e-07,400,400
217075478,2359330,2359330,0,0,0,0,0,0.006000069,0.00045654684,9.657572e-07,400,400
218105624,2359330,2359330,0,0,0,0,0,0.0049392884,0.00039723841,5.812844e-07,400,400
219030466,2359330,2359330,0,0,0,0,0,0.005334206,0.00040292382,4.3622296e-07,400,400
221085539,2359330,2359330,0,0,0,0,0,0.0055700974,0.00040989826,3.9427024e-07,400,400
222010483,2359330,2359330,0,0,0,0,0,0.0056327176,0.0003954253,7.3730945e-07,400,400
223050539,2359330,2359330,0,0,0,0,0,0.0053133303,0.00039288137,7.5400294e-07,400,400
224075558,2359330,2359330,0,0,0,0,0,0.0052563874,0.00039632423,1.3573275e-06,400,400
226020514,2359330,2359330,0,0,0,0,0,0.004143803,0.0003005287,5.53387e-07,400,400
227060499,2359330,2359330,0,0,0,0,0,0.004829773,0.00037219274,6.8382025e-07,400,400
228100503,2359330,2359330,0,0,0,0,0,0.004635803,0.00035519907,2.7832436e-07,400,400
229030494,2359330,2359330,0,0,0,0,0,0.003492483,0.0002569293,2.819132e-07,400,400
230060483,2359330,2359330,0,0,0,0,0,0.0048894896,0.0003566841,6.259477e-07,400,400
231075502,2359330,2359330,0,0,0,0,0,0.0047010123,0.00034440804,2.6638466e-07,400,400
234065665,2359330,2359330,0,0,0,0,0,0.015057329,0.00069112616,8.52368e-07,400,400
235105552,2359330,2359330,0,0,0,0,0,0.011940068,0.0006334678,6.955856e-07,400,400
237050506,2359330,2359330,0,0,0,0,0,0.013872737,0.00074375817,6.5340544e-07,400,400
238095494,2359330,2359330,0,0,0,0,0,0.010180676,0.000605708,6.657728e-07,400,400
239040472,2359330,2359330,0,0,0,0,0,0.012759613,0.00078135234,9.1482315e-07,400,400
240090488,2359330,2359330,0,0,0,0,0,0.010091436,0.0005928703,5.972994e-07,400,400
241015484,2359330,2359330,0,0,0,0,0,0.013006971,0.0007157044,4.4391945e-07,400,400
242040460,2359330,2359330,0,0,0,0,0,0.009269509,0.00050016114,5.68287e-07,400,400
243080500,2359330,2359330,0,0,0,0,0,0.01101118,0.00057351374,1.1204966e-06,400,400
244020475,2359330,2359330,0,0,0,0,0,0.009459492,0.00056409754,1.4358475e-06,400,400
245055557,2359330,2359330,0,0,0,0,0,0.009808645,0.00057764567,6.306291e-07,400,400
246095563,2359330,2359330,0,0,0,0,0,0.010259378,0.000547345,5.7119297e-07,400,400
249100499,2359330,2359330,0,0,0,0,0,0.0078881355,0.0005667148,8.4926273e-07,400,400
250045523,2359330,2359330,0,0,0,0,0,0.0058798366,0.0004341455,3.9664158e-07,400,400
251070478,2359330,2359330,0,0,0,0,0,0.0053282822,0.0004091803,1.9701346e-07,400,400
252090488,2359330,2359330,0,0,0,0,0,0.0055461535,0.00040248618,1.8936657e-07,400,400
253010542,2359330,2359330,0,0,0,0,0,0.005756745,0.00038211604,2.6735216e-07,400,400
254050442,2359330,2359330,0,0,0,0,0,0.0060909386,0.00042171677,6.0893245e-07,400,400
255085442,2359330,2359330,0,0,0,0,0,0.007790277,0.00039085568,8.192134e-07,400,400
256010477,2359330,2359330,0,0,0,0,0,0.005418071,0.00038692012,8.9914744e-07,400,400
257045600,2359330,2359330,0,0,0,0,0,0.005716486,0.00029728547,5.7781904e-07,400,400
258085524,2359330,2359330,0,0,0,0,0,0.0054656607,0.0003605136,9.86663e-07,400,400
259015476,2359330,2359330,0,0,0,0,0,0.005259508,0.00036221277,7.354256e-07,400,400
260045518,2359330,2359330,0,0,0,0,0,0.0057409997,0.0003890655,7.540724e-07,400,400
261090515,2359330,2359330,0,0,0,0,0,0.0051833447,0.00038413188,9.275649e-07,400,400
264075474,2359330,2359330,0,0,0,0,0,0.00863448,0.0006319788,3.817004e-07,400,400
265110490,2359330,2359330,0,0,0,0,0,0.0066403565,0.00047596966,3.7496204e-07,400,400
