timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
128608298,128607863,1114146,2228258,-1.2701966e-05,6.234841e-06,-7.406835e-05,-0.0014782717,-0.00075789145,-0.05150144,4987,5247,0
129110615,129110391,1114146,2228258,-2.0066274e-05,-3.9313338e-05,-2.1657808e-05,8.34512e-06,-0.00079801306,-0.054584965,4979,5562,0
129611354,129611243,1114146,2228258,2.6913413e-05,-5.6746776e-05,-4.2681586e-05,-0.0014783012,-0.0008296077,-0.056261674,5727,5763,0
130108022,130107853,1114146,2228258,2.3496239e-05,-1.1290832e-05,-2.9387516e-05,-0.00091925386,-0.0009459049,-0.053863157,4955,5555,0
130610928,130610826,1114146,2228258,1.9517729e-05,-3.088619e-05,-4.8854836e-05,-0.0010303636,-0.00038727382,-0.05127404,5022,5126,0
131107964,131107859,1114146,2228258,-1.232596e-05,-4.680306e-05,-4.8297217e-05,-0.00106723,-0.0001955167,-0.05121983,4992,5253,0
131609830,131608229,1114146,2228258,1.2483751e-05,-3.4683308e-05,-3.2516855e-05,-0.0008199677,-0.000960477,-0.049014226,5361,5138,0
132106687,132106587,1114146,2228258,5.462151e-05,-3.408142e-06,-3.9427658e-05,-0.00045890623,-0.00036779983,-0.04143781,4990,4202,0
132610928,132610383,1114146,2228258,-9.73554e-06,-3.7814032e-05,-4.850749e-05,-0.0018268133,0.00010566511,-0.05171927,4724,5291,0
133108128,133107968,1114146,2228258,-3.5905534e-05,-1.4456767e-05,-3.1023566e-05,-0.0018999503,0.00061093393,-0.05544306,5022,5753,0
133609630,133609514,1114146,2228258,-0.00015518548,-2.9474337e-05,-2.8835591e-05,-0.0018012843,-0.002531785,-0.05006405,4996,5252,0
134110606,134110413,1114146,2228258,-1.2407161e-05,-3.5894263e-05,-2.4253322e-05,-0.0010935805,-0.00046330795,-0.04865329,4964,5025,0
134609953,134609803,1114146,2228258,4.392592e-05,-6.073564e-05,-3.2984048e-05,-0.00048690484,-2.0785217e-05,-0.044546407,4981,4203,0
135107993,135107856,1114146,2228258,3.8334223e-05,1.25826455e-05,-4.9976097e-05,-0.0010388206,-0.00011998779,-0.04997227,4958,4961,0
135611035,135610870,1114146,2228258,6.309436e-05,-8.3726445e-05,-4.681623e-05,-0.0009521219,-0.00020931063,-0.03096831,5073,3145,0
136111581,136111340,1114146,2228258,-1.9485346e-05,-2.8830298e-05,-2.9723768e-05,-0.0014837474,0.00116392,-0.04920968,5037,5253,0
136608333,136608224,1114146,2228258,-5.914924e-06,7.092663e-05,-4.695304e-05,-0.00030934915,0.0012173916,-0.065372996,5320,6284,0
137111744,137111640,1114146,2228258,0.0001626689,-6.8085195e-05,-3.449494e-05,0.00036003007,0.0014513498,-0.052959155,5059,5245,0
137610582,137610404,1114146,2228258,-0.00010674932,-0.00010661727,-1.7900804e-05,-0.0020528347,-0.0077876784,-0.06558723,6185,6955,0
138107999,138107895,1114146,2228258,3.9170718e-05,-6.576323e-08,-1.6033173e-05,-0.0014292081,-0.00055851944,-0.05259284,5019,5569,0
138608127,138607957,1114146,2228258,-8.9828165e-05,-1.3814086e-05,-1.5313834e-05,-0.0024617356,-0.0010491463,-0.067007504,6311,6981,0
139110581,139110382,1114146,2228258,7.8771955e-06,-5.9149816e-06,-1.23791515e-05,-0.0012914455,0.0017166395,-0.048672415,5004,5004,0
139608484,139608380,1114146,2228258,4.9543294e-05,-6.162438e-05,-6.6852066e-05,-0.0019965156,0.00024135948,-0.048229218,5443,5017,0
140108076,140107873,1114146,2228258,0.0001122152,-4.9045953e-05,-2.8644983e-05,-0.0020501453,-0.0022477047,-0.04927239,4996,4996,0
140609462,140609364,1114146,2228258,9.883524e-05,-3.0187768e-05,-3.4407287e-05,0.00029586352,7.8639314e-05,-0.03534512,4998,3420,0
141111441,141111339,1114146,2228258,-7.133764e-06,-2.1620684e-05,-1.8843699e-05,0.00032352985,0.0008687124,-0.049199127,4997,5031,0
141608397,141608219,1114146,2228258,5.7199522e-06,-1.147739e-05,-4.1217347e-05,-0.0002554052,0.0029980512,-0.054044534,5005,5295,0
142111730,142111628,1114146,2228258,0.00018642268,1.1865329e-05,-4.548642e-05,-0.00089301367,-0.00045648115,-0.04907269,5049,4962,0
142610636,142610367,1114146,2228258,4.052555e-07,2.3350816e-05,-4.4682598e-05,-0.001357284,-0.0012511477,-0.07389631,6148,7518,0
145108031,145107890,1114146,2228258,3.6443944e-05,-1.494601e-05,-3.6988647e-05,-0.001457845,-0.001172563,-0.048966907,5013,5019,0
145610964,145610375,1114146,2228258,4.9348953e-05,1.2033586e-06,-4.6704794e-05,-0.00066739856,-0.00046003258,-0.041300166,4590,4196,0
146110701,146110370,1114146,2228258,-8.769661e-06,-2.7473267e-05,-6.972558e-05,-0.0014074892,-0.0016550812,-0.06368062,5496,6303,0
146608402,146608214,1114146,2228258,3.102196e-05,-1.0881954e-05,5.4224943e-06,-0.0011068154,0.00015711857,-0.051025845,5259,5251,0
147109613,147109432,1114146,2228258,4.543402e-05,-6.555797e-05,-5.286972e-05,-0.00044510775,4.3277127e-05,-0.06231897,5720,6337,0
147610687,147610431,1114146,2228258,-1.1140736e-07,-8.6008884e-05,-3.011345e-05,-0.00054718566,-0.0012434942,-0.055095926,4990,5670,0
148107992,148107857,1114146,2228258,-5.098015e-06,-6.391471e-05,-2.332012e-05,-0.0010897189,-0.0002726787,-0.04999899,4937,5006,0
148608904,148608795,1114146,2228258,3.7506405e-05,-4.9525177e-05,-5.878408e-05,-0.0024587377,-0.0008551546,-0.06107864,5719,6300,0
149110605,149110378,1114146,2228258,-8.300855e-06,-1.1695503e-05,-5.7972764e-05,-0.0010241776,-0.00066118647,-0.039861925,4997,4026,0
149608473,149608360,1114146,2228258,1.8685716e-05,-3.9232644e-05,-6.636707e-05,-0.00037570958,-0.0010857445,-0.06148648,5011,6291,0
150107930,150107828,1114146,2228258,-1.605202e-05,-1.6985494e-05,-9.275842e-05,-0.0006629027,-0.00094620173,-0.061614763,4965,6300,0
