timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
128197890,128177518,3997706,22.731876,50.809998,101052.25,1.2006679
128247992,128230312,3997706,22.731876,50.82,101052.25,1.2006679
128308756,128285829,3997706,22.649963,50.809998,101053.25,1.2006798
128359009,128338811,3997706,22.79529,50.809998,101051.49,1.2006589
128409254,128391581,3997706,22.689598,50.82,101052.75,1.2006738
128469677,128446890,3997706,22.607685,50.82,101053.75,1.2006857
128519930,128499712,3997706,22.774153,50.82,101051.75,1.2006619
128570145,128552468,3997706,22.671103,50.82,101053.0,1.2006768
128630592,128607743,3997706,22.731876,50.82,101052.25,1.2006679
128680941,128660525,3997706,22.628824,50.82,101053.5,1.2006828
128731413,128713494,3997706,22.441221,50.82,101055.75,1.2007095
128791732,128769035,3997706,22.607685,50.829998,101053.75,1.2006857
128842028,128821826,3997706,22.565409,50.82,101054.26,1.2006917
128892278,128874606,3997706,22.628824,50.82,101053.5,1.2006828
128952627,128929935,3997706,22.649963,50.829998,101053.25,1.2006798
129003051,128982708,3997706,22.671103,50.82,101053.0,1.2006768
129053233,129035536,3997706,22.79529,50.82,101051.49,1.2006589
129164244,129144064,3997706,22.689598,50.829998,101052.75,1.2006738
129214551,129196863,3997706,22.649963,50.829998,101053.25,1.2006798
129274828,129252149,3997706,22.79529,50.829998,101051.49,1.2006589
129325160,129304958,3997706,22.689598,50.829998,101052.75,1.2006738
129375580,129357783,3997706,22.81643,50.829998,101051.24,1.2006559
129436908,129413080,3997706,22.81643,50.829998,101051.24,1.2006559
129496984,129471869,3997706,22.869276,50.829998,101050.6,1.2006483
129557020,129534112,3997706,22.79529,50.84,101051.49,1.2006589
129607079,129586871,3997706,22.79529,50.84,101051.5,1.200659
129657410,129639683,3997706,22.607685,50.84,101053.75,1.2006857
129717721,129695006,3997706,22.628824,50.84,101053.5,1.2006828
129768029,129747808,3997706,22.586548,50.84,101054.0,1.2006887
129818234,129800576,3997706,22.671103,50.84,101053.0,1.2006768
129878564,129855865,3997706,22.671103,50.84,101053.0,1.2006768
129929367,129908880,3997706,22.628824,50.84,101053.5,1.2006828
129979666,129961903,3997706,22.628824,50.84,101053.5,1.2006828
130039955,130017218,3997706,22.501993,50.84,101055.0,1.2007005
130090192,130070006,3997706,22.54427,50.85,101054.49,1.2006946
130140619,130122805,3997706,22.877203,50.85,101050.5,1.2006471
130200908,130178123,3997706,22.523132,50.85,101054.75,1.2006975
130251066,130230883,3997706,22.689598,50.85,101052.75,1.2006738
130301418,130283673,3997706,22.710737,50.85,101052.5,1.2006708
130362149,130339422,3997706,22.858706,50.85,101050.75,1.2006501
130412462,130392195,3997706,22.649963,50.85,101053.25,1.2006798
130462684,130445018,3997706,22.731876,50.85,101052.25,1.2006679
130523028,130500303,3997706,22.710737,50.85,101052.5,1.2006708
130573303,130553100,3997706,22.91948,50.85,101050.0,1.2006412
130623573,130605894,3997706,22.753014,50.86,101052.0,1.2006649
130683891,130661180,3997706,22.649963,50.86,101053.25,1.2006798
130734679,130714192,3997706,22.649963,50.86,101053.25,1.2006798
130784977,130767199,3997706,22.689598,50.86,101052.75,1.2006738
130845230,130822523,3997706,22.483496,50.86,101055.25,1.2007035
130895642,130875338,3997706,22.671103,50.86,101053.0,1.2006768
130946481,130928114,3997706,22.523132,50.86,101054.75,1.2006975
131006552,130983389,3997706,22.628824,50.87,101053.5,1.2006828
131056885,131036141,3997706,22.671103,50.87,101053.0,1.2006768
131127724,131096459,3997706,22.753014,50.87,101052.0,1.2006649
131187492,131163154,3997706,22.52049,50.87,101054.8,1.2006981
