timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
128104855,0.007981736,-0.02388965,0.016333392,0.008898258,-0.023835257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.03702736,0.0,0.0,nan,0.0,0.0,-0.025821805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128304852,0.028980957,-0.016092293,0.03670118,-0.0042412877,-0.020135403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.051311493,0.0,0.0,nan,0.0,0.0,-0.015838385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128504848,-0.0112012625,-0.022540342,0.005210935,-0.007876456,-0.024890244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0909729,0.0,0.0,nan,0.0,0.0,0.034428358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128704871,-0.0006791083,-0.005627915,-0.0053970534,-0.006118059,-0.027893677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.06972122,0.0,0.0,nan,0.0,0.0,-0.01918137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128904884,-0.026616018,-0.006835349,0.01558379,-0.0057869554,-0.025399446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.2661476,0.0,0.0,nan,0.0,0.0,0.009853125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129104886,0.021556934,-0.0038387338,-0.01355316,-0.024220467,-0.022225708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.049556732,0.0,0.0,nan,0.0,0.0,0.020694256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129304848,0.05180234,0.024754712,0.009867102,-0.024445534,-0.019396767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.094379425,0.0,0.0,nan,0.0,0.0,0.009736896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129504848,-0.024469871,-0.011326319,-0.026631098,-0.028720796,-0.013361022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.009588242,0.0,0.0,nan,0.0,0.0,-0.056179583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129704848,0.043743864,0.013108833,0.007606016,-0.022948205,-0.017684117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.08903122,0.0,0.0,nan,0.0,0.0,-0.062928855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129904861,-0.05468671,-0.017325489,0.052644473,-0.026437044,-0.009697124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.08623505,0.0,0.0,nan,0.0,0.0,-0.0055525303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130104849,0.066390395,0.048661813,-0.1022111,-0.02792269,-0.0058555603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.07069588,0.0,0.0,nan,0.0,0.0,0.03119582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130304849,-0.0040602647,-0.018180769,0.03566481,-0.021882176,-0.003740266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.17892456,0.0,0.0,nan,0.0,0.0,-0.037770033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130504848,-0.002680832,0.01051601,-0.016814157,-0.030303597,-0.000776723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.16218376,0.0,0.0,nan,0.0,0.0,0.0040131807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130704861,0.003119072,0.03327529,-0.013522408,-0.026473999,0.00576894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.013793945,0.0,0.0,nan,0.0,0.0,0.0053905845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
