timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,state_of_health,max_error,connected,source,priority,id,is_powering_off,warning
128405219,24.993599,25.043102,0.0,0.0,0.0,0.0,0.9477013,1.006265,nan,6,4.1738505,4.1738505,4.1738505,4.1738505,4.1738505,4.1738505,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
128705237,25.0428,25.036875,0.0,0.0,0.0,0.0,0.9456251,1.0065154,nan,6,4.1728125,4.1728125,4.1728125,4.1728125,4.1728125,4.1728125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
129005238,25.051,25.033,0.0,0.0,0.0,0.0,0.94433385,1.0066711,nan,6,4.172167,4.172167,4.172167,4.172167,4.172167,4.172167,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
129305219,25.0264,25.027964,0.0,0.0,0.0,0.0,0.94265443,1.0068737,nan,6,4.171327,4.171327,4.171327,4.171327,4.171327,4.171327,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
129605220,25.0592,25.027212,0.0,0.0,0.0,0.0,0.94240457,1.0069039,nan,6,4.171202,4.171202,4.171202,4.171202,4.171202,4.171202,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
129905234,25.0346,25.024942,0.0,0.0,0.0,0.0,0.94164735,1.0069953,nan,6,4.1708236,4.1708236,4.1708236,4.1708236,4.1708236,4.1708236,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
130205222,25.0264,25.023142,0.0,0.0,0.0,0.0,0.9410475,1.0070677,nan,6,4.1705236,4.1705236,4.1705236,4.1705236,4.1705236,4.1705236,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
130505218,24.952599,25.022177,0.0,0.0,0.0,0.0,0.9407261,1.0071065,nan,6,4.170363,4.170363,4.170363,4.170363,4.170363,4.170363,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
130805226,25.0592,25.021801,0.0,0.0,0.0,0.0,0.9406002,1.0071218,nan,6,4.1703,4.1703,4.1703,4.1703,4.1703,4.1703,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
131105225,25.0182,25.022547,0.0,0.0,0.0,0.0,0.9408491,1.0070916,nan,6,4.1704245,4.1704245,4.1704245,4.1704245,4.1704245,4.1704245,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
131405227,25.0428,25.024805,0.0,0.0,0.0,0.0,0.9416016,1.0070008,nan,6,4.1708007,4.1708007,4.1708007,4.1708007,4.1708007,4.1708007,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
131705237,25.0428,25.024649,0.0,0.0,0.0,0.0,0.9415501,1.007007,nan,6,4.170775,4.170775,4.170775,4.170775,4.170775,4.170775,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
132005218,25.0182,25.028662,0.0,0.0,0.0,0.0,0.9428871,1.0068457,nan,6,4.1714435,4.1714435,4.1714435,4.1714435,4.1714435,4.1714435,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
