timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
129106867,0,-5.1914206,-5.189232,29.445,4923665
130104246,0,-5.1414204,-5.1411023,29.47,4923665
131101527,0,-5.1414204,-5.1414204,29.47,4923665
132111144,0,-5.1414204,-5.1414204,29.5,4923665
133108757,0,-5.1414204,-5.1414204,29.465,4923665
134108011,0,-5.1914206,-5.191888,29.494999,4923665
135106189,0,-5.1914206,-5.184436,29.519999,4923665
136103701,0,-5.1914206,-5.19142,29.455,4923665
137101899,0,-5.1914206,-5.1900826,29.465,4923665
138110790,0,-5.1914206,-5.1160035,29.449999,4923665
139108776,0,-5.1414204,-5.1441894,29.5,4923665
140107677,0,-5.1414204,-5.177097,29.494999,4923665
141105152,0,-5.0414205,-5.063128,29.47,4923665
142103323,0,-5.09142,-5.040369,29.484999,4923665
145107126,0,-5.1414204,-5.1312404,29.49,4923665
146105802,0,-5.1914206,-5.1656656,29.51,4923665
147105574,0,-5.1914206,-5.215532,29.49,4923665
148102967,0,-5.09142,-5.111391,29.47,4923665
149111488,0,-4.9914203,-5.0866666,29.47,4923665
150109761,0,-5.1414204,-5.082526,29.505,4923665
151107399,0,-5.2414203,-5.099078,29.529999,4923665
152106183,0,-5.1914206,-5.267537,29.474998,4923665
153104467,0,-5.1414204,-5.2352524,29.5,4923665
154103046,0,-5.0414205,-4.9776177,29.529999,4923665
155101157,0,-4.7914205,-4.8456,29.525,4923665
156109499,0,-4.84142,-4.79907,29.535,4923665
157107745,0,-4.7914205,-4.7814445,29.484999,4923665
158106393,0,-5.09142,-5.0764704,29.51,4923665
159104458,0,-5.09142,-5.1411138,29.49,4923665
160102608,0,-5.09142,-5.0820646,29.49,4923665
161110810,0,-5.2414203,-5.242037,29.5,4923665
163106298,0,-5.2914205,-5.374114,29.564999,4923665
164104571,0,-5.1914206,-5.126764,29.529999,4923665
165101891,0,-5.1414204,-5.204994,29.5,4923665
166111168,0,-5.2414203,-5.275145,29.525,4923665
167109512,0,-5.2414203,-5.282859,29.529999,4923665
168107403,0,-5.2914205,-5.299637,29.525,4923665
170104003,0,-5.1914206,-5.186641,29.535,4923665
171102266,0,-5.34142,-5.307787,29.554998,4923665
172102307,0,-5.1914206,-5.2699494,29.519999,4923665
173101291,0,-5.09142,-5.1303616,29.505,4923665
174110887,0,-5.4914203,-5.4110546,29.529999,4923665
175109052,0,-5.3914204,-5.3981385,29.56,4923665
177104479,0,-5.1914206,-5.205617,29.539999,4923665
178103148,0,-5.0414205,-5.040038,29.545,4923665
179101927,0,-5.09142,-4.9761868,29.545,4923665
180111176,0,-5.09142,-5.0852804,29.545,4923665
182106883,0,-5.1414204,-5.1412153,29.539999,4923665
183104058,0,-5.1414204,-5.0690756,29.574999,4923665
184103090,0,-5.2914205,-5.1893315,29.57,4923665
185101291,0,-5.34142,-5.221339,29.599998,4923665
186109381,0,-5.2914205,-5.2986045,29.545,4923665
187107571,0,-5.1914206,-5.1752257,29.57,4923665
188104890,0,-4.9414206,-4.992703,29.564999,4923665
189103018,0,-4.8914204,-4.860821,29.56,4923665
190102006,0,-5.09142,-4.931884,29.574999,4923665
191111143,0,-5.09142,-5.2721796,29.564999,4923665
192108770,0,-5.1414204,-5.0931587,29.545,4923665
194105164,0,-5.0414205,-5.1280446,29.55,4923665
195102545,0,-4.9414206,-4.816348,29.605,4923665
196101196,0,-5.1414204,-5.009946,29.554998,4923665
197110464,0,-5.2914205,-5.2010965,29.56,4923665
198108358,0,-4.6914206,-4.9897313,29.564999,4923665
199106171,0,-5.1914206,-5.334206,29.58,4923665
200104107,0,-5.2914205,-5.389378,29.57,4923665
201101999,0,2.8085794,0.8032522,29.585,4923665
202271235,0,46.908577,38.247887,29.58,4923665
204106622,0,115.55858,114.36367,29.539999,4923665
205104354,0,149.75858,149.299,29.615,4923665
206102129,0,166.75858,160.23141,29.545,4923665
207111288,0,170.00858,160.0205,29.599998,4923665
209106833,0,176.00858,169.97253,29.59,4923665
210104822,0,141.75858,126.475845,29.63,4923665
211103066,0,168.95859,172.41145,29.585,4923665
212111635,0,177.30858,181.13597,29.59,4923665
213110212,0,183.70859,179.19489,29.605,4923665
214108686,0,169.05858,174.6058,29.619999,4923665
216103740,0,133.10858,134.51399,29.619999,4923665
217101925,0,142.45859,139.73207,29.619999,4923665
218110823,0,143.60858,139.09843,29.609999,4923665
219108784,0,148.30858,141.53548,29.63,4923665
221104472,0,129.60858,130.8913,29.609999,4923665
222103226,0,127.408585,126.02693,29.595,4923665
223101174,0,157.00858,150.08823,29.625,4923665
224110532,0,181.75858,183.12032,29.63,4923665
226106707,0,161.45859,159.10107,29.59,4923665
227104519,0,155.20859,159.05441,29.609999,4923665
228101893,0,160.05858,161.33884,29.609999,4923665
229111124,0,150.25858,156.3941,29.609999,4923665
230110074,0,169.20859,169.9491,29.625,4923665
231107932,0,170.95859,168.20776,29.644999,4923665
234101483,0,126.408585,126.94446,29.635,4923665
235110491,0,86.408585,93.227425,29.664999,4923665
237106126,0,108.25858,106.7256,29.635,4923665
238104031,0,116.70858,115.86026,29.644999,4923665
239101592,0,125.35858,125.052124,29.64,4923665
240110464,0,116.05858,116.93343,29.654999,4923665
241109154,0,114.45858,114.97746,29.679998,4923665
242107072,0,113.45858,108.721016,29.644999,4923665
243104754,0,132.95859,129.7775,29.67,4923665
244102242,0,159.15858,158.38976,29.63,4923665
245110710,0,135.45859,136.66327,29.654999,4923665
246109199,0,138.20859,136.96309,29.64,4923665
249103685,0,185.05858,186.04788,29.635,4923665
250101889,0,196.85858,199.46877,29.66,4923665
251110785,0,210.20859,208.56256,29.63,4923665
252109756,0,228.15858,222.58911,29.67,4923665
253107610,0,221.65858,221.47208,29.64,4923665
254105136,0,203.10858,209.19661,29.63,4923665
255102643,0,216.65858,205.33685,29.644999,4923665
256110859,0,224.90858,234.74846,29.644999,4923665
