timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
128112907,128112885,1114146,0.08295981,-0.13513575,0.45148727,44.875,0,0
129110464,129110445,1114146,0.07990232,-0.13513575,0.4498589,44.875,0,0
130107933,130107914,1114146,0.0810783,-0.13667163,0.44733492,44.75,0,0
131105459,131105437,1114146,0.080764696,-0.12963891,0.4495332,44.75,0,0
132103014,132102994,1114146,0.078961566,-0.1372375,0.4494518,44.75,0,0
133110631,133110609,1114146,0.0812351,-0.13659081,0.4500217,44.875,0,0
134108129,134108107,1114146,0.08507654,-0.13739917,0.4538484,44.75,0,0
135105679,135105604,1114146,0.09056434,-0.14338103,0.46280447,44.75,0,0
136103148,136103127,1114146,0.100991145,-0.1504946,0.4698065,44.875,0,0
137111136,137111117,1114146,0.10710613,-0.14726116,0.47461015,44.75,0,0
138108655,138108636,1114146,0.09495458,-0.14653364,0.46557269,44.75,0,0
139106127,139106106,1114146,0.09613053,-0.14847371,0.4686666,44.75,0,0
140103675,140103655,1114146,0.096208915,-0.14815035,0.47053924,44.875,0,0
141111666,141111647,1114146,0.09644411,-0.1470995,0.46630546,44.875,0,0
142109132,142109111,1114146,0.09746328,-0.14701866,0.46834093,44.875,0,0
145101626,145101607,1114146,0.07794242,-0.13917756,0.45051026,44.875,0,0
146109621,146109602,1114146,0.076139264,-0.13804585,0.45213863,44.875,0,0
147107140,147107121,1114146,0.07817761,-0.13683333,0.44733492,44.875,0,0
148104626,148104607,1114146,0.07794242,-0.1372375,0.45059165,45.0,0,0
149102141,149102114,1114146,0.077236824,-0.13667163,0.45148727,44.875,0,0
150110410,150110391,1114146,0.07410095,-0.13780335,0.45132443,45.0,0,0
151107906,151107886,1114146,0.07770723,-0.13780335,0.4495332,44.75,0,0
152105421,152105402,1114146,0.077864006,-0.13788418,0.45116156,44.875,0,0
153103035,153103016,1114146,0.077236824,-0.13659081,0.44961464,44.875,0,0
154110631,154110609,1114146,0.07778562,-0.13287234,0.44912612,45.0,0,0
155108135,155108109,1114146,0.076374486,-0.13650997,0.4494518,44.875,0,0
156105673,156105651,1114146,0.077236824,-0.13772252,0.4498589,45.0,0,0
157103133,157103113,1114146,0.077864006,-0.13028559,0.44717208,44.875,0,0
158111138,158111111,1114146,0.077472046,-0.13796502,0.4495332,45.0,0,0
159108666,159108647,1114146,0.077158436,-0.13052809,0.44790483,44.75,0,0
160106135,160106113,1114146,0.076374486,-0.13157898,0.44749773,45.0,0,0
161103688,161103668,1114146,0.07809919,-0.13731833,0.45156866,45.0,0,0
163109135,163109115,1114146,0.09236747,-0.13093229,0.44586936,45.0,0,0
164106631,164106612,1114146,0.09707128,-0.10134629,0.45620954,45.0,0,0
165104133,165104111,1114146,0.09863922,-0.10150796,0.45523253,45.0,0,0
166101646,166101627,1114146,0.09832565,-0.10110378,0.45751223,45.0,0,0
167109621,167109602,1114146,0.09848245,-0.102478,0.45580247,45.125,0,0
168107131,168107112,1114146,0.09934479,-0.107409,0.4529528,45.0,0,0
170102135,170102116,1114146,0.098090455,-0.15114129,0.5052236,45.0,0,0
171110445,171110423,1114146,0.09040754,-0.11064243,0.4546626,45.125,0,0
172107930,172107911,1114146,0.08954517,-0.115330935,0.45498827,45.125,0,0
173105432,173105412,1114146,0.09119152,-0.113148354,0.45409265,45.0,0,0
174102924,174102902,1114146,0.091426715,-0.10748983,0.45327848,45.0,0,0
175110626,175110606,1114146,0.09126991,-0.11403755,0.45482543,45.0,0,0
177105628,177105609,1114146,0.09040754,-0.107328154,0.45148727,44.875,0,0
178103130,178103111,1114146,0.09056434,-0.11363337,0.45506966,45.125,0,0
179111137,179111118,1114146,0.09119152,-0.112339996,0.4551511,45.0,0,0
180108642,180108622,1114146,0.09307304,-0.11783685,0.46492133,45.125,0,0
182103637,182103618,1114146,0.0913483,-0.1137142,0.4555582,45.125,0,0
183111674,183111655,1114146,0.09040754,-0.11096578,0.45368555,45.125,0,0
184109156,184109126,1114146,0.09213228,-0.11217832,0.45547676,45.125,0,0
185106631,185106609,1114146,0.088839605,-0.11419923,0.45572102,45.125,0,0
186104133,186104106,1114146,0.08954517,-0.11355253,0.45751223,45.25,0,0
187101634,187101615,1114146,0.08687967,-0.11031909,0.4551511,45.125,0,0
188109642,188109620,1114146,0.09017235,-0.11322919,0.4615832,45.25,0,0
189107137,189107114,1114146,0.098012045,-0.11613929,0.46492133,45.25,0,0
190104646,190104614,1114146,0.10224551,-0.11961524,0.4743659,45.125,0,0
191102129,191102110,1114146,0.1208256,-0.13028559,0.49488342,45.125,0,0
192110408,192110389,1114146,0.12952767,-0.13901588,0.5022111,45.125,0,0
194105466,194105447,1114146,0.18785508,-0.18404157,0.57100993,45.125,0,0
195102942,195102923,1114146,0.2666441,-0.22559129,0.64892757,45.25,0,0
196110700,196110681,1114146,0.438804,-0.33569,0.8113578,45.25,0,0
197108189,197108170,1114146,0.5204153,-0.35856658,0.8860188,45.125,0,0
198105623,198105603,1114146,0.51328117,-0.35751572,0.8751901,45.25,0,0
199103175,199103155,1114146,0.5171226,-0.3581624,0.87844676,45.125,0,0
200111142,200111110,1114146,0.52268887,-0.34959376,0.87388736,45.125,0,0
201108625,201108605,1114146,0.4901541,-0.34353107,0.89106673,45.25,0,0
202274136,202274116,1114146,0.46051997,-0.32663634,0.86476856,45.25,0,0
204111695,204111676,1114146,0.42030227,-0.20077464,0.83163106,45.25,0,0
205109189,205109170,1114146,0.39639118,-0.132549,0.8221051,45.25,0,0
206106631,206106609,1114146,0.30960566,-0.100457095,0.8221865,45.25,0,0
207104145,207104112,1114146,0.28545937,-0.018327672,0.8031345,45.25,0,0
209109629,209109610,1114146,0.29400468,-0.049772892,0.8047629,45.125,0,0
210107185,210107112,1114146,0.337123,-0.084694065,0.82023245,45.375,0,0
211104695,211104610,1114146,0.3041963,-0.018651018,0.80761254,45.25,0,0
212102135,212102115,1114146,0.30694017,-0.10910655,0.8221051,45.375,0,0
213110417,213110397,1114146,0.279658,-0.13085146,0.8234079,45.375,0,0
214107906,214107885,1114146,0.26217547,-0.29810125,0.8013434,45.375,0,0
216102904,216102885,1114146,0.30921367,-0.50754744,0.6950106,45.375,0,0
217110631,217110611,1114146,0.32222763,-0.3742488,0.7708113,45.375,0,0
218108136,218108117,1114146,0.32277638,-0.35856658,0.7811516,45.375,0,0
219105637,219105609,1114146,0.26413536,-0.33868095,0.7898633,45.375,0,0
221111200,221111124,1114146,0.16151367,-0.301658,0.80321604,45.5,0,0
222108649,222108622,1114146,0.1895014,-0.47133285,0.72863644,45.25,0,0
223106172,223106150,1114146,0.11353468,-0.4706862,0.67604,45.5,0,0
224103666,224103646,1114146,0.05505047,-0.34223768,0.7160166,45.375,0,0
226109182,226109151,1114146,-0.06544577,-0.19923875,0.6759586,45.375,0,0
227106631,227106612,1114146,-0.048825607,-0.12955807,0.6889041,45.25,0,0
228104130,228104111,1114146,-0.049139198,-0.1821015,0.6950106,45.375,0,0
229101638,229101619,1114146,-0.039496362,-0.08040976,0.6963132,45.25,0,0
230109631,230109611,1114146,-0.036595676,-0.12955807,0.70803756,45.5,0,0
231107137,231107112,1114146,-0.04427858,-0.20134048,0.69093955,45.5,0,0
234110446,234110427,1114146,-0.25689134,-0.09851703,0.45458117,45.625,0,0
235108005,235107986,1114146,-0.24403425,-0.078954704,0.4664683,45.625,0,0
237102928,237102908,1114146,-0.08974886,-0.25905743,0.56384504,45.375,0,0
238110628,238110609,1114146,-0.07610778,-0.37077284,0.49667466,45.5,0,0
239108134,239108112,1114146,-0.08747535,-0.3882334,0.45620954,45.5,0,0
240105631,240105611,1114146,-0.05439179,-0.38710174,0.47347033,45.625,0,0
