timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
128098739,-2.9100654,-2.9864852,29.474998,1.0
128163093,-2.9066215,-2.9829247,29.46,1.0
128173794,-2.9067523,-2.9831088,29.47,1.0
128184488,-2.9069955,-2.9833581,29.47,1.0
128195222,-2.9073172,-2.9836884,29.47,1.0
128206088,-2.9076889,-2.984066,29.47,1.0
128216786,-2.9080873,-2.984524,29.48,1.0
128227497,-2.9084935,-2.9847684,29.445,1.0
128238208,-2.908893,-2.9854991,29.51,1.0
128248898,-2.909275,-2.985669,29.465,1.0
128259687,-2.909632,-2.985986,29.455,1.0
128270488,-2.909958,-2.986345,29.46,1.0
128281186,-2.9102502,-2.9866946,29.47,1.0
128291894,-2.9105074,-2.98686,29.449999,1.0
128302587,-2.9106205,-2.986976,29.449999,1.0
128313288,-2.9105096,-2.9868963,29.46,1.0
128324003,-2.9102306,-2.9866843,29.474998,1.0
128334698,-2.9097219,-2.9859893,29.439999,1.0
128345441,-2.9089434,-2.9853384,29.47,1.0
128356140,-2.9079823,-2.9842799,29.449999,1.0
128366838,-2.906911,-2.9831061,29.435,1.0
128377544,-2.9058988,-2.9822645,29.474998,1.0
128388248,-2.9050734,-2.9812946,29.449999,1.0
128398953,-2.9044168,-2.9806206,29.449999,1.0
128409676,-2.90402,-2.9801948,29.449999,1.0
128420464,-2.9039447,-2.9801912,29.465,1.0
128431162,-2.904118,-2.9804432,29.48,1.0
128441934,-2.9044764,-2.9807124,29.46,1.0
128452671,-2.9049652,-2.9812877,29.474998,1.0
128463372,-2.9055386,-2.9818516,29.47,1.0
128474080,-2.9061587,-2.9824488,29.465,1.0
128484818,-2.9067953,-2.9828553,29.414999,1.0
128495612,-2.9074242,-2.9838214,29.48,1.0
128506376,-2.9080281,-2.9843674,29.465,1.0
128517094,-2.9085934,-2.9850016,29.47,1.0
128527796,-2.9091117,-2.985706,29.505,1.0
128538489,-2.9095778,-2.9858885,29.445,1.0
128549191,-2.9099896,-2.986533,29.49,1.0
128559904,-2.9102366,-2.9868114,29.494999,1.0
128570610,-2.9102407,-2.9865994,29.455,1.0
128581318,-2.910058,-2.9863875,29.449999,1.0
128592025,-2.9097383,-2.986133,29.465,1.0
128602720,-2.9094331,-2.9858942,29.48,1.0
128613605,-2.9092581,-2.9857147,29.48,1.0
128624380,-2.909189,-2.9855695,29.465,1.0
128635085,-2.9092026,-2.9856195,29.47,1.0
128645785,-2.9092793,-2.9858212,29.494999,1.0
128656537,-2.909402,-2.9857497,29.455,1.0
128667236,-2.909556,-2.9859324,29.46,1.0
128678008,-2.909729,-2.985987,29.435,1.0
128688724,-2.9099116,-2.98623,29.449999,1.0
128699428,-2.9100952,-2.9864428,29.455,1.0
128710123,-2.9102743,-2.9865282,29.435,1.0
128720824,-2.9104445,-2.9868753,29.47,1.0
128731522,-2.9106019,-2.9869294,29.455,1.0
128742274,-2.9107451,-2.9871013,29.46,1.0
128753009,-2.910763,-2.987021,29.439999,1.0
128763794,-2.910575,-2.9870746,29.49,1.0
128774494,-2.9103446,-2.9867148,29.465,1.0
