timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
122531090,49.089617401526986,2.110354545887351,86.139565,-0.9116286,0.12713392,-0.5772883,0.65688443,1,1,0
201404322,49.089654872396274,2.1103837457715953,85.95145,3.2549424,2.253441,-0.38916647,0.52847785,1,1,0
364478588,49.09009625056673,2.1106147302261613,86.52344,52.33399,19.073336,-0.96115965,-0.89854735,1,1,0
