timestamp,safety_switch_available,safety_off,override_available,override_enabled
127627491,1,1,1,0
128631725,1,1,1,0
129641483,1,1,1,0
130641616,1,1,1,0
131651537,1,1,1,0
132661607,1,1,1,0
133667626,1,1,1,0
134681603,1,1,1,0
135681723,1,1,1,0
136707603,1,1,1,0
137728742,1,1,1,0
138751464,1,1,1,0
139761640,1,1,1,0
140767304,1,1,1,0
141777714,1,1,1,0
143807067,1,1,1,0
145827573,1,1,1,0
146837723,1,1,1,0
147837777,1,1,1,0
148841739,1,1,1,0
149851530,1,1,1,0
150861504,1,1,1,0
151877592,1,1,1,0
152891462,1,1,1,0
153911513,1,1,1,0
154911569,1,1,1,0
155911583,1,1,1,0
156917616,1,1,1,0
157928379,1,1,1,0
158928796,1,1,1,0
159947427,1,1,1,0
160961541,1,1,1,0
162987390,1,1,1,0
164001669,1,1,1,0
165017612,1,1,1,0
166031443,1,1,1,0
167047292,1,1,1,0
168051596,1,1,1,0
169057937,1,1,1,0
170061416,1,1,1,0
171061589,1,1,1,0
172061623,1,1,1,0
173061695,1,1,1,0
174081656,1,1,1,0
175098144,1,1,1,0
177121527,1,1,1,0
178138133,1,1,1,0
179147204,1,1,1,0
180167270,1,1,1,0
182187293,1,1,1,0
183197587,1,1,1,0
184217877,1,1,1,0
185231604,1,1,1,0
186241554,1,1,1,0
187247313,1,1,1,0
188261485,1,1,1,0
189271608,1,1,1,0
190291534,1,1,1,0
191311587,1,1,1,0
192327405,1,1,1,0
194347482,1,1,1,0
195367303,1,1,1,0
196381658,1,1,1,0
197387251,1,1,1,0
198391712,1,1,1,0
199397575,1,1,1,0
200411498,1,1,1,0
201417536,1,1,1,0
203439036,1,1,1,0
204451437,1,1,1,0
205459122,1,1,1,0
206467654,1,1,1,0
207467738,1,1,1,0
208479218,1,1,1,0
209491698,1,1,1,0
210497583,1,1,1,0
211511527,1,1,1,0
212531597,1,1,1,0
213541119,1,1,1,0
214541610,1,1,1,0
216577591,1,1,1,0
217591538,1,1,1,0
218607328,1,1,1,0
219621569,1,1,1,0
220627413,1,1,1,0
221641527,1,1,1,0
222661556,1,1,1,0
223667433,1,1,1,0
225701606,1,1,1,0
226711524,1,1,1,0
227711662,1,1,1,0
228731399,1,1,1,0
229738982,1,1,1,0
230747623,1,1,1,0
231761475,1,1,1,0
233767446,1,1,1,0
234771490,1,1,1,0
235787442,1,1,1,0
236807307,1,1,1,0
237807401,1,1,1,0
238831439,1,1,1,0
239847215,1,1,1,0
240847405,1,1,1,0
241847940,1,1,1,0
242867617,1,1,1,0
243871479,1,1,1,0
244879439,1,1,1,0
245899613,1,1,1,0
248939130,1,1,1,0
249947277,1,1,1,0
250958943,1,1,1,0
251961583,1,1,1,0
252971458,1,1,1,0
253971609,1,1,1,0
254971630,1,1,1,0
255987539,1,1,1,0
256997726,1,1,1,0
258001833,1,1,1,0
259011776,1,1,1,0
260021683,1,1,1,0
261041485,1,1,1,0
263071833,1,1,1,0
264091604,1,1,1,0
265107535,1,1,1,0
266111532,1,1,1,0
267121521,1,1,1,0
268131510,1,1,1,0
269147964,1,1,1,0
270151412,1,1,1,0
271151431,1,1,1,0
272151584,1,1,1,0
274171749,1,1,1,0
275191472,1,1,1,0
276211510,1,1,1,0
277219120,1,1,1,0
278227569,1,1,1,0
279251814,1,1,1,0
280261546,1,1,1,0
281281654,1,1,1,0
282281717,1,1,1,0
283287280,1,1,1,0
284307402,1,1,1,0
285319437,1,1,1,0
286321582,1,1,1,0
287328333,1,1,1,0
288340933,1,1,1,0
289361594,1,1,1,0
290371584,1,1,1,0
291381567,1,1,1,0
293411600,1,1,1,0
294431738,1,1,1,0
295441695,1,1,1,0
296447948,1,1,1,0
297451428,1,1,1,0
298457639,1,1,1,0
299461433,1,1,1,0
300468235,1,1,1,0
301487627,1,1,1,0
303507227,1,1,1,0
304521417,1,1,1,0
305531701,1,1,1,0
306539904,1,1,1,0
307561498,1,1,1,0
309591484,1,1,1,0
310607227,1,1,1,0
311611787,1,1,1,0
312627963,1,1,1,0
313651581,1,1,1,0
314671495,1,1,1,0
315688277,1,1,1,0
316699366,1,1,1,0
317719021,1,1,1,0
318719232,1,1,1,0
319727282,1,1,1,0
320731623,1,1,1,0
321747703,1,1,1,0
322751618,1,1,1,0
323771517,1,1,1,0
327787530,1,1,1,0
328807453,1,1,1,0
329811687,1,1,1,0
330831605,1,1,1,0
331831655,1,1,1,0
332847274,1,1,1,0
333847989,1,1,1,0
334851536,1,1,1,0
335851656,1,1,1,0
336871561,1,1,1,0
337881974,1,1,1,0
338891566,1,1,1,0
339891669,1,1,1,0
340897477,1,1,1,0
341907409,1,1,1,0
342921664,1,1,1,0
344947420,1,1,1,0
345967560,1,1,1,0
346971631,1,1,1,0
347991721,1,1,1,0
349011706,1,1,1,0
350017563,1,1,1,0
351018645,1,1,1,0
352027948,1,1,1,0
354051666,1,1,1,0
355058002,1,1,1,0
357088304,1,1,1,0
358111617,1,1,1,0
359128556,1,1,1,0
360141787,1,1,1,0
361151730,1,1,1,0
362171645,1,1,1,0
364191532,1,1,1,0
365191581,1,1,1,0
