timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
129111854,294.0,287.39847,5,50,14256,14336,0,3,133
130112038,560.0,276.79553,6,70,6733,14336,0,3,133
131112520,816.416,270.01126,11,89,10977,14336,0,3,133
132112605,1082.331,268.98752,11,108,8890,14336,0,3,133
133113465,1348.1846,268.3178,11,131,6773,14336,0,3,133
134114063,1610.0,267.21198,13,151,7998,14336,0,3,133
135114129,1754.1992,249.69936,14,171,7544,14336,0,3,133
136114925,1951.1396,243.10114,21,191,8064,14336,0,3,133
137117448,2216.5928,245.50888,21,211,6988,14336,0,3,133
138117557,2478.0,247.09152,21,231,9484,14336,0,3,133
139118103,2744.0,248.79369,21,251,7603,14336,0,3,133
140118421,3008.963,250.13123,21,271,6422,14336,0,3,133
141119023,3206.0,246.04497,26,290,9077,14336,0,3,133
142119121,3467.496,247.14452,27,310,10275,14336,0,3,133
145119992,3690.9746,216.71959,35,366,6784,14336,0,3,133
146121417,3952.5166,219.18811,35,386,9713,14336,0,3,133
147122064,4218.29,221.62822,35,406,7544,14336,0,3,133
148123137,4480.0,223.61703,38,429,8564,14336,0,3,133
149123725,4739.205,225.30264,39,449,12942,14336,0,3,133
150124469,5006.298,227.19151,42,469,7585,14336,0,3,133
151124522,5269.573,228.75742,42,492,7793,14336,0,3,133
152124530,5530.0,230.07494,44,513,10359,14336,0,3,133
153128289,5796.0,231.47514,44,540,8187,14336,0,3,133
154128622,6056.4424,232.58461,46,560,11029,14336,0,3,133
155128663,6319.005,233.6929,49,580,9672,14336,0,3,133
156128860,6584.412,234.82231,49,603,7585,14336,0,3,133
157129751,6850.6816,235.89796,49,623,5061,14336,0,3,133
158130140,7112.0,236.7411,50,640,7530,14336,0,3,133
159131335,7378.0,237.67451,50,660,5943,14336,0,3,133
160131416,7640.0146,238.43356,50,679,7850,14336,0,3,133
161131587,7901.198,239.12082,50,699,10651,14336,0,3,133
163132496,8171.045,233.16788,53,739,7838,14336,0,3,133
164132571,8433.145,233.97008,54,758,9247,14336,0,3,133
165133401,8699.711,234.84476,54,781,6452,14336,0,3,133
166133502,8960.0,235.51295,54,801,9940,14336,0,3,133
167134076,9224.31,236.24701,54,822,8996,14336,0,3,133
168134195,9488.659,236.94807,54,841,8347,14336,0,3,133
170134995,9804.02,233.17303,59,881,6929,14336,0,3,133
171137298,10066.0,233.82974,59,901,9598,14336,0,3,133
172137426,10332.0,234.5594,59,926,6103,14336,0,3,133
173137502,10592.601,235.1371,59,946,9348,14336,0,3,133
174137526,10854.419,235.71637,59,967,11043,14336,0,3,133
175137637,11122.267,236.39874,59,990,6000,14336,0,3,133
177138880,11536.0,235.1886,67,1030,10819,14336,0,3,133
178139041,11802.0,235.80347,67,1050,8294,14336,0,3,133
179139663,11998.0,235.0209,76,1070,14332,14336,0,3,133
180139732,12269.144,235.71458,76,1088,6582,14336,0,3,133
182142064,12493.65,231.13626,84,1128,8512,14336,0,3,133
183142125,12759.198,231.7611,84,1147,6801,14336,0,3,133
184143176,13020.0,232.27481,84,1166,10582,14336,0,3,133
185143708,13282.228,232.79762,89,1187,5478,14336,0,3,133
186144465,13543.592,233.28664,91,1203,5240,14336,0,3,133
187144525,13804.0,233.74567,91,1227,8074,14336,0,3,133
188146765,14070.0,234.274,91,1247,6562,14336,0,3,133
189146848,14333.982,234.76025,91,1268,6000,14336,0,3,133
190147030,14595.484,235.19048,91,1288,8234,14336,0,3,133
191147157,14859.294,235.64384,91,1308,8081,14336,0,3,133
192147433,15120.0,236.03407,91,1328,11101,14336,0,3,133
194148501,15396.013,233.06241,96,1366,4343,14336,0,3,133
195149289,15652.0,233.40152,96,1386,12377,14336,0,3,133
196149308,15918.0,233.88042,96,1406,9711,14336,0,3,133
197150142,16184.0,234.3427,96,1426,7274,14336,0,3,133
198151413,16442.258,234.67976,96,1446,13628,14336,0,3,133
199151693,16713.762,235.19704,97,1466,4596,14336,0,3,133
200151777,16977.086,235.58705,97,1486,5157,14336,0,3,133
201152603,17243.285,236.00339,97,1505,2585,14336,0,3,133
202278634,17387.031,234.35893,98,1523,11480,14336,0,3,133
204279462,17607.45,231.09746,104,1793,8256,14336,0,3,133
205279550,17846.959,231.20618,104,2015,6956,14336,0,3,133
206279718,18080.824,231.23969,105,2231,12033,14336,0,3,133
207279723,18316.305,231.29321,111,2446,9811,14336,0,3,133
208279974,18550.0,231.32246,115,2659,9071,14336,0,3,133
209281608,18784.662,231.35893,117,2876,9016,14336,0,3,133
210282133,19026.0,231.47887,119,3084,7409,14336,0,3,133
211282424,19272.541,231.6591,119,3239,7571,14336,0,3,133
212283498,19512.107,231.75006,119,3452,7361,14336,0,3,133
213283667,19754.0,231.86865,119,3638,8092,14336,0,3,133
214283817,19998.627,232.01627,122,3791,8756,14336,0,3,133
216284602,20337.0,230.58943,129,3857,6599,14336,0,3,133
217287228,20598.617,230.9305,129,3889,7871,14336,0,3,133
218287285,20818.0,230.80232,131,3937,5305,14336,0,3,133
219287491,21075.074,231.08987,134,3975,8598,14336,0,3,133
220288066,21289.049,230.90279,139,4010,6489,14336,0,3,133
