timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
221288118,21550.125,231.22643,139,4050,6599,14336,0,3,133
222288275,21812.0,231.55139,139,4078,7488,14336,0,3,133
223288590,22026.432,231.3708,141,4124,7195,14336,0,3,133
224288631,22288.0,231.6846,141,4157,7692,14336,0,3,133
226288775,22605.309,230.19688,144,4199,8640,14336,0,3,133
227289461,22870.742,230.5505,144,4219,7049,14336,0,3,133
228290113,23136.715,230.9025,144,4239,5323,14336,0,3,133
229291461,23398.074,231.20038,144,4262,8792,14336,0,3,133
230291684,23660.0,231.5005,144,4297,8786,14336,0,3,133
231292500,23892.691,231.51021,145,4504,13384,14336,0,3,133
234294082,24252.344,228.35364,150,4860,8354,14336,0,3,133
235294098,24518.621,228.70735,151,4880,5915,14336,0,3,133
236294155,24778.973,228.99968,153,4902,3989,14336,0,3,133
237294968,25041.207,229.30232,153,4926,5042,14336,0,3,133
238294988,25298.0,229.55171,153,4949,12124,14336,0,3,133
239295122,25568.445,229.91916,153,4966,5735,14336,0,3,133
240297122,25830.0,230.197,154,4992,7841,14336,0,3,133
241297694,26091.488,230.47226,154,5022,9065,14336,0,3,133
242298302,26352.582,230.73914,156,5046,11516,14336,0,3,133
243298978,26590.95,230.80399,165,5246,8606,14336,0,3,133
244299072,26828.479,230.86166,165,5470,9437,14336,0,3,133
245299126,27066.34,230.92128,165,5685,10828,14336,0,3,133
246299699,27304.412,230.98065,165,5898,12108,14336,0,3,133
248301329,27402.025,227.94666,177,6329,11478,14336,0,3,133
249301626,27645.977,228.07814,177,6552,5521,14336,0,3,133
250302065,27882.156,228.1436,177,6772,8195,14336,0,3,133
251303406,28121.246,228.22997,180,6995,6113,14336,0,3,133
252303666,28350.0,228.23369,182,7225,12428,14336,0,3,133
253303736,28588.0,228.31155,185,7443,5430,14336,0,3,133
254303825,28826.0,228.38817,186,7660,5969,14336,0,3,133
255304527,29086.566,228.63986,186,7706,5789,14336,0,3,133
256307055,29325.596,228.71638,187,7881,10272,14336,0,3,133
257307111,29586.938,228.96877,188,7939,6590,14336,0,3,133
258307618,29830.496,229.07991,189,8115,6864,14336,0,3,133
259307679,30072.0,229.17448,190,8319,4959,14336,0,3,133
260307689,30324.0,229.3471,192,8369,11639,14336,0,3,133
261308573,30590.0,229.62071,192,8396,9175,14336,0,3,133
263309383,30828.0,227.98318,198,8702,7148,14336,0,3,133
264310072,31066.0,228.05557,200,8906,9293,14336,0,3,133
265311173,31304.0,228.1262,202,9119,7760,14336,0,3,133
266311182,31542.0,228.19762,202,9330,9404,14336,0,3,133
267311241,31784.701,228.30171,204,9538,5575,14336,0,3,133
269311713,32125.082,227.47797,218,9949,10787,14336,0,3,133
271313312,32578.0,227.4612,221,10368,4340,14336,0,3,133
272313447,32816.0,227.53407,221,10579,6178,14336,0,3,133
274314089,33022.973,225.8364,225,11019,8750,14336,0,3,133
275314098,33264.0,225.93956,225,11231,7233,14336,0,3,133
276314984,33506.414,226.04936,225,11446,3960,14336,0,3,133
277315004,33744.902,226.13269,225,11658,5269,14336,0,3,133
278319013,33986.27,226.22806,225,11878,3989,14336,0,3,133
279319670,34248.28,226.4637,225,11919,3105,14336,0,3,133
280319757,34506.434,226.6717,225,11969,5339,14336,0,3,133
281321467,34752.254,226.79416,225,12152,3469,14336,0,3,133
282322139,35004.03,226.95515,228,12259,3052,14336,0,3,133
283323165,35238.0,226.99881,228,12466,10105,14336,0,3,133
284323229,35481.29,227.103,228,12679,6046,14336,0,3,133
285323666,35714.0,227.13803,229,12895,12155,14336,0,3,133
286323937,35952.0,227.2063,234,13107,9614,14336,0,3,133
287324690,36190.0,227.273,234,13327,10333,14336,0,3,133
288326671,36437.016,227.3934,234,13531,4542,14336,0,3,133
289328436,36680.0,227.48767,234,13715,5850,14336,0,3,133
290328646,36939.668,227.68567,234,13731,10917,14336,0,3,133
291328720,37205.98,227.92218,234,13761,7280,14336,0,3,133
294330076,37595.0,226.14734,239,13819,5310,14336,0,3,133
295330082,37856.0,226.35571,239,13844,7978,14336,0,3,133
296330089,38122.0,226.59135,239,13875,4321,14336,0,3,133
297331281,38378.273,226.76514,243,13909,7305,14336,0,3,133
298331770,38634.81,226.93935,246,13947,9386,14336,0,3,133
299331934,38896.22,227.14041,246,14017,5138,14336,0,3,133
300332506,39130.0,227.17824,253,14230,7561,14336,0,3,133
301332567,39368.0,227.24062,253,14445,8843,14336,0,3,133
303333322,39606.0,226.00433,257,14865,5390,14336,0,3,133
304334169,39844.0,226.0713,257,15081,6497,14336,0,3,133
305335012,40086.133,226.16084,257,15294,3200,14336,0,3,133
306337431,40327.79,226.2447,259,15455,7628,14336,0,3,133
307341526,40566.445,226.30876,259,15673,8614,14336,0,3,133
309343166,40670.0,224.38089,267,16063,14330,14336,0,3,133
311343753,41172.945,224.67587,269,16331,6029,14336,0,3,133
312343858,41412.0,224.75378,271,16523,8575,14336,0,3,133
313344471,41672.715,224.94716,271,16591,6041,14336,0,3,133
314344520,41925.242,225.09517,272,16685,5391,14336,0,3,133
315348302,42168.0,225.18494,272,16863,7511,14336,0,3,133
316348318,42404.992,225.24762,273,17080,8601,14336,0,3,133
317348614,42644.0,225.31999,278,17288,6101,14336,0,3,133
318348672,42882.0,225.38655,283,17489,7123,14336,0,3,133
319349277,43129.754,225.50279,283,17646,6029,14336,0,3,133
320350084,43392.6,225.69609,283,17666,7321,14336,0,3,133
321350092,43660.812,225.91606,283,17686,3233,14336,0,3,133
322350162,43918.0,226.07697,283,17715,8655,14336,0,3,133
323351336,44184.0,226.28006,283,17738,7017,14336,0,3,133
324351817,44450.0,226.4819,283,17758,5193,14336,0,3,133
327353476,44702.0,224.33488,289,17813,8583,14336,0,3,133
328353585,44963.965,224.52266,291,17838,8669,14336,0,3,133
329354138,45228.66,224.72165,293,17875,4059,14336,0,3,133
330354922,45490.15,224.90256,293,17897,6095,14336,0,3,133
331354989,45752.0,225.08424,293,17920,7995,14336,0,3,133
332355037,46012.69,225.25851,296,17944,7346,14336,0,3,133
333355066,46278.242,225.45479,296,17964,5830,14336,0,3,133
334357508,46541.727,225.63647,296,17984,7326,14336,0,3,133
335357513,46806.336,225.82451,296,18003,6847,14336,0,3,133
336357582,47068.0,225.9965,298,18022,7870,14336,0,3,133
337357657,47334.0,226.18759,298,18047,5098,14336,0,3,133
338358197,47594.195,226.34875,302,18068,7846,14336,0,3,133
339359003,47860.992,226.53935,303,18094,3886,14336,0,3,133
340359789,48122.887,226.70505,304,18118,5528,14336,0,3,133
341361101,48388.297,226.88515,305,18141,4039,14336,0,3,133
342361258,48650.0,227.04747,305,18164,6169,14336,0,3,133
343361380,48911.137,227.20569,307,18185,7891,14336,0,3,133
344361418,49093.547,226.99854,311,18202,6215,14336,0,3,133
345362115,49354.39,227.15358,315,18225,5261,14336,0,3,133
346362195,49551.727,227.01688,319,18251,8049,14336,0,3,133
347363019,49816.492,227.1882,322,18269,6566,14336,0,3,133
348363159,50078.0,227.34384,322,18298,7763,14336,0,3,133
349363722,50340.723,227.50314,322,18329,7426,14336,0,3,133
350364465,50605.125,227.6684,325,18354,4010,14336,0,3,133
351364547,50820.0,227.61102,329,18403,6273,14336,0,3,133
352364583,51081.176,227.76064,329,18438,7119,14336,0,3,133
353366841,51272.367,227.59604,335,18480,3215,14336,0,3,133
354367567,51531.992,227.73683,336,18517,4757,14336,0,3,133
357367690,52038.0,226.96385,342,18604,5145,14336,0,3,133
358368540,52299.1,227.11125,342,18635,7102,14336,0,3,133
359369280,52561.34,227.2624,344,18662,7158,14336,0,3,133
360370066,52826.234,227.42365,344,18678,6582,14336,0,3,133
361370081,53092.45,227.58992,344,18698,4534,14336,0,3,133
362371168,53358.297,227.75217,344,18718,3510,14336,0,3,133
364372514,53536.0,226.57515,348,18757,7480,14336,0,3,133
365372520,53796.957,226.72006,350,18777,6046,14336,0,3,133
