timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
136674851,0.013444091,0.009123284,0.0019668485,1
136874895,0.013444091,0.009123284,0.0019668485,1
137064852,0.013444091,0.009123284,0.0019668485,1
137274854,0.013444091,0.009123284,0.0019668485,1
137474890,0.013444091,0.009123284,0.0019668485,1
137674851,0.013444091,0.009123284,0.0019668485,1
137874851,0.013444091,0.009123284,0.0019668485,1
138074854,0.013444091,0.009123284,0.0019668485,1
138274851,0.013444091,0.009123284,0.0019668485,1
138474861,0.013444091,0.009123284,0.0019668485,1
138674851,0.013444091,0.009123284,0.0019668485,1
138874850,0.013444091,0.009123284,0.0019668485,1
139074854,0.013444091,0.009123284,0.0019668485,1
139274851,0.013444091,0.009123284,0.0019668485,1
139474851,0.013444091,0.009123284,0.0019668485,1
139674893,0.013444091,0.009123284,0.0019668485,1
139874854,0.013444091,0.009123284,0.0019668485,1
140074859,0.013444091,0.009123284,0.0019668485,1
140274854,0.013444091,0.009123284,0.0019668485,1
140674887,0.013444091,0.009123284,0.0019668485,1
140874851,0.013444091,0.009123284,0.0019668485,1
141074893,0.013444091,0.009123284,0.0019668485,1
141274851,0.013444091,0.009123284,0.0019668485,1
141474851,0.013444091,0.009123284,0.0019668485,1
141674854,0.013444091,0.009123284,0.0019668485,1
141874851,0.013444091,0.009123284,0.0019668485,1
142064851,0.013444091,0.009123284,0.0019668485,1
142274850,0.013444091,0.009123284,0.0019668485,1
142474886,0.013444091,0.009123284,0.0019668485,1
144874869,0.013444091,0.009123284,0.0019668485,1
145084900,0.013444091,0.009123284,0.0019668485,1
145294950,0.013444091,0.009123284,0.0019668485,1
145494851,0.013444091,0.009123284,0.0019668485,1
145694895,0.013444091,0.009123284,0.0019668485,1
145874851,0.013444091,0.009123284,0.0019668485,1
146074891,0.013444091,0.009123284,0.0019668485,1
146274918,0.00132917,0.00019987582,0.00061782124,0
146474851,0.0018073011,0.0012958653,0.00049394456,0
146674851,0.0017720569,0.0030704217,0.0005212154,0
146874851,0.002358776,0.0046090707,0.0012783988,0
147074851,0.003521474,0.0065147523,0.0012746732,0
147274857,0.004725381,0.008484195,0.0016270109,0
147474893,0.0051892824,0.009214613,0.0023971866,0
147674851,0.0063539096,0.012030223,0.001490991,0
147874851,0.0062268316,0.013189605,0.0013865061,0
148074851,0.0073947627,0.014932404,0.0015148328,0
148274851,0.007783181,0.015926613,0.0007924966,0
148484848,0.008784969,0.016900402,0.0011387044,0
148684848,0.009220981,0.01926262,0.0009827653,0
148884861,0.010255087,0.020377554,0.0010003664,0
149074887,0.009465995,0.019780368,0.0013789878,0
149274851,0.009870707,0.022894867,0.00092888554,0
149474895,0.010275219,0.023925189,0.00025433642,0
149674873,0.010180832,0.023158463,0.000844426,0
149874851,0.0093167545,0.023683505,0.0029265124,0
150084848,0.008681481,0.02469822,0.0033274635,0
150274855,0.008512186,0.02551687,0.0026792316,0
150474854,0.009442908,0.025706766,0.002131259,0
150674851,0.010232704,0.027592491,0.0029339762,0
150874851,0.0097819595,0.027640287,0.0038758644,0
151074887,0.009464008,0.028287357,0.0056785694,0
151274851,0.0085523715,0.028635737,0.0049422276,0
151494851,0.009091321,0.026606034,0.003364044,0
151674907,0.009650391,0.0262141,0.003808183,0
151874851,0.009462264,0.025502732,0.004274188,0
152074852,0.009995699,0.02588022,0.0038545353,0
152274851,0.009795787,0.025662653,0.0034766663,0
152474892,0.010327352,0.023549495,0.0039815838,0
152684904,0.010857403,0.025066819,0.004826396,0
152884848,0.009913709,0.02376525,0.0041301814,0
153074854,0.011299759,0.02441368,0.0044516763,0
153274891,0.011793433,0.026725238,0.004165658,0
153474851,0.012272324,0.028077198,0.0037098303,0
153674887,0.012033016,0.026329812,0.0034030634,0
153874855,0.011792358,0.025903441,0.0034456274,0
154074851,0.011556511,0.023685647,0.0027022965,0
154274851,0.011325381,0.022012038,0.0030876365,0
154474851,0.0096587865,0.019172,0.0030502023,0
154674871,0.008747516,0.018188113,0.0030677866,0
154874853,0.007852039,0.016315429,0.0026105319,0
155074851,0.0062747737,0.013997311,0.0024875498,0
155274854,0.005187995,0.010917049,0.0029948817,0
155494851,0.006978546,0.011076553,0.004023597,0
155674851,0.0063306764,0.010571528,0.002747375,0
155884848,0.006720032,0.009954495,0.0023433405,0
156074887,0.007886345,0.008865666,0.0016224151,0
156274851,0.0064348015,0.0068881456,0.0009798037,0
156474851,0.0057877796,0.0055506993,0.0014318767,0
156674851,0.006530549,0.004339343,0.0009314425,0
156874854,0.0059981965,0.0019523706,0.0013009313,0
157064896,0.0065761707,0.0014856317,0.00075159676,0
157274851,0.0064413906,0.001255447,0.001592362,0
157474905,0.006099822,0.0021304907,0.0024752053,0
157674863,0.0070628924,0.0023877681,0.001788038,0
157874888,0.0071039405,0.0030400618,0.0017304182,0
158074923,0.005909845,0.0033789116,0.001434918,0
158274854,0.0055746036,0.0050095576,0.0016081942,0
158474854,0.0054659005,0.005711935,0.0018695643,0
158674851,0.006341278,0.0077974373,0.00215602,0
158874846,0.007307931,0.010641669,0.0021620793,0
159074900,0.007177683,0.011329102,0.002664104,0
159274851,0.008130466,0.013902608,0.0027640143,0
159474851,0.007967806,0.014624521,0.003022001,0
159674899,0.0078084674,0.014831899,0.0031325407,0
159874851,0.007652297,0.014135371,0.0024229675,0
160074851,0.0064518633,0.016452612,0.0024609552,0
160274851,0.006319599,0.017315125,0.0018594818,0
160474851,0.006342278,0.016977176,0.0015080943,0
160674854,0.007741407,0.021628825,0.002351064,0
160874851,0.007590454,0.021507224,0.0021416259,0
161074924,0.007753879,0.023177365,0.0020102344,0
161274856,0.007967772,0.025013786,0.0012213384,0
161474851,0.0073634265,0.026200678,0.0014474947,0
162674851,0.005714722,0.020336522,0.0024203672,0
162874854,0.00506226,0.018419394,0.0017380732,0
163074851,0.00506226,0.018419394,0.0017380732,1
163274855,0.00506226,0.018419394,0.0017380732,1
163484857,0.00506226,0.018419394,0.0017380732,1
163674867,0.00506226,0.018419394,0.0017380732,1
163874880,0.00506226,0.018419394,0.0017380732,1
164074851,0.00506226,0.018419394,0.0017380732,1
164274919,0.00506226,0.018419394,0.0017380732,1
164474851,0.00506226,0.018419394,0.0017380732,1
164674894,0.00506226,0.018419394,0.0017380732,1
164874851,0.00506226,0.018419394,0.0017380732,1
165074851,0.00506226,0.018419394,0.0017380732,1
165274876,0.00506226,0.018419394,0.0017380732,1
165474856,0.00506226,0.018419394,0.0017380732,1
165674854,0.0014563815,0.0022999623,0.0010591096,0
165884866,0.0021539866,0.00485136,0.0021729807,0
166084886,0.003568367,0.008557128,0.00149414,0
166274895,0.0042269616,0.012290397,0.0023483029,0
166484880,0.005706101,0.014638516,0.0036375583,0
166674851,0.0063135126,0.01716031,0.002978834,0
166874854,0.0068225185,0.018017033,0.0043211705,0
167074851,0.007414238,0.0190565,0.0042270944,0
167274851,0.007994142,0.02117523,0.004266487,0
167474851,0.007834258,0.022451403,0.003705617,0
167674851,0.0076775746,0.023102235,0.0039882436,0
167874851,0.008252205,0.024939887,0.0037419738,0
168074854,0.008252205,0.024939887,0.0037419738,1
168274854,0.008252205,0.024939887,0.0037419738,1
168474851,0.008252205,0.024939887,0.0037419738,1
168674855,0.008252205,0.024939887,0.0037419738,1
169674888,0.008252205,0.024939887,0.0037419738,1
169874851,0.008252205,0.024939887,0.0037419738,1
170074894,0.008252205,0.024939887,0.0037419738,1
170274852,0.008252205,0.024939887,0.0037419738,1
170474942,0.008252205,0.024939887,0.0037419738,1
170674851,0.008252205,0.024939887,0.0037419738,1
170874854,0.0018323422,0.00059972575,0.0010660312,0
171074886,0.0026238004,0.0010877848,0.00063892204,0
171274851,0.0030296985,0.00096636283,0.0013013014,0
171484920,0.004278692,0.0013468224,0.0012252177,0
171674851,0.0041952804,0.0032202986,0.0008862092,0
171874851,0.0046225674,0.0040559056,0.0005532739,0
172084848,0.0050915503,0.0041725053,0.001107501,0
172274851,0.0062592016,0.005293082,0.0014526867,0
172474850,0.0067021325,0.006186947,0.0010565254,0
172674851,0.0065681194,0.006763535,0.00080875756,0
172884848,0.0064301896,0.0064214226,0.00026823493,0
173074851,0.0063080164,0.006799227,0.00062826,0
173274878,0.006181842,0.008063314,0.0010660917,0
173474851,0.0054633147,0.009598123,0.00086263416,0
173684848,0.0060074776,0.010001628,0.0007462699,0
173874854,0.005890328,0.011406421,0.000971038,0
174074851,0.006446816,0.012983948,0.0009536744,0
174274887,0.0059969923,0.014917899,0.0016224011,0
174484849,0.006589096,0.015511992,0.0013067285,0
174674886,0.0070848474,0.016009802,0.001534203,0
174874854,0.006943173,0.016789682,0.0018233474,0
175074851,0.007611535,0.017262159,0.0028283508,0
175274851,0.0076948795,0.018417222,0.002492729,0
175484848,0.008234706,0.019630829,0.0021523198,0
175674851,0.008074126,0.020547742,0.0016163529,0
176474867,0.009763052,0.024571773,0.002329532,0
176674854,0.011310926,0.026080176,0.0029642482,0
176874851,0.011090369,0.02707177,0.0029983094,0
177074851,0.011551758,0.02803052,0.0023075608,0
177274854,0.012009167,0.028670184,0.002232784,0
177474864,0.013152607,0.030182568,0.0022908046,0
177674851,0.013596144,0.03159384,0.002096171,0
177874854,0.014020253,0.033646278,0.002542725,0
178074856,0.015159674,0.034890275,0.002779858,0
178274873,0.014848863,0.0359753,0.0028685385,0
178674851,0.014959427,0.03754144,0.0022374024,0
178874891,0.014652693,0.03787163,0.0022152078,0
179074854,0.0150783695,0.038033072,0.002461422,0
179274851,0.01458527,0.037772655,0.002334712,0
179474851,0.01500811,0.036498148,0.0027466,0
179674887,0.014707893,0.03736834,0.0022286205,0
179874851,0.014421147,0.037339438,0.0027983773,0
180074851,0.014855152,0.037292674,0.0030734688,0
180274854,0.014558045,0.037246455,0.0031911286,0
180474851,0.014901217,0.036601566,0.004433415,0
181874851,0.016048707,0.028245093,0.0035120295,0
182074854,0.0155163985,0.028480522,0.003315832,0
182274858,0.015206066,0.027410919,0.003839623,0
182474875,0.015817277,0.026348678,0.004061364,0
182674984,0.01550076,0.024521647,0.003757054,0
182884849,0.015183205,0.024119563,0.0035989056,0
183084848,0.014879541,0.023037504,0.0036923247,0
183284914,0.0145819085,0.021376692,0.003995352,0
183484869,0.01408388,0.021338591,0.0034392534,0
183674851,0.012953356,0.022833522,0.0038658213,0
183874854,0.012694285,0.02227669,0.0035410945,0
184074851,0.011796568,0.022142097,0.0031977687,0
184274851,0.011554735,0.022288132,0.0038173194,0
184484848,0.011554735,0.022288132,0.0038173194,1
184674887,0.011554735,0.022288132,0.0038173194,1
184884851,0.011554735,0.022288132,0.0038173194,1
185074854,0.011554735,0.022288132,0.0038173194,1
185274851,0.011554735,0.022288132,0.0038173194,1
185484848,0.011554735,0.022288132,0.0038173194,1
185674854,0.011554735,0.022288132,0.0038173194,1
185884848,0.011554735,0.022288132,0.0038173194,1
186094886,0.011554735,0.022288132,0.0038173194,1
186294851,0.011554735,0.022288132,0.0038173194,1
186474856,0.011554735,0.022288132,0.0038173194,1
186674851,0.011554735,0.022288132,0.0038173194,1
186874890,0.011554735,0.022288132,0.0038173194,1
187084841,0.011554735,0.022288132,0.0038173194,1
187274895,0.011554735,0.022288132,0.0038173194,1
187494851,0.011554735,0.022288132,0.0038173194,1
187684848,0.011554735,0.022288132,0.0038173194,1
187874851,0.011554735,0.022288132,0.0038173194,1
188074851,0.011554735,0.022288132,0.0038173194,1
188274903,0.011554735,0.022288132,0.0038173194,1
188474894,0.011554735,0.022288132,0.0038173194,1
188684872,0.011554735,0.022288132,0.0038173194,1
188884861,0.011554735,0.022288132,0.0038173194,1
189084848,0.011554735,0.022288132,0.0038173194,1
189284873,0.011554735,0.022288132,0.0038173194,1
189474901,0.011554735,0.022288132,0.0038173194,1
189674887,0.011554735,0.022288132,0.0038173194,1
189884848,0.011554735,0.022288132,0.0038173194,1
190084851,0.011554735,0.022288132,0.0038173194,1
190284848,0.011554735,0.022288132,0.0038173194,1
190484848,0.011554735,0.022288132,0.0038173194,1
190684851,0.011554735,0.022288132,0.0038173194,1
190884865,0.011554735,0.022288132,0.0038173194,1
191074894,0.011554735,0.022288132,0.0038173194,1
191284868,0.011554735,0.022288132,0.0038173194,1
191484848,0.011554735,0.022288132,0.0038173194,1
191674851,0.011554735,0.022288132,0.0038173194,1
191874857,0.011554735,0.022288132,0.0038173194,1
192084848,0.011554735,0.022288132,0.0038173194,1
192284848,0.011554735,0.022288132,0.0038173194,1
193494851,0.011554735,0.022288132,0.0038173194,1
193684853,0.011554735,0.022288132,0.0038173194,1
193874854,0.011554735,0.022288132,0.0038173194,1
194074856,0.011554735,0.022288132,0.0038173194,1
194274893,0.011554735,0.022288132,0.0038173194,1
194474854,0.011554735,0.022288132,0.0038173194,1
194674887,0.011554735,0.022288132,0.0038173194,1
194874894,0.011554735,0.022288132,0.0038173194,1
195084866,0.011554735,0.022288132,0.0038173194,1
195284884,0.011554735,0.022288132,0.0038173194,1
195474851,0.011554735,0.022288132,0.0038173194,1
195674895,0.011554735,0.022288132,0.0038173194,1
195874863,0.011554735,0.022288132,0.0038173194,1
196084863,0.011554735,0.022288132,0.0038173194,1
196284861,0.011554735,0.022288132,0.0038173194,1
196484848,0.011554735,0.022288132,0.0038173194,1
196684848,0.011554735,0.022288132,0.0038173194,1
196874854,0.011554735,0.022288132,0.0038173194,1
197074853,0.011554735,0.022288132,0.0038173194,1
197274851,0.011554735,0.022288132,0.0038173194,1
197474865,0.011554735,0.022288132,0.0038173194,1
197674854,0.011554735,0.022288132,0.0038173194,1
197874851,0.011554735,0.022288132,0.0038173194,1
198074851,0.011554735,0.022288132,0.0038173194,1
198274889,0.011554735,0.022288132,0.0038173194,1
198474851,0.011554735,0.022288132,0.0038173194,1
198674851,0.011554735,0.022288132,0.0038173194,1
198874851,0.011554735,0.022288132,0.0038173194,1
199084848,0.011554735,0.022288132,0.0038173194,1
199274851,0.011554735,0.022288132,0.0038173194,1
199494856,0.011554735,0.022288132,0.0038173194,1
199674894,0.011554735,0.022288132,0.0038173194,1
199874895,0.011554735,0.022288132,0.0038173194,1
200074859,0.011554735,0.022288132,0.0038173194,1
200274863,0.011554735,0.022288132,0.0038173194,1
200484848,0.011554735,0.022288132,0.0038173194,1
200684848,0.011554735,0.022288132,0.0038173194,1
200874854,0.011554735,0.022288132,0.0038173194,1
201074876,0.011554735,0.022288132,0.0038173194,1
201284848,0.011554735,0.022288132,0.0038173194,1
362674881,0.011554735,0.022288132,0.0038173194,1
364074873,0.011554735,0.022288132,0.0038173194,1
364274851,0.011554735,0.022288132,0.0038173194,1
364474863,0.011554735,0.022288132,0.0038173194,1
364674851,0.011554735,0.022288132,0.0038173194,1
364874898,0.011554735,0.022288132,0.0038173194,1
365074851,0.011554735,0.022288132,0.0038173194,1
365274851,0.011554735,0.022288132,0.0038173194,1
365474851,0.011554735,0.022288132,0.0038173194,1
