timestamp,main_state
127814525,6
128317748,6
128818245,6
129324218,6
129824633,6
130333485,6
130842251,6
131351377,6
131852217,6
132353499,6
132861482,6
133369541,6
133871895,6
134880270,6
135382217,6
136394256,6
136904177,6
137404280,6
137907459,6
138418191,6
138918290,6
139421447,6
139931416,6
140950173,6
141452179,6
141960174,6
142470219,6
145013464,6
145522415,6
146027488,6
146529328,6
147037719,6
147547939,6
148057712,6
148558425,6
149069496,6
149580177,6
150089628,6
150600177,6
151111879,6
151612176,6
152122297,6
152624177,6
153138387,6
153640189,6
154151431,6
154661688,6
155171433,6
155680234,6
156191290,6
156698243,6
157203361,6
157713476,6
158221508,6
158728820,6
159231474,6
159740217,6
160249325,6
160751468,6
161260230,6
162771381,6
163278367,6
163779178,6
164281687,6
164782271,6
165288303,6
165788330,6
166289503,6
166790174,6
167298413,6
167803223,6
168313386,6
168821526,6
169330173,6
169838148,6
170343175,6
170853422,6
171362459,6
171871817,6
172381726,6
172891453,6
173398322,6
173898495,6
174408273,6
174702501,6
175212258,6
175722536,6
176731297,6
177241370,6
177751432,6
178261785,6
179043243,6
179551453,6
180061692,6
180568238,6
182093477,6
182602248,6
183102330,6
183613365,6
184121592,6
184623980,6
185134177,6
185644235,6
186157736,6
186658356,6
187158447,6
187660223,6
188161401,6
188671247,6
189174172,6
189674269,6
190183466,6
190687496,6
191188275,6
191697597,6
192203210,6
193720188,6
194229484,6
194738394,6
195242183,6
195752175,6
196253487,6
196761546,6
197270219,6
197780179,6
198289448,6
198794179,6
199297894,6
199798449,6
200302268,6
200804211,6
201313499,6
203860213,6
204368290,6
204880179,6
205387498,6
205894178,6
206399276,6
206908192,6
207413422,6
207923485,6
208431728,6
208941512,6
209448078,6
209952175,6
210454293,6
210963424,6
211470190,6
211979330,6
212479514,6
212988209,6
213492238,6
213999767,6
214501614,6
215002291,6
216021474,6
216522241,6
217023185,6
217533424,6
218043452,6
218544180,6
219048245,6
219550175,6
220553363,6
221053543,6
221562182,6
222062455,6
222563179,6
223063503,6
223564188,6
224074375,6
224577669,6
225593419,6
226102451,6
226613452,6
227124178,6
227629680,6
228140202,6
228648183,6
229152207,6
229657562,6
230161585,6
230668670,6
231174233,6
231680002,6
233689371,6
234189399,6
234691280,6
235194176,6
235703356,6
236213647,6
236723435,6
237233369,6
237743316,6
238254539,6
238762228,6
239271399,6
239772178,6
240279184,6
240780227,6
241282213,6
241783457,6
242291468,6
242799378,6
243303273,6
243810180,6
244312288,6
244819424,6
245321386,6
245823374,6
246329469,6
248348152,6
248850176,6
249354238,6
249863344,6
250368249,6
250872656,6
251379709,6
251880005,6
252390175,6
252894179,6
253401539,6
253908076,6
254409413,6
254911778,6
255414270,6
255919803,6
256424183,6
256931464,6
257434187,6
257941476,6
258443248,6
258952221,6
259461795,6
259972278,6
260473364,6
260973534,6
261478245,6
262991323,6
263499209,6
264001525,6
264502252,6
265008150,6
265508193,6
266010184,6
266512170,6
267022266,6
268032212,6
268541595,6
269050207,6
269552177,6
270054198,6
270563252,6
271064180,6
271572208,6
272080110,6
272582327,6
274101774,6
274610222,6
275119345,6
275623393,6
276132236,6
276634276,6
277141643,6
277650212,6
278153492,6
278659176,6
279160179,6
279661698,6
280162274,6
280670185,6
281179351,6
281680179,6
282187443,6
282692175,6
283193594,6
283699216,6
284201619,6
284703739,6
285207529,6
285719254,6
286223304,6
286732223,6
287239925,6
287741419,6
288243187,6
288752271,6
289253419,6
289759205,6
290264331,6
290778361,6
291287464,6
293317577,6
293822259,6
294332178,6
294842478,6
295343439,6
295851486,6
296351539,6
296860202,6
297361835,6
297872238,6
298382405,6
298893423,6
299399954,6
299901706,6
300410228,6
300919452,6
301423240,6
301931875,6
303442257,6
303943351,6
304453368,6
304953409,6
305459237,6
305964183,6
306470221,6
306974235,6
307481718,6
309508051,6
310011405,6
310514208,6
311019221,6
311523220,6
312032178,6
312541559,6
313042223,6
313542440,6
314043220,6
314552244,6
315054219,6
315564234,6
316068601,6
316570234,6
317079745,6
317581679,6
318083936,6
318587951,6
319090177,6
319599214,6
320100175,6
320609497,6
321112721,6
321622180,6
322124180,6
322630182,6
323131473,6
323631710,6
324139421,6
324640180,6
327172232,6
327681630,6
328191866,6
328691955,6
329202220,6
329703239,6
330204180,6
330713431,6
331214308,6
331718400,6
332229396,6
332729508,6
333240217,6
333751520,6
334260181,6
334769625,6
335279505,6
335790179,6
336298315,6
336809451,6
337313636,6
337823252,6
338329333,6
338830188,6
339339179,6
339848185,6
340349528,6
340859180,6
341369547,6
341880219,6
342382179,6
342884171,6
343394323,6
344413416,6
344923313,6
345423493,6
345934244,6
346442449,6
346942455,6
347452301,6
347957722,6
348463301,6
348964179,6
349469507,6
349969636,6
350480175,6
350984180,6
351488330,6
351998349,6
352498474,6
353502214,6
354012182,6
354520175,6
355020180,6
356543313,6
357054291,6
357557549,6
358064219,6
358571466,6
359072183,6
359581538,6
360089440,6
360597646,6
361104171,6
361613378,6
362113424,6
362613541,6
364134208,6
364478627,6
364980210,6
