timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
128304852,49.08961762052562,2.1103547169244297,86.11648,131.64417,-0.0,0.6248792,0.82225895,86.02269,2,0,1,0
128504848,49.089617615211345,2.1103547684544046,86.11971,131.63968,-0.0,0.6246512,0.8218688,86.02575,2,0,1,0
128704871,49.08961761310954,2.1103548233055682,86.121765,131.63374,-0.0,0.6244222,0.82267743,86.0257,2,0,1,0
128904884,49.08961763448831,2.1103548802916645,86.12404,131.62888,-0.0,0.6241932,0.82229185,86.02441,2,0,1,0
129104886,49.089617649419644,2.1103549330965024,86.12183,131.61948,-0.0,0.6239829,0.821915,86.01921,2,0,1,0
129304848,49.08961763775064,2.110354953361476,86.12127,131.61143,-0.0,0.62377036,0.8227292,86.02138,2,0,1,0
129504848,49.08961765781024,2.1103549867327622,86.11952,131.60245,-0.0,0.62357473,0.8223558,86.019516,2,0,1,0
129704848,49.089617652254745,2.110355008637867,86.12179,131.59741,-0.0,0.6233937,0.82197815,86.02767,2,0,1,0
129904861,49.089617698314825,2.1103550443133177,86.1289,131.597,-0.0,0.62320685,0.82278913,86.03458,2,0,1,0
130104849,49.08961770113224,2.110355024636867,86.12379,131.58418,-0.0,0.6230149,0.8224074,86.01898,2,0,1,0
130304849,49.089617714016974,2.1103550322377425,86.121056,131.57446,-0.0,0.6228374,0.822026,86.020836,2,0,1,0
130504848,49.089617741994374,2.1103550277354164,86.11791,131.56427,-0.0,0.62269086,0.821653,86.018845,2,0,1,0
130704861,49.08961777355519,2.110354986400444,86.11648,131.55656,-0.0,0.62255216,0.82246876,86.017456,2,0,1,0
130904848,49.089617822984806,2.1103549655395817,86.11512,131.54895,-0.0,0.62248385,0.82210267,86.01542,2,0,1,0
131104848,49.08961788771938,2.110354907952073,86.111206,131.5388,-0.0,0.6224138,0.8217442,86.00742,2,0,1,0
131304853,49.08961794704961,2.1103548414315316,86.10264,131.52481,-0.0,0.62231433,0.8225685,85.999054,2,0,1,0
131504853,49.089618035195606,2.1103548069589166,86.09961,131.51671,-0.0,0.6222141,0.82216805,86.00035,2,0,1,0
131704867,49.08961812959073,2.1103547866020658,86.10017,131.5126,-0.0,0.62211305,0.82296985,86.006256,2,0,1,0
131904948,49.089618228153014,2.110354810157128,86.10336,131.51128,-0.0,0.62201107,0.8225751,86.00711,2,0,1,0
132104848,49.08961832151733,2.110354830022459,86.10529,131.50879,-0.0,0.6219083,0.82218546,86.00612,2,0,1,0
