timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
129068925,2359306,2359306,0,0,0,0,0,0.0002164185,1.5620994e-05,5.713971e-10,400,400
130099338,2359306,2359306,0,0,0,0,0,0.00019181712,1.3819952e-05,3.6227732e-10,400,400
131109668,2359306,2359306,0,0,0,0,0,0.00017370215,1.2788038e-05,2.5799435e-10,400,400
132019998,2359306,2359306,0,0,0,0,0,0.00018164,1.2972543e-05,2.3666882e-10,400,400
133020572,2359306,2359306,0,0,0,0,0,0.00016704788,1.3057866e-05,2.1255873e-10,400,400
134040953,2359306,2359306,0,0,0,0,0,0.0012971413,4.8329035e-05,1.0105162e-09,400,400
135071215,2359306,2359306,0,0,0,0,0,0.0016763496,3.318696e-05,9.588436e-10,400,400
136081557,2359306,2359306,0,0,0,0,0,0.001581016,3.226597e-05,7.815791e-10,400,400
137101935,2359306,2359306,0,0,0,0,0,0.003233884,6.561386e-05,2.8594696e-09,400,400
138017313,2359306,2359306,0,0,0,0,0,0.0033398839,0.0001261199,3.9254724e-09,400,400
139032626,2359306,2359306,0,0,0,0,0,0.0016542133,6.400338e-05,1.3486695e-09,400,400
140038204,2359306,2359306,0,0,0,0,0,0.0016241537,5.8903694e-05,1.0964635e-09,400,400
141053440,2359306,2359306,0,0,0,0,0,0.001680194,5.401631e-05,9.577062e-10,400,400
142058866,2359306,2359306,0,0,0,0,0,0.0022609793,0.000101467,1.8427864e-09,400,400
145009966,2359306,2359306,0,0,0,0,0,0.00045746556,2.0657431e-05,6.334986e-10,400,400
146020447,2359306,2359306,0,0,0,0,0,0.00020694056,1.3738731e-05,2.558047e-10,400,400
147045731,2359306,2359306,0,0,0,0,0,0.0001855393,1.2995872e-05,2.416581e-10,400,400
148071296,2359306,2359306,0,0,0,0,0,0.00020335583,1.19584265e-05,1.9381974e-10,400,400
149091516,2359306,2359306,0,0,0,0,0,0.00017847327,1.3494195e-05,1.8170383e-10,400,400
150106868,2359306,2359306,0,0,0,0,0,0.00018696144,1.3876263e-05,4.5011403e-10,400,400
151032207,2359306,2359306,0,0,0,0,0,0.0001800348,1.3616308e-05,3.9046574e-10,400,400
152042602,2359306,2359306,0,0,0,0,0,0.00016700955,1.28905895e-05,2.7755978e-10,400,400
153048072,2359306,2359306,0,0,0,0,0,0.00018015629,1.2402858e-05,2.0040722e-10,400,400
154073385,2359306,2359306,0,0,0,0,0,0.0001717591,1.2935224e-05,2.1920372e-10,400,400
155078957,2359306,2359306,0,0,0,0,0,0.00017025282,1.2160491e-05,2.1433139e-10,400,400
156089243,2359306,2359306,0,0,0,0,0,0.00017058202,1.2476141e-05,1.9956164e-10,400,400
157099582,2359306,2359306,0,0,0,0,0,0.00017040512,1.24575945e-05,2.1848265e-10,400,400
158014977,2359306,2359306,0,0,0,0,0,0.00018228506,1.2053513e-05,2.440044e-10,400,400
159020540,2359306,2359306,0,0,0,0,0,0.00019345323,1.3065613e-05,2.6194802e-10,400,400
160036816,2359306,2359306,0,0,0,0,0,0.00018011515,1.2603828e-05,2.4174446e-10,400,400
161066675,2359306,2359306,0,0,0,0,0,0.00018466615,1.2439671e-05,2.3233848e-10,400,400
163086975,2359306,2359306,0,0,0,0,0,0.00026730477,2.383006e-05,7.657407e-09,400,400
164102427,2359306,2359306,0,0,0,0,0,0.0004398886,3.6480324e-05,1.7402904e-08,400,400
165107929,2359306,2359306,0,0,0,0,0,0.00023904539,1.60215e-05,2.5827633e-09,400,400
166023167,2359306,2359306,0,0,0,0,0,0.00019396613,1.3036387e-05,5.912972e-10,400,400
167023599,2359306,2359306,0,0,0,0,0,0.00020491505,1.2302442e-05,2.2945422e-10,400,400
168049004,2359306,2359306,0,0,0,0,0,0.00024332054,1.5530017e-05,6.1047206e-10,400,400
170094915,2359306,2359306,0,0,0,0,0,0.00025467452,2.003516e-05,3.5752277e-09,400,400
171015193,2359306,2359306,0,0,0,0,0,0.0001847496,1.4238251e-05,1.2470294e-09,400,400
172045852,2359306,2359306,0,0,0,0,0,0.00018516635,1.2644454e-05,6.9659783e-10,400,400
173071244,2359306,2359306,0,0,0,0,0,0.00019424179,1.3007214e-05,4.8614884e-10,400,400
174081472,2359306,2359306,0,0,0,0,0,0.00016960637,1.2684014e-05,3.9610948e-10,400,400
175101852,2359306,2359306,0,0,0,0,0,0.00018058946,1.2029567e-05,2.8260635e-10,400,400
177032654,2359306,2359306,0,0,0,0,0,0.00017588846,1.2131731e-05,2.218279e-10,400,400
178043076,2359306,2359306,0,0,0,0,0,0.00017298738,1.2916814e-05,2.213449e-10,400,400
179048531,2359306,2359306,0,0,0,0,0,0.00017929122,1.2067101e-05,1.7859371e-10,400,400
180058938,2359306,2359306,0,0,0,0,0,0.00017309304,1.1809731e-05,1.9378966e-10,400,400
182089775,2359306,2359306,0,0,0,0,0,0.00022680325,1.4119299e-05,2.3325988e-10,400,400
183095196,2359306,2359306,0,0,0,0,0,0.00022108832,1.3378222e-05,2.0693529e-10,400,400
184015700,2359306,2359306,0,0,0,0,0,0.0001867603,1.2741533e-05,1.8546333e-10,400,400
185046660,2359306,2359306,0,0,0,0,0,0.00038413945,2.6868458e-05,2.1070012e-09,400,400
186071421,2359306,2359306,0,0,0,0,0,0.00042170112,2.864614e-05,2.7115967e-09,400,400
187081843,2359306,2359306,0,0,0,0,0,0.00031807466,2.143611e-05,1.648971e-09,400,400
188102330,2359306,2359306,0,0,0,0,0,0.0007061397,2.9327177e-05,1.5331174e-09,400,400
189107710,2359306,2359306,0,0,0,0,0,0.0008822001,2.6165231e-05,9.37319e-10,400,400
190023147,2359306,2359306,0,0,0,0,0,0.0014126067,3.2343916e-05,1.0474408e-09,400,400
191033526,2359306,2359306,0,0,0,0,0,0.0034429978,8.307841e-05,2.5245566e-09,400,400
192038943,2359306,2359306,0,0,0,0,0,0.004217092,8.656218e-05,3.0715666e-09,400,400
194054931,2359306,2359306,0,0,0,0,0,0.0055833105,8.066493e-05,4.2969788e-09,400,400
195070467,2359306,2359306,0,0,0,0,0,0.004163899,7.406629e-05,4.0603503e-09,400,400
196085826,2359306,2359306,0,0,0,0,0,0.0057927826,0.0001099061,1.2369963e-08,400,400
197106842,2359306,2359306,0,0,0,0,0,0.005361358,0.00010692833,1.213147e-08,400,400
198021535,2359306,2359306,0,0,0,0,0,0.0055336105,0.00013073916,1.4802143e-08,400,400
199026955,2359306,2359306,0,0,0,0,0,0.0047195964,0.000117545875,1.5887228e-08,400,400
200047469,2359306,2359306,0,0,0,0,0,0.004728636,0.00010494129,8.781424e-09,400,400
201048067,2359306,2359306,0,0,0,0,0,0.011577096,0.0005703393,3.7013785e-07,400,400
202273392,2359306,2359306,0,0,0,0,0,0.018496862,0.0008740638,1.6845906e-06,400,400
204079267,2359306,2359306,0,0,0,0,0,0.009325776,0.00023017575,3.2987555e-07,400,400
205094632,2359306,2359306,0,0,0,0,0,0.008962803,0.00020030624,1.7825725e-07,400,400
206110036,2359306,2359306,0,0,0,0,0,0.008378154,0.00022363855,1.6193059e-07,400,400
207020602,2359306,2359306,0,0,0,0,0,0.00803962,0.00016443049,1.2225739e-07,400,400
209051392,2359306,2359306,0,0,0,0,0,0.006882216,0.000103283666,4.806347e-08,400,400
210078981,2359306,2359306,0,0,0,0,0,0.007795992,0.00013211077,1.086932e-07,400,400
211092216,2359306,2359306,0,0,0,0,0,0.007092103,9.6619355e-05,6.91516e-08,400,400
212012633,2359306,2359306,0,0,0,0,0,0.007620725,0.00010020007,5.6243266e-08,400,400
213023197,2359306,2359306,0,0,0,0,0,0.0075406195,9.604075e-05,4.644817e-08,400,400
214043606,2359306,2359306,0,0,0,0,0,0.006859832,8.513843e-05,7.08653e-08,400,400
216069423,2359306,2359306,0,0,0,0,0,0.0075061256,6.0984607e-05,6.140596e-08,400,400
217079928,2359306,2359306,0,0,0,0,0,0.007126855,6.1369166e-05,1.0323016e-07,400,400
218080498,2359306,2359306,0,0,0,0,0,0.006081871,6.9328176e-05,8.793856e-08,400,400
219095847,2359306,2359306,0,0,0,0,0,0.0063246307,7.564131e-05,7.0513416e-08,400,400
221031660,2359306,2359306,0,0,0,0,0,0.0074629765,7.137993e-05,5.985439e-08,400,400
222037285,2359306,2359306,0,0,0,0,0,0.0076480955,7.67475e-05,1.216937e-07,400,400
223047587,2359306,2359306,0,0,0,0,0,0.0070814854,8.347412e-05,1.584368e-07,400,400
224058065,2359306,2359306,0,0,0,0,0,0.007325899,9.1114496e-05,2.4536965e-07,400,400
226083939,2359306,2359306,0,0,0,0,0,0.004871436,0.00010588603,1.4304149e-07,400,400
227104421,2359306,2359306,0,0,0,0,0,0.005792158,9.2741015e-05,1.2918028e-07,400,400
228014777,2359306,2359306,0,0,0,0,0,0.0056385812,0.000102978614,5.811729e-08,400,400
229015216,2359306,2359306,0,0,0,0,0,0.0044670217,9.852814e-05,7.0583305e-08,400,400
230020749,2359306,2359306,0,0,0,0,0,0.0057711164,8.490535e-05,9.638487e-08,400,400
231058232,2359306,2359306,0,0,0,0,0,0.0053751674,0.000108197135,5.0939878e-08,400,400
234107510,2359306,2359306,0,0,0,0,0,0.00826062,0.000109793444,9.76792e-08,400,400
235108129,2359306,2359306,0,0,0,0,0,0.0075051114,0.00010519986,9.4408605e-08,400,400
237033821,2359306,2359306,0,0,0,0,0,0.008925377,9.5634365e-05,7.643141e-08,400,400
