timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
128608718,128608210,2359306,2359306,-4.4290544e-05,4.6371388e-05,-3.0956493e-05,-0.0007370935,0.0007333372,-0.049524892,5000,5000,0
129108900,129108397,2359306,2359306,-2.8179344e-05,-1.9737843e-05,9.804169e-06,-0.00042641937,0.0004080362,-0.049016766,5005,5005,0
129609153,129608582,2359306,2359306,1.3720676e-05,-1.2333273e-05,-2.0267777e-05,-0.00081385276,0.00053189317,-0.04876761,5001,5001,0
130109282,130108764,2359306,2359306,3.3836855e-05,1.00136995e-05,-2.40376e-05,-0.00062612677,0.00064446696,-0.048653416,4999,4999,0
130609575,130608949,2359306,2359306,-1.761905e-05,-2.647524e-06,-9.818267e-06,-0.0007742824,0.00045186194,-0.04893793,5001,5001,0
131109671,131109135,2359306,2359306,-4.6485253e-05,-1.9445382e-05,-8.74478e-06,-0.00073125644,0.00038691828,-0.04882071,4990,4990,0
131609925,131609324,2359306,2359306,-2.4745224e-05,9.1377177e-07,6.8397235e-06,-0.0008084664,0.00032018687,-0.04894314,5005,5005,0
132110028,132109507,2359306,2359306,1.4202372e-05,-2.6718849e-06,-2.236767e-05,-0.0006060636,0.0005180554,-0.048699796,4999,4999,0
132610213,132609692,2359306,2359306,-1.43089255e-05,-3.5765847e-06,-9.787138e-06,-0.00071695325,0.00048135262,-0.048713595,5001,5001,0
133110538,133109880,2359306,2359306,-3.237359e-05,3.3573822e-06,-1.7217988e-05,-0.00063310267,0.00044203838,-0.04868208,5002,5002,0
133610614,133610068,2359306,2359306,-7.333891e-05,-2.9151543e-06,1.5745365e-05,-0.0010100438,0.0022056068,-0.048239578,5005,5005,0
134110899,134110266,2359306,2359306,-3.7250444e-05,-1.3926513e-05,4.4457065e-06,-0.00070641923,0.00040647577,-0.046894677,4999,4999,0
134610973,134610440,2359306,2359306,3.778516e-06,-3.163358e-05,-3.6673196e-06,-0.0008020965,0.0005194455,-0.050084554,5002,5002,0
135111171,135110627,2359306,2359306,3.294969e-05,-1.6740123e-05,-8.456551e-06,-0.0009377342,0.00038955576,-0.050331544,5003,5003,0
135611348,135610825,2359306,2359306,5.133487e-05,-2.32038e-05,-1.0784545e-05,-0.0011076571,0.00035903903,-0.049333822,5010,5010,0
136111626,136111009,2359306,2359306,2.8323935e-05,-5.7673665e-06,-2.1693784e-05,-0.00049160497,0.0015512295,-0.047807086,5010,5010,0
136611708,136611192,2359306,2359306,-5.794779e-06,1.504647e-05,-5.2577503e-05,0.0019363412,0.0010428294,-0.05005727,5005,5005,0
137111883,137111376,2359306,2359306,6.706015e-05,-7.204575e-05,-1.5740636e-05,-0.001313483,0.0008907097,-0.047747422,5001,5001,0
137607131,137606563,2359306,2359306,-5.20516e-05,-1.1924573e-05,9.973615e-06,-0.0021463516,-0.003989893,-0.047749497,5004,5004,0
138107275,138106762,2359306,2359306,4.0387886e-06,1.34084485e-05,-4.0647075e-07,-0.0006976954,0.0007620296,-0.04847774,5015,5015,0
138607525,138606940,2359306,2359306,-9.516133e-05,2.2434342e-06,1.1175011e-05,-0.0007457883,0.00036181533,-0.047823068,5005,5005,0
139107675,139107144,2359306,2359306,-4.987381e-05,-8.072285e-06,-7.786495e-06,-0.0006537151,0.0021995604,-0.048782725,5011,5011,0
139608050,139607317,2359306,2359306,-6.3013013e-06,8.518405e-06,-2.7769207e-05,-0.0010845647,0.0007794364,-0.047257002,5005,5005,0
140108123,140107503,2359306,2359306,2.9754456e-05,7.58993e-06,-4.366642e-06,-0.0011159186,-0.0014438875,-0.048569344,5002,5002,0
140608204,140607695,2359306,2359306,6.0075894e-05,-6.5996733e-06,-1.2879494e-05,-0.00016964697,0.0008652725,-0.04972355,5005,5005,0
141108397,141107883,2359306,2359306,-5.364898e-05,8.508858e-06,-1.4159513e-05,0.00016790502,0.0014186113,-0.048639987,4990,4990,0
141608616,141608071,2359306,2359306,6.132559e-05,-2.907217e-05,-3.5076316e-06,-0.0009748549,0.0025386042,-0.0486652,4999,4999,0
142108830,142108267,2359306,2359306,0.0001388173,8.51517e-06,-4.6503683e-05,-3.4717155e-05,9.408994e-06,-0.05001689,4998,4998,0
142609038,142608452,2359306,2359306,1.7626696e-06,-2.6181291e-05,-1.8749068e-05,-0.001239507,-2.992793e-05,-0.05076435,5003,5003,0
145109963,145109405,2359306,2359306,1.0050266e-05,-2.0575196e-06,-5.938574e-06,-0.0005015537,0.00049703266,-0.048930567,4999,4999,0
145610121,145609596,2359306,2359306,-2.1896154e-05,-5.054965e-07,2.837698e-06,-0.00048547794,0.00046108817,-0.0486537,4993,4993,0
146110446,146109788,2359306,2359306,-4.566187e-05,-4.5559127e-06,-3.2089342e-06,-0.0004764638,0.00054014917,-0.048692048,4990,4990,0
146610690,146609983,2359306,2359306,-4.388149e-06,6.81492e-07,-1.9821255e-05,-0.0004841168,0.00038122834,-0.048812322,5004,5004,0
147110726,147110173,2359306,2359306,4.730779e-06,-3.5325113e-06,-1.3144922e-05,-0.00050223037,0.00052315847,-0.048694458,5001,5001,0
147610912,147610366,2359306,2359306,-9.1356615e-06,5.419301e-07,-1.6278142e-05,-0.00042210377,0.00055225025,-0.04856742,4997,4997,0
148111066,148110560,2359306,2359306,-1.9384897e-05,4.9220894e-06,-1.1171403e-05,-0.00036397323,0.0005391136,-0.048827212,5000,5000,0
148611285,148610765,2359306,2359306,-1.7077185e-05,-4.382966e-06,-5.8495566e-06,-0.00044776805,0.00044538596,-0.04889225,5014,5014,0
149111615,149110946,2359306,2359306,-2.4788895e-05,-1.8807776e-06,-6.907976e-06,-0.00046598568,0.00043623423,-0.048784073,4994,4994,0
149611655,149611141,2359306,2359306,1.5895293e-06,-9.939283e-06,-9.806089e-06,-0.00049839995,0.0005100772,-0.048844267,5004,5004,0
150111874,150111334,2359306,2359306,-7.3819415e-06,2.5210544e-05,-6.80016e-05,-0.00069452537,0.0004037189,-0.04901737,5003,5003,0
150607030,150606525,2359306,2359306,-6.094479e-05,3.8775775e-06,-2.5096811e-05,-0.0006190988,0.0008392225,-0.048796717,5002,5002,0
151107240,151106723,2359306,2359306,-2.6150396e-05,-9.042232e-06,-1.5041764e-05,-0.00035864318,0.000549578,-0.048681878,5007,5007,0
151607469,151606915,2359306,2359306,1.569548e-05,-1.771713e-07,-1.71093e-05,-0.00046964825,0.00044654077,-0.04878755,5004,5004,0
152107641,152107114,2359306,2359306,1.00685265e-05,4.4559274e-06,-5.86961e-08,-0.0004590806,0.00056712446,-0.0488973,5004,5004,0
152607958,152607305,2359306,2359306,-2.3852363e-05,-8.7125443e-07,-1.6436854e-05,-0.0004706412,0.00046581484,-0.04872209,5005,5005,0
153108107,153107498,2359306,2359306,-1.8061017e-05,-3.9408174e-06,-1.8278482e-06,-0.00042900228,0.00042268066,-0.048793957,5002,5002,0
153608208,153607696,2359306,2359306,-3.4065302e-05,-3.3130518e-06,-1.5617046e-05,-0.0005402333,0.0005412734,-0.048790697,5002,5002,0
154108404,154107890,2359306,2359306,-3.4632062e-06,4.666642e-06,1.3603803e-06,-0.00035487337,0.00047233587,-0.048339706,4963,4963,0
154608615,154608098,2359306,2359306,9.567295e-06,-1.132272e-05,-9.631854e-06,-0.00041553605,0.00048293587,-0.048888873,5010,5010,0
155108795,155108283,2359306,2359306,-1.5876192e-05,-1.2357844e-05,6.42356e-07,-0.0005171765,0.0005445041,-0.048657022,5003,5003,0
155609043,155608481,2359306,2359306,-1.8761946e-05,1.3723817e-06,-1.9949908e-05,-0.00035974453,0.00045924852,-0.0487352,5005,5005,0
156109246,156108675,2359306,2359306,-3.8787457e-05,-3.3976203e-06,-9.788501e-06,-0.00047705715,0.000475731,-0.048581485,4995,4995,0
156609390,156608872,2359306,2359306,2.7104234e-06,-7.772398e-07,-6.011651e-06,-0.00043912375,0.000486407,-0.04889125,5002,5002,0
157109599,157109069,2359306,2359306,1.2497114e-05,6.2133597e-07,-1.6468983e-05,-0.00044035754,0.0006359366,-0.048724458,5002,5002,0
157609778,157609268,2359306,2359306,-2.0809244e-05,-1.2471454e-06,-9.767781e-06,-0.0003587878,0.0006256767,-0.04863999,4991,4991,0
158110035,158109465,2359306,2359306,-5.9681253e-05,-5.5349784e-07,2.301977e-06,-0.00047204853,0.00048242885,-0.04880785,4999,4999,0
158610179,158609663,2359306,2359306,-1.8945457e-05,-6.151081e-06,-5.2145483e-06,-0.00044036855,0.0004717959,-0.04865844,4991,4991,0
159110522,159109863,2359306,2359306,5.687425e-06,5.815491e-07,-1.0543833e-05,-0.00059963827,0.000513041,-0.048655126,5001,5001,0
159610731,159610063,2359306,2359306,-1.3049768e-05,-9.1153415e-06,-1.2197237e-05,-0.000365185,0.0005513378,-0.048663795,5004,5004,0
