timestamp,nav_state_timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,latest_arming_reason,latest_disarming_reason
143309019,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
143817321,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
144319134,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
144821331,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
146328864,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
146830186,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
147337328,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
147839177,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
148341767,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
148852167,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
149357397,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
149866394,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
150377382,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
150886414,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
151397734,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
151899269,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
152401430,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
152910591,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
153412579,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
153921440,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
154430934,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
154931167,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
155441504,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
155947167,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
156459314,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
158491167,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
159001436,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
159512172,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
160020178,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
160520212,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
161028743,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
161528985,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
162031027,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
162539250,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
163041330,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
163541579,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
164048915,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
164549023,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
165050183,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
165552210,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
166059089,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
166561361,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
167067074,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
167569646,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
168079092,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
169599255,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
170110233,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
170616044,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
171119346,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
171627248,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
172127403,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
172630167,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
173141510,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
173652166,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
174159248,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
174667451,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
175171167,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
175671175,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
176179317,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
176688810,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
179716167,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
180219333,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
180721479,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
181231166,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
181731237,25844539,305070143,304152607,305070143,10,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
