timestamp,load,ram_usage
67884769,0.5313393,0.8014334
68385091,0.7548095,0.8693086
68885722,0.7439467,0.851602
69386217,0.7551564,0.851602
69885065,0.745656,0.851602
70385837,0.74454665,0.851602
70885742,0.7470169,0.851602
71386213,0.75147605,0.851602
71885822,0.7423779,0.851602
72385079,0.7492293,0.851602
72885724,0.744136,0.851602
73385790,0.74264807,0.851602
73885779,0.74332,0.851602
74385824,0.751401,0.851602
74886149,0.73744035,0.851602
75386080,0.7381314,0.851602
75885811,0.7417944,0.851602
76386228,0.7446338,0.851602
76886234,0.73894143,0.851602
77885885,0.7188519,0.851602
78386359,0.74031746,0.851602
78885790,0.74437535,0.851602
79386311,0.74476683,0.851602
80385832,0.745084,0.851602
80885750,0.74206764,0.851602
81385804,0.7447432,0.851602
81886089,0.74138993,0.851602
84385793,0.72122514,0.851602
84886082,0.7467092,0.851602
85386062,0.7438772,0.851602
85885794,0.7432353,0.851602
86386157,0.7467289,0.851602
86884996,0.7427585,0.851602
87386436,0.74156904,0.851602
87885050,0.74008155,0.851602
88385892,0.7529299,0.85392076
88886197,0.7494328,0.8548342
89386302,0.7631929,0.8548342
89888818,0.7606945,0.8548342
90387127,0.7890224,0.8548342
90887248,0.7857487,0.8548342
91387305,0.78641534,0.8548342
91887406,0.7872471,0.8548342
92385771,0.7737503,0.8548342
92886219,0.7668122,0.8548342
93386259,0.756971,0.8548342
93885675,0.7587877,0.8548342
94385880,0.75848395,0.8548342
94886325,0.7577516,0.8548342
95386125,0.75435257,0.8548342
96386330,0.7605535,0.8548342
96886440,0.75286126,0.8548342
97385808,0.7542914,0.8548342
97886272,0.76013017,0.8548342
98386520,0.7514779,0.8548342
98885842,0.7512005,0.8548342
99386150,0.7505594,0.8548342
99886320,0.7527935,0.8548342
100386396,0.75214547,0.8548342
100885861,0.7579621,0.8548342
101385079,0.751052,0.8548342
101886515,0.7538146,0.8548342
102386255,0.7527503,0.8548342
102886193,0.7558689,0.8548342
103386228,0.7522844,0.8548342
103886346,0.75800973,0.8548342
104385855,0.75282675,0.8548342
104886251,0.7608894,0.8548342
105386184,0.7551332,0.8548342
107385848,0.70608217,0.8548342
107886198,0.7549962,0.8548342
108386237,0.7481359,0.8548342
108886157,0.7491009,0.8548342
109385887,0.7433984,0.8548342
109886078,0.75007915,0.8548342
110385097,0.74979854,0.8548342
110886139,0.7523204,0.8548342
111385761,0.748768,0.8548342
111886407,0.7516926,0.8548342
112385871,0.7490767,0.8548342
112885745,0.7543989,0.8548342
113385920,0.7481811,0.8548342
113886168,0.752741,0.8548342
114385786,0.74854714,0.8548342
114885812,0.7526118,0.8548342
115386242,0.7490529,0.8548342
115885806,0.75176215,0.8548342
116386310,0.75111735,0.8548342
116885867,0.748699,0.8548342
117385847,0.7459954,0.8548342
117886223,0.7558198,0.8548342
119386189,0.7159764,0.8548342
119885011,0.7423733,0.8548342
120386358,0.74551857,0.8548342
120885775,0.74946,0.8548342
121386475,0.74992263,0.8548342
121886055,0.7461096,0.8548342
122386168,0.7509564,0.8548342
122885815,0.74679106,0.8548342
123385865,0.7485386,0.8548342
123885809,0.7499295,0.8548342
124386106,0.75079226,0.8548342
124885900,0.7463154,0.8548342
125385755,0.7481675,0.8548342
125885837,0.7481578,0.8548342
126386137,0.74634576,0.8548342
126885705,0.7453035,0.8548342
127386183,0.752931,0.8548342
128886481,0.6980529,0.8548342
129386408,0.7525711,0.8548342
129886161,0.7492219,0.8548342
130385807,0.75288534,0.8548342
130886402,0.7501365,0.8548342
131386204,0.75350773,0.8548342
131885895,0.74933255,0.8548342
132385779,0.75109315,0.8548342
132885726,0.7508756,0.8548342
133385873,0.7535565,0.8548342
133885807,0.7507496,0.8548342
134385800,0.752407,0.8548342
134886146,0.7487818,0.8548342
135385764,0.75466555,0.8548342
135885756,0.7591121,0.8548342
136386189,0.7581824,0.8548342
136886505,0.7457678,0.8548342
137386202,0.7558261,0.8548342
137887258,0.7733732,0.8548342
138387486,0.7851302,0.8548342
138888802,0.7818044,0.8548342
139387186,0.7878797,0.8548342
140387716,0.75960946,0.8548342
140887242,0.7853541,0.8548342
141387432,0.7874007,0.8548342
141887388,0.78408235,0.8548342
142386236,0.77432424,0.8548342
142886158,0.72851825,0.8548342
143388916,0.76609147,0.8548342
143886218,0.7627071,0.8548342
144387444,0.76001734,0.8548342
144886221,0.76692355,0.8548342
146385074,0.73284847,0.8548342
146886285,0.7565767,0.8548342
147386638,0.7546811,0.8548342
147885792,0.76236326,0.8548342
148385833,0.75642794,0.8548342
148886333,0.75523585,0.8548342
149386107,0.75697887,0.8548342
149884976,0.7606655,0.8548342
150386331,0.75252545,0.8548342
150886279,0.7596854,0.8548342
151386078,0.75644386,0.8548342
151885855,0.75672895,0.8548342
152385887,0.7572011,0.8548342
152885001,0.7608067,0.8548342
153385895,0.74816406,0.8548342
153886126,0.7547897,0.8548342
154386512,0.7520971,0.8548342
154886189,0.75254655,0.8548342
155385835,0.75056475,0.8548342
155885893,0.7511214,0.8548342
156386648,0.7466874,0.8548342
158385768,0.71910834,0.8548342
158886247,0.7495125,0.8548342
159387045,0.7515384,0.8548342
159886066,0.7488326,0.8548342
160385713,0.7437662,0.8548342
160886158,0.748666,0.8548342
161386204,0.74246764,0.8548342
161884967,0.7510303,0.8548342
162386163,0.74887925,0.8548342
162886233,0.7525889,0.8548342
163386333,0.75169516,0.8548342
163885827,0.7538788,0.8548342
164385734,0.7505996,0.8548342
164885843,0.753053,0.8548342
165387240,0.75752103,0.8548342
165887680,0.78643876,0.8548342
166387476,0.7852349,0.8548342
166886972,0.7849374,0.8548342
167387182,0.7823621,0.8548342
167888810,0.7875404,0.8548342
169887006,0.7740282,0.8548342
170387458,0.77883923,0.8548342
170887243,0.7773162,0.8548342
171387063,0.7821936,0.8548342
171887477,0.7753153,0.8548342
172387322,0.77963793,0.8548342
172887147,0.77794605,0.8548342
173387208,0.7790731,0.8548342
173887201,0.780483,0.8548342
174387196,0.7868199,0.8548342
174887050,0.7791673,0.8548342
175387133,0.7796499,0.8548342
175887026,0.7764584,0.8548342
176385102,0.7615191,0.8548342
176886119,0.7427294,0.8548342
179387206,0.74628186,0.8548342
179886118,0.748427,0.8548342
180385742,0.75345224,0.8548342
180885797,0.74959755,0.8548342
181385701,0.7493222,0.8548342
181887481,0.7665666,0.8548342
182387255,0.79249394,0.8548342
182887050,0.7869516,0.8548342
183387394,0.79093385,0.8548342
183887412,0.7878599,0.8548342
184387482,0.78596,0.8548342
184887387,0.7815037,0.8548342
185387243,0.78567314,0.8548342
185887486,0.7845808,0.8548342
186387442,0.78346753,0.8548342
186887400,0.7830079,0.8548342
187388773,0.78674793,0.8548342
187887155,0.77973676,0.8548342
188387158,0.7859634,0.8548342
188887714,0.78359616,0.8548342
189387104,0.78769934,0.8548342
189887056,0.7842628,0.8548342
190387291,0.756727,0.8548342
190888712,0.7587418,0.8548342
191385859,0.7803408,0.8548342
191886132,0.7515799,0.8548342
192386212,0.7501944,0.8548342
192887118,0.77642226,0.8548342
193385062,0.7733529,0.8548342
193886387,0.7554221,0.8548342
194386312,0.75535846,0.8548342
194885095,0.7537788,0.8548342
195386280,0.752183,0.8548342
195886148,0.7611511,0.8548342
