timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
67938099,0.16472344,0.003463294,0.16630799
251083108,0.16541412,0.00354033,0.16630799
251088083,0.16584435,0.0038051808,0.16630799
251283095,0.1873668,0.006352205,0.16058977
251483141,0.19570187,0.0044539925,0.15750185
251683069,0.197588,0.0052252603,0.14316931
251883195,0.20124148,0.0068351645,0.14912385
