timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
68228156,8.467109e-05,-8.635835e-07,-0.00013305095,0.0
68293243,8.268767e-05,-1.14096395e-08,-0.0001340944,0.0
68313219,8.256292e-05,5.8181993e-08,-0.00013366282,0.0
68333241,8.017082e-05,6.354532e-07,-0.0001326821,0.0
68353230,8.126168e-05,-4.1459057e-07,-0.00013254715,0.0
68373178,7.815123e-05,1.0521304e-06,-0.00013132759,0.0
68393209,7.666932e-05,7.677886e-07,-0.00013195786,0.0
68413219,7.6598895e-05,1.8786163e-07,-0.000130801,0.0
68433352,7.322225e-05,-3.2732356e-07,-0.00013143764,0.0
68453411,7.3256386e-05,6.917975e-08,-0.00013245396,0.0
68473239,7.235012e-05,-9.144663e-07,-0.00013017874,0.0
68493272,7.007458e-05,-1.4755146e-07,-0.00013070506,0.0
68513291,7.1655544e-05,-6.786916e-07,-0.0001309802,0.0
68533284,7.197481e-05,-4.288982e-07,-0.00013339405,0.0
68553235,7.2318224e-05,-1.9353456e-07,-0.00013077303,0.0
68573247,7.4027856e-05,7.7190316e-07,-0.00013115566,0.0
68593378,7.3405514e-05,1.9467225e-07,-0.00013251939,0.0
68613365,7.464136e-05,1.6379707e-07,-0.00013168398,0.0
68633400,7.4114534e-05,-5.9972325e-07,-0.00013121922,0.0
68653407,7.5549004e-05,-1.455734e-07,-0.00013228387,0.0
68673318,7.5333366e-05,6.882951e-07,-0.00013188597,0.0
68693370,7.6083095e-05,4.888804e-07,-0.00013345628,0.0
68713360,7.70865e-05,1.628218e-06,-0.00013159901,0.0
68733213,7.9675316e-05,-3.0804878e-07,-0.00013252227,0.0
68753226,8.0452e-05,-5.2703757e-07,-0.00013269723,0.0
68773226,8.263225e-05,5.3563707e-07,-0.00013309257,0.0
68793291,8.1764905e-05,-6.2112525e-07,-0.00013314075,0.0
68813165,8.59255e-05,3.3888392e-07,-0.00013360898,0.0
68833215,8.411949e-05,-2.168595e-07,-0.00013387339,0.0
68853152,8.543854e-05,9.017691e-07,-0.00013279254,0.0
68873150,8.674378e-05,1.5427776e-06,-0.00013339809,0.0
68893244,8.7279535e-05,6.8246163e-07,-0.00013454822,0.0
68913318,8.69005e-05,-1.6078059e-07,-0.00013350793,0.0
68933344,8.540758e-05,1.8427963e-06,-0.00013312348,0.0
68953306,8.423193e-05,-5.736893e-09,-0.00013234191,0.0
68973236,8.337217e-05,-3.9688976e-07,-0.00013294785,0.0
68993210,8.39115e-05,1.1393307e-06,-0.00013484806,0.0
69013190,8.134555e-05,5.7278834e-07,-0.00013107515,0.0
69033186,7.904358e-05,1.5369105e-07,-0.00013287742,0.0
69053327,7.913491e-05,-8.176916e-07,-0.00013251058,0.0
69073233,7.804807e-05,-5.9823424e-07,-0.0001327239,0.0
69093257,7.488401e-05,3.8971808e-07,-0.00013112258,0.0
69113208,7.2784525e-05,4.2382572e-07,-0.00013251441,0.0
69133239,7.164011e-05,1.571129e-06,-0.00013192763,0.0
69153206,7.089219e-05,-3.6687342e-07,-0.00013195041,0.0
69173206,7.095935e-05,-1.4271166e-06,-0.00012981435,0.0
69193254,6.844411e-05,-1.4495607e-08,-0.000131163,0.0
69213219,6.775013e-05,-2.0545695e-08,-0.00012945132,0.0
69233234,6.832706e-05,1.2703814e-06,-0.00013135977,0.0
69273221,6.7822846e-05,1.800436e-07,-0.00012868027,0.0
