timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
68223840,-2.8717802,-2.948492,29.755,1.0
68234543,-2.876026,-2.9528513,29.755,1.0
68288269,-2.9001071,-2.977477,29.734999,1.0
68299011,-2.9041488,-2.9816024,29.73,1.0
68309799,-2.9079046,-2.9855072,29.74,1.0
68320499,-2.9115427,-2.989334,29.76,1.0
68331197,-2.9147575,-2.9924617,29.724998,1.0
68341893,-2.9173293,-2.9952254,29.75,1.0
68352584,-2.9192195,-2.9971416,29.744999,1.0
68363284,-2.920092,-2.9979386,29.724998,1.0
68374008,-2.919721,-2.9978085,29.775,1.0
68384773,-2.9182997,-2.996201,29.744999,1.0
68395567,-2.9161167,-2.9941077,29.775,1.0
68406272,-2.9134169,-2.9910147,29.71,1.0
68417016,-2.9104044,-2.9881935,29.765,1.0
68427707,-2.9072452,-2.9848623,29.744999,1.0
68438401,-2.9040713,-2.9815547,29.734999,1.0
68449154,-2.900985,-2.978435,29.744999,1.0
68459897,-2.898062,-2.9754586,29.75,1.0
68470607,-2.8953547,-2.9727526,29.765,1.0
68481310,-2.8930082,-2.9701889,29.734999,1.0
68492015,-2.8912327,-2.968415,29.744999,1.0
68502722,-2.8900607,-2.9672854,29.76,1.0
68513427,-2.8893888,-2.9665217,29.744999,1.0
68524133,-2.8891203,-2.9663444,29.765,1.0
68534917,-2.8891702,-2.9662938,29.744999,1.0
68545670,-2.8894618,-2.9665933,29.744999,1.0
68556371,-2.8899295,-2.967098,29.75,1.0
68567062,-2.8905177,-2.9677262,29.755,1.0
68577942,-2.8911793,-2.9682832,29.73,1.0
68588746,-2.8917665,-2.9689522,29.744999,1.0
68599460,-2.8920572,-2.9693244,29.76,1.0
68610164,-2.8916702,-2.9689512,29.765,1.0
68620866,-2.8902242,-2.9675403,29.779999,1.0
68631565,-2.8879,-2.9650319,29.755,1.0
68642386,-2.8850849,-2.9620812,29.744999,1.0
68653129,-2.8820908,-2.9590073,29.744999,1.0
68663824,-2.879274,-2.955969,29.715,1.0
68674520,-2.876792,-2.9535184,29.734999,1.0
68685229,-2.874755,-2.9515243,29.755,1.0
68695941,-2.8733456,-2.9499776,29.744999,1.0
68706671,-2.8726838,-2.9492738,29.74,1.0
68717397,-2.872838,-2.9494321,29.74,1.0
68728093,-2.8738344,-2.950674,29.785,1.0
68738877,-2.8756661,-2.9524574,29.765,1.0
68749569,-2.87819,-2.9549198,29.724998,1.0
68760470,-2.8811634,-2.9582162,29.775,1.0
68771235,-2.8842754,-2.961265,29.744999,1.0
68781992,-2.8871744,-2.964339,29.765,1.0
68792704,-2.8895988,-2.9668038,29.76,1.0
68803413,-2.8913634,-2.9686108,29.765,1.0
68814226,-2.8924577,-2.9695625,29.73,1.0
68824966,-2.8930047,-2.9701977,29.744999,1.0
68835665,-2.893116,-2.9705572,29.795,1.0
68846367,-2.8927794,-2.9699662,29.744999,1.0
68857091,-2.8918896,-2.9690318,29.74,1.0
68867904,-2.8907137,-2.9679472,29.765,1.0
68878629,-2.8896866,-2.9667947,29.744999,1.0
68889337,-2.8885846,-2.96559,29.73,1.0
68900053,-2.8869066,-2.9639895,29.755,1.0
68910767,-2.884729,-2.961833,29.76,1.0
68921458,-2.8823454,-2.9592638,29.734999,1.0
68932161,-2.8798785,-2.95678,29.744999,1.0
68942952,-2.877535,-2.954447,29.76,1.0
68953654,-2.8755815,-2.9523683,29.744999,1.0
68964352,-2.8742101,-2.951045,29.769999,1.0
68975046,-2.8734393,-2.9501808,29.755,1.0
68985758,-2.8729305,-2.9495854,29.74,1.0
68996481,-2.8718605,-2.9485111,29.744999,1.0
69007180,-2.8695042,-2.9462378,29.775,1.0
69017932,-2.8658993,-2.9424455,29.76,1.0
69028678,-2.8614461,-2.9378493,29.755,1.0
69039380,-2.8564785,-2.9328215,29.769999,1.0
69050081,-2.8512683,-2.9274237,29.76,1.0
69060787,-2.8460324,-2.9220238,29.755,1.0
69071484,-2.8409388,-2.9168522,29.755,1.0
69082274,-2.8362253,-2.9119887,29.75,1.0
69093078,-2.832288,-2.907922,29.744999,1.0
69103807,-2.829634,-2.905365,29.779999,1.0
69114513,-2.8286128,-2.9041486,29.744999,1.0
69125223,-2.8291013,-2.904552,29.734999,1.0
69135942,-2.8307304,-2.9063683,29.765,1.0
69146760,-2.8330677,-2.908504,29.71,1.0
69157471,-2.8355355,-2.9113019,29.765,1.0
69168195,-2.8376875,-2.9134393,29.75,1.0
69178950,-2.8391936,-2.914999,29.755,1.0
69189656,-2.8397088,-2.9154077,29.73,1.0
69200426,-2.839112,-2.9149394,29.76,1.0
69211133,-2.8374565,-2.9132156,29.755,1.0
69221897,-2.8352656,-2.9110138,29.765,1.0
69232602,-2.833633,-2.9093978,29.769999,1.0
69243304,-2.8331559,-2.9087877,29.744999,1.0
69254054,-2.8336916,-2.909362,29.75,1.0
69264757,-2.835099,-2.9107826,29.744999,1.0
69275500,-2.8372414,-2.9129822,29.744999,1.0
69286207,-2.8397655,-2.915645,29.765,1.0
69296908,-2.842502,-2.9183824,29.75,1.0
69307629,-2.8457637,-2.921731,29.75,1.0
69318322,-2.8496594,-2.9258273,29.769999,1.0
69329122,-2.853804,-2.9300585,29.765,1.0
69339896,-2.857896,-2.9342017,29.75,1.0
69350613,-2.861819,-2.938205,29.744999,1.0
69361355,-2.8656006,-2.942282,29.785,1.0
69372049,-2.869155,-2.945737,29.744999,1.0
69382947,-2.8720908,-2.9488487,29.765,1.0
69393700,-2.8741283,-2.9510088,29.785,1.0
69404394,-2.8749714,-2.9516063,29.73,1.0
69415097,-2.8743188,-2.9509852,29.74,1.0
69425829,-2.8722067,-2.9490356,29.785,1.0
69436541,-2.8688178,-2.9452887,29.73,1.0
69447284,-2.864552,-2.9411035,29.769999,1.0
69458014,-2.8600793,-2.9365256,29.769999,1.0
69468716,-2.8560328,-2.932226,29.74,1.0
69479431,-2.8528874,-2.929166,29.775,1.0
69490136,-2.850756,-2.9268324,29.744999,1.0
69500830,-2.8493574,-2.9255111,29.765,1.0
69511541,-2.8484528,-2.924534,29.755,1.0
69522245,-2.8479548,-2.9239023,29.73,1.0
69532962,-2.8477845,-2.9237516,29.734999,1.0
69543657,-2.8478703,-2.9237914,29.724998,1.0
69554364,-2.8480372,-2.9241424,29.76,1.0
69565062,-2.8481498,-2.9241614,29.74,1.0
69575771,-2.8482163,-2.9242058,29.734999,1.0
69586475,-2.848022,-2.9240544,29.744999,1.0
69597174,-2.8472972,-2.9234066,29.765,1.0
69607916,-2.8465252,-2.9223487,29.71,1.0
69618653,-2.8464136,-2.9223733,29.75,1.0
69629370,-2.846363,-2.9224417,29.775,1.0
69640061,-2.8451273,-2.9210281,29.744999,1.0
69650764,-2.8423471,-2.918102,29.73,1.0
