timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
121362356,0.14744458,-0.079377264,0.060749955,-0.9840065,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121367363,0.14703748,-0.079858206,0.061100572,-0.9840069,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121372382,0.14662324,-0.08012443,0.061591264,-0.98401636,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121377374,0.1462043,-0.080391064,0.062147096,-0.9840221,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121382376,0.14579591,-0.08083157,0.0625439,-0.98402137,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121387349,0.14537555,-0.08095193,0.06322026,-0.9840305,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121392380,0.14494881,-0.08146554,0.06358831,-0.9840274,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121397354,0.14452842,-0.0815885,0.06429468,-0.9840331,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121402361,0.14410204,-0.08202417,0.06479392,-0.9840267,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121407392,0.14367488,-0.082315385,0.065410815,-0.9840239,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121412386,0.14324532,-0.08257031,0.066221446,-0.984011,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121417413,0.14282158,-0.08306473,0.06676999,-0.98399395,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121422391,0.1424021,-0.08319848,0.067694165,-0.9839803,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121427397,0.1419859,-0.08374959,0.06831063,-0.9839511,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121432379,0.14156713,-0.08391055,0.06926447,-0.983931,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121437382,0.14115469,-0.08430641,0.07017006,-0.9838923,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121442391,0.14075097,-0.08465559,0.07105999,-0.9838562,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121447405,0.14034124,-0.08479814,0.07218221,-0.9838208,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121452392,0.1399507,-0.0852797,0.07297817,-0.9837761,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121457388,0.13954052,-0.08532947,0.0741464,-0.9837427,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121462372,0.13914746,-0.0857769,0.0749798,-0.9836963,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121467376,0.13874444,-0.085897505,0.07596981,-0.9836667,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121472400,0.13833714,-0.086169,0.076823376,-0.9836341,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121477356,0.13794363,-0.08644783,0.077571906,-0.9836061,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121482350,0.13754933,-0.08648956,0.07854833,-0.9835802,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121487349,0.13715708,-0.086891636,0.07908054,-0.98355687,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121492372,0.13675343,-0.08680577,0.07998905,-0.9835472,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121497353,0.13636577,-0.087147735,0.08058264,-0.9835223,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121502352,0.13597059,-0.08719158,0.081337176,-0.98351103,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121507348,0.13558225,-0.08731122,0.08214162,-0.98348725,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121512382,0.13519062,-0.08755207,0.08271363,-0.9834717,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121517347,0.13480584,-0.08747874,0.083679035,-0.9834494,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121522395,0.13443746,-0.087812476,0.08427823,-0.98341894,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121527347,0.1340541,-0.087699786,0.08518951,-0.98340285,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121532415,0.1336741,-0.08794035,0.08585903,-0.9833748,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121537347,0.13330789,-0.08795125,0.08662288,-0.98335654,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121542347,0.13292901,-0.08794949,0.08751607,-0.9833289,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121547366,0.13255595,-0.088141404,0.08813284,-0.98330706,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121552396,0.13217245,-0.08794806,0.08912682,-0.9832864,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121557347,0.13181436,-0.08822942,0.08969546,-0.98325753,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121562347,0.13143057,-0.08803088,0.09061176,-0.9832427,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121567352,0.1310599,-0.088154405,0.09136458,-0.9832114,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121572396,0.1306828,-0.088160336,0.09206414,-0.9831958,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121577347,0.13029654,-0.08804556,0.092969805,-0.9831721,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121582347,0.129931,-0.08825826,0.09356756,-0.9831447,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121587347,0.12955305,-0.088008456,0.094569825,-0.9831211,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121592396,0.1292028,-0.08825922,0.09524579,-0.9830795,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121597350,0.12883781,-0.08807857,0.096236005,-0.9830472,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121602347,0.12849097,-0.08814415,0.09714871,-0.9829968,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121607347,0.128143,-0.088187724,0.097977035,-0.98295623,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121612398,0.12778687,-0.08798533,0.09913278,-0.98290485,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121617368,0.12745212,-0.08822099,0.09988175,-0.98285127,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121622347,0.12709221,-0.0879004,0.101088755,-0.9828032,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121627401,0.12675163,-0.08804495,0.10196732,-0.9827435,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121632399,0.12638447,-0.08780826,0.103014424,-0.9827028,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121637347,0.12604098,-0.087702,0.104080945,-0.9826441,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121642347,0.12569132,-0.08768883,0.10492563,-0.9826001,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121647351,0.12532997,-0.08729894,0.10612309,-0.9825524,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121652366,0.12499999,-0.08738428,0.10680087,-0.9825134,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121657347,0.12463572,-0.08689346,0.10781483,-0.98249245,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121662347,0.12430445,-0.08685879,0.10856903,-0.98245454,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121667347,0.12395791,-0.08654284,0.109376386,-0.98243654,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121672403,0.12360996,-0.08620036,0.11023217,-0.98241484,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121677359,0.12329616,-0.086103305,0.11074168,-0.98240554,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121682347,0.12295663,-0.085509196,0.111680605,-0.9823936,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121687365,0.12265828,-0.08547242,0.11222973,-0.98237157,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121692361,0.12232963,-0.08483924,0.11305223,-0.9823731,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121697347,0.122016616,-0.08455759,0.11365885,-0.9823664,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121702347,0.12170106,-0.084093,0.11425269,-0.9823766,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121707347,0.12136649,-0.083460994,0.11510336,-0.98237246,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121712369,0.12106312,-0.083199725,0.11548772,-0.982387,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121717347,0.120731644,-0.082357295,0.11625035,-0.9824088,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121722347,0.120441,-0.08209018,0.11662674,-0.9824222,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121727347,0.12012093,-0.081342645,0.11720231,-0.9824551,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121732405,0.119819336,-0.080824986,0.11769423,-0.9824758,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121737347,0.11952703,-0.08033201,0.117947474,-0.98252153,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121742347,0.11921638,-0.079533644,0.11848457,-0.98255956,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121747347,0.11893738,-0.07922372,0.11863876,-0.9825998,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121752358,0.11862446,-0.07828469,0.11920366,-0.98264456,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121757358,0.11836524,-0.077913135,0.119485036,-0.9826712,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121762347,0.118075415,-0.077132486,0.11997404,-0.98270804,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121767354,0.117797695,-0.07648346,0.12054867,-0.9827218,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121772370,0.1175434,-0.076023296,0.12092118,-0.98274213,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121782360,0.117039956,-0.07482715,0.12208029,-0.9827507,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121787352,0.11677345,-0.073894225,0.122912854,-0.9827492,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121792399,0.11653759,-0.07347041,0.12354218,-0.98273015,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121797347,0.11628908,-0.072758,0.124168746,-0.9827336,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121802390,0.116042055,-0.07198771,0.12496295,-0.9827189,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121807347,0.11582418,-0.07155899,0.12543854,-0.9827153,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121812397,0.11555721,-0.070519,0.12637177,-0.98270226,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121817347,0.1153424,-0.07015725,0.1267787,-0.98270106,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121822347,0.11508567,-0.06918989,0.127545,-0.9827006,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121827347,0.1148718,-0.06863085,0.12818663,-0.9826813,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121832399,0.11465196,-0.0679863,0.12873484,-0.9826801,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121837397,0.11443632,-0.06709739,0.12954332,-0.9826601,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121842347,0.11424371,-0.06671592,0.12993795,-0.9826564,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121847350,0.11401982,-0.06568443,0.13081199,-0.9826359,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121852356,0.11385388,-0.0652834,0.13136233,-0.98260844,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121857347,0.11364745,-0.06438219,0.132053,-0.9825992,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121862347,0.113463975,-0.06372313,0.13274062,-0.9825707,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121867347,0.11328771,-0.06313753,0.13327958,-0.982556,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121872396,0.11310365,-0.06213261,0.13421601,-0.9825138,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121877373,0.11294197,-0.061737686,0.13466063,-0.98249644,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121882347,0.11274668,-0.060649622,0.13550253,-0.98247087,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121887347,0.112597,-0.06016442,0.13608529,-0.9824373,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121892373,0.112419635,-0.05927182,0.13676095,-0.98241806,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121897354,0.11226291,-0.058433052,0.1375042,-0.9823825,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121902347,0.1121203,-0.05792225,0.13789111,-0.9823747,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121907349,0.11194819,-0.05683904,0.13870606,-0.9823429,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121912396,0.11181588,-0.056466844,0.13904013,-0.9823323,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121917358,0.11164742,-0.055432286,0.13962987,-0.9823266,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121922349,0.11152483,-0.054889347,0.14011045,-0.9823026,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121927352,0.11138247,-0.054134585,0.14056402,-0.98229593,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121932361,0.111233704,-0.05324099,0.14125177,-0.98226297,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121937350,0.11112352,-0.052800898,0.14152555,-0.9822597,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121942393,0.11096795,-0.051739834,0.14229545,-0.9822226,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121947350,0.1108969,-0.051407065,0.14266287,-0.9821947,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121952368,0.110766076,-0.050540846,0.14335747,-0.9821534,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121957361,0.110670246,-0.04999182,0.14393814,-0.9821073,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121962350,0.11057339,-0.04946158,0.14442252,-0.98207396,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121967351,0.110478066,-0.048576165,0.14533302,-0.98199457,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121972400,0.11040261,-0.048289414,0.14581515,-0.98194575,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121977347,0.11027453,-0.047284063,0.14665551,-0.98188394,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121982373,0.110205285,-0.04695005,0.14721674,-0.98182374,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121987347,0.110101804,-0.046184365,0.14791194,-0.9817672,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121992354,0.110021,-0.0455779,0.14871773,-0.9816828,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
121997350,0.1099541,-0.045175306,0.1492027,-0.98163533,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
122002349,0.109842695,-0.044256605,0.1501222,-0.9815495,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
122007347,0.10978919,-0.043996695,0.15060325,-0.9814935,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
122012353,0.109676704,-0.0430256,0.15150876,-0.98140967,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
122017350,0.109610945,-0.042575646,0.15215996,-0.9813359,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
122022347,0.10950421,-0.04184473,0.15283753,-0.981274,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
122027347,0.109400615,-0.04105313,0.15365696,-0.98119104,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
