timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
68367347,0.9553465,-0.0075048045,0.000858904,0.29539117,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68372375,0.9553465,-0.0075123636,0.00085729844,0.295391,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68377350,0.9553464,-0.0075144917,0.0008573085,0.29539144,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68382391,0.9553473,-0.007509977,0.00085883547,0.29538864,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68387347,0.95534766,-0.0075093973,0.0008548348,0.2953876,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68392383,0.9553471,-0.007506837,0.00085201993,0.2953894,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68397350,0.9553476,-0.0075058197,0.0008502672,0.29538795,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68402347,0.95534825,-0.00750731,0.0008496095,0.2953855,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68407347,0.9553483,-0.0075078495,0.000848428,0.2953857,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68412353,0.95534927,-0.007503135,0.0008474697,0.29538244,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68417360,0.95534915,-0.007495057,0.0008474516,0.2953834,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68422355,0.9553497,-0.0074954643,0.0008493665,0.29538134,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68427349,0.95535034,-0.0074858954,0.000853599,0.29537976,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68432359,0.95535046,-0.0074756886,0.0008533035,0.29537922,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68437349,0.9553512,-0.007465849,0.00085471873,0.29537746,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68442347,0.95534974,-0.0074613583,0.000854435,0.29538193,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68447357,0.955351,-0.0074529955,0.00085421436,0.29537815,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68452393,0.9553511,-0.0074398564,0.00086140697,0.29537818,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68457366,0.95535177,-0.0074331895,0.0008583406,0.29537633,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68462383,0.955354,-0.0074272477,0.00086149696,0.2953694,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68467388,0.95535386,-0.0074186996,0.0008667723,0.29536986,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68472356,0.9553534,-0.0074130967,0.0008696225,0.29537126,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68477349,0.95535475,-0.0074009993,0.0008682288,0.2953674,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68482347,0.9553556,-0.007393911,0.0008692315,0.29536456,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68487349,0.9553571,-0.0073772627,0.00087622006,0.29536048,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68492371,0.955357,-0.007361286,0.0008800267,0.295361,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68497392,0.9553567,-0.0073518213,0.0008829365,0.29536217,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68502401,0.9553576,-0.0073405793,0.0008894486,0.29535955,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68507394,0.9553572,-0.007328675,0.00089230936,0.29536125,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68512383,0.955358,-0.0073192623,0.0008971063,0.29535842,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68517377,0.95535856,-0.0073115495,0.0009033174,0.29535717,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68522407,0.9553581,-0.007304415,0.0009059902,0.29535884,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68527366,0.955358,-0.007290821,0.0009126511,0.29535943,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
68532431,0.9553584,-0.0072769565,0.00091309234,0.2953583,0.99997425,2.0154545e-09,6.882595e-10,-0.007182245,3
