timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
68222354,0.099445716,0.09944577,0.21409233,0.3916086,0.3916086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.403312,0.0,0.0,nan,0.0,0.0,0.090162806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68432359,0.09935856,0.09935861,0.21402763,0.3876203,0.38762027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.403209,0.0,0.0,nan,0.0,0.0,0.09016247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68632396,0.099346966,0.09934703,0.21400838,0.38507813,0.38507813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.403631,0.0,0.0,nan,0.0,0.0,0.090162136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68832358,0.099334635,0.0993347,0.2140486,0.38137388,0.38137388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4028635,0.0,0.0,nan,0.0,0.0,0.09016181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69032368,0.099320516,0.09932058,0.2140301,0.3776847,0.3776847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.402785,0.0,0.0,nan,0.0,0.0,0.09016147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69222394,0.0993062,0.09930628,0.21401209,0.37517756,0.37517756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.403236,0.0,0.0,nan,0.0,0.0,0.09016115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69432397,0.09929163,0.09929171,0.21399353,0.37152272,0.3715227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.403172,0.0,0.0,nan,0.0,0.0,0.09016083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69632399,0.0992772,0.09927729,0.21403474,0.3690388,0.3690388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.402429,0.0,0.0,nan,0.0,0.0,0.09016053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69832394,0.0992637,0.099263795,0.21401677,0.36541617,0.36541617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.40289,0.0,0.0,nan,0.0,0.0,0.09016021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70032353,0.09924993,0.09925003,0.21399875,0.3618067,0.3618067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4028425,0.0,0.0,nan,0.0,0.0,0.09015991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70232397,0.09923467,0.09923476,0.21398069,0.35821083,0.35821086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.405527,0.0,0.0,nan,0.0,0.0,0.0901596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70432396,0.09921834,0.09921843,0.21402222,0.35576433,0.35576433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.402582,0.0,0.0,nan,0.0,0.0,0.090159304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70632371,0.099206045,0.09920614,0.21400371,0.35220128,0.35220128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.403052,0.0,0.0,nan,0.0,0.0,0.09015901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
