timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
68222354,-0.05072064,0.00052196346,-0.06823171,-0.049448133,0.0599133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.102781296,0.0,0.0,nan,0.0,0.0,0.005204499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68432359,0.0025986386,-0.015508246,-0.006232377,-0.05832398,0.055915065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.16787529,0.0,0.0,nan,0.0,0.0,0.015405834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68632396,0.092877164,0.0026338901,-0.026072267,-0.050101697,0.054045133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.17142296,0.0,0.0,nan,0.0,0.0,0.008918464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68832358,-0.035388015,-0.079555355,0.0024110079,-0.055161536,0.04281105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.047826767,0.0,0.0,nan,0.0,0.0,-0.013834238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69032368,0.04237371,0.012638234,-0.03545327,-0.031558394,0.044063427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.0015010834,0.0,0.0,nan,0.0,0.0,-0.034883916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69222394,0.0012734979,-0.0046564844,0.07474224,-0.04234934,0.04049501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.32894135,0.0,0.0,nan,0.0,0.0,-0.051376283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69432397,-0.0106794285,0.0021851659,0.014746252,-0.035805464,0.046882622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.035827637,0.0,0.0,nan,0.0,0.0,0.022907555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69632399,0.012159078,-0.010110028,-0.018251628,-0.038937926,0.04430285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.043092728,0.0,0.0,nan,0.0,0.0,-0.015479445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69832394,0.021463702,-0.0620776,0.018972851,-0.032981098,0.035983555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.19111061,0.0,0.0,nan,0.0,0.0,-0.03158456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70032353,0.0004872661,-0.01852394,0.058030296,-0.028752089,0.03609398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.10352516,0.0,0.0,nan,0.0,0.0,-0.026052892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70232397,0.013655789,-0.0011146367,0.010992197,-0.033355325,0.031811222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.14229393,0.0,0.0,nan,0.0,0.0,-0.054525316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
