timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid
68332411,15337347,49.0896207,2.1103780999999997,-0.57204074,-0.07185874,0.029355379,-0.00034907294,-0.00077115797,0.0,0.014075267,-0.029187933,0.038478978,0.05771398,-0.025729155,-0.029590655,0.0633524,0.00023194571,0.004480527,0.019733643,0.5997185,-0.014364613,86.542885,0.1,0.26409912,0.39285728,0.13408063,0.10646418,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68432359,15337347,49.0896207,2.1103780999999997,-0.56699604,-0.07618765,0.033559654,-0.00034907294,-0.00077115797,0.0,0.015410643,-0.028055912,0.039266326,0.056517195,-0.025729155,-0.029590655,0.0633524,-0.0054997858,0.019779865,-0.03235465,0.59968066,-0.014364613,86.542885,0.1,0.25491104,0.39030713,0.12950188,0.10495625,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68532431,15337347,49.0896207,2.1103780999999997,-0.56205887,-0.080452554,0.036743518,-0.00034907294,-0.00077115797,0.0,0.016990265,-0.027456101,0.04066364,0.05505977,-0.025729155,-0.029590655,0.0633524,0.012940207,0.0077475035,-0.015195466,0.5996373,-0.014364613,86.542885,0.1,0.26345062,0.39205748,0.1339971,0.10637511,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68632396,15337347,49.0896207,2.1103780999999997,-0.55932903,-0.08514383,0.039434798,-0.00034907294,-0.00077115797,0.0,0.016669087,-0.02705581,0.041215237,0.05255379,-0.025729155,-0.029590655,0.0633524,0.006540536,0.0047035757,0.020803258,0.59956765,-0.014364613,86.542885,0.1,0.25427994,0.38952363,0.12941574,0.10487097,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68732396,15337347,49.0896207,2.1103780999999997,-0.5583145,-0.090110585,0.04176858,-0.00034907294,-0.00077115797,0.0,0.01644902,-0.028111469,0.042529967,0.05069785,-0.025729155,-0.029590655,0.0633524,0.0038656755,-0.0036629788,0.009667577,0.5995635,-0.014364613,86.542885,0.1,0.26283363,0.39127666,0.13390626,0.10628873,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68832358,15337347,49.0896207,2.1103780999999997,-0.55566514,-0.093427576,0.043902695,-0.00034907294,-0.00077115797,0.0,0.016832072,-0.028397372,0.04311705,0.04817111,-0.025729155,-0.029590655,0.0633524,0.0069369897,-0.0006293069,-0.0019716101,0.59967494,-0.014364613,86.542885,0.1,0.25363708,0.3911871,0.12931196,0.10504772,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68932396,15337347,49.0896207,2.1103780999999997,-0.55191636,-0.09540761,0.047260016,-0.00034907294,-0.00077115797,0.0,0.01779202,-0.026506934,0.043582752,0.04700452,-0.025729155,-0.029590655,0.0633524,0.014995945,0.009875295,0.0059119,0.5998662,-0.014364613,86.542885,0.1,0.26220202,0.39297572,0.1338034,0.10647454,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69032368,15337347,49.0896207,2.1103780999999997,-0.549289,-0.09828465,0.051582534,-0.00034907294,-0.00077115797,0.0,0.017257709,-0.024984727,0.044628944,0.047569755,-0.025729155,-0.029590655,0.0633524,-0.0034059884,0.017357184,0.0038433904,0.600068,-0.014364613,86.542885,0.1,0.25298205,0.39043283,0.12920156,0.104967974,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69132399,15337347,49.0896207,2.1103780999999997,-0.547548,-0.101704605,0.05539008,-0.00034907294,-0.00077115797,0.0,0.016370067,-0.023768036,0.04603707,0.047899812,-0.025729155,-0.029590655,0.0633524,0.0057462268,0.01471477,-0.003484237,0.6002532,-0.014364613,86.542885,0.1,0.26155588,0.39221507,0.13369717,0.10639125,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69232424,15337347,49.0896207,2.1103780999999997,-0.5453903,-0.10528914,0.057006493,-0.00034907294,-0.00077115797,0.0,0.01612359,-0.023461258,0.046288032,0.044869583,-0.025729155,-0.029590655,0.0633524,-0.015625883,-0.003928493,-0.0018960282,0.60024023,-0.014364613,86.542885,0.1,0.25235403,0.38968647,0.12909913,0.10488789,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69332352,15337347,49.0896207,2.1103780999999997,-0.54296154,-0.10896646,0.056650065,-0.00034907294,-0.00077115797,0.0,0.016713576,-0.023625214,0.04460648,0.03855661,-0.025729155,-0.029590655,0.0633524,0.013189127,-0.0029913383,0.015492858,0.60017526,-0.014364613,86.542885,0.1,0.260936,0.39146197,0.13358966,0.106307745,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69432397,15337347,49.0896207,2.1103780999999997,-0.5399319,-0.113164574,0.056685172,-0.00034907294,-0.00077115797,0.0,0.018221885,-0.024752969,0.043905605,0.03424125,-0.025729155,-0.029590655,0.0633524,0.012801007,-0.00696351,0.0016783375,0.6002507,-0.014364613,86.542885,0.1,0.25170892,0.38894758,0.12898757,0.104807734,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69532358,15337347,49.0896207,2.1103780999999997,-0.53646755,-0.11767061,0.056730095,-0.00034907294,-0.00077115797,0.0,0.020010814,-0.025506057,0.043100923,0.030405948,-0.025729155,-0.029590655,0.0633524,0.0014113911,0.006924423,0.011274417,0.60034454,-0.014364613,86.542885,0.1,0.26029724,0.393182,0.13348407,0.10649504,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69632399,15337347,49.0896207,2.1103780999999997,-0.5329654,-0.12216263,0.05821681,-0.00034907294,-0.00077115797,0.0,0.021267153,-0.025273062,0.042039692,0.028158844,-0.025729155,-0.029590655,0.0633524,-0.007226655,0.013278122,-0.0014798329,0.60053074,-0.014364613,86.542885,0.1,0.25108767,0.3906421,0.12888709,0.10498881,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69732360,15337347,49.0896207,2.1103780999999997,-0.5296056,-0.12647837,0.059654247,-0.00034907294,-0.00077115797,0.0,0.021100296,-0.024301026,0.041073125,0.026172375,-0.025729155,-0.029590655,0.0633524,-0.0030245476,0.027294079,-0.016957833,0.6006354,-0.014364613,86.542885,0.1,0.2596819,0.39243668,0.13338329,0.10641202,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69832394,15337347,49.0896207,2.1103780999999997,-0.5266087,-0.12933877,0.06086952,-0.00034907294,-0.00077115797,0.0,0.021816654,-0.024109917,0.039696943,0.023740929,-0.025729155,-0.029590655,0.0633524,0.049483895,-0.021594921,0.006163472,0.6006878,-0.014364613,86.542885,0.1,0.25044614,0.3899105,0.12878104,0.10490901,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69932370,15337347,49.0896207,2.1103780999999997,-0.52378696,-0.13102953,0.061431304,-0.00034907294,-0.00077115797,0.0,0.021497378,-0.017056042,0.041008953,0.023546789,-0.025729155,-0.029590655,0.0633524,-0.04429178,0.08380833,0.02610151,0.6007802,-0.014364613,86.542885,0.1,0.2590448,0.39170578,0.1332828,0.10633094,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70032353,15337347,49.0896207,2.1103780999999997,-0.5212194,-0.13224503,0.060841527,-0.00034907294,-0.00077115797,0.0,0.018564155,-0.014966942,0.037685122,0.017544601,-0.025729155,-0.029590655,0.0633524,0.11249547,-0.097199425,-0.10501491,0.5990002,-0.014364613,86.542885,0.1,0.24978615,0.38919267,0.12867838,0.1048311,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70132398,15337347,49.0896207,2.1103780999999997,-0.51789635,-0.13447076,0.05823621,-0.00034907294,-0.00077115797,0.0,0.025113665,-0.030089464,0.032612905,0.008906388,-0.025729155,-0.029590655,0.0633524,-0.21537991,0.029881448,0.07701065,0.6011645,-0.014364613,86.542885,0.1,0.25838768,0.39097166,0.1331631,0.10624726,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70232397,15337347,49.0896207,2.1103780999999997,-0.51556873,-0.13648763,0.05525273,-0.00034907294,-0.00077115797,0.0,0.019029194,-0.011696075,0.04091341,0.013494338,-0.025729155,-0.029590655,0.0633524,0.58217293,-0.19364002,0.23526934,0.59881985,-0.014364613,86.542885,0.1,0.24910903,0.3908953,0.1285765,0.10501116,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70332363,15337347,49.0896207,2.1103780999999997,-0.5114963,-0.13919887,0.05331591,-0.00034907294,-0.00077115797,0.0,0.018916499,-0.022367937,0.03215,0.0020928385,-0.025729155,-0.029590655,0.0633524,-0.48339796,0.23333214,-0.27306274,0.6032102,-0.014364613,86.542885,0.1,0.25771317,0.3927082,0.1330684,0.10643651,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70432396,15337347,49.0896207,2.1103780999999997,-0.51012826,-0.14238885,0.049992204,-0.00034907294,-0.00077115797,0.0,0.014543889,-0.01465271,0.034359325,0.0016967994,-0.025729155,-0.029590655,0.0633524,0.115827926,-0.2867336,0.1293857,0.5987851,-0.014364613,86.542885,0.1,0.24845806,0.3901822,0.12843277,0.10493368,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70532396,15337347,49.0896207,2.1103780999999997,-0.50840604,-0.14735375,0.047430146,-0.00034907294,-0.00077115797,0.0,0.025289305,-0.021677101,0.021599947,-0.012790137,-0.025729155,-0.029590655,0.0633524,-0.044265777,0.059599157,0.07761558,0.60048556,-0.014364613,86.542885,0.1,0.25706363,0.3919866,0.13299623,0.1063553,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70632371,15337347,49.0896207,2.1103780999999997,-0.50655466,-0.15145768,0.045294568,-0.00034907294,-0.00077115797,0.0,0.019357184,-0.0147810895,0.03688452,0.0012080015,-0.025729155,-0.029590655,0.0633524,0.095907025,0.030728584,-0.038201954,0.5996519,-0.014364613,86.542885,0.1,0.24778709,0.38945717,0.12834321,0.10485151,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
