timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
68432359,49.08961560088212,2.1103770537407076,86.50932,132.3753,-0.0,0.6463866,0.9335115,86.41902,2,0,1,0
68632396,49.089615669833144,2.110376930748518,86.50345,132.35971,-0.0,0.646138,0.9331842,86.416306,2,0,1,0
68832358,49.08961570278338,2.1103768169905806,86.498985,132.34601,-0.0,0.6458853,0.9338798,86.4126,2,0,1,0
69032368,49.08961576012543,2.1103767502900634,86.4913,132.32993,-0.0,0.64562833,0.93356407,86.39817,2,0,1,0
69232424,49.08961579518711,2.1103766540997344,86.48588,132.31635,-0.0,0.6453825,0.93325216,86.4083,2,0,1,0
69432397,49.089615844275805,2.1103765459490367,86.4862,132.3088,-0.0,0.6451306,0.9329439,86.40489,2,0,1,0
69632399,49.08961590692679,2.1103764223817256,86.484665,132.29982,-0.0,0.6448884,0.9336516,86.396095,2,0,1,0
69832394,49.08961596409411,2.110376323834232,86.48202,132.29077,-0.0,0.6446389,0.93334574,86.39608,2,0,1,0
70032353,49.08961601256154,2.1103762839235016,86.48204,132.28467,-0.0,0.6443828,0.9330461,86.401115,2,0,1,0
70232397,49.08961606337897,2.1103762256613163,86.48763,132.2844,-0.0,0.64412063,0.9337576,86.405304,2,0,1,0
70432396,49.089616112306324,2.1103761446218834,86.49289,132.28455,-0.0,0.6438691,0.9334593,86.40898,2,0,1,0
70632371,49.08961614444445,2.1103760200826702,86.49759,132.28453,-0.0,0.64361054,0.9331565,86.41083,2,0,1,0
70832396,49.0896161893944,2.1103759374368702,86.50015,132.28278,-0.0,0.643362,0.9338605,86.41178,2,0,1,0
71032396,49.0896162457188,2.1103758517985227,86.504326,132.28271,-0.0,0.64312136,0.9335525,86.416306,2,0,1,0
71232373,49.08961628471498,2.1103757096093347,86.509315,132.28354,-0.0,0.6428879,0.93324715,86.418365,2,0,1,0
71432369,49.0896163313044,2.110375618956874,86.51474,132.2849,-0.0,0.64267623,0.9329443,86.43132,2,0,1,0
71632396,49.089616373707926,2.1103755805495785,86.52354,132.28996,-0.0,0.6424675,0.93365335,86.43615,2,0,1,0
71832396,49.08961641033535,2.1103755617825137,86.52996,132.29257,-0.0,0.6422605,0.93335146,86.43257,2,0,1,0
72032367,49.08961643627099,2.110375510063048,86.533875,132.29256,-0.0,0.64207137,0.93305165,86.43678,2,0,1,0
72232392,49.08961642509595,2.110375477732526,86.53849,132.29369,-0.0,0.64188236,0.9337525,86.440926,2,0,1,0
72432350,49.08961639863606,2.1103754223137146,86.54345,132.2952,-0.0,0.6417086,0.9334236,86.446304,2,0,1,0
72632393,49.089616389656896,2.1103753602656234,86.54857,132.29698,-0.0,0.64153224,0.9341188,86.453804,2,0,1,0
72832454,49.089616382962326,2.1103752792073656,86.55492,132.30008,-0.0,0.64136845,0.9337929,86.451164,2,0,1,0
73022347,49.08961637867108,2.1103752090691232,86.55561,132.29776,-0.0,0.64088637,0.9331978,86.447914,2,0,1,0
73232397,49.089616375347376,2.110375143118483,86.55424,132.2935,-0.0,0.6410445,0.93315464,86.44767,2,0,1,0
73422349,49.089616388112844,2.110375093582039,86.551346,132.28772,-0.0,0.64058506,0.9335789,86.443596,2,0,1,0
73632396,49.089616377509216,2.11037499475287,86.55102,132.28456,-0.0,0.6407437,0.93354243,86.45136,2,0,1,0
73832399,49.08961638884722,2.1103749155004943,86.55728,132.288,-0.0,0.6405992,0.9332181,86.46214,2,0,1,0
74032400,49.08961638220061,2.1103748564760547,86.56231,132.28983,-0.0,0.6404783,0.93391293,86.45762,2,0,1,0
74232365,49.089616358061505,2.1103747785554305,86.56278,132.28697,-0.0,0.64036196,0.9335914,86.46049,2,0,1,0
74432406,49.08961633973464,2.1103746823799385,86.563,132.28377,-0.0,0.6402493,0.93327326,86.460754,2,0,1,0
74632352,49.0896163172945,2.1103745739183037,86.56298,132.28003,-0.0,0.6401394,0.93397176,86.460815,2,0,1,0
74832404,49.089616296354464,2.1103744668884836,86.5642,132.27759,-0.0,0.64003205,0.9336559,86.45545,2,0,1,0
75032410,49.08961628800595,2.110374367166912,86.55904,132.26817,-0.0,0.6398901,0.93334347,86.44863,2,0,1,0
75232430,49.08961627509603,2.110374271066929,86.55228,132.25723,-0.0,0.63978976,0.9340416,86.44261,2,0,1,0
75432396,49.08961624699667,2.110374166688739,86.54835,132.24884,-0.0,0.63969046,0.9337204,86.44218,2,0,1,0
75632377,49.08961619653276,2.1103740784834866,86.54382,132.24005,-0.0,0.6395714,0.93339634,86.43605,2,0,1,0
75832396,49.08961613038252,2.110374000334701,86.53666,132.22845,-0.0,0.63949054,0.9330817,86.42764,2,0,1,0
76032399,49.08961605744551,2.110373960963799,86.53037,132.21744,-0.0,0.6394082,0.93378264,86.42734,2,0,1,0
76232361,49.08961599084928,2.1103739121638343,86.52814,132.21078,-0.0,0.639324,0.9334666,86.43689,2,0,1,0
76432400,49.08961591720363,2.1103738362336766,86.529686,132.20818,-0.0,0.6392385,0.93315697,86.436424,2,0,1,0
76632399,49.0896158522686,2.1103737316267117,86.5309,132.2053,-0.0,0.6391671,0.9338611,86.43827,2,0,1,0
76832359,49.08961580048629,2.110373651819583,86.53454,132.20467,-0.0,0.639092,0.9335294,86.44474,2,0,1,0
77632383,49.08961574030965,2.110373439633973,86.54264,132.19461,-0.0,0.63884556,0.9332233,86.43475,2,0,1,0
77832384,49.08961571174153,2.1103733554931328,86.5394,132.18617,-0.0,0.638794,0.9339198,86.43479,2,0,1,0
78032400,49.089615682652926,2.110373281615028,86.537506,132.17937,-0.0,0.6387355,0.9335965,86.435745,2,0,1,0
78232396,49.08961563877879,2.1103732152608576,86.53675,132.17357,-0.0,0.63868695,0.93327665,86.437744,2,0,1,0
