timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
69234698,298.81543,291.9522,5,55,10738,14336,0,3,133
70234948,564.43066,278.9021,8,81,5665,14336,0,3,133
71234968,826.0,273.16812,8,104,7472,14336,0,3,133
72235040,1087.5527,270.27667,8,124,9625,14336,0,3,133
73235107,1352.9463,269.3011,8,150,7024,14336,0,3,133
74235694,1614.876,268.05127,8,173,8949,14336,0,3,133
75235745,1876.0,267.06317,9,193,11228,14336,0,3,133
76235878,2142.0,266.92627,9,218,7927,14336,0,3,133
78236494,2511.3105,250.49721,14,268,11388,14336,0,3,133
79237237,2776.0703,251.77386,14,288,10145,14336,0,3,133
80238931,2996.0,249.09084,19,312,13098,14336,0,3,133
81239625,3262.0,250.37544,20,335,8848,14336,0,3,133
84240691,3500.0,218.34741,25,399,7123,14336,0,3,133
85241309,3761.42,220.86867,25,419,9340,14336,0,3,133
86242025,4022.9336,223.11409,25,439,11691,14336,0,3,133
87242127,4288.5547,225.3465,26,460,8064,14336,0,3,133
88244890,4550.0,227.11731,26,488,10341,14336,0,3,133
89245045,4812.2607,228.78644,26,524,9839,14336,0,3,133
90246813,5059.924,229.62473,28,647,9484,14336,0,3,133
91246891,5292.0,229.7304,31,877,9088,14336,0,3,133
92247643,5530.0,230.06723,34,1089,8139,14336,0,3,133
93248689,5787.9746,231.17223,35,1144,9678,14336,0,3,133
94249306,6048.0,232.2749,36,1187,9307,14336,0,3,133
95250041,6309.245,233.33997,36,1235,8635,14336,0,3,133
96250200,6570.4316,234.33179,38,1273,6961,14336,0,3,133
97250876,6827.8066,235.11986,39,1329,8771,14336,0,3,133
98251626,7084.0,235.81549,41,1387,6778,14336,0,3,133
99251686,7336.0,236.33643,45,1447,11587,14336,0,3,133
100252515,7596.8545,237.09552,46,1515,7787,14336,0,3,133
101255017,7854.0,237.6852,48,1571,8533,14336,0,3,133
102255061,8106.0,238.10452,55,1620,11003,14336,0,3,133
103255647,8358.0,238.49707,60,1692,9873,14336,0,3,133
104255688,8610.0,238.87141,65,1751,11657,14336,0,3,133
105255890,8871.795,239.4889,67,1799,8493,14336,0,3,133
108257300,9263.804,231.32841,75,1958,10235,14336,0,3,133
109258609,9530.232,232.17618,76,1990,6025,14336,0,3,133
110258851,9790.738,232.84859,76,2014,9341,14336,0,3,133
111258875,10057.896,233.64548,76,2034,6025,14336,0,3,133
112258918,10318.0,234.24591,76,2066,8014,14336,0,3,133
113259022,10584.0,234.95027,76,2086,6154,14336,0,3,133
114259665,10846.281,235.54051,78,2109,6545,14336,0,3,133
115260670,11108.168,236.09544,80,2133,5269,14336,0,3,133
116261304,11368.0,236.58632,80,2159,8445,14336,0,3,133
117262081,11634.0,237.18224,80,2183,5972,14336,0,3,133
119264552,11835.171,231.81963,85,2236,11079,14336,0,3,133
120264686,12096.0,232.37633,88,2266,10818,14336,0,3,133
121264813,12357.84,232.93112,88,2292,12230,14336,0,3,133
122265098,12618.421,233.44142,94,2325,11230,14336,0,3,133
123265688,12885.194,234.04437,94,2359,6590,14336,0,3,133
124265700,13146.0,234.52171,96,2379,9273,14336,0,3,133
125265716,13412.0,235.07336,96,2403,6781,14336,0,3,133
126265760,13674.457,235.54489,96,2436,6063,14336,0,3,133
127266112,13930.0,235.88213,98,2465,11468,14336,0,3,133
129266916,14149.667,231.75003,105,2512,7134,14336,0,3,133
130267048,14412.269,232.2467,105,2537,7866,14336,0,3,133
131267626,14677.791,232.77228,106,2558,5269,14336,0,3,133
132267636,14942.458,233.27016,106,2584,3877,14336,0,3,133
133268762,15202.672,233.68028,108,2604,7422,14336,0,3,133
134269492,15467.051,234.14241,108,2632,6070,14336,0,3,133
135270130,15729.411,234.56099,108,2666,6000,14336,0,3,133
136270928,15988.0,234.91129,108,2706,9338,14336,0,3,133
137270940,16245.904,235.24417,110,2767,7927,14336,0,3,133
138270995,16485.068,235.29994,115,2954,7837,14336,0,3,133
139271010,16710.252,235.15752,131,3183,6410,14336,0,3,133
140271627,16839.242,233.68219,142,3427,6899,14336,0,3,133
141271697,17073.047,233.68367,148,3655,6801,14336,0,3,133
142272507,17313.992,233.77916,151,3864,3092,14336,0,3,133
143274565,17493.162,233.04523,153,3950,6136,14336,0,3,133
144274684,17738.0,233.1999,157,4038,12277,14336,0,3,133
146275883,17974.75,230.25452,160,4229,5310,14336,0,3,133
147276273,18228.0,230.54427,160,4275,12274,14336,0,3,133
148276555,18491.229,230.95164,163,4315,7829,14336,0,3,133
149277237,18746.0,231.24353,163,4365,13179,14336,0,3,133
150277274,19006.053,231.5945,168,4404,9467,14336,0,3,133
151277523,19269.182,231.97342,168,4450,6578,14336,0,3,133
152278671,19530.0,232.31339,168,4507,5138,14336,0,3,133
153278893,19787.152,232.60474,168,4549,8585,14336,0,3,133
154278933,20048.0,232.93279,168,4602,6874,14336,0,3,133
155278945,20300.0,233.15175,169,4666,11537,14336,0,3,133
156279016,20561.645,233.4751,179,4690,7957,14336,0,3,133
158279627,20748.0,230.35815,182,4748,7732,14336,0,3,133
159279813,21008.115,230.68445,183,4771,9540,14336,0,3,133
160280637,21266.0,230.97781,186,4819,10371,14336,0,3,133
161280907,21532.0,231.35344,187,4840,6238,14336,0,3,133
162281396,21796.656,231.70627,187,4860,5830,14336,0,3,133
163282107,22059.701,232.03415,187,4883,6281,14336,0,3,133
164284930,22321.883,232.34114,187,4920,6661,14336,0,3,133
165284994,22582.0,232.6271,187,4947,9824,14336,0,3,133
166286319,22824.738,232.72708,187,5155,7376,14336,0,3,133
167286517,23068.137,232.83434,187,5362,3936,14336,0,3,133
168286524,23302.375,232.84834,188,5566,10117,14336,0,3,133
170286714,23506.0,230.28049,192,5973,14074,14336,0,3,133
171286837,23750.703,230.42012,192,6195,6785,14336,0,3,133
172286842,23982.0,230.42854,200,6412,9751,14336,0,3,133
173286947,24216.34,230.46553,209,6626,5521,14336,0,3,133
174287127,24449.549,230.491,211,6845,8626,14336,0,3,133
175287419,24687.256,230.55775,211,7071,8259,14336,0,3,133
176287700,24938.117,230.74503,211,7215,5240,14336,0,3,133
180289226,25432.775,226.92024,218,7676,7343,14336,0,3,133
181290039,25696.318,227.24248,219,7696,7321,14336,0,3,133
182290868,25942.0,227.40245,221,7855,5514,14336,0,3,133
184291733,26401.625,227.44229,231,8322,9414,14336,0,3,133
185292511,26635.432,227.49515,234,8548,9834,14336,0,3,133
186294613,26872.469,227.5719,240,8776,8249,14336,0,3,133
187295721,27104.0,227.60304,242,9015,10219,14336,0,3,133
188295731,27342.0,227.68959,243,9248,5770,14336,0,3,133
189295786,27580.0,227.77464,244,9471,5129,14336,0,3,133
190295832,27818.0,227.85832,244,9651,9942,14336,0,3,133
191295843,28063.242,227.99951,244,9815,9498,14336,0,3,133
192296027,28327.32,228.28993,244,9863,5310,14336,0,3,133
193296480,28565.93,228.37163,245,10056,7069,14336,0,3,133
194297450,28826.0,228.62126,247,10101,5557,14336,0,3,133
195298769,29082.938,228.8417,248,10149,7854,14336,0,3,133
196298849,29341.215,229.07137,248,10203,7895,14336,0,3,133
197298992,29601.793,229.31519,248,10255,6888,14336,0,3,133
198299677,29856.316,229.50775,248,10327,8932,14336,0,3,133
199300786,30119.28,229.761,249,10363,7895,14336,0,3,133
200300843,30288.043,229.29912,258,10397,6058,14336,0,3,133
201300923,30552.863,229.56589,258,10427,3908,14336,0,3,133
202301313,30772.0,229.48746,266,10456,8403,14336,0,3,133
203301368,31034.967,229.73518,266,10494,6574,14336,0,3,133
204302028,31290.0,229.91997,266,10528,13507,14336,0,3,133
205302107,31505.05,229.81139,270,10576,4030,14336,0,3,133
206306836,31756.285,229.95863,274,10681,5083,14336,0,3,133
207306950,31878.0,229.18025,278,10879,7816,14336,0,3,133
208307121,32109.816,229.19876,282,11105,11122,14336,0,3,133
209307634,32345.926,229.24692,291,11331,6999,14336,0,3,133
212310079,32624.287,226.40207,300,11752,3417,14336,0,3,133
213310112,32883.133,226.62561,300,11795,5206,14336,0,3,133
214311039,33142.24,226.84648,301,11867,3172,14336,0,3,133
215311661,33390.0,226.98773,302,11968,8621,14336,0,3,133
216312501,33652.312,227.22495,309,11994,5318,14336,0,3,133
217312515,33912.71,227.44742,311,12032,5879,14336,0,3,133
218314727,34174.0,227.66951,311,12062,7791,14336,0,3,133
219315062,34436.23,227.89774,311,12098,7399,14336,0,3,133
220315703,34701.754,228.14415,311,12127,5318,14336,0,3,133
221315970,34962.75,228.35832,311,12156,7159,14336,0,3,133
222316443,35224.0,228.57104,312,12184,8011,14336,0,3,133
223316542,35486.227,228.78792,313,12220,7118,14336,0,3,133
224317281,35750.766,229.01581,313,12240,6639,14336,0,3,133
225318768,36008.0,229.19327,316,12269,11769,14336,0,3,133
226319001,36274.0,229.42574,316,12296,8673,14336,0,3,133
227319101,36535.05,229.62436,321,12327,8027,14336,0,3,133
228319151,36797.082,229.82669,321,12362,7874,14336,0,3,133
231320640,36908.938,226.28325,326,12455,7944,14336,0,3,133
232320680,37170.0,226.49513,326,12486,9262,14336,0,3,133
233320919,37432.258,226.71141,326,12541,5769,14336,0,3,133
234321250,37688.0,226.88571,326,12623,5349,14336,0,3,133
235321395,37944.508,227.06277,326,12671,8744,14336,0,3,133
236322247,38201.86,227.2418,329,12722,9392,14336,0,3,133
237325558,38462.582,227.43533,331,12780,6391,14336,0,3,133
238325677,38724.0,227.63495,331,12828,4624,14336,0,3,133
239326115,38980.64,227.80386,332,12882,6639,14336,0,3,133
240326963,39242.0,227.99768,332,12946,3346,14336,0,3,133
241327627,39498.37,228.16072,332,13004,5318,14336,0,3,133
242327674,39750.016,228.29555,337,13084,3989,14336,0,3,133
243327717,40002.57,228.43402,339,13172,4282,14336,0,3,133
244328778,40256.188,228.57564,339,13211,12639,14336,0,3,133
245329377,40508.566,228.70924,341,13290,12152,14336,0,3,133
247330178,40946.44,228.5991,344,13402,6049,14336,0,3,133
248330983,41206.664,228.77367,347,13422,7962,14336,0,3,133
249331012,41370.0,228.41234,353,13442,8565,14336,0,3,133
250331627,41636.0,228.61795,353,13462,6366,14336,0,3,133
251331680,41888.0,228.74554,360,13486,8349,14336,0,3,133
