timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
68222354,0.9553643,-0.007076812,0.0010011428,0.29534414,0.012637872,-0.030532723,0.038730253,-0.5721392,-0.062653966,0.020343387,2.5894915e-05,-1.9237914e-06,-1.9656742e-05,0.0,0.0,-0.000421644,0.25953838,0.0043878523,0.37517324,0.0,0.0,0.0,0.0,0.0,2.044232e-10,1.3429372e-05,0.0004842285,3.58605e-06,3.4099735e-06,3.4119269e-06,3.7072197e-05,0.00833919,0.008339234,0.010992507,0.032449458,0.032449458,0.15243895,1.9492026e-11,1.9495867e-11,3.8396678e-11,0.0,0.0,5.0000175e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017894873,0.004235913,0.008337472,67240471,0.25475267,0.39043432,0.006666408,0.032167822,0.019148163,0.019148163,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
68432359,0.95538455,-0.007358018,0.00087665574,0.29527202,0.01626705,-0.030562514,0.038747363,-0.5642658,-0.07219945,0.023860939,2.5894355e-05,-1.912167e-06,-1.9573952e-05,0.0,0.0,-0.00042133578,0.25953838,0.0043878523,0.37517324,0.0,0.0,0.0,0.0,0.0,1.8485305e-10,1.2809375e-05,0.0004829927,3.582772e-06,3.418433e-06,3.4205545e-06,3.7023252e-05,0.008385343,0.008385394,0.011015814,0.032489825,0.03248982,0.15233965,1.9499066e-11,1.950283e-11,3.8287276e-11,0.0,0.0,5.0000175e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024642528,0.0017818677,0.006442451,67240471,0.25491104,0.39030713,0.019733267,0.009839883,0.01873587,0.01873587,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
68632396,0.9553734,-0.0074332696,0.00094190333,0.29530597,0.009407116,-0.03086057,0.03878364,-0.5682092,-0.08344813,0.026581295,2.5844613e-05,-2.0149594e-06,-1.9570805e-05,0.0,0.0,-0.00042198153,0.25953838,0.0043878523,0.37517324,0.0,0.0,0.0,0.0,0.0,2.3383465e-10,1.2890893e-05,0.00049710827,3.5765377e-06,3.4173545e-06,3.4195175e-06,3.6945927e-05,0.008374187,0.008374246,0.010997919,0.032329146,0.03232914,0.15172866,1.9496028e-11,1.949972e-11,3.817024e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020881869,0.007438141,0.0091954125,67240471,0.25427994,0.38952363,0.011423644,0.05893342,0.017418558,0.017418558,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
68832358,0.9553499,-0.0070103593,0.0009856335,0.29539213,0.015021928,-0.023232695,0.03967671,-0.55670756,-0.08321796,0.030286124,2.579951e-05,-1.9089068e-06,-1.9637617e-05,0.0,0.0,-0.00042127422,0.25953838,0.0043878523,0.37517324,0.0,0.0,0.0,0.0,0.0,2.0694998e-10,1.2667474e-05,0.000499777,3.5691112e-06,3.4161646e-06,3.4180894e-06,3.6871028e-05,0.008360761,0.008360822,0.011035022,0.03216589,0.032165885,0.15302736,1.949289e-11,1.9496526e-11,3.8055527e-11,0.0,0.0,5.0000356e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021197453,0.004349735,0.008800628,67240471,0.25363708,0.3911871,0.017720282,0.05048344,0.0178645,0.0178645,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
69032368,0.95526636,-0.0073377546,0.0008997248,0.29565474,0.013579991,-0.026829286,0.043937117,-0.5560085,-0.09364486,0.04471218,2.5795649e-05,-1.9632844e-06,-1.976917e-05,0.0,0.0,-0.00042392986,0.25953838,0.0043878523,0.37517324,0.0,0.0,0.0,0.0,0.0,2.0278983e-10,1.2239817e-05,0.0004847812,3.5638454e-06,3.4148409e-06,3.4169545e-06,3.6794667e-05,0.0083464915,0.008346554,0.011018275,0.031999957,0.031999957,0.15243779,1.9489719e-11,1.9493298e-11,3.7943086e-11,0.0,0.0,5.0000267e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005470894,0.0039805267,0.0037722741,67240471,0.25298205,0.39043283,0.044682905,0.026891002,0.014339816,0.014339816,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
69222394,0.9552652,-0.007821421,0.0007056896,0.29564643,0.014222829,-0.025962777,0.03931336,-0.5497216,-0.10175764,0.034188073,2.5803234e-05,-1.9591055e-06,-1.9694698e-05,0.0,0.0,-0.00041744104,0.25953838,0.0043878523,0.37517324,0.0,0.0,0.0,0.0,0.0,2.2621297e-10,1.2174729e-05,0.0004722021,3.556526e-06,3.4040795e-06,3.4064915e-06,3.6689285e-05,0.008275883,0.00827595,0.010960713,0.0316325,0.0316325,0.15134302,1.9476597e-11,1.9480122e-11,3.7822887e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013071123,0.005880706,0.015736047,67240471,0.25152534,0.3890283,0.06580815,0.032312978,0.013827963,0.013827963,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
69432397,0.95524997,-0.0073132366,0.00087047723,0.29570818,0.016527325,-0.026251355,0.039905712,-0.542059,-0.11164468,0.037992436,2.5828838e-05,-1.9471834e-06,-1.9749914e-05,0.0,0.0,-0.000415985,0.25953838,0.0043878523,0.37517324,0.0,0.0,0.0,0.0,0.0,2.93143e-10,1.2734008e-05,0.00042687965,3.5520359e-06,3.412225e-06,3.41428e-06,3.6646572e-05,0.008318857,0.008318933,0.010984661,0.03167869,0.031678684,0.15128022,1.948347e-11,1.9486943e-11,3.7724872e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000160924,0.0046752375,0.011917435,67240471,0.25170892,0.38894758,0.029342456,0.006778314,0.015383289,0.015383289,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
69632399,0.9552644,-0.007018803,0.0009480498,0.29566848,0.018579807,-0.02765015,0.040351767,-0.53651106,-0.1198146,0.046792552,2.5823398e-05,-1.9512447e-06,-1.9746796e-05,0.0,0.0,-0.00041705978,0.25953838,0.0043878523,0.37517324,0.0,0.0,0.0,0.0,0.0,2.900062e-10,1.2412272e-05,0.00043464766,3.5444448e-06,3.4109428e-06,3.4128072e-06,3.657582e-05,0.008305901,0.008305981,0.011022652,0.03152251,0.031522505,0.15260126,1.9480407e-11,1.9483823e-11,3.7619005e-11,0.0,0.0,5.0000352e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.994091e-05,0.0024414677,0.0048567904,67240471,0.25108767,0.3906421,0.019827768,0.007890226,0.014585646,0.014585646,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
69832394,0.9552103,-0.007843388,0.00059131725,0.29582328,0.019242827,-0.021862764,0.038576692,-0.532184,-0.12078664,0.046806924,2.5750734e-05,-1.9260654e-06,-1.9758261e-05,0.0,0.0,-0.00041497548,0.25953838,0.0043878523,0.37517324,0.0,0.0,0.0,0.0,0.0,3.1444666e-10,1.3020441e-05,0.00043804236,3.541102e-06,3.4094942e-06,3.411923e-06,3.6501202e-05,0.008292237,0.008292318,0.0110059,0.031361636,0.031361632,0.1520302,1.9477303e-11,1.9480664e-11,3.751525e-11,0.0,0.0,5.0000178e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013042617,0.004513981,0.008890954,67240471,0.25044614,0.3899105,0.040457033,0.039406646,0.011905296,0.011905296,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
70032353,0.95517856,-0.0074292542,0.00060494896,0.29593652,0.02199102,-0.02006934,0.033085663,-0.5256907,-0.12598418,0.04177233,2.5741547e-05,-1.9117501e-06,-1.9748022e-05,0.0,0.0,-0.00041021456,0.25953838,0.0043878523,0.37517324,0.0,0.0,0.0,0.0,0.0,6.652716e-10,1.4206453e-05,0.0004522442,3.5375222e-06,3.4080706e-06,3.4102288e-06,3.6428453e-05,0.008279019,0.0082791075,0.01098956,0.031196559,0.031196564,0.15147093,1.947417e-11,1.9477479e-11,3.7413548e-11,0.0,0.0,5.0000093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012750526,0.005088691,0.013164785,67240471,0.24978615,0.38919267,0.03337151,0.025088757,0.01200125,0.01200125,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
