timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
68324453,inf,0,0,0,1,0
69324684,inf,0,0,0,1,0
70333910,inf,0,0,0,1,0
71344310,inf,0,0,0,1,0
72353816,inf,0,0,0,1,0
73354113,inf,0,0,0,1,0
74364377,inf,0,0,0,1,0
75364433,inf,0,0,0,1,0
76364479,inf,0,0,0,1,0
78374129,inf,0,0,0,1,0
79374210,inf,0,0,0,1,0
80374274,inf,0,0,0,1,0
81384403,inf,0,0,0,1,0
84404299,inf,0,0,0,1,0
85404533,inf,0,0,0,1,0
86413887,inf,0,0,0,1,0
87414331,inf,0,0,0,1,0
87964523,inf,0,0,0,0,0
88974295,inf,0,0,0,0,0
89986737,inf,0,0,0,0,0
90994409,inf,0,0,0,0,0
91995866,inf,0,0,0,0,0
93005670,inf,0,0,0,0,0
94005967,inf,0,0,0,0,0
95014891,inf,0,0,0,0,0
96024696,inf,0,0,0,0,0
97034337,inf,0,0,0,0,0
98034373,inf,0,0,0,0,0
99044625,inf,0,0,0,0,0
100054457,inf,0,0,0,0,0
101064745,inf,0,0,0,0,0
102074647,inf,0,0,0,0,0
103084664,inf,0,0,0,0,0
104094543,inf,0,0,0,0,0
105104891,inf,0,0,0,0,0
108134103,inf,0,0,0,0,0
109144440,inf,0,0,0,0,0
110154178,inf,0,0,0,0,0
111164613,inf,0,0,0,0,0
112174056,inf,0,0,0,0,0
113174554,inf,0,0,0,0,0
114184310,inf,0,0,0,0,0
115194120,inf,0,0,0,0,0
116194146,inf,0,0,0,0,0
117205702,inf,0,0,0,0,0
119214118,inf,0,0,0,0,0
120214988,inf,0,0,0,0,0
121224534,inf,0,0,0,0,0
122234204,inf,0,0,0,0,0
123234530,inf,0,0,0,0,0
124244231,inf,0,0,0,0,0
125244292,inf,0,0,0,0,0
126245115,inf,0,0,0,0,0
127254146,inf,0,0,0,0,0
129264528,inf,0,0,0,0,0
130274255,inf,0,0,0,0,0
131274273,inf,0,0,0,0,0
132284445,inf,0,0,0,0,0
133284524,inf,0,0,0,0,0
134284716,inf,0,0,0,0,0
135284723,inf,0,0,0,0,0
136293919,inf,0,0,0,0,0
137294432,inf,0,0,0,0,0
138306520,inf,0,0,0,0,0
139314275,inf,0,0,0,0,0
140314917,inf,0,0,0,0,0
141326534,inf,0,0,0,0,0
142334348,inf,0,0,0,0,0
143346110,inf,0,0,0,0,0
144354295,inf,0,0,0,0,0
146364462,inf,0,0,0,0,0
147364771,inf,0,0,0,0,0
148374993,inf,0,0,0,0,0
149384697,inf,0,0,0,0,0
150384782,inf,0,0,0,0,0
151394651,inf,0,0,0,0,0
152405782,inf,0,0,0,0,0
153414446,inf,0,0,0,0,0
154424948,inf,0,0,0,0,0
155434480,inf,0,0,0,0,0
156444718,inf,0,0,0,0,0
158454215,inf,0,0,0,0,0
159454314,inf,0,0,0,0,0
160464239,inf,0,0,0,0,0
161474042,inf,0,0,0,0,0
162474616,inf,0,0,0,0,0
163484483,inf,0,0,0,0,0
164494194,inf,0,0,0,0,0
165494435,inf,0,0,0,0,0
166505975,inf,0,0,0,0,0
167506074,inf,0,0,0,0,0
169526180,inf,0,0,0,0,0
170526239,inf,0,0,0,0,0
171534222,inf,0,0,0,0,0
172545939,inf,0,0,0,0,0
173546336,inf,0,0,0,0,0
174554176,inf,0,0,0,0,0
175554196,inf,0,0,0,0,0
176554711,inf,0,0,0,0,0
179574718,inf,0,0,0,0,0
180584462,inf,0,0,0,0,0
181584653,inf,0,0,0,0,0
182586044,inf,0,0,0,0,0
183586371,inf,0,0,0,0,0
184594455,inf,0,0,0,0,0
185607051,inf,0,0,0,0,0
186614275,inf,0,0,0,0,0
187616555,inf,0,0,0,0,0
188626664,inf,0,0,0,0,0
189634623,inf,0,0,0,0,0
190645911,inf,0,0,0,0,0
191654297,inf,0,0,0,0,0
192664638,inf,0,0,0,0,0
193674457,inf,0,0,0,0,0
194684576,inf,0,0,0,0,0
195694756,inf,0,0,0,0,0
196705071,inf,0,0,0,0,0
197713950,inf,0,0,0,0,0
198714687,inf,0,0,0,0,0
200734102,inf,0,0,0,0,0
201734281,inf,0,0,0,0,0
202744450,inf,0,0,0,0,0
203744805,inf,0,0,0,0,0
204754549,inf,0,0,0,0,0
205764391,inf,0,0,0,0,0
206766294,inf,0,0,0,0,0
207774742,inf,0,0,0,0,0
208786051,inf,0,0,0,0,0
211794137,inf,0,0,0,0,0
212805866,inf,0,0,0,0,0
213814370,inf,0,0,0,0,0
214826065,inf,0,0,0,0,0
215834325,inf,0,0,0,0,0
216844454,inf,0,0,0,0,0
217854478,inf,0,0,0,0,0
218864395,inf,0,0,0,0,0
219874031,inf,0,0,0,0,0
220874166,inf,0,0,0,0,0
221874373,inf,0,0,0,0,0
222884364,inf,0,0,0,0,0
223884495,inf,0,0,0,0,0
224884577,inf,0,0,0,0,0
225894360,inf,0,0,0,0,0
226904266,inf,0,0,0,0,0
227904486,inf,0,0,0,0,0
231934075,inf,0,0,0,0,0
232944494,inf,0,0,0,0,0
233944506,inf,0,0,0,0,0
234954204,inf,0,0,0,0,0
235954549,inf,0,0,0,0,0
236954749,inf,0,0,0,0,0
237964651,inf,0,0,0,0,0
238974364,inf,0,0,0,0,0
239984637,inf,0,0,0,0,0
240994299,inf,0,0,0,0,0
242006032,inf,0,0,0,0,0
243006177,inf,0,0,0,0,0
244014556,inf,0,0,0,0,0
245024896,inf,0,0,0,0,0
246034709,inf,0,0,0,0,0
247044176,inf,0,0,0,0,0
248044437,inf,0,0,0,0,0
250074101,inf,0,0,0,1,0
251074116,inf,0,0,0,1,0
252084362,inf,0,0,0,1,0
