timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
68222354,2359330,0.002589416,-0.00019237353,-0.0019656168,2359330,0.0,0.0,-0.04216317,592905,0.0,0.0,0.0
69222394,2359330,0.0025802588,-0.00019590562,-0.0019694204,2359330,0.0,0.0,-0.041743055,592905,0.0,0.0,0.0
70232397,2359330,0.0025741572,-0.00019235707,-0.0019738404,2359330,0.0,0.0,-0.040807888,592905,0.0,0.0,0.0
71232373,2359330,0.0025793656,-0.00020158156,-0.0019687465,2359330,0.0,0.0,-0.03934865,592905,0.0,0.0,0.0
72232392,2359330,0.002562867,-0.000209071,-0.0019493307,2359330,0.0,0.0,-0.037933934,592905,0.0,0.0,0.0
73232397,2359330,0.002561912,-0.0002109883,-0.0019269162,2359330,0.0,0.0,-0.03723882,592905,0.0,0.0,0.0
74232365,2359330,0.0025668002,-0.0002238617,-0.0019155919,2359330,0.0,0.0,-0.03674657,592905,0.0,0.0,0.0
75232430,2359330,0.0025736676,-0.00023412997,-0.0018994922,2359330,0.0,0.0,-0.037291255,592905,0.0,0.0,0.0
76232361,2359330,0.00256883,-0.00024775165,-0.0018982523,2359330,0.0,0.0,-0.037540507,592905,0.0,0.0,0.0
78232396,2359330,0.0025922083,-0.00023617191,-0.0018348002,2359330,0.0,0.0,-0.037207145,592905,0.0,0.0,0.0
79232371,2359330,0.002617319,-0.00023720278,-0.0017216211,2359330,0.0,0.0,-0.03797793,592905,0.0,0.0,0.0
80232399,2359330,0.0026183722,-0.00022652815,-0.0015932875,2359330,0.0,0.0,-0.03809971,592905,0.0,0.0,0.0
81232366,2359330,0.002619453,-0.00023372815,-0.0012664163,2359330,0.0,0.0,-0.03825351,592905,0.0,0.0,0.0
83232396,2359330,0.0026146467,-0.00023769068,-0.00021425668,2359330,0.0,0.0,-0.038834367,592905,0.0,0.0,0.0
84232369,2359330,0.0026080315,-0.00026407363,0.0005687542,2359330,0.0,0.0,-0.040624313,592905,0.0,0.0,0.0
85232358,2359330,0.0026075887,-0.0002770776,0.0013726976,2359330,0.0,0.0,-0.042584237,592905,0.0,0.0,0.0
