timestamp,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],heartbeats[0].timestamp,heartbeats[0].system_id,heartbeats[0].component_id,heartbeats[0].type,heartbeats[0].state,heartbeats[0]._padding0[0],heartbeats[0]._padding0[1],heartbeats[0]._padding0[2],heartbeats[0]._padding0[3],heartbeats[1].timestamp,heartbeats[1].system_id,heartbeats[1].component_id,heartbeats[1].type,heartbeats[1].state,heartbeats[1]._padding0[0],heartbeats[1]._padding0[1],heartbeats[1]._padding0[2],heartbeats[1]._padding0[3],heartbeats[2].timestamp,heartbeats[2].system_id,heartbeats[2].component_id,heartbeats[2].type,heartbeats[2].state,heartbeats[2]._padding0[0],heartbeats[2]._padding0[1],heartbeats[2]._padding0[2],heartbeats[2]._padding0[3],heartbeats[3].timestamp,heartbeats[3].system_id,heartbeats[3].component_id,heartbeats[3].type,heartbeats[3].state,heartbeats[3]._padding0[0],heartbeats[3]._padding0[1],heartbeats[3]._padding0[2],heartbeats[3]._padding0[3]
69057481,1200.0,0.6396959,0.04170427,1.3087198,0.0,0,0,1,1,1,1,38,0,0,0,0,0,69050572,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70059297,1200.0,0.6396959,0.041854095,0.9516824,0.0,0,0,1,1,1,1,38,0,0,0,0,0,69050572,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70069505,1200.0,0.6396959,0.041854095,0.9516824,0.0,0,0,1,1,1,1,38,0,0,0,0,0,70065730,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71141096,1200.0,0.6396959,0.041600633,0.8637084,0.0,0,0,1,1,1,1,38,0,0,0,0,0,71141007,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72061403,1200.0,0.6396959,0.041924573,1.3665415,0.0,0,0,1,1,1,1,38,0,0,0,0,0,72054513,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73071354,1200.0,0.6396959,0.0419937,0.8638704,0.0,0,0,1,1,1,1,38,0,0,0,0,0,73069285,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74001586,1200.0,0.6396959,0.0673238,0.9742149,0.0,0,0,1,1,1,1,38,0,0,0,0,0,73997510,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75051354,1200.0,0.6396959,0.04159198,1.2834097,0.0,0,0,1,1,1,1,38,0,0,0,0,0,75045867,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76081606,1200.0,0.6396959,0.041573495,0.8562161,0.0,0,0,1,1,1,1,38,0,0,0,0,0,76074647,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78061465,1200.0,0.6396959,0.041572303,1.2847822,0.0,0,0,1,1,1,1,38,0,0,0,0,0,78055755,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79081499,1200.0,0.6396959,0.041595936,0.80913997,0.0,0,0,1,1,1,1,38,0,0,0,0,0,79080941,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80011336,1200.0,0.6396959,0.041996095,1.0199051,0.0,0,0,1,1,1,1,38,0,0,0,0,0,80005647,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81086231,1200.0,0.6396959,0.041961145,1.1509342,0.0,0,0,1,1,1,1,38,0,0,0,0,0,81080912,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83011226,1200.0,0.6396959,0.041852884,1.0263921,0.0,0,0,1,1,1,1,38,0,0,0,0,0,83009489,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84071220,1200.0,0.6396959,0.067965336,1.1604081,0.0,0,0,1,1,1,1,38,0,0,0,0,0,84066282,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85021446,1200.0,0.6396959,0.04199899,0.91597795,0.0,0,0,1,1,1,1,38,0,0,0,0,0,85020676,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86021450,1200.0,0.6396959,0.04199735,1.2059239,0.0,0,0,1,1,1,1,38,0,0,0,0,0,86015471,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87081548,1200.0,0.6396959,0.041595813,1.0171167,0.0,0,0,1,1,1,1,38,0,0,0,0,0,87074564,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88022328,1200.0,0.6396959,0.041999325,1.060983,0.0,0,0,1,1,1,1,38,0,0,0,0,0,88015984,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89029463,1200.0,0.6396959,0.04195871,1.061955,0.0,0,0,1,1,1,1,38,0,0,0,0,0,89020956,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90079229,1200.0,0.6396959,0.04170796,1.0129075,0.0,0,0,1,1,1,1,38,0,0,0,0,0,90071313,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90999413,1200.0,0.6396959,0.041999955,1.1289989,0.0,0,0,1,1,1,1,38,0,0,0,0,0,90996309,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92032642,1200.0,0.6396959,0.041904457,1.0685637,0.0,0,0,1,1,1,1,38,0,0,0,0,0,92028719,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93102254,1200.0,0.6396959,0.041969907,0.92333794,0.0,0,0,1,1,1,1,38,0,0,0,0,0,93096689,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94012220,1200.0,0.6396959,0.067322865,1.1801302,0.0,0,0,1,1,1,1,38,0,0,0,0,0,94008893,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95037511,1200.0,0.6396959,0.04183471,1.0388952,0.0,0,0,1,1,1,1,38,0,0,0,0,0,95030222,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96101538,1200.0,0.6396959,0.041872077,0.95209134,0.0,0,0,1,1,1,1,38,0,0,0,0,0,96095084,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97041450,1200.0,0.6396959,0.041912023,1.1775283,0.0,0,0,1,1,1,1,38,0,0,0,0,0,97031318,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98036531,1200.0,0.6396959,0.041962024,1.0390596,0.0,0,0,1,1,1,1,38,0,0,0,0,0,98036307,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99101622,1200.0,0.6396959,0.04170481,0.79040545,0.0,0,0,1,1,1,1,38,0,0,0,0,0,99096164,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100021383,1200.0,0.6396959,0.041920852,1.3414673,0.0,0,0,1,1,1,1,38,0,0,0,0,0,100015845,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041769,1200.0,0.6396959,0.04157033,0.85615075,0.0,0,0,1,1,1,1,38,0,0,0,0,0,101041426,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102141683,1200.0,0.6396959,0.041599274,1.0409722,0.0,0,0,1,1,1,1,38,0,0,0,0,0,102139154,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103031361,1200.0,0.6396959,0.041995756,1.2088778,0.0,0,0,1,1,1,1,38,0,0,0,0,0,103030487,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104047409,1200.0,0.6396959,0.067939125,0.95814145,0.0,0,0,1,1,1,1,38,0,0,0,0,0,104046315,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105119483,1200.0,0.6396959,0.041707627,1.0248159,0.0,0,0,1,1,1,1,38,0,0,0,0,0,105111299,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108119302,1200.0,0.6396959,0.020999894,1.0199949,0.0,0,0,1,1,1,1,38,0,0,0,0,0,108116309,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109029488,1200.0,0.6396959,0.041589797,1.1001492,0.0,0,0,1,1,1,1,38,0,0,0,0,0,109028767,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110031292,1200.0,0.6396959,0.04199731,1.0379336,0.0,0,0,1,1,1,1,38,0,0,0,0,0,109028767,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111131257,1200.0,0.6396959,0.020957518,1.0508698,0.0,0,0,1,1,1,1,38,0,0,0,0,0,111131106,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112052294,1200.0,0.6396959,0.041961353,1.1469437,0.0,0,0,1,1,1,1,38,0,0,0,0,0,112051311,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113066257,1200.0,0.6396959,0.041586008,0.93766546,0.0,0,0,1,1,1,1,38,0,0,0,0,0,113065758,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114117487,1200.0,0.6396959,0.06764681,1.1400478,0.0,0,0,1,1,1,1,38,0,0,0,0,0,114115856,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115049471,1200.0,0.6396959,0.041999873,0.93299717,0.0,0,0,1,1,1,1,38,0,0,0,0,0,115045728,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116049501,1200.0,0.6396959,0.04192554,1.1998689,0.0,0,0,1,1,1,1,38,0,0,0,0,0,115045728,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116999302,1200.0,0.6396959,0.020790637,0.9484491,0.0,0,0,1,1,1,1,38,0,0,0,0,0,116997514,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119079348,1200.0,0.6396959,0.041599683,1.2242193,0.0,0,0,1,1,1,1,38,0,0,0,0,0,119076311,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119999949,1200.0,0.6396959,0.0419984,1.0709593,0.0,0,0,1,1,1,1,38,0,0,0,0,0,119999307,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121059435,1200.0,0.6396959,0.041996595,0.9239251,0.0,0,0,1,1,1,1,38,0,0,0,0,0,121055820,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122081485,1200.0,0.6396959,0.041582264,1.119751,0.0,0,0,1,1,1,1,38,0,0,0,0,0,122079313,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123011297,1200.0,0.6396959,0.04192307,1.0480767,0.0,0,0,1,1,1,1,38,0,0,0,0,0,123007077,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124091366,1200.0,0.6396959,0.06799973,1.0089959,0.0,0,0,1,1,1,1,38,0,0,0,0,0,124090575,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
