timestamp,timestamp_sample,device_id,error_count,pressure,temperature
69226913,69226902,3997706,0,1010.57,44.78
70233280,70233269,3997706,0,1010.63995,44.84
71229997,71229986,3997706,0,1010.57996,44.91
72226118,72226107,3997706,0,1010.66,44.969997
73232729,73232718,3997706,0,1010.64996,45.03
74219023,74219012,3997706,0,1010.58997,45.09
75225742,75225728,3997706,0,1010.61,45.149998
76232052,76232041,3997706,0,1010.63995,45.21
78234655,78234644,3997706,0,1010.58997,45.329998
79231628,79231617,3997706,0,1010.61,45.399998
80217861,80217850,3997706,0,1010.62,45.45
81224541,81224527,3997706,0,1010.57996,45.52
83227613,83227602,3997706,0,1010.57,45.64
84233941,84233930,3997706,0,1010.62,45.7
85230842,85230831,3997706,0,1010.66,45.76
86216953,86216942,3997706,0,1010.6,45.82
87223584,87223573,3997706,0,1010.62,45.89
88229777,88229766,3997706,0,1010.62,45.95
89226342,89226331,3997706,0,1010.6,46.02
90232734,90232723,3997706,0,1010.0,46.079998
91229584,91229573,3997706,0,1009.58997,46.14
92215786,92215775,3997706,0,1009.22,46.2
93222488,93222477,3997706,0,1009.22,46.27
94228790,94228780,3997706,0,1008.88995,46.32
95225646,95225635,3997706,0,1008.12,46.39
96232479,96232468,3997706,0,1007.3,46.45
97228752,97228741,3997706,0,1006.91,46.5
98215491,98215480,3997706,0,1006.41,46.57
99221837,99221826,3997706,0,1005.64996,46.62
100228567,100228553,3997706,0,1004.89996,46.68
101224705,101224694,3997706,0,1004.08997,46.739998
102231691,102231680,3997706,0,1003.29,46.789997
103227967,103227956,3997706,0,1002.66,46.85
104234522,104234511,3997706,0,1001.92,46.899998
105220840,105220829,3997706,0,1000.88995,46.95
108230622,108230611,3997706,0,999.51996,47.11
109226852,109226841,3997706,0,999.05,47.17
110233719,110233708,3997706,0,998.44,47.219997
111220049,111220038,3997706,0,997.77997,47.26
112226673,112226662,3997706,0,997.38,47.32
113233024,113233000,3997706,0,997.01996,47.37
114229862,114229851,3997706,0,997.18,47.42
115226216,115226205,3997706,0,997.13,47.46
116232972,116232961,3997706,0,996.85,47.51
117219264,117219246,3997706,0,996.63,47.559998
119231924,119231913,3997706,0,996.41,47.649998
120228582,120228571,3997706,0,996.42,47.7
121234711,121234700,3997706,0,996.41,47.739998
122231439,122231428,3997706,0,996.61,47.789997
123217467,123217456,3997706,0,996.48,47.829998
124224525,124224514,3997706,0,996.26996,47.87
125230937,125230926,3997706,0,996.13,47.92
126227470,126227459,3997706,0,996.29,47.96
127233651,127233640,3997706,0,996.26996,48.01
129216360,129216347,3997706,0,996.48,48.079998
130222589,130222578,3997706,0,996.77997,48.12
131229258,131229247,3997706,0,997.04,48.17
132225511,132225500,3997706,0,997.33997,48.21
133232585,133232574,3997706,0,997.57,48.25
134228948,134228937,3997706,0,998.04,48.289997
135215691,135215677,3997706,0,998.56,48.32
136221845,136221834,3997706,0,998.99,48.37
137228507,137228496,3997706,0,999.12,48.399998
138234610,138234599,3997706,0,999.19,48.44
139231199,139231188,3997706,0,999.18,48.48
140227460,140227449,3997706,0,999.5,48.52
141234215,141234204,3997706,0,999.66,48.55
142220550,142220539,3997706,0,1000.1,48.6
143226799,143226788,3997706,0,1000.13995,48.629997
144233575,144233564,3997706,0,1000.07,48.67
146226471,146226460,3997706,0,999.61,48.739998
147233466,147233455,3997706,0,998.81,48.76
148219652,148219641,3997706,0,998.75995,48.809998
149225995,149225984,3997706,0,997.55,48.829998
150232985,150232974,3997706,0,997.62,48.87
151229733,151229722,3997706,0,997.66,48.91
152225719,152225708,3997706,0,997.37,48.94
153232105,153232092,3997706,0,996.82,48.969997
154218785,154218774,3997706,0,996.04,49.0
155225079,155225068,3997706,0,995.41,49.03
156232103,156232088,3997706,0,994.97,49.07
158234955,158234944,3997706,0,994.93,49.129997
159231245,159231234,3997706,0,995.08997,49.16
160218054,160218043,3997706,0,994.88995,49.19
161224136,161224125,3997706,0,994.38,49.21
162231038,162231027,3997706,0,994.18,49.25
163227378,163227367,3997706,0,994.31,49.27
164233985,164233974,3997706,0,994.27997,49.3
165230358,165230347,3997706,0,994.56,49.329998
166216899,166216888,3997706,0,994.75,49.36
167223349,167223334,3997706,0,994.91,49.39
168230089,168230078,3997706,0,995.11,49.41
170232136,170232125,3997706,0,995.6,49.469997
171228824,171228813,3997706,0,995.98,49.489998
172215125,172215111,3997706,0,996.3,49.52
173221800,173221787,3997706,0,996.57996,49.55
174228040,174228029,3997706,0,996.94,49.57
175234128,175234117,3997706,0,997.31,49.59
176230934,176230923,3997706,0,997.52997,49.62
179219783,179219772,3997706,0,997.92,49.69
180226700,180226689,3997706,0,998.14996,49.71
181233219,181233208,3997706,0,998.79,49.73
182230019,182230005,3997706,0,999.55,49.76
183226177,183226166,3997706,0,999.98,49.78
184233039,184233028,3997706,0,1000.44995,49.8
185219240,185219229,3997706,0,1000.82,49.82
186225962,186225951,3997706,0,1001.19995,49.84
187232028,187232017,3997706,0,1001.49,49.87
188228221,188228210,3997706,0,1001.72,49.89
189224777,189224766,3997706,0,1001.79,49.91
190231116,190231105,3997706,0,1002.32996,49.93
191217685,191217674,3997706,0,1002.20996,49.95
192223887,192223873,3997706,0,1002.55,49.969997
193230103,193230088,3997706,0,1002.22,49.989998
194226794,194226783,3997706,0,1002.39996,50.01
195233135,195233125,3997706,0,1002.01996,50.03
196229735,196229724,3997706,0,1001.58997,50.05
197216163,197216152,3997706,0,1001.44,50.07
198223136,198223125,3997706,0,1001.32,50.09
199229351,199229340,3997706,0,1001.23,50.11
200225908,200225897,3997706,0,1000.94,50.129997
201232258,201232247,3997706,0,1000.82,50.149998
202229055,202229042,3997706,0,1000.97,50.16
203215451,203215440,3997706,0,1000.88,50.18
204222346,204222335,3997706,0,1000.76996,50.2
205228582,205228571,3997706,0,1000.93,50.219997
206234793,206234782,3997706,0,1001.13,50.239998
207231548,207231534,3997706,0,1001.20996,50.26
208227796,208227785,3997706,0,1001.25,50.27
209234621,209234607,3997706,0,1001.31,50.289997
212233630,212233616,3997706,0,1001.54,50.34
213230352,213230341,3997706,0,1001.72,50.35
214226556,214226545,3997706,0,1001.8,50.37
215232797,215232778,3997706,0,1002.04,50.379997
216219597,216219586,3997706,0,1002.17,50.399998
217225999,217225988,3997706,0,1002.23,50.42
218232968,218232957,3997706,0,1002.35,50.44
219229243,219229232,3997706,0,1002.41,50.45
220235890,220235879,3997706,0,1002.50995,50.469997
221232155,221232144,3997706,0,1002.69,50.48
222218752,222218735,3997706,0,1002.83997,50.489998
223224838,223224827,3997706,0,1003.16,50.51
224231809,224231794,3997706,0,1003.47,50.52
225228032,225228018,3997706,0,1003.87,50.539997
226234885,226234871,3997706,0,1004.29,50.55
227231007,227230996,3997706,0,1004.79,50.57
228216958,228216947,3997706,0,1005.22,50.579998
231226115,231226104,3997706,0,1006.51996,50.62
232232848,232232837,3997706,0,1007.20996,50.64
233229387,233229376,3997706,0,1007.95996,50.66
234216261,234216247,3997706,0,1008.32,50.67
235222523,235222512,3997706,0,1008.26996,50.69
236229208,236229197,3997706,0,1008.37,50.7
237225367,237225356,3997706,0,1008.44,50.71
238232190,238232179,3997706,0,1008.72,50.73
239228689,239228678,3997706,0,1009.13,50.739998
240215205,240215194,3997706,0,1009.38995,50.76
241221662,241221651,3997706,0,1009.55,50.77
243234597,243234586,3997706,0,1009.85,50.8
244231543,244231532,3997706,0,1009.92,50.809998
245227857,245227846,3997706,0,1010.24,50.829998
246233857,246233846,3997706,0,1010.37,50.84
247220696,247220685,3997706,0,1010.66,50.85
248226850,248226839,3997706,0,1010.62,50.86
249233709,249233698,3997706,0,1010.63995,50.87
250229927,250229916,3997706,0,1010.69,50.879997
251226526,251226515,3997706,0,1010.69,50.89
