timestamp,voltage_v,rssi_v,free_memory_bytes,actuators[0],actuators[1],actuators[2],actuators[3],actuators[4],actuators[5],actuators[6],actuators[7],servos[0],servos[1],servos[2],servos[3],servos[4],servos[5],servos[6],servos[7],raw_inputs[0],raw_inputs[1],raw_inputs[2],raw_inputs[3],raw_inputs[4],raw_inputs[5],raw_inputs[6],raw_inputs[7],raw_inputs[8],raw_inputs[9],raw_inputs[10],raw_inputs[11],raw_inputs[12],raw_inputs[13],raw_inputs[14],raw_inputs[15],raw_inputs[16],raw_inputs[17],status_outputs_armed,status_override,status_rc_ok,status_rc_ppm,status_rc_dsm,status_rc_sbus,status_fmu_ok,status_raw_pwm,status_mixer_ok,status_arm_sync,status_init_ok,status_failsafe,status_safety_off,status_fmu_initialized,status_rc_st24,status_rc_sumd,alarm_vbatt_low,alarm_temperature,alarm_servo_current,alarm_acc_current,alarm_fmu_lost,alarm_rc_lost,alarm_pwm_error,alarm_vservo_fault,arming_io_arm_ok,arming_fmu_armed,arming_fmu_prearmed,arming_manual_override_ok,arming_failsafe_custom,arming_inair_restart_ok,arming_always_pwm_enable,arming_rc_handling_disabled,arming_lockdown,arming_force_failsafe,arming_termination_failsafe,arming_override_immediate
67974234,5.4880004,1.682,40,589,589,654,658,-10000,656,500,400,1529,1529,1532,1532,1000,1532,1525,1520,1514,1444,1934,1539,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
68988426,5.493,1.6800001,40,597,596,658,658,-10000,658,500,400,1529,1529,1532,1532,1000,1532,1525,1520,1514,1444,1934,1539,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
70005535,5.4810004,1.6910001,40,579,580,644,624,-10000,634,500,400,1529,1529,1532,1531,1000,1531,1525,1520,1514,1444,1934,1539,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
71012774,5.4670005,1.702,40,590,590,663,647,-10000,655,500,400,1529,1529,1533,1532,1000,1532,1525,1520,1514,1444,1934,1539,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
72022095,5.341,1.6660001,40,-3442,-3442,663,675,-10000,669,500,400,1327,1327,1533,1533,1000,1533,1525,1520,1514,1444,1934,1439,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
73037526,5.1280003,1.715,40,2521,2521,679,705,-10000,695,500,400,1626,1626,1534,1535,1000,1534,1525,1520,1514,1444,1934,1543,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
74057698,5.445,1.6840001,40,568,568,-7761,8239,-10000,239,500,400,1528,1528,1111,1911,1000,1511,1525,1520,1832,1467,1934,1538,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
75082608,5.472,1.687,40,552,553,977,683,-10000,830,500,400,1527,1527,1548,1534,1000,1541,1525,1520,1513,1443,1934,1538,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
76097603,5.464,1.6660001,40,550,550,646,668,-10000,657,500,400,1527,1527,1532,1533,1000,1532,1525,1520,1514,1444,1934,1538,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
78154365,5.4760003,1.677,40,621,621,651,647,-2240,649,500,400,1531,1531,1532,1532,1388,1532,1525,1520,1514,1444,1602,1540,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
79174233,5.5080004,1.6940001,40,596,598,649,669,-2240,659,500,400,1529,1529,1532,1533,1388,1532,1525,1520,1514,1444,1602,1539,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
80206104,5.4740005,1.6620001,40,583,583,666,662,-1590,664,500,400,1529,1529,1533,1533,1420,1533,1525,1520,1514,1444,1565,1539,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
81227601,5.4880004,1.6910001,40,585,585,642,660,626,651,500,400,1528,1528,1532,1532,1531,1532,1525,1520,1514,1444,1483,1539,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
84292488,5.445,1.7080001,40,617,617,632,678,10000,662,500,400,1530,1530,1532,1533,2000,1533,1525,1520,1514,1444,1094,1540,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
85302746,5.6920004,1.687,40,570,576,647,651,10000,649,500,400,1528,1528,1532,1532,2000,1532,1525,1520,1514,1444,1094,1539,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
86328602,5.6870003,1.6910001,40,544,531,620,678,10000,649,500,400,1527,1526,1531,1533,2000,1532,1525,1520,1514,1444,1094,1538,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
87348349,5.6380005,1.6550001,40,306,306,-250,-186,10000,-218,500,400,1515,1515,1487,1490,2000,1489,1525,1520,1529,1552,1094,1539,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
88358418,5.7130003,1.7110001,40,450,386,-513,739,10000,113,500,400,1519,1519,1474,1536,2000,1505,1525,1520,1516,1533,1094,1539,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
89368906,5.6530004,1.687,40,352,307,-3913,8803,10000,2445,500,400,1515,1515,1304,1940,2000,1622,1525,1520,1747,1368,1094,1539,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
90386610,5.6340003,1.695,40,271,271,223,1937,10000,1080,500,400,1513,1513,1511,1596,2000,1554,1525,1520,1514,1444,1094,1501,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
91418474,5.6380005,1.6910001,40,4537,4537,-852,2203,10000,671,500,400,1726,1726,1456,1610,2000,1533,1525,1520,1548,1444,1094,1693,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
92428890,5.629,1.8260001,40,3471,3471,-998,1980,10000,491,500,400,1673,1673,1450,1598,2000,1524,1525,1520,1553,1444,1094,1648,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
93454920,5.563,1.6810001,40,2835,2835,-1199,2095,10000,448,500,400,1641,1641,1440,1604,2000,1522,1525,1520,1571,1444,1094,1590,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
94472778,5.5270004,1.659,40,3741,3741,-1061,1915,10000,427,500,400,1687,1687,1446,1595,2000,1521,1525,1520,1554,1462,1094,1648,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
95482194,5.643,1.6890001,40,4236,4226,-828,1718,10000,445,500,400,1711,1711,1458,1585,2000,1522,1525,1520,1537,1459,1094,1672,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
96507593,5.631,1.6830001,40,2654,2654,-538,2371,10000,917,500,400,1632,1632,1473,1618,2000,1545,1525,1520,1548,1447,1094,1557,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
97532446,5.6410003,1.7080001,40,2277,2291,-438,2192,10000,877,500,400,1614,1614,1478,1609,2000,1543,1525,1520,1542,1444,1094,1538,1934,1094,1514,1094,1514,1514,1514,1514,1514,1514,1514,1514,1998,1998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
