timestamp,indicated_airspeed_m_s,equivalent_airspeed_m_s,true_airspeed_m_s,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_sensor_measurement_valid,selected_airspeed_index
155218836,nan,nan,nan,nan,nan,0,-1
156218831,nan,nan,nan,nan,nan,0,-1
158218845,nan,nan,nan,nan,nan,0,-1
159218830,nan,nan,nan,nan,nan,0,-1
160218830,nan,nan,nan,nan,nan,0,-1
161218836,nan,nan,nan,nan,nan,0,-1
162218845,nan,nan,nan,nan,nan,0,-1
163218833,nan,nan,nan,nan,nan,0,-1
164218857,nan,nan,nan,nan,nan,0,-1
165218833,nan,nan,nan,nan,nan,0,-1
166218830,nan,nan,nan,nan,nan,0,-1
167218858,nan,nan,nan,nan,nan,0,-1
168218830,nan,nan,nan,nan,nan,0,-1
170218840,nan,nan,nan,nan,nan,0,-1
171218898,nan,nan,nan,nan,nan,0,-1
172218950,nan,nan,nan,nan,nan,0,-1
173218830,nan,nan,nan,nan,nan,0,-1
174218830,nan,nan,nan,nan,nan,0,-1
175218833,nan,nan,nan,nan,nan,0,-1
176218832,nan,nan,nan,nan,nan,0,-1
179218860,nan,nan,nan,nan,nan,0,-1
180218837,nan,nan,nan,nan,nan,0,-1
181218869,nan,nan,nan,nan,nan,0,-1
182218864,nan,nan,nan,nan,nan,0,-1
183218830,nan,nan,nan,nan,nan,0,-1
184218830,nan,nan,nan,nan,nan,0,-1
185218830,nan,nan,nan,nan,nan,0,-1
186218836,nan,nan,nan,nan,nan,0,-1
187218934,nan,nan,nan,nan,nan,0,-1
188218830,nan,nan,nan,nan,nan,0,-1
189218830,nan,nan,nan,nan,nan,0,-1
190218833,nan,nan,nan,nan,nan,0,-1
191218830,nan,nan,nan,nan,nan,0,-1
192218917,nan,nan,nan,nan,nan,0,-1
193218839,nan,nan,nan,nan,nan,0,-1
194218830,nan,nan,nan,nan,nan,0,-1
195218838,nan,nan,nan,nan,nan,0,-1
196218830,nan,nan,nan,nan,nan,0,-1
197218830,nan,nan,nan,nan,nan,0,-1
198218830,nan,nan,nan,nan,nan,0,-1
199218829,nan,nan,nan,nan,nan,0,-1
200218851,nan,nan,nan,nan,nan,0,-1
201218830,nan,nan,nan,nan,nan,0,-1
202218912,nan,nan,nan,nan,nan,0,-1
203218839,nan,nan,nan,nan,nan,0,-1
204218830,nan,nan,nan,nan,nan,0,-1
205218830,nan,nan,nan,nan,nan,0,-1
206218833,nan,nan,nan,nan,nan,0,-1
207218829,nan,nan,nan,nan,nan,0,-1
208218846,nan,nan,nan,nan,nan,0,-1
209218851,nan,nan,nan,nan,nan,0,-1
212218830,nan,nan,nan,nan,nan,0,-1
213218887,nan,nan,nan,nan,nan,0,-1
214218830,nan,nan,nan,nan,nan,0,-1
215218831,nan,nan,nan,nan,nan,0,-1
216218869,nan,nan,nan,nan,nan,0,-1
217218837,nan,nan,nan,nan,nan,0,-1
218218832,nan,nan,nan,nan,nan,0,-1
219218830,nan,nan,nan,nan,nan,0,-1
220218830,nan,nan,nan,nan,nan,0,-1
221218863,nan,nan,nan,nan,nan,0,-1
222218877,nan,nan,nan,nan,nan,0,-1
223218829,nan,nan,nan,nan,nan,0,-1
224218834,nan,nan,nan,nan,nan,0,-1
225218837,nan,nan,nan,nan,nan,0,-1
226218830,nan,nan,nan,nan,nan,0,-1
227218829,nan,nan,nan,nan,nan,0,-1
228218832,nan,nan,nan,nan,nan,0,-1
231218830,nan,nan,nan,nan,nan,0,-1
232218830,nan,nan,nan,nan,nan,0,-1
233218830,nan,nan,nan,nan,nan,0,-1
234218887,nan,nan,nan,nan,nan,0,-1
235218889,nan,nan,nan,nan,nan,0,-1
236218830,nan,nan,nan,nan,nan,0,-1
237218864,nan,nan,nan,nan,nan,0,-1
238218843,nan,nan,nan,nan,nan,0,-1
239218833,nan,nan,nan,nan,nan,0,-1
240218880,nan,nan,nan,nan,nan,0,-1
241218829,nan,nan,nan,nan,nan,0,-1
242218869,nan,nan,nan,nan,nan,0,-1
243218830,nan,nan,nan,nan,nan,0,-1
244218879,nan,nan,nan,nan,nan,0,-1
245218894,nan,nan,nan,nan,nan,0,-1
246218830,nan,nan,nan,nan,nan,0,-1
247218830,nan,nan,nan,nan,nan,0,-1
248218837,nan,nan,nan,nan,nan,0,-1
249218830,nan,nan,nan,nan,nan,0,-1
250218899,nan,nan,nan,nan,nan,0,-1
251218830,nan,nan,nan,nan,nan,0,-1
