timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
68733011,68732396,2359330,2359330,-1.412856e-07,-1.9815265e-07,-7.940369e-06,0.00030532453,0.0006128752,-0.04960268,5042,5042,0
69232975,69232424,2359330,2359330,5.261424e-05,-3.351707e-06,-1.5586573e-05,0.00021819556,0.00070131756,-0.049540654,5030,5030,0
69732945,69732360,2359330,2359330,3.616837e-05,-7.0673514e-07,-4.732551e-06,0.00035006893,0.0008552598,-0.04940619,5009,5009,0
70233044,70232397,2359330,2359330,-3.2903994e-05,9.449773e-05,-0.00010460375,0.0021362412,-0.0019218157,-0.04846724,5041,5041,0
70732999,70732373,2359330,2359330,5.317839e-06,0.00010889339,-8.779169e-06,0.00010328605,0.00054083014,-0.0487113,5026,5026,0
71233021,71232373,2359330,2359330,-3.1877207e-05,-2.371454e-05,-2.8030988e-06,0.0004649823,0.0011605892,-0.048987273,4982,4982,0
71733009,71732360,2359330,2359330,-4.054469e-05,2.7601234e-05,0.00010812421,0.00085499446,0.0012582672,-0.050061278,5007,5007,0
72232977,72232392,2359330,2359330,0.00019524276,-2.5961814e-05,-6.151368e-05,0.0006773467,0.0007956067,-0.05027823,5043,5043,0
72733005,72732401,2359330,2359330,-5.8607643e-06,-8.247866e-05,-2.638401e-05,0.00083811505,0.0017796406,-0.049746398,5017,5017,0
73233093,73232397,2359330,2359330,-0.00015592291,8.867728e-05,1.6468439e-05,0.0013309825,0.00032055058,-0.049687352,5050,5050,0
73733019,73732396,2359330,2359330,5.2905775e-06,2.8321732e-05,-1.0174783e-05,0.001066591,0.00039338297,-0.04980644,5043,5043,0
74232950,74232365,2359330,2359330,0.000115673545,9.166357e-06,6.5532927e-06,0.0005984536,0.0010769016,-0.049233343,4970,4970,0
74732998,74732369,2359330,2359330,1.0386572e-05,-4.0162373e-08,-1.7681166e-05,0.00042744615,0.0006689021,-0.04982575,4997,4997,0
75233190,75232430,2359330,2359330,-3.5063906e-05,-2.7392585e-05,-5.5536498e-06,0.00067866,0.00022773589,-0.049891517,5083,5083,0
75733054,75732354,2359330,2359330,1.5143068e-05,-1.2416331e-05,-2.0623978e-05,0.0007675816,0.00043732987,-0.04919545,5001,5001,0
76233052,76232361,2359330,2359330,6.0171944e-05,7.9967394e-05,-1.5219362e-05,0.00070574705,0.0012537582,-0.04871339,5013,5013,0
76732980,76732357,2359330,2359330,4.3219216e-06,-5.3806993e-06,1.2700422e-05,0.00078317185,0.0007007497,-0.04933743,5010,5010,0
77733037,77732367,2359330,2359330,7.767324e-06,-7.495331e-06,-6.530183e-06,0.0006532923,0.00038301558,-0.049632046,5017,5017,0
78233120,78232396,2359330,2359330,9.319575e-05,1.7317287e-05,8.175864e-06,0.0006980804,0.0009112722,-0.049269795,5040,5040,0
78732972,78732354,2359330,2359330,8.01947e-05,-6.149082e-05,-2.9406436e-05,0.001847576,0.00045938845,-0.04708571,5007,5007,0
79232994,79232371,2359330,2359330,3.085141e-05,-2.1420452e-05,-7.635999e-06,0.0020898518,0.00048439438,-0.050713807,5024,5024,0
80232984,80232399,2359330,2359330,1.6950311e-05,6.2319275e-05,-1.3345738e-05,0.00072983204,-0.00016203662,-0.04927407,5051,5051,0
80733036,80732372,2359330,2359330,-8.137682e-06,1.537886e-05,4.051597e-05,-0.0007389484,0.0053518577,-0.048244607,5025,5025,0
81232989,81232366,2359330,2359330,8.3059305e-05,7.295349e-05,-6.817728e-05,-0.004209218,-0.00016408994,-0.045748312,4964,4964,0
81733045,81732402,2359330,2359330,0.00021840773,-3.8298575e-05,-0.00013524528,-0.003504313,-0.0014222385,-0.04663799,5004,5004,0
83232981,83232396,2359330,2359330,7.533648e-05,-0.00010267535,0.00016715919,-0.0018291599,0.00032733325,-0.05001909,5049,5049,0
84232957,84232369,2359330,2359330,0.00017399639,-0.00021324331,-3.921052e-05,-0.0023158127,0.0015810212,-0.05168066,5002,5002,0
84733022,84732396,2359330,2359330,6.683259e-05,-8.9810244e-05,-7.4365664e-05,0.000766354,0.0013840649,-0.04725845,5049,5049,0
85232935,85232358,2359330,2359330,-1.1768122e-05,7.893946e-05,-8.7484645e-05,-0.00053524243,0.0016432278,-0.054353874,4998,4998,0
85733029,85732354,2359330,2359330,-8.795416e-05,-0.0003213291,1.2039762e-05,0.0006400031,0.001776605,-0.04386123,5004,5004,0
86233008,86232357,2359330,2359330,1.1213447e-05,-0.00039004107,1.2725828e-05,-0.0034482104,0.002119899,-0.043278053,5010,5010,0
86732992,86732363,2359330,2359330,-9.051097e-05,-5.435412e-05,-2.1405407e-05,-0.0008534149,0.0008120563,-0.041044228,5016,5016,0
87233015,87232400,2359330,2359330,-0.0015137367,-0.0016882131,-0.00033015272,0.036002077,0.008126259,-0.05948463,5037,5037,0
87733072,87732368,2359330,2359330,0.0015198904,0.00091048673,-7.205222e-05,0.019642798,0.037187647,-0.073543355,5021,5021,0
88233060,88232399,2359330,2359330,0.00075336837,0.00015157824,0.0006716432,0.030369284,0.019819405,-0.022915466,5052,5052,0
88733086,88732374,2359330,2359330,-0.0014863843,0.0008030517,0.0017143083,0.04300051,0.004903537,-0.017967675,5024,5024,0
89232972,89232386,2359330,2359330,0.0009793674,0.0017970083,0.0005203811,0.02815212,-0.004537431,-0.055519573,5033,5033,0
89733048,89732377,2359330,2359330,0.00042166334,0.00076435745,-0.0009650292,0.024234252,-0.004875775,-0.09128153,5022,5022,0
90733019,90732379,2359330,2359330,-0.001679951,-0.0009761131,-0.0015601163,0.020879844,-0.010150414,-0.034517486,5020,5020,0
91233054,91232402,2359330,2359330,0.0012765323,-0.0010656195,-0.0017356528,0.015747432,-0.013758453,-0.02944522,5055,5055,0
91733044,91732362,2359330,2359330,0.0012146408,0.0005151437,-0.001850166,0.01191299,-0.019978877,-0.05969473,5012,5012,0
92232997,92232354,2359330,2359330,0.00092916685,-0.00018450111,-0.0015338655,0.009012527,-0.022467578,-0.043360204,4963,4963,0
92732996,92732359,2359330,2359330,0.0004798629,-3.894475e-05,-8.1177745e-07,0.0061378903,-0.019825088,-0.034597248,4998,4998,0
93232991,93232400,2359330,2359330,0.0017747107,0.0014097593,-0.0016706585,0.0038074502,-0.023380414,-0.066457264,5053,5053,0
93732982,93732397,2359330,2359330,-0.0026084017,0.00079332927,0.0005266448,0.008258407,-0.02089195,-0.07270469,5041,5041,0
94232961,94232371,2359330,2359330,4.079394e-05,0.0008463394,-0.00051860453,0.0049627125,-0.021123217,-0.07345916,5024,5024,0
94732967,94732351,2359330,2359330,0.0016332752,0.0003246338,-0.0003649681,0.0071947337,-0.01858276,-0.056830116,4995,4995,0
95232992,95232365,2359330,2359330,0.0016478575,-0.00033058567,-0.0003273355,0.0064436686,-0.016809657,-0.046901267,5016,5016,0
95732966,95732377,2359330,2359330,0.0028635282,0.0008232872,-0.0018316847,0.011829812,-0.019182222,-0.062329017,5003,5003,0
96232950,96232356,2359330,2359330,0.0016161643,-0.0006507974,0.0011862142,0.013058232,-0.021918258,-0.012702559,5009,5009,0
96733021,96732405,2359330,2359330,0.00072600204,0.0009788423,0.00046752772,0.013155911,-0.0148395,-0.04463286,5025,5025,0
97233073,97232375,2359330,2359330,-0.0013434901,0.00034600165,0.00031985826,0.012662173,-0.017163822,-0.054802027,5028,5028,0
97733016,97732360,2359330,2359330,-0.0006024343,0.0007290472,-0.0003410398,0.0116658,-0.018425405,-0.054811526,4964,4964,0
98232950,98232365,2359330,2359330,-0.0013852856,-0.00039620989,0.00027088897,0.014772217,-0.020639293,-0.04988181,5015,5015,0
98733058,98732401,2359330,2359330,-0.0002816449,-0.00046917293,8.649063e-05,0.010167178,-0.020855887,-0.043350488,5005,5005,0
99233074,99232361,2359330,2359330,0.0002266701,0.0011632958,-0.00060191605,0.013879086,-0.01783834,-0.05643126,5014,5014,0
