timestamp,timestamp_sample,device_id,error_count,pressure,temperature
69228490,69228480,3997730,0,1010.66,41.309998
70225446,70225432,3997730,0,1010.58997,41.3
71231784,71231774,3997730,0,1010.66,41.309998
72228703,72228692,3997730,0,1010.61,41.3
73214795,73214785,3997730,0,1010.63,41.3
74221430,74221417,3997730,0,1010.57996,41.3
75228203,75228192,3997730,0,1010.57996,41.29
76234414,76234403,3997730,0,1010.6,41.3
78227876,78227865,3997730,0,1010.57,41.29
79234242,79234232,3997730,0,1010.63,41.29
80220911,80220900,3997730,0,1010.63,41.29
81227341,81227330,3997730,0,1010.62,41.28
83230794,83230783,3997730,0,1010.72,41.29
84227051,84227040,3997730,0,1010.5,41.28
85233922,85233911,3997730,0,1010.58997,41.29
86220580,86220569,3997730,0,1010.6,41.28
87226672,87226655,3997730,0,1010.64996,41.28
88233388,88233377,3997730,0,1010.63,41.29
89229534,89229523,3997730,0,1010.57,41.29
91233430,91233415,3997730,0,1009.54,41.28
92220384,92220373,3997730,0,1009.16,41.28
93226837,93226826,3997730,0,1009.12,41.29
94233625,94233614,3997730,0,1008.75995,41.28
95230608,95230597,3997730,0,1008.13995,41.28
96226685,96226674,3997730,0,1007.43,41.29
97233632,97233621,3997730,0,1006.97,41.29
98219769,98219708,3997730,0,1006.36,41.29
99226445,99226434,3997730,0,1005.66,41.29
100233263,100233252,3997730,0,1004.86,41.29
101229517,101229506,3997730,0,1004.07,41.28
102226028,102226017,3997730,0,1003.36,41.29
103232200,103232190,3997730,0,1002.57996,41.29
104219055,104219044,3997730,0,1001.85,41.29
105225920,105225900,3997730,0,1000.89996,41.29
108225661,108225650,3997730,0,999.49,41.3
109232034,109232023,3997730,0,999.04,41.29
110218695,110218684,3997730,0,998.33997,41.3
111225494,111225484,3997730,0,997.75995,41.3
112231674,112231663,3997730,0,997.41,41.3
113228635,113228624,3997730,0,997.13995,41.3
114225451,114225440,3997730,0,997.13995,41.3
115231670,115231659,3997730,0,997.04,41.3
116218487,116218476,3997730,0,996.87,41.309998
117225524,117225513,3997730,0,996.61,41.309998
119228061,119228051,3997730,0,996.39996,41.309998
120234106,120234093,3997730,0,996.38995,41.309998
121230882,121230871,3997730,0,996.42,41.309998
122217109,122217092,3997730,0,996.51996,41.32
123223890,123223879,3997730,0,996.47,41.32
124230657,124230646,3997730,0,996.16,41.32
125227099,125227084,3997730,0,996.14996,41.329998
