timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
69227130,69227110,1114146,0.086722866,-0.116381794,0.46329296,42.5,0,0
70224645,70224626,1114146,0.086722866,-0.11525009,0.46353722,42.5,0,0
71232932,71232913,1114146,0.08452775,-0.11193582,0.46410716,42.625,0,0
72230424,72230405,1114146,0.08295981,-0.14071345,0.46524704,42.625,0,0
73227908,73227885,1114146,0.08515493,-0.12187865,0.46524704,42.625,0,0
74225411,74225392,1114146,0.08539012,-0.11832186,0.47110915,42.5,0,0
75233141,75233108,1114146,0.08382218,-0.116220124,0.46410716,42.5,0,0
76230621,76230602,1114146,0.0839006,-0.11896855,0.46386293,42.375,0,0
78225634,78225614,1114146,0.09017235,-0.1233337,0.47159767,42.5,0,0
79233671,79233652,1114146,0.09409221,-0.12592044,0.4764828,42.625,0,0
80231124,80231105,1114146,0.09895283,-0.13085146,0.48381048,42.375,0,0
81228660,81228637,1114146,0.12968446,-0.15534477,0.52004176,42.625,0,0
83234131,83234112,1114146,0.24563366,-0.25889573,0.65251,42.625,0,0
84231636,84231616,1114146,0.41489288,-0.41636437,0.8450652,42.5,0,0
85229139,85229109,1114146,0.5025408,-0.46090505,0.9592955,42.625,0,0
86226624,86226605,1114146,0.50026727,-0.46041998,0.9582371,42.5,0,0
87224128,87224109,1114146,0.47651294,-0.41992116,0.97338104,42.625,0,0
88232141,88232122,1114146,0.44523257,-0.43697754,0.9961783,42.5,0,0
89229631,89229612,1114146,0.41128665,-0.4159602,0.937394,42.625,0,0
91235431,91235412,1114146,0.45675695,-0.46381512,0.85556823,42.5,0,0
92232938,92232919,1114146,0.4482116,-0.27684134,0.85133445,42.625,0,0
93230439,93230419,1114146,0.37624317,-0.06456589,0.83179396,42.5,0,0
94227898,94227879,1114146,0.28836006,-0.13497409,0.85288143,42.5,0,0
95225429,95225410,1114146,0.28922245,-0.03085726,0.83480644,42.5,0,0
96233141,96233109,1114146,0.28075558,0.112384215,0.76975286,42.625,0,0
97230643,97230624,1114146,0.30795932,0.039550938,0.84718204,42.5,0,0
98228124,98228105,1114146,0.27644372,-0.020106066,0.84767056,42.5,0,0
99225630,99225611,1114146,0.25990197,-0.032150637,0.8528,42.625,0,0
100233644,100233624,1114146,0.24971035,-0.039749227,0.85402125,42.625,0,0
101231123,101231104,1114146,0.22086023,2.2110098e-05,0.85589385,42.75,0,0
102228708,102228689,1114146,0.26617372,-0.02228864,0.8580107,42.375,0,0
103226124,103226105,1114146,0.27119112,-0.054218877,0.87380594,42.375,0,0
104234199,104234179,1114146,0.26335144,-0.2823382,0.8918809,42.625,0,0
105231632,105231613,1114146,0.2504159,-0.41305012,0.86835086,42.625,0,0
108224138,108224109,1114146,0.110163584,-0.1850116,0.83325946,42.5,0,0
109232134,109232114,1114146,0.04917071,-0.13271068,0.804193,42.625,0,0
110229624,110229605,1114146,0.087036476,0.012551698,0.77414954,42.625,0,0
111227151,111227109,1114146,0.08625249,-0.06440422,0.7959697,42.625,0,0
112235445,112235426,1114146,0.09777685,-0.23302822,0.8295956,42.5,0,0
113232951,113232931,1114146,0.10153991,-0.50447565,0.79255015,42.625,0,0
114230499,114230479,1114146,0.06140064,-0.42024446,0.72798514,42.5,0,0
115227940,115227918,1114146,-0.25203073,-0.13594411,0.43276095,42.5,0,0
116225445,116225424,1114146,-0.28542787,-0.10466056,0.41533735,42.5,0,0
117233158,117233112,1114146,-0.22537576,-0.09843619,0.49545336,42.5,0,0
119228168,119228149,1114146,-0.16383407,-0.062787496,0.5635194,42.625,0,0
120225630,120225608,1114146,-0.123381205,-0.102478,0.6043915,42.625,0,0
121233658,121233637,1114146,-0.0968046,-0.12988141,0.62311786,42.625,0,0
122231123,122231104,1114146,-0.15207452,-0.23634249,0.57955885,42.5,0,0
123228678,123228658,1114146,-0.16955705,-0.2570365,0.5390124,42.625,0,0
124226136,124226116,1114146,-0.15285848,-0.3762697,0.5080733,42.625,0,0
125234184,125234110,1114146,-0.10542827,-0.36834776,0.5193904,42.625,0,0
126231646,126231623,1114146,-0.09053283,-0.42056784,0.52085596,42.75,0,0
127229121,127229102,1114146,-0.07438304,-0.34433946,0.552365,42.75,0,0
