timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
69215952,69214797,592905,0.2119405,-0.1482079,0.3810585,nan,0,1
70215929,70214792,592905,0.18999833,-0.1511282,0.3692173,nan,0,1
71215958,71214805,592905,0.20880592,-0.12922585,0.36773717,nan,0,1
72215954,72214800,592905,0.20880592,-0.13944694,0.37069744,nan,0,1
73215966,73214825,592905,0.2103732,-0.13360633,0.36477685,nan,0,1
74215923,74214777,592905,0.19783482,-0.12922585,0.36773717,nan,0,1
75215941,75214800,592905,0.20410402,-0.14674772,0.37957835,nan,0,1
76215949,76214796,592905,0.20567133,-0.14236727,0.39437988,nan,0,1
78215939,78214786,592905,0.24798834,-0.1511282,0.3721776,nan,0,1
79215963,79214806,592905,0.24642104,-0.13652663,0.35885626,nan,0,1
80215921,80214779,592905,0.25112292,-0.14966805,0.35441574,nan,0,1
81215932,81214782,592905,0.37650672,-0.16280948,0.2804081,nan,0,1
83215939,83214782,592905,0.746389,-0.19055246,0.09834932,nan,0,1
84216054,84214897,592905,1.446971,-0.24895875,-0.2509668,nan,0,1
85216062,85214913,592905,1.678931,-0.2650205,-0.39602172,nan,0,1
86215947,86214786,592905,1.6428832,-0.25041893,-0.3220141,nan,0,1
87215967,87214828,592905,1.605268,-0.22413607,-0.22136371,nan,0,1
88215927,88214776,592905,1.3074814,-0.5278488,0.53943485,nan,0,1
89215986,89214777,592905,1.1758285,-0.46652222,0.6534067,nan,0,1
91235936,91234777,592905,1.1507517,-0.5278488,0.666728,nan,0,1
92216045,92214824,592905,1.0990309,-0.37307212,0.6933708,nan,0,1
93215932,93214790,592905,1.0253679,-0.22267592,0.72001356,nan,0,1
94215929,94214781,592905,0.92506087,-0.28254238,0.7584975,nan,0,1
95215957,95214816,592905,0.92976284,-0.19639309,0.71409297,nan,0,1
96215930,96214779,592905,1.0567138,-0.121925056,0.7984617,nan,0,1
97215940,97214778,592905,0.95327216,-0.15696883,0.73037463,nan,0,1
98215939,98214788,592905,0.95640683,-0.2299767,0.78662044,nan,0,1
99215974,99214797,592905,0.92506087,-0.23873764,0.7688586,nan,0,1
100235918,100234776,592905,0.94386846,-0.26794082,0.8487869,nan,0,1
101215931,101214784,592905,0.91722435,-0.25041893,0.8635884,nan,0,1
102215921,102214777,592905,0.94543576,-0.25625953,0.8251044,nan,0,1
103215972,103214780,592905,0.96424335,-0.27378142,0.8354655,nan,0,1
104215925,104214781,592905,0.93916655,-0.4446198,0.84286624,nan,0,1
105216070,105214929,592905,0.95170486,-0.5789543,0.8206639,nan,0,1
108215928,108214786,592905,0.7698984,-0.36723152,0.8162235,nan,0,1
109215934,109214780,592905,0.7056392,-0.3263471,0.77181894,nan,0,1
110215991,110214801,592905,0.746389,-0.17741103,0.7007716,nan,0,1
111215921,111214780,592905,0.75736,-0.24603845,0.74517614,nan,0,1
112215938,112214781,592905,0.7761676,-0.39351436,0.7377754,nan,0,1
113216063,113214828,592905,0.7683311,-0.5891754,0.6800494,nan,0,1
114215936,114214787,592905,0.7197449,-0.5366097,0.656367,nan,0,1
115215948,115214796,592905,-0.0074811485,-0.18617198,0.3780982,nan,0,1
116215931,116214778,592905,-0.013750335,-0.18033135,0.37365776,nan,0,1
117215939,117214800,592905,0.124171846,-0.18033135,0.44026464,nan,0,1
119215919,119214777,592905,0.22447887,-0.16280948,0.49651042,nan,0,1
120215931,120214790,592905,0.28873807,-0.18763214,0.53351426,nan,0,1
121216010,121214801,592905,0.33575702,-0.22267592,0.5631173,nan,0,1
122215922,122214778,592905,0.27306512,-0.31466582,0.5039112,nan,0,1
123215916,123214777,592905,0.24642104,-0.32780725,0.47134784,nan,0,1
124215935,124214777,592905,0.27463242,-0.41833705,0.44026464,nan,0,1
125215935,125214792,592905,0.3232186,-0.44900033,0.4817089,nan,0,1
126216092,126214952,592905,0.31224757,-0.46068162,0.4565463,nan,0,1
127215982,127214777,592905,0.31381482,-0.4329386,0.4861494,nan,0,1
129215945,129214801,592905,0.45330426,-0.5322293,0.4669074,nan,0,1
130216009,130214781,592905,0.45330426,-0.5789543,0.3914196,nan,0,1
131215982,131214799,592905,0.45173702,-0.5993965,0.3351738,nan,0,1
132215991,132214782,592905,0.40001616,-0.548291,0.28336844,nan,0,1
133215928,133214777,592905,0.46427536,-0.5906356,0.2937295,nan,0,1
134216028,134214882,592905,0.5301019,-0.5366097,0.29816997,nan,0,1
135215916,135214777,592905,0.6852643,-0.54683083,0.45210588,nan,0,1
136215928,136214786,592905,0.6711587,-0.4694425,0.49207,nan,0,1
137215988,137214780,592905,0.73228323,-0.46652222,0.5290738,nan,0,1
