timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
67939443,67939,1,1,1,0,0,0,0,0
68447175,67939,1,1,1,0,0,0,0,0
68955986,67939,1,1,1,0,0,0,0,0
69459425,67939,1,1,1,0,0,0,0,0
69965735,67939,1,1,1,0,0,0,0,0
70472243,67939,1,1,1,0,0,0,0,0
70981423,67939,1,1,1,0,0,0,0,0
71488752,67939,1,1,1,0,0,0,0,0
71996825,67939,1,1,1,0,0,0,0,0
72498954,67939,1,1,1,0,0,0,0,0
73007212,67939,1,1,1,0,0,0,0,0
73517631,67939,1,1,1,0,0,0,0,0
74019049,67939,1,1,1,0,0,0,0,0
74526407,67939,1,1,1,0,0,0,0,0
75036171,67939,1,1,1,0,0,0,0,0
75539046,67939,1,1,1,0,0,0,0,0
76047187,67939,1,1,1,0,0,0,0,0
76557441,67939,1,1,1,0,0,0,0,0
77569448,67939,1,1,1,0,0,0,0,0
78070182,67939,1,1,1,0,0,0,0,0
78581324,67939,1,1,1,0,0,0,0,0
79086179,67939,1,1,1,0,0,0,0,0
79587175,67939,1,1,1,0,0,0,0,0
80097503,67939,1,1,1,0,0,0,0,0
80607174,67939,1,1,1,0,0,0,0,0
81110174,67939,1,1,1,0,0,0,0,0
81612174,67939,1,1,1,0,0,0,0,0
84148754,67939,1,1,1,0,0,0,0,0
84658898,67939,1,1,1,0,0,0,0,0
85165809,67939,1,1,1,0,0,0,0,0
85671216,67939,1,1,1,0,0,0,0,0
86181339,67939,1,1,1,0,0,0,0,0
86689374,67939,1,1,1,0,0,0,0,0
87199007,67939,1,1,1,0,0,0,0,0
87708822,67939,1,1,1,0,0,0,0,0
88208927,67939,1,1,1,0,0,0,0,0
88710248,67939,1,1,1,0,0,0,0,0
89216656,67939,1,1,1,0,0,0,0,0
89717449,67939,1,1,1,0,0,0,0,0
90227459,67939,1,1,1,0,0,0,0,0
90739179,67939,1,1,1,0,0,0,0,0
91241550,67939,1,1,1,0,0,0,0,0
91751410,67939,1,1,1,0,0,0,0,0
92252192,67939,1,1,1,0,0,0,0,0
92759133,67939,1,1,1,0,0,0,0,0
93265757,67939,1,1,1,0,0,0,0,0
93768837,67939,1,1,1,0,0,0,0,0
94270191,67939,1,1,1,0,0,0,0,0
94779181,67939,1,1,1,0,0,0,0,0
95279256,67939,1,1,1,0,0,0,0,0
95779293,67939,1,1,1,0,0,0,0,0
96288707,67939,1,1,1,0,0,0,0,0
96790180,67939,1,1,1,0,0,0,0,0
97290189,67939,1,1,1,0,0,0,0,0
97800205,67939,1,1,1,0,0,0,0,0
98300961,67939,1,1,1,0,0,0,0,0
98802186,67939,1,1,1,0,0,0,0,0
99306297,67939,1,1,1,0,0,0,0,0
99807235,67939,1,1,1,0,0,0,0,0
100310533,67939,1,1,1,0,0,0,0,0
100812561,67939,1,1,1,0,0,0,0,0
101317558,67939,1,1,1,0,0,0,0,0
101821451,67939,1,1,1,0,0,0,0,0
102327173,67939,1,1,1,0,0,0,0,0
102837523,67939,1,1,1,0,0,0,0,0
103340187,67939,1,1,1,0,0,0,0,0
103841457,67939,1,1,1,0,0,0,0,0
104345885,67939,1,1,1,0,0,0,0,0
104852236,67939,1,1,1,0,0,0,0,0
105355864,67939,1,1,1,0,0,0,0,0
107379185,67939,1,1,1,0,0,0,0,0
107890494,67939,1,1,1,0,0,0,0,0
108399174,67939,1,1,1,0,0,0,0,0
108901459,67939,1,1,1,0,0,0,0,0
109412221,67939,1,1,1,0,0,0,0,0
109916126,67939,1,1,1,0,0,0,0,0
110417402,67939,1,1,1,0,0,0,0,0
110917478,67939,1,1,1,0,0,0,0,0
111419296,67939,1,1,1,0,0,0,0,0
111931256,67939,1,1,1,0,0,0,0,0
112441507,67939,1,1,1,0,0,0,0,0
112946466,67939,1,1,1,0,0,0,0,0
113450205,67939,1,1,1,0,0,0,0,0
113950446,67939,1,1,1,0,0,0,0,0
114459132,67939,1,1,1,0,0,0,0,0
114960222,67939,1,1,1,0,0,0,0,0
115465066,67939,1,1,1,0,0,0,0,0
115971352,67939,1,1,1,0,0,0,0,0
116479083,67939,1,1,1,0,0,0,0,0
116987287,67939,1,1,1,0,0,0,0,0
117498981,67939,1,1,1,0,0,0,0,0
119519245,67939,1,1,1,0,0,0,0,0
120021381,67939,1,1,1,0,0,0,0,0
120526220,67939,1,1,1,0,0,0,0,0
121028972,67939,1,1,1,0,0,0,0,0
