timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
33396188,49.08961779750641,2.110382386501579,86.76702,-0.32274255,0.31213912,-0.22413372,0.5854002,1,1,0
87969037,49.08964902096536,2.110391130161406,86.59428,3.1491477,0.94884384,-0.051389817,0.36232212,1,1,0
251081779,49.089601952521406,2.110214511433761,86.6711,-2.0846117,-11.912374,-0.1282135,-2.251205,1,1,0
