timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
68731697,68731191,2359306,2359306,-1.26305595e-05,2.4164385e-06,-5.577459e-06,0.00064384565,0.0012640487,-0.049084216,5001,5001,0
69231804,69231295,2359306,2359306,4.6365458e-05,1.0546177e-05,-1.4922494e-05,0.00052034017,0.0015283315,-0.04927313,5016,5016,0
69731880,69731376,2359306,2359306,1.08362765e-05,2.7262263e-06,1.7305994e-06,0.0006390187,0.0014194608,-0.0491376,5001,5001,0
70232048,70231456,2359306,2359306,-5.7459918e-05,8.496508e-05,-0.00010933943,0.0021707937,-0.0009815715,-0.0483184,5001,5001,0
70732057,70731549,2359306,2359306,-7.027361e-06,0.00010884017,-1.6495314e-06,0.00047581157,0.0011821298,-0.048361406,5003,5003,0
71232216,71231640,2359306,2359306,-5.521768e-05,-2.84142e-05,5.6564145e-06,0.00085168355,0.0018503726,-0.04936811,5004,5004,0
71732282,71731728,2359306,2359306,-4.663839e-05,5.092848e-05,0.000109784705,0.0011476893,0.0021867792,-0.04986878,4994,4994,0
72232343,72231822,2359306,2359306,0.00017270324,-4.2977586e-05,-6.367383e-05,0.001031598,0.0013416407,-0.049376853,5002,5002,0
72732474,72731911,2359306,2359306,-2.3088274e-05,-8.565984e-05,-1.5569578e-05,0.0009669365,0.002329469,-0.04891157,4998,4998,0
73232548,73232012,2359306,2359306,-0.0001706752,9.989021e-05,1.9564217e-05,0.0017657712,0.001223459,-0.049222764,5001,5001,0
73732620,73732096,2359306,2359306,1.0556781e-05,4.4952587e-05,-1.5023748e-05,0.001131985,0.0011394407,-0.04918411,5001,5001,0
74232693,74232189,2359306,2359306,0.00010090934,7.178672e-06,1.9890556e-05,0.0009924645,0.0017475443,-0.049019475,5000,5000,0
74732956,74732293,2359306,2359306,1.6142908e-06,-2.2167203e-06,-1.4634443e-05,0.00072950404,0.001488467,-0.049363587,5011,5011,0
75233048,75232393,2359306,2359306,-6.522968e-05,-1.38677215e-05,-1.3200825e-05,0.0011595149,0.0010335274,-0.04912757,5016,5016,0
