timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
50710189,1564130284600077,490897348,21104832,86694,132720,0.27,2.6137679,0.69000006,1.5730001,0.78999996,1.1,99,12,0.017,0.008,-0.016,0.021000002,0.0,0,nan,0.0,3,1,15
50911156,1564130284800077,490897348,21104831,86717,132743,0.298,2.613771,0.689,1.5710001,0.78999996,1.1,99,15,0.018000001,0.009000001,0.015000001,-0.051000003,0.0,0,nan,0.0,3,1,15
51112856,1564130285000077,490897349,21104831,86733,132759,0.22600001,2.6137736,0.68700004,1.5690001,0.78999996,1.1,99,15,0.009000001,-0.002,-0.008,-0.011000001,0.0,0,nan,0.0,3,1,15
51308593,1564130285200077,490897349,21104831,86720,132745,0.303,2.6137767,0.68600005,1.5680001,0.78999996,1.1,99,15,0.018000001,0.013,-0.012,-0.215,0.0,0,nan,0.0,3,1,15
51512066,1564130285400077,490897350,21104830,86737,132763,0.30600002,2.6137798,0.68600005,1.567,0.78999996,1.1,99,15,0.006,0.006,0.0,-0.109000005,0.0,0,nan,0.0,3,1,15
51709220,1564130285600077,490897351,21104830,86755,132781,0.22600001,2.6137822,0.68500006,1.5660001,0.78999996,1.1,99,15,0.031000001,-0.029000001,0.009000001,-0.018000001,0.0,0,nan,0.0,3,1,15
51901426,1564130285800077,490897351,21104829,86765,132790,0.30900002,2.6137853,0.684,1.5660001,0.78999996,1.1,99,14,0.041,0.035,0.022000002,-0.16700001,0.0,0,nan,0.0,3,1,15
52125351,1564130286000077,490897352,21104830,86773,132798,0.29900002,2.6137886,0.684,1.5660001,0.78999996,1.1,99,14,0.023000002,0.0,-0.023000002,-0.085,0.0,0,nan,0.0,3,1,15
52306342,1564130286200078,490897353,21104830,86760,132786,0.26700002,2.6137912,0.683,1.5660001,0.78999996,1.1,99,14,0.026,0.017,0.019000001,-0.020000001,0.0,0,nan,0.0,3,1,15
52504234,1564130286400078,490897353,21104831,86748,132773,0.2,2.6137934,0.683,1.5660001,0.78999996,1.1,99,14,0.019000001,-0.019000001,-0.002,-0.003,0.0,0,nan,0.0,3,1,15
52707601,1564130286600078,490897354,21104831,86762,132787,0.279,2.6137965,0.683,1.5660001,0.78999996,1.1,99,14,0.041,0.039,0.011000001,0.079,0.0,0,nan,0.0,3,1,15
52908137,1564130286800078,490897355,21104831,86769,132795,0.266,2.6137993,0.68200004,1.5660001,0.78999996,1.1,99,14,0.061000004,0.032,-0.051000003,0.058000002,0.0,0,nan,0.0,3,1,15
53109154,1564130287000078,490897356,21104830,86759,132784,0.307,2.6138024,0.68100005,1.5660001,0.78999996,1.1,99,14,0.012,0.003,-0.011000001,-0.08400001,0.0,0,nan,0.0,3,1,15
53306143,1564130287200078,490897357,21104830,86780,132806,0.273,2.6138053,0.68100005,1.5660001,0.78999996,1.1,99,14,0.064,0.057000004,-0.029000001,0.086,0.0,0,nan,0.0,3,1,15
53508105,1564130287400078,490897357,21104830,86751,132776,0.21400002,2.6138077,0.68,1.567,0.78999996,1.1,99,14,0.032,-0.0050000004,0.031000001,-0.003,0.0,0,nan,0.0,3,1,15
53709636,1564130287600078,490897358,21104830,86763,132789,0.31300002,2.6138108,0.679,1.567,0.78999996,1.1,99,14,0.023000002,-0.009000001,-0.021000002,0.101,0.0,0,nan,0.0,3,1,15
53905591,1564130287800078,490897358,21104828,86745,132771,0.256,2.6138136,0.679,1.567,0.78999996,1.1,98,14,0.032,0.006,-0.032,0.022000002,0.0,0,nan,0.0,3,1,15
54123363,1564130288000078,490897359,21104827,86743,132769,0.312,2.6138167,0.67800003,1.567,0.78999996,1.1,98,14,0.019000001,0.0050000004,-0.019000001,0.119,0.0,0,nan,0.0,3,1,15
54309633,1564130288200078,490897359,21104826,86728,132753,0.192,2.6138191,0.67800003,1.5680001,0.78999996,1.1,98,14,0.008,0.006,0.006,0.0,0.0,0,nan,0.0,3,1,15
54498255,1564130288400079,490897360,21104826,86703,132728,0.23500001,2.6138213,0.67700005,1.5680001,0.78999996,1.1,98,14,0.034,0.023000002,0.025,0.030000001,0.0,0,nan,0.0,3,1,15
54709349,1564130288600079,490897361,21104825,86695,132721,0.30800003,2.6138244,0.67700005,1.567,0.78999996,1.1,98,14,0.001,-0.001,0.001,-0.135,0.0,0,nan,0.0,3,1,15
54913468,1564130288800079,490897361,21104825,86692,132718,0.303,2.6138277,0.67600006,1.5680001,0.78999996,1.1,98,16,0.015000001,-0.012,0.009000001,0.046000004,0.0,0,nan,0.0,3,1,15
55109478,1564130289000079,490897361,21104824,86699,132725,0.31,2.613831,0.67600006,1.5680001,0.78999996,1.1,98,16,0.012,0.004,-0.011000001,0.08400001,0.0,0,nan,0.0,3,1,15
55309387,1564130289200079,490897362,21104824,86682,132708,0.279,2.613834,0.675,1.5680001,0.78999996,1.1,98,16,0.035,0.022000002,0.027,-0.043,0.0,0,nan,0.0,3,1,15
55514221,1564130289400079,490897362,21104824,86685,132710,0.30400002,2.613837,0.674,1.5680001,0.78999996,1.1,98,16,0.009000001,0.009000001,0.002,-0.025,0.0,0,nan,0.0,3,1,15
55709221,1564130289600079,490897363,21104823,86687,132713,0.282,2.6138399,0.674,1.5680001,0.78999996,1.1,98,16,0.039,0.036000002,-0.015000001,0.067,0.0,0,nan,0.0,3,1,15
55910301,1564130289800079,490897363,21104822,86695,132721,0.303,2.6138434,0.67300004,1.5680001,0.78999996,1.1,98,15,0.033,-0.031000001,0.010000001,-0.148,0.0,0,nan,0.0,3,1,15
56118351,1564130290000079,490897363,21104821,86717,132743,0.31,2.6138465,0.67300004,1.5680001,0.78999996,1.1,98,15,0.012,0.012,0.0,-0.192,0.0,0,nan,0.0,3,1,15
56313536,1564130290200079,490897363,21104820,86732,132758,0.27,2.6138492,0.67200005,1.5680001,0.78999996,1.1,98,15,0.002,-0.002,0.0,0.010000001,0.0,0,nan,0.0,3,1,15
56513447,1564130290400079,490897363,21104819,86745,132771,0.30600002,2.6138525,0.67200005,1.5680001,0.78999996,1.1,98,15,0.017,-0.016,0.0050000004,-0.116000004,0.0,0,nan,0.0,3,1,15
56707069,1564130290600080,490897363,21104819,86750,132775,0.30400002,2.6138556,0.671,1.567,0.78999996,1.1,98,15,0.012,0.011000001,-0.004,0.071,0.0,0,nan,0.0,3,1,15
56906350,1564130290800080,490897363,21104818,86746,132772,0.246,2.6138582,0.671,1.567,0.78999996,1.1,98,12,0.021000002,-0.021000002,0.002,-0.021000002,0.0,0,nan,0.0,3,1,15
57102203,1564130291000080,490897363,21104817,86734,132759,0.30800003,2.613861,0.671,1.567,0.78999996,1.1,98,12,0.028,0.002,0.028,-0.2,0.0,0,nan,0.0,3,1,15
57313318,1564130291200080,490897363,21104816,86725,132751,0.29200003,2.6138642,0.67,1.5660001,0.78999996,1.1,98,12,0.045,0.004,-0.045,0.07300001,0.0,0,nan,0.0,3,1,15
57513745,1564130291400080,490897364,21104815,86732,132758,0.30900002,2.6138678,0.67,1.5660001,0.78999996,1.1,98,12,0.002,-0.002,0.0,0.093,0.0,0,nan,0.0,3,1,15
57713654,1564130291600080,490897364,21104814,86717,132742,0.21800001,2.61387,0.669,1.5660001,0.78999996,1.1,98,12,0.029000001,0.025,0.016,-0.010000001,0.0,0,nan,0.0,3,1,15
57911115,1564130291800080,490897364,21104814,86722,132748,0.22100002,2.6138723,0.669,1.5660001,0.78999996,1.1,98,12,0.023000002,-0.016,0.016,-0.007,0.0,0,nan,0.0,3,1,15
58126623,1564130292000080,490897364,21104814,86743,132769,0.30600002,2.6138754,0.669,1.5660001,0.78999996,1.1,98,12,0.006,0.004,-0.0050000004,0.082,0.0,0,nan,0.0,3,1,15
58310204,1564130292200080,490897364,21104813,86730,132756,0.289,2.6138785,0.66800004,1.5660001,0.78999996,1.1,98,12,0.026,0.001,0.026,-0.037,0.0,0,nan,0.0,3,1,15
58510163,1564130292400080,490897364,21104813,86708,132733,0.312,2.6138818,0.66800004,1.5660001,0.78999996,1.1,98,12,0.036000002,0.032,0.018000001,-0.21900001,0.0,0,nan,0.0,3,1,15
58709187,1564130292600081,490897365,21104812,86734,132759,0.208,2.6138837,0.66800004,1.5660001,0.78999996,1.1,98,12,0.044000003,0.041,0.016,-0.011000001,0.0,0,nan,0.0,3,1,15
58914280,1564130292800081,490897365,21104813,86744,132769,0.25100002,2.6138866,0.66700006,1.5660001,0.78999996,1.1,98,12,0.080000006,-0.014,0.079,-0.05,0.0,0,nan,0.0,3,1,15
59109232,1564130293000081,490897365,21104813,86746,132771,0.31100002,2.6138897,0.66700006,1.565,0.78999996,1.1,98,12,0.037,0.032,0.018000001,-0.172,0.0,0,nan,0.0,3,1,15
59309644,1564130293200081,490897365,21104812,86744,132769,0.298,2.6138928,0.66700006,1.565,0.78999996,1.1,98,12,0.040000003,0.034,-0.022000002,-0.09,0.0,0,nan,0.0,3,1,15
59513649,1564130293400081,490897365,21104812,86755,132780,0.312,2.6138964,0.666,1.565,0.78999996,1.1,98,12,0.012,0.007,0.010000001,-0.085,0.0,0,nan,0.0,3,1,15
59701558,1564130293600081,490897365,21104811,86773,132799,0.30600002,2.6138995,0.666,1.565,0.78999996,1.1,98,12,0.065000005,0.006,-0.064,0.19500001,0.0,0,nan,0.0,3,1,15
59913156,1564130293800081,490897365,21104810,86755,132780,0.30100003,2.6139026,0.665,1.565,0.78999996,1.1,98,12,0.052,-0.015000001,0.05,-0.119,0.0,0,nan,0.0,3,1,15
60113301,1564130294000081,490897365,21104810,86779,132804,0.31300002,2.613906,0.665,1.5640001,0.78999996,1.1,98,12,0.021000002,0.015000001,0.014,-0.164,0.0,0,nan,0.0,3,1,15
60303423,1564130294200081,490897364,21104809,86796,132822,0.397,2.61391,0.671,1.5740001,0.78999996,1.1,98,12,0.106000006,-0.097,-0.042000003,-0.047000002,0.0,0,nan,0.0,3,1,15
60509188,1564130294400081,490897363,21104809,86796,132822,0.42900002,2.6139145,0.68600005,1.5870001,0.78999996,1.1,98,12,0.013,0.011000001,0.008,0.062000003,0.0,0,nan,0.0,3,1,15
60709844,1564130294600081,490897363,21104809,86791,132817,0.31500003,2.613918,0.694,1.5870001,0.78999996,1.1,98,12,0.046000004,0.044000003,-0.014,-0.104,0.0,0,nan,0.0,3,1,15
60909140,1564130294800082,490897362,21104809,86822,132847,0.317,2.6139214,0.693,1.5860001,0.78999996,1.1,98,13,0.032,0.031000001,-0.009000001,0.15200001,0.0,0,nan,0.0,3,1,15
