timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail,health_flags,timeout_flags
50798118,0.9717892,-0.02927999,0.005688149,0.23395774,0.009168778,-0.015817177,-0.0001602366,0.12113683,0.20832959,0.21969041,4.7177278e-07,1.3596782e-06,-1.7308814e-06,-5.2229207e-05,-7.5503754e-05,0.00164161,0.19075724,0.002108045,0.34480003,0.0,0.0,0.0,0.0,0.0,4.0175543e-11,7.8525345e-06,0.004392366,3.8298276e-06,4.6407356e-05,4.644233e-05,6.367763e-05,0.012200919,0.012205247,0.010151737,0.052733902,0.05273743,0.05501905,1.1067121e-11,1.1159849e-11,5.2635216e-11,1.0478643e-06,1.045956e-06,5.0000125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.3247635,0.2345614,0.019905962,0.0060738446,0.009848903,0.008405584,0.0,0.0,0.0,0.012005,0,0,0,831,24,0,0,0
51006915,0.9718615,-0.029269474,0.0057018525,0.23365796,0.007534565,-0.013571537,0.0012067655,0.119318835,0.210603,0.22513491,4.4073295e-07,1.3505057e-06,-1.5077542e-06,-5.220969e-05,-7.508213e-05,0.001640553,0.19075724,0.002108045,0.34480003,0.0,0.0,0.0,0.0,0.0,3.800047e-11,7.754264e-06,0.0044332882,3.8150893e-06,4.639873e-05,4.6433437e-05,6.341904e-05,0.012252469,0.012256795,0.010101468,0.05297473,0.052978303,0.054444253,1.1058349e-11,1.11494945e-11,5.1941784e-11,1.0478342e-06,1.0459291e-06,5.0000025e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.32550427,0.23333292,0.008298302,0.0138012245,0.0092189675,0.000653184,0.0,0.0,0.0,0.012005,0,0,0,831,24,0,0,0
51207670,0.97194844,-0.029241692,0.005739293,0.23329878,0.0058270786,-0.012822451,0.0011929394,0.1177722,0.21103428,0.22345254,4.2078506e-07,1.3328294e-06,-1.2663088e-06,-5.2218293e-05,-7.484568e-05,0.0016414913,0.19075724,0.002108045,0.34480003,0.0,0.0,0.0,0.0,0.0,4.000228e-11,8.157903e-06,0.005038597,3.796605e-06,4.6381832e-05,4.6416026e-05,6.3116444e-05,0.012244658,0.012248952,0.01009846,0.052889958,0.05289351,0.05435223,1.1046904e-11,1.113651e-11,5.1261734e-11,1.0478036e-06,1.0459013e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.3252437,0.23313566,0.0186978,0.0036051988,0.006764236,0.0004849525,0.0,0.0,0.0,0.012005,0,0,0,831,24,0,0,0
51407670,0.9719985,-0.029259717,0.005706786,0.23308876,0.0052441526,-0.012519129,-0.0045974725,0.117481835,0.2111197,0.21217781,4.0920315e-07,1.3285495e-06,-1.1345746e-06,-5.1934494e-05,-7.468542e-05,0.0016486085,0.19075724,0.002108045,0.34480003,0.0,0.0,0.0,0.0,0.0,4.2046967e-11,8.465508e-06,0.0049244557,3.7783398e-06,4.6363228e-05,4.6397327e-05,6.281676e-05,0.012231231,0.0122354785,0.010168505,0.052771673,0.052775208,0.05495357,1.1033972e-11,1.1122081e-11,5.0595556e-11,1.0477728e-06,1.045873e-06,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.3248798,0.23442177,0.03621717,0.057229128,0.006614126,0.016117796,0.0,0.0,0.0,0.012005,0,0,0,831,24,0,0,0
51610876,0.97203183,-0.029230183,0.0057452717,0.23295219,0.0038922497,-0.011349467,-0.004939685,0.1178272,0.2113771,0.21112591,3.9608037e-07,1.3277007e-06,-1.0390789e-06,-5.1840198e-05,-7.4491916e-05,0.0016502386,0.19075724,0.002108045,0.34480003,0.0,0.0,0.0,0.0,0.0,3.6241142e-11,8.109135e-06,0.0048037847,3.7530913e-06,4.6351895e-05,4.6385376e-05,6.238393e-05,0.012276108,0.0122803785,0.010120169,0.052966096,0.05296966,0.054390617,1.1026953e-11,1.11134045e-11,4.985703e-11,1.0477413e-06,1.0458443e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.32547772,0.23321795,0.05002538,0.027955018,0.004568858,0.007495808,0.0,0.0,0.0,0.012005,0,0,0,831,24,0,0,0
51818105,0.9721592,-0.029187538,0.005812424,0.23242389,0.0012899274,-0.010452596,-0.004421588,0.11627891,0.2124984,0.21505336,3.6594807e-07,1.2998914e-06,-6.5700027e-07,-5.197637e-05,-7.4186086e-05,0.0016488213,0.19075724,0.002108045,0.34480003,0.0,0.0,0.0,0.0,0.0,3.8470175e-11,8.17773e-06,0.0053368965,3.7385319e-06,4.6343535e-05,4.637654e-05,6.2135274e-05,0.01229545,0.012299747,0.010069205,0.05303181,0.053035386,0.053733297,1.1010245e-11,1.10953e-11,4.9218202e-11,1.047721e-06,1.0458267e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.3256796,0.23180443,0.04661603,0.012536269,0.004430617,0.034411594,0.0,0.0,0.0,0.012005,0,0,0,831,24,0,0,0
52018870,0.97225106,-0.029185798,0.0058390284,0.23203905,0.002290476,-0.00895254,-0.0073896293,0.11999715,0.21389109,0.20900434,3.507031e-07,1.3130347e-06,-3.947044e-07,-5.1603747e-05,-7.402665e-05,0.0016529629,0.19075724,0.002108045,0.34480003,0.0,0.0,0.0,0.0,0.0,3.8100127e-11,8.2721e-06,0.0051784883,3.7210357e-06,4.6334073e-05,4.6366724e-05,6.1847895e-05,0.012293843,0.012298135,0.010143993,0.05295075,0.0529543,0.05437731,1.0999339e-11,1.1083033e-11,4.8599482e-11,1.0477056e-06,1.0458126e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.32543057,0.23318943,0.04943674,0.04277678,0.0020591363,0.0052261045,0.0,0.0,0.0,0.012005,0,0,0,831,24,0,0,0
52224487,0.9723338,-0.029161045,0.0058702673,0.23169416,0.0017117488,-0.008949961,-0.0077214027,0.12171546,0.21233298,0.21212013,3.5018925e-07,1.3014279e-06,-1.6545495e-07,-5.163903e-05,-7.4035815e-05,0.0016526324,0.19075724,0.002108045,0.34480003,0.0,0.0,0.0,0.0,0.0,3.724033e-11,8.249482e-06,0.004129738,3.6958272e-06,4.6326077e-05,4.635815e-05,6.143173e-05,0.0123178465,0.012322143,0.010172704,0.053070135,0.053073693,0.054576334,1.09889155e-11,1.10711015e-11,4.7910596e-11,1.0476895e-06,1.0457978e-06,5.000006e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.32579723,0.23361579,0.04063955,0.020946532,0.0036709786,0.016116288,0.0,0.0,0.0,0.012005,0,0,0,831,24,0,0,0
52423670,0.97243,-0.029156128,0.0058825864,0.23129022,0.002868165,-0.0069682,-0.0071467054,0.12580371,0.2145037,0.21798623,3.3427e-07,1.308839e-06,9.65744e-08,-5.1512714e-05,-7.394925e-05,0.0016503532,0.19075724,0.002108045,0.34480003,0.0,0.0,0.0,0.0,0.0,3.687589e-11,8.257235e-06,0.0031875647,3.6779415e-06,4.631696e-05,4.634894e-05,6.114958e-05,0.01229766,0.0123019405,0.010165557,0.05289591,0.05289943,0.05440888,1.0970902e-11,1.1051813e-11,4.731278e-11,1.0476774e-06,1.0457873e-06,5.0000043e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.32526195,0.23325711,0.061903015,0.010899153,0.0062488196,0.004068548,0.0,0.0,0.0,0.012005,0,0,0,831,24,0,0,0
52630876,0.9725497,-0.029174032,0.0059632584,0.23078252,0.002041543,-0.0070032906,-0.007132312,0.12660353,0.21555485,0.21407102,3.1524243e-07,1.288123e-06,4.495596e-07,-5.1437775e-05,-7.3817304e-05,0.0016513936,0.19075724,0.002108045,0.34480003,0.0,0.0,0.0,0.0,0.0,3.858302e-11,8.464541e-06,0.003101792,3.6637427e-06,4.631929e-05,4.6351182e-05,6.0917257e-05,0.012360753,0.012365069,0.010201564,0.053160112,0.053163666,0.054656655,1.0963402e-11,1.1043069e-11,4.6738453e-11,1.047667e-06,1.0457782e-06,5.000006e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.32607326,0.23378763,0.012417126,0.008460733,0.0053912234,0.016311577,0.0,0.0,0.0,0.012005,0,0,0,831,24,0,0,0
