timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
50475696,0.47411954,0.02174993,0.022781441
326636412,0.47354397,0.007856341,0.021211365
326836317,0.39765227,0.24224523,0.039633997
327041378,0.34444174,0.28103694,0.026061172
327244234,0.34253013,0.281131,0.032835335
327444372,0.35679564,0.33038107,0.043232985
