timestamp,error_count,device_id,x,y,z,temperature,scaling,x_raw,y_raw,z_raw,is_external
50793146,0,73225,0.05755257,-0.3513546,0.28893813,38.75,0.0012195122,226,-37,392,1
50905028,0,73225,0.061853975,-0.3689124,0.28505266,38.75,0.0012195122,231,-42,387,1
50994019,0,73225,0.05497173,-0.3513546,0.28738394,39.0,0.0012195122,223,-37,390,1
51104097,0,73225,0.0652951,-0.3689124,0.28582975,39.0,0.0012195122,235,-42,388,1
51196519,0,73225,0.05755257,-0.3689124,0.28816104,39.0,0.0012195122,226,-42,391,1
51286124,0,73225,0.06271426,-0.37242395,0.28349844,39.0,0.0012195122,232,-43,385,1
51405051,0,73225,0.060993694,-0.35486615,0.29049233,39.0,0.0012195122,230,-38,394,1
51496069,0,73225,0.060133412,-0.35486615,0.28738394,39.0,0.0012195122,229,-38,390,1
51610215,0,73225,0.05841285,-0.36188927,0.28893813,39.0,0.0012195122,227,-40,392,1
51706395,0,73225,0.060993694,-0.3583777,0.28971523,39.0,0.0012195122,230,-39,393,1
51817031,0,73225,0.060133412,-0.3583777,0.28816104,38.75,0.0012195122,229,-39,391,1
51909448,0,73225,0.05841285,-0.35486615,0.29049233,38.75,0.0012195122,227,-38,394,1
52020235,0,73225,0.060133412,-0.3583777,0.29126942,39.25,0.0012195122,229,-39,395,1
52108693,0,73225,0.059273135,-0.34784305,0.28816104,39.25,0.0012195122,228,-36,391,1
52219120,0,73225,0.060133412,-0.3513546,0.28816104,39.25,0.0012195122,229,-37,391,1
52309034,0,73225,0.06271426,-0.36188927,0.28816104,39.0,0.0012195122,232,-40,391,1
52422078,0,73225,0.060133412,-0.37242395,0.29126942,39.0,0.0012195122,229,-43,395,1
52510090,0,73225,0.05755257,-0.35486615,0.28816104,39.0,0.0012195122,226,-38,391,1
52624071,0,73225,0.060133412,-0.3583777,0.28893813,39.0,0.0012195122,229,-39,392,1
52714018,0,73225,0.059273135,-0.36540082,0.28893813,39.0,0.0012195122,228,-41,392,1
52827175,0,73225,0.06271426,-0.35486615,0.29049233,39.0,0.0012195122,232,-38,394,1
52936179,0,73225,0.060993694,-0.3583777,0.29049233,39.0,0.0012195122,230,-39,394,1
53025176,0,73225,0.05841285,-0.3689124,0.28816104,38.75,0.0012195122,227,-42,391,1
53137206,0,73225,0.060993694,-0.3513546,0.29126942,38.75,0.0012195122,230,-37,395,1
53230571,0,73225,0.059273135,-0.36188927,0.28893813,38.5,0.0012195122,228,-40,392,1
53325047,0,73225,0.05841285,-0.36188927,0.29204652,38.5,0.0012195122,227,-40,396,1
53438152,0,73225,0.059273135,-0.3583777,0.29049233,38.5,0.0012195122,228,-39,394,1
53529023,0,73225,0.059273135,-0.36540082,0.28971523,38.5,0.0012195122,228,-41,393,1
53641018,0,73225,0.05841285,-0.34784305,0.28738394,38.5,0.0012195122,227,-36,390,1
53731024,0,73225,0.055832006,-0.36540082,0.28738394,39.0,0.0012195122,224,-41,390,1
53843019,0,73225,0.059273135,-0.3689124,0.28816104,39.0,0.0012195122,228,-42,391,1
53953018,0,73225,0.056692287,-0.3689124,0.28893813,39.0,0.0012195122,225,-42,392,1
54046157,0,73225,0.059273135,-0.35486615,0.28893813,39.0,0.0012195122,228,-38,392,1
54136699,0,73225,0.055832006,-0.35486615,0.28660685,39.0,0.0012195122,224,-38,389,1
