timestamp,error_count,device_id,pressure,temperature
50788019,0,3998474,1002.51996,45.23
50898992,0,3998474,1002.51996,45.239998
51006101,0,3998474,1002.50995,45.23
51091604,0,3998474,1002.44,45.23
51210459,0,3998474,1002.55,45.239998
51306353,0,3998474,1002.50995,45.23
51393030,0,3998474,1002.49,45.239998
51504077,0,3998474,1002.56,45.239998
51610116,0,3998474,1002.49,45.23
51717019,0,3998474,1002.54,45.23
51815022,0,3998474,1002.52997,45.23
51914018,0,3998474,1002.50995,45.239998
52023023,0,3998474,1002.57,45.239998
52119708,0,3998474,1002.54,45.23
52219018,0,3998474,1002.52997,45.239998
52306078,0,3998474,1002.51996,45.23
52427074,0,3998474,1002.55,45.239998
52523546,0,3998474,1002.51996,45.239998
52632132,0,3998474,1002.50995,45.239998
52731557,0,3998474,1002.48,45.239998
52827072,0,3998474,1002.50995,45.25
52936125,0,3998474,1002.54,45.25
53036394,0,3998474,1002.5,45.25
53134018,0,3998474,1002.52997,45.26
53241023,0,3998474,1002.43,45.25
53339910,0,3998474,1002.51996,45.25
53438018,0,3998474,1002.47,45.25
53547719,0,3998474,1002.54,45.26
53647543,0,3998474,1002.55,45.27
53744164,0,3998474,1002.49,45.26
53852018,0,3998474,1002.47,45.27
53950019,0,3998474,1002.54,45.28
54046018,0,3998474,1002.52997,45.27
54155019,0,3998474,1002.5,45.27
54250022,0,3998474,1002.56,45.289997
54347460,0,3998474,1002.55,45.28
54453049,0,3998474,1002.5,45.289997
54562121,0,3998474,1002.50995,45.289997
54648533,0,3998474,1002.51996,45.289997
54766437,0,3998474,1002.57,45.3
54864561,0,3998474,1002.57,45.3
54953018,0,3998474,1002.57996,45.3
55061021,0,3998474,1002.49,45.3
55169144,0,3998474,1002.48,45.3
55257018,0,3998474,1002.52997,45.3
55366489,0,3998474,1002.5,45.309998
55475340,0,3998474,1002.54,45.309998
55560374,0,3998474,1002.56,45.309998
55677023,0,3998474,1002.52997,45.32
55775330,0,3998474,1002.54,45.32
55881332,0,3998474,1002.49,45.32
55977465,0,3998474,1002.52997,45.329998
56073418,0,3998474,1002.5,45.329998
56185146,0,3998474,1002.49,45.329998
56283018,0,3998474,1002.45996,45.34
56381018,0,3998474,1002.47,45.329998
56489021,0,3998474,1002.49,45.34
56586018,0,3998474,1002.44995,45.34
56681027,0,3998474,1002.51996,45.35
56788399,0,3998474,1002.54,45.36
56895019,0,3998474,1002.52997,45.35
56980782,0,3998474,1002.49,45.35
57098018,0,3998474,1002.5,45.36
57193419,0,3998474,1002.52997,45.36
57300539,0,3998474,1002.54,45.36
57398140,0,3998474,1002.56,45.36
57494018,0,3998474,1002.50995,45.37
57601029,0,3998474,1002.5,45.37
57700497,0,3998474,1002.51996,45.37
57796407,0,3998474,1002.48,45.37
57905155,0,3998474,1002.49,45.379997
58004347,0,3998474,1002.50995,45.379997
58100550,0,3998474,1002.50995,45.379997
58210123,0,3998474,1002.57,45.379997
58317026,0,3998474,1002.50995,45.39
58402018,0,3998474,1002.45996,45.39
58519338,0,3998474,1002.52997,45.39
58617022,0,3998474,1002.5,45.399998
58724750,0,3998474,1002.47,45.399998
58820309,0,3998474,1002.5,45.41
58919018,0,3998474,1002.5,45.399998
59025141,0,3998474,1002.56,45.41
