timestamp,load,ram_usage
50566176,0.40765446,0.7170337
51567367,0.54799104,0.7824905
52569601,0.49818712,0.7831022
53572104,0.49851412,0.7831022
54573861,0.49394953,0.7831022
55575243,0.49526852,0.7831022
56577418,0.5030938,0.7831022
57578590,0.50018376,0.7831022
58579119,0.49857628,0.7831022
59580574,0.50161827,0.7831022
60581433,0.49954635,0.7831022
61582232,0.49717933,0.7831022
62583364,0.49523926,0.7831022
63585585,0.501794,0.7831022
64586584,0.501523,0.7831022
65587270,0.49789655,0.7831022
66589997,0.49417186,0.7831022
67591197,0.4990577,0.7831022
69593197,0.4972747,0.7831022
70594255,0.5048312,0.7831022
71595257,0.50918686,0.7831022
72596931,0.50632536,0.7831022
73598207,0.503718,0.7831022
74600136,0.49953437,0.7831022
75601344,0.49318558,0.7831022
76602170,0.4928972,0.7831022
77605362,0.49296433,0.7831022
78606173,0.49857265,0.7831022
79607790,0.5084673,0.7831022
80608586,0.4965889,0.7831022
81609194,0.4853577,0.7831022
82610301,0.49236172,0.7831022
84613547,0.46761978,0.7831022
85614170,0.49637496,0.7831022
86616794,0.49906445,0.7831022
87617484,0.49855256,0.7831022
88618511,0.49717343,0.7831022
89620719,0.4939304,0.7831022
90621433,0.49584746,0.7831022
91622170,0.49828416,0.7831022
92623836,0.49760264,0.7831022
93624176,0.49409997,0.7831022
94625569,0.4940551,0.7831022
95626943,0.49688333,0.7831022
96626946,0.49155408,0.7831022
97628637,0.51244855,0.7831022
98629524,0.50986606,0.7831022
99631140,0.50317556,0.7831022
100632155,0.5033474,0.7831022
101633308,0.50643116,0.7831022
102633369,0.5051588,0.7831022
103635740,0.5012221,0.7831022
104636415,0.5024209,0.7831022
105637187,0.5021413,0.7831022
106639051,0.5032977,0.7831022
107640119,0.5026157,0.7831022
108643654,0.49529278,0.7831022
109644367,0.49509948,0.7831022
111647160,0.48205066,0.7831022
112647219,0.4932199,0.7831022
113648161,0.49653512,0.7831022
114648191,0.49767303,0.7831022
115650532,0.49294835,0.7831022
116651119,0.4915504,0.7831022
117652212,0.49013484,0.7831022
118655962,0.5079567,0.7831022
119657563,0.5288677,0.7831022
120658595,0.5290747,0.7831022
121659184,0.5275285,0.7831022
122660119,0.4918974,0.7831022
123662497,0.48772973,0.7831022
124663119,0.4779781,0.7831022
125664650,0.48498678,0.7831022
126665219,0.49586284,0.7831022
127666270,0.48478818,0.7831022
128667117,0.5004521,0.7831022
129668610,0.49924713,0.7831022
130669256,0.49540228,0.7831022
131670352,0.51451355,0.7831022
133675261,0.5380528,0.7831022
134678506,0.53650284,0.7831022
135680209,0.53827024,0.7831022
136681298,0.5369579,0.7831022
137681531,0.5326308,0.7831022
138682635,0.53328574,0.7831022
139686381,0.54087245,0.7831022
140688138,0.5342667,0.7831022
141689636,0.534786,0.7831022
142691869,0.54288924,0.7831022
143692156,0.54164565,0.7831022
145693187,0.5098895,0.7831022
146695848,0.52299225,0.7831022
147698451,0.5017655,0.7831022
148699894,0.4938326,0.7831022
149700644,0.49519092,0.7831022
150703225,0.4974653,0.7831022
151704217,0.4954062,0.7831022
152706312,0.4868067,0.7831022
153707241,0.49558085,0.7831022
154708126,0.4858212,0.7831022
155710371,0.48760688,0.7831022
156711292,0.48591226,0.7831022
157712127,0.48411196,0.7831022
158714245,0.4849031,0.7831022
159715121,0.4799924,0.7831022
