timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
124071241,123065560,1200.0,0.362384,0.02086915,1.6118934,0.0,255,0,6,4,0,0,0,1,1,1,36
124152133,124149740,1200.0,0.362384,0.02086915,1.6118934,0.0,255,0,6,4,0,0,0,1,1,1,36
125152278,124149740,1200.0,0.362384,0.04672962,1.1215109,0.0,255,0,6,4,0,0,0,1,1,1,36
125175983,125175235,1200.0,0.362384,0.04672962,1.1215109,0.0,255,0,6,4,0,0,0,1,1,1,36
126109323,126106155,1200.0,0.362384,0.020935873,1.1395097,0.0,255,0,6,4,0,0,0,1,1,1,36
127113738,126106155,1200.0,0.362384,0.020946188,0.9764914,0.0,255,0,6,4,0,0,0,1,1,1,36
128059137,128052889,1200.0,0.362384,0.02084148,1.092689,0.0,255,0,6,4,0,0,0,1,1,1,36
129063212,128052889,1200.0,0.362384,0.020833291,1.2896799,0.0,255,0,6,4,0,0,0,1,1,1,36
129093377,129090248,1200.0,0.362384,0.020833291,1.2896799,0.0,255,0,6,4,0,0,0,1,1,1,36
130099133,129090248,1200.0,0.362384,0.020921167,1.1217731,0.0,255,0,6,4,0,0,0,1,1,1,36
130129940,130123041,1200.0,0.362384,0.020921167,1.1217731,0.0,255,0,6,4,0,0,0,1,1,1,36
131130112,130123041,1200.0,0.362384,0.020840237,0.98941505,0.0,255,0,6,4,0,0,0,1,1,1,36
131162367,131153788,1200.0,0.362384,0.020840237,0.98941505,0.0,255,0,6,4,0,0,0,1,1,1,36
132148704,132147334,1200.0,0.362384,0.020800212,1.3579568,0.0,255,0,6,4,0,0,0,1,1,1,36
133147286,133147054,1200.0,0.362384,0.0208499,0.8558388,0.0,255,0,6,4,0,0,0,1,1,1,36
134055475,134053043,1200.0,0.362384,0.020867346,1.2242175,0.0,255,0,6,4,0,0,0,1,1,1,36
135056526,134053043,1200.0,0.362384,0.046600584,1.6111904,0.0,255,0,6,4,0,0,0,1,1,1,36
135066290,135062179,1200.0,0.362384,0.046600584,1.6111904,0.0,255,0,6,4,0,0,0,1,1,1,36
136074311,135062179,1200.0,0.362384,0.020919375,1.0629035,0.0,255,0,6,4,0,0,0,1,1,1,36
136104135,136100620,1200.0,0.362384,0.020919375,1.0629035,0.0,255,0,6,4,0,0,0,1,1,1,36
137106572,136100620,1200.0,0.362384,0.020823417,1.1333888,0.0,255,0,6,4,0,0,0,1,1,1,36
137138305,137129053,1200.0,0.362384,0.020823417,1.1333888,0.0,255,0,6,4,0,0,0,1,1,1,36
138088357,138084703,1200.0,0.362384,0.020973425,1.0486712,0.0,255,0,6,4,0,0,0,1,1,1,36
