timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
66626127,66626105,1114146,0.10185351,-0.11096578,0.46492133,35.5,0,0
68631935,68631915,1114146,0.10067754,-0.11508842,0.4678524,35.5,0,0
69629446,69629427,1114146,0.0996584,-0.112744175,0.46874803,35.5,0,0
70626925,70626905,1114146,0.10036396,-0.11476508,0.467771,35.5,0,0
71624421,71624399,1114146,0.0996584,-0.11468424,0.4678524,35.625,0,0
72632143,72632110,1114146,0.10106953,-0.11088495,0.4678524,35.5,0,0
73629624,73629604,1114146,0.10052077,-0.11678597,0.46711966,35.5,0,0
74627134,74627114,1114146,0.10005039,-0.11444173,0.46882942,35.5,0,0
75624632,75624612,1114146,0.10067754,-0.1137142,0.46801525,35.5,0,0
76632625,76632603,1114146,0.10052077,-0.11500759,0.46711966,35.625,0,0
77630131,77630112,1114146,0.09997197,-0.11670514,0.46809667,35.625,0,0
78627627,78627608,1114146,0.0996584,-0.11444173,0.4689923,35.5,0,0
79625149,79625123,1114146,0.10052077,-0.11500759,0.46964362,35.625,0,0
80633143,80633123,1114146,0.099109605,-0.10878321,0.46768957,35.375,0,0
81630629,81630610,1114146,0.100207165,-0.115330935,0.46793383,35.625,0,0
82628140,82628110,1114146,0.09934479,-0.11516926,0.46801525,35.625,0,0
83625628,83625605,1114146,0.09997197,-0.112744175,0.46948078,35.75,0,0
85631140,85631118,1114146,0.102088705,-0.1154926,0.46614262,35.5,0,0
86628631,86628612,1114146,0.100599155,-0.10910655,0.46842235,35.5,0,0
87626142,87626123,1114146,0.10106953,-0.11452256,0.46663114,35.625,0,0
88623678,88623658,1114146,0.10091276,-0.11565427,0.46801525,35.5,0,0
89631926,89631906,1114146,0.09973678,-0.116220124,0.46809667,35.75,0,0
90629411,90629391,1114146,0.09887441,-0.11743266,0.4682595,35.625,0,0
91626947,91626927,1114146,0.10067754,-0.10951073,0.4689923,35.625,0,0
93632155,93632125,1114146,0.0998152,-0.116220124,0.4674453,35.625,0,0
94629625,94629606,1114146,0.09997197,-0.11525009,0.46809667,35.75,0,0
95627134,95627112,1114146,0.100599155,-0.11565427,0.46915513,35.75,0,0
96624633,96624614,1114146,0.10036396,-0.115977615,0.4686666,35.875,0,0
97632627,97632607,1114146,0.10146152,-0.11266334,0.4672825,35.625,0,0
98630128,98630109,1114146,0.10075595,-0.11395671,0.4689923,35.875,0,0
100625129,100625109,1114146,0.10224551,-0.10837903,0.467771,35.875,0,0
101633137,101633118,1114146,0.09997197,-0.11856437,0.46679395,35.75,0,0
102630629,102630610,1114146,0.101383135,-0.11500759,0.46801525,35.75,0,0
103628153,103628123,1114146,0.09973678,-0.112339996,0.46752676,35.75,0,0
104625627,104625608,1114146,0.09997197,-0.112905845,0.46915513,35.875,0,0
105623136,105623110,1114146,0.099893585,-0.11411838,0.46858516,35.75,0,0
106631133,106631111,1114146,0.099893585,-0.10975324,0.46842235,35.875,0,0
107628644,107628616,1114146,0.100285575,-0.1154926,0.4689923,35.875,0,0
108626129,108626110,1114146,0.09832565,-0.115977615,0.46663114,35.625,0,0
109623627,109623608,1114146,0.099893585,-0.11031909,0.46760815,35.875,0,0
110631910,110631890,1114146,0.10012878,-0.11161247,0.46850377,35.75,0,0
111629417,111629398,1114146,0.10044235,-0.11298668,0.46752676,35.875,0,0
112626900,112626880,1114146,0.101383135,-0.11177414,0.46842235,35.875,0,0
114632139,114632110,1114146,0.099188015,-0.11428006,0.4704578,36.0,0,0
115629629,115629610,1114146,0.100599155,-0.115977615,0.47013214,36.0,0,0
116627133,116627111,1114146,0.100991145,-0.11516926,0.4670382,35.875,0,0
117624627,117624607,1114146,0.09895283,-0.11225916,0.4695622,36.0,0,0
120627633,120627606,1114146,0.10091276,-0.11670514,0.4660612,35.875,0,0
121625177,121625158,1114146,0.10122634,-0.115573436,0.46711966,36.125,0,0
122633139,122633119,1114146,0.099893585,-0.11694765,0.46874803,35.875,0,0
123630642,123630611,1114146,0.100207165,-0.10910655,0.46834093,36.0,0,0
124628172,124628153,1114146,0.10012878,-0.11306752,0.47013214,36.0,0,0
125625625,125625606,1114146,0.10052077,-0.11589678,0.46793383,36.0,0,0
126623132,126623112,1114146,0.09597372,-0.10862154,0.46907368,36.0,0,0
127631178,127631158,1114146,0.101304725,-0.11565427,0.4689923,36.0,0,0
128628645,128628625,1114146,0.10067754,-0.11120829,0.46760815,36.125,0,0
129626127,129626108,1114146,0.1023239,-0.109995745,0.46834093,36.0,0,0
130623640,130623620,1114146,0.101383135,-0.11476508,0.46760815,36.0,0,0
131631971,131631952,1114146,0.10075595,-0.1154926,0.46760815,36.125,0,0
132629445,132629426,1114146,0.10083434,-0.11169331,0.4669568,36.25,0,0
133626941,133626921,1114146,0.100599155,-0.115815945,0.46964362,36.125,0,0
134624434,134624414,1114146,0.10005039,-0.11096578,0.4673639,35.875,0,0
135632143,135632112,1114146,0.100991145,-0.11225916,0.46720105,36.125,0,0
136629631,136629612,1114146,0.10083434,-0.11702848,0.46817806,36.25,0,0
137627135,137627115,1114146,0.10106953,-0.11403755,0.46858516,36.25,0,0
138624636,138624612,1114146,0.10005039,-0.11719015,0.4689923,36.25,0,0
139632628,139632603,1114146,0.09871764,-0.11419923,0.46874803,36.25,0,0
140630130,140630111,1114146,0.10122634,-0.11872604,0.46760815,36.125,0,0
142625134,142625114,1114146,0.099893585,-0.115330935,0.46614262,36.125,0,0
143633140,143633118,1114146,0.102088705,-0.109349065,0.46671256,36.125,0,0
144630629,144630609,1114146,0.10201029,-0.11500759,0.46801525,36.25,0,0
145628142,145628112,1114146,0.09997197,-0.11411838,0.4664683,36.125,0,0
146625663,146625644,1114146,0.10075595,-0.11339086,0.4698065,36.5,0,0
147633630,147633611,1114146,0.10052077,-0.115573436,0.46988788,36.25,0,0
148631139,148631119,1114146,0.09887441,-0.11613929,0.46817806,36.375,0,0
149628631,149628611,1114146,0.09934479,-0.109349065,0.46817806,36.375,0,0
152631917,152631898,1114146,0.0996584,-0.11064243,0.4668754,36.375,0,0
153629420,153629401,1114146,0.09848245,-0.11500759,0.46874803,36.375,0,0
154626959,154626937,1114146,0.100991145,-0.11088495,0.46972504,36.5,0,0
155624545,155624525,1114146,0.10067754,-0.1143609,0.47102776,36.375,0,0
156632219,156632200,1114146,0.100285575,-0.115573436,0.4673639,36.5,0,0
157629635,157629608,1114146,0.10224551,-0.113310024,0.46638688,36.5,0,0
158627156,158627134,1114146,0.101304725,-0.11395671,0.4699693,36.375,0,0
159624632,159624613,1114146,0.1017751,-0.11452256,0.46622404,36.5,0,0
160632637,160632608,1114146,0.10153991,-0.11719015,0.46931794,36.5,0,0
161630177,161630154,1114146,0.099501595,-0.115411766,0.46948078,36.5,0,0
162627625,162627603,1114146,0.10075595,-0.11476508,0.46834093,36.5,0,0
163625139,163625120,1114146,0.10224551,-0.12729466,0.48845136,36.625,0,0
164633195,164633175,1114146,0.1023239,-0.15712316,0.48006523,36.625,0,0
166628143,166628110,1114146,0.103186265,-0.122444496,0.47591287,36.5,0,0
167625627,167625608,1114146,0.10224551,-0.12478874,0.48014665,36.5,0,0
168623174,168623154,1114146,0.10812527,-0.14111762,0.4960233,36.625,0,0
171626138,171626119,1114146,0.10436221,-0.13068977,0.48372906,36.5,0,0
172623627,172623608,1114146,0.0998152,-0.11339086,0.4725747,36.75,0,0
173631960,173631941,1114146,0.10153991,-0.121716976,0.47395882,36.75,0,0
174629415,174629396,1114146,0.10287266,-0.12794136,0.49553478,36.75,0,0
175626903,175626880,1114146,0.099501595,-0.11322919,0.46850377,36.75,0,0
176624435,176624416,1114146,0.1019319,-0.11444173,0.46663114,36.875,0,0
177632129,177632109,1114146,0.099188015,-0.11088495,0.46768957,36.625,0,0
178629626,178629604,1114146,0.103578255,-0.12292951,0.49667466,36.875,0,0
179627130,179627107,1114146,0.10185351,-0.132549,0.47273752,36.875,0,0
180624624,180624604,1114146,0.1099284,-0.11419923,0.5056307,36.875,0,0
181632630,181632608,1114146,0.10287266,-0.11630096,0.47591287,36.75,0,0
182630134,182630114,1114146,0.10216709,-0.1242229,0.47835544,36.875,0,0
185633138,185633119,1114146,0.100285575,-0.11573511,0.46858516,37.0,0,0
186630624,186630605,1114146,0.10012878,-0.11104661,0.4678524,37.0,0,0
187628146,187628110,1114146,0.09856084,-0.116381794,0.46915513,36.875,0,0
188625673,188625654,1114146,0.09973678,-0.11743266,0.4669568,36.875,0,0
189623126,189623107,1114146,0.10005039,-0.10918739,0.46817806,36.875,0,0
190631146,190631119,1114146,0.099893585,-0.11654347,0.4672825,36.875,0,0
191628718,191628699,1114146,0.100991145,-0.1154926,0.46630546,37.125,0,0
192626127,192626106,1114146,0.0998152,-0.110076584,0.46630546,36.875,0,0
193623631,193623611,1114146,0.10044235,-0.115330935,0.46622404,37.0,0,0
194632044,194632025,1114146,0.10036396,-0.11500759,0.46842235,37.125,0,0
197624454,197624435,1114146,0.0968361,-0.11516926,0.4689923,37.0,0,0
198632148,198632118,1114146,0.100285575,-0.12495042,0.46817806,37.125,0,0
199629632,199629613,1114146,0.101696715,-0.11589678,0.46622404,37.25,0,0
200627135,200627116,1114146,0.100207165,-0.11508842,0.46638688,37.25,0,0
201624629,201624610,1114146,0.100599155,-0.112501666,0.46752676,37.125,0,0
202632628,202632606,1114146,0.10044235,-0.115330935,0.4670382,37.125,0,0
203630134,203630112,1114146,0.0992664,-0.11080411,0.46768957,37.25,0,0
204627635,204627615,1114146,0.10044235,-0.115815945,0.46874803,37.25,0,0
205625140,205625121,1114146,0.099188015,-0.11492674,0.4672825,37.25,0,0
