timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
65635671,1114146,2228258,0,0,0,0,0,0.009756347,3.9313145e-05,1.4033701e-09,764,759
66557067,1114146,2228258,0,0,0,0,0,0.009424453,3.936122e-05,1.2254889e-09,764,759
68614548,1114146,2228258,0,0,0,0,0,0.010726717,4.1662966e-05,1.0497625e-09,764,759
69632018,1114146,2228258,0,0,0,0,0,0.009742516,4.1895102e-05,1.3258046e-09,764,759
70559603,1114146,2228258,0,0,0,0,0,0.009924345,3.7913505e-05,1.1002408e-09,764,759
71582314,1114146,2228258,0,0,0,0,0,0.009976197,3.895971e-05,1.3466133e-09,764,759
72604568,1114146,2228258,0,0,0,0,0,0.0094255945,4.142557e-05,1.6948641e-09,764,759
73626988,1114146,2228258,0,0,0,0,0,0.009837224,4.037078e-05,1.2296173e-09,764,759
74546991,1114146,2228258,0,0,0,0,0,0.011325887,4.001325e-05,1.1111614e-09,764,759
75569583,1114146,2228258,0,0,0,0,0,0.010024141,4.283026e-05,1.439012e-09,764,759
76592086,1114146,2228258,0,0,0,0,0,0.0089595895,4.1759125e-05,1.2241169e-09,764,759
77619754,1114146,2228258,0,0,0,0,0,0.009176446,4.0667903e-05,1.1255694e-09,764,759
78547145,1114146,2228258,0,0,0,0,0,0.009491343,4.026697e-05,1.0929098e-09,764,759
79568925,1114146,2228258,0,0,0,0,0,0.009524482,4.121373e-05,1.1452129e-09,764,759
80594560,1114146,2228258,0,0,0,0,0,0.009612738,4.0949606e-05,1.2732152e-09,764,759
81627117,1114146,2228258,0,0,0,0,0,0.009697914,3.872643e-05,9.833566e-10,764,759
82548405,1114146,2228258,0,0,0,0,0,0.009304339,3.876116e-05,9.768693e-10,764,759
83567921,1114146,2228258,0,0,0,0,0,0.008908568,4.0288578e-05,1.0309448e-09,764,759
85609714,1114146,2228258,0,0,0,0,0,0.010802804,3.961757e-05,1.0849975e-09,764,759
86542280,1114146,2228258,0,0,0,0,0,0.010896753,3.8699152e-05,1.0100203e-09,764,759
87566185,1114146,2228258,0,0,0,0,0,0.009935526,4.0928837e-05,1.1603484e-09,764,759
88587933,1114146,2228258,0,0,0,0,0,0.009688974,4.0979477e-05,1.3501515e-09,764,759
89606988,1114146,2228258,0,0,0,0,0,0.010588981,4.0338025e-05,2.0963962e-09,764,759
