timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
66619725,66618580,592905,0.2182097,-0.158429,0.3692173,nan,0,1
68619749,68618608,592905,0.20096943,-0.15258835,0.37957835,nan,0,1
69619815,69618671,592905,0.21977697,-0.13944694,0.37365776,nan,0,1
70619727,70618582,592905,0.20567133,-0.1482079,0.385499,nan,0,1
71619754,71618593,592905,0.2229116,-0.1482079,0.38845927,nan,0,1
72619722,72618579,592905,0.22447887,-0.15258835,0.37957835,nan,0,1
73619781,73618615,592905,0.2229116,-0.15404852,0.38845927,nan,0,1
74619786,74618606,592905,0.2103732,-0.13944694,0.37069744,nan,0,1
75619770,75618621,592905,0.2182097,-0.14236727,0.36477685,nan,0,1
76619756,76618611,592905,0.20880592,-0.13944694,0.38253868,nan,0,1
77619817,77618676,592905,0.2229116,-0.14382742,0.37513793,nan,0,1
78619823,78618680,592905,0.2119405,-0.1482079,0.37513793,nan,0,1
79619729,79618588,592905,0.21977697,-0.13944694,0.39289978,nan,0,1
80619739,80618585,592905,0.2103732,-0.15258835,0.38253868,nan,0,1
81619728,81618586,592905,0.21507509,-0.13360633,0.37365776,nan,0,1
82619778,82618585,592905,0.2166424,-0.16572978,0.3810585,nan,0,1
83619744,83618586,592905,0.2166424,-0.14236727,0.3721776,nan,0,1
85619740,85618599,592905,0.2182097,-0.14674772,0.37069744,nan,0,1
86619748,86618586,592905,0.22604617,-0.158429,0.37957835,nan,0,1
87619740,87618595,592905,0.2119405,-0.14236727,0.38845927,nan,0,1
88619771,88618630,592905,0.22604617,-0.14236727,0.385499,nan,0,1
89619839,89618690,592905,0.2166424,-0.158429,0.366257,nan,0,1
90619875,90618668,592905,0.20880592,-0.1482079,0.3721776,nan,0,1
91619762,91618598,592905,0.2119405,-0.158429,0.385499,nan,0,1
93619725,93618584,592905,0.21507509,-0.13652663,0.37957835,nan,0,1
94619729,94618585,592905,0.2103732,-0.13652663,0.37957835,nan,0,1
95619838,95618586,592905,0.21977697,-0.16718994,0.37365776,nan,0,1
96619726,96618585,592905,0.2229116,-0.14382742,0.366257,nan,0,1
97619737,97618589,592905,0.20880592,-0.14236727,0.38845927,nan,0,1
98619776,98618628,592905,0.19940212,-0.14236727,0.37513793,nan,0,1
100619744,100618593,592905,0.23074807,-0.13944694,0.3869791,nan,0,1
101619726,101618585,592905,0.22447887,-0.13360633,0.3780982,nan,0,1
102619728,102618588,592905,0.2182097,-0.1482079,0.37513793,nan,0,1
103619739,103618574,592905,0.20567133,-0.1511282,0.385499,nan,0,1
104619750,104618585,592905,0.2276135,-0.13652663,0.37365776,nan,0,1
105619730,105618586,592905,0.20880592,-0.14966805,0.38253868,nan,0,1
106619773,106618608,592905,0.20410402,-0.15258835,0.37365776,nan,0,1
107619729,107618588,592905,0.21507509,-0.13360633,0.3780982,nan,0,1
108619831,108618615,592905,0.2182097,-0.14236727,0.36773717,nan,0,1
