timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
66613459,66613009,2359306,2.261084,0.75321585,-9.51791,40.935905,0,0,0,0
68613465,68613018,2359306,2.2457612,0.7465121,-9.520064,40.88798,0,0,0,0
69613484,69613038,2359306,2.2713792,0.7319075,-9.461407,40.935905,0,0,0,0
70613490,70613034,2359306,2.2493525,0.7079655,-9.598354,41.127594,0,0,0,0
71613492,71613046,2359306,2.2601264,0.77069354,-9.514558,41.271362,0,0,0,0
72613506,72613057,2359306,2.2455218,0.76686287,-9.51791,41.127594,0,0,0,0
73613546,73613072,2359306,2.255817,0.7441179,-9.48918,41.223442,0,0,0,0
74613552,74613105,2359306,2.2584505,0.7781156,-9.451351,41.319286,0,0,0,0
75613572,75613118,2359306,2.2464795,0.69048774,-9.46404,41.319286,0,0,0,0
76613581,76613135,2359306,2.3051374,0.71610576,-9.476969,41.41513,0,0,0,0
77616112,77615659,2359306,2.2460008,0.74004775,-9.478884,41.558903,0,0,0,0
78613648,78613193,2359306,2.243846,0.77620023,-9.4968405,41.75059,0,0,0,0
79613668,79613217,2359306,2.2115242,0.7433996,-9.507375,41.654747,0,0,0,0
80613717,80613249,2359306,2.2426488,0.7675811,-9.50546,41.75059,0,0,0,0
81613753,81613282,2359306,2.280477,0.7455544,-9.495644,41.75059,0,0,0,0
82613791,82613332,2359306,2.2606053,0.7369353,-9.469546,41.990208,0,0,0,0
83613816,83613363,2359306,2.280956,0.74483615,-9.469546,41.84644,0,0,0,0
85613910,85613442,2359306,2.239297,0.7422025,-9.546161,42.181896,0,0,0,0
86613942,86613487,2359306,2.2457612,0.7759608,-9.503545,42.277744,0,0,0,0
87613983,87613536,2359306,2.2620418,0.74244195,-9.515276,42.469437,0,0,0,0
88614046,88613586,2359306,2.2519863,0.7620745,-9.502348,42.32567,0,0,0,0
89614094,89613647,2359306,2.2910116,0.7417237,-9.535626,42.37359,0,0,0,0
90614155,90613693,2359306,2.2380998,0.7534553,-9.438662,42.661125,0,0,0,0
91614200,91613754,2359306,2.2414517,0.7536947,-9.477687,42.804893,0,0,0,0
93614338,93613873,2359306,2.2725763,0.7503428,-9.469068,42.852818,0,0,0,0
94614419,94613939,2359306,2.233072,0.70772606,-9.433873,42.804893,0,0,0,0
95614458,95614011,2359306,2.2366633,0.71730286,-9.43507,42.852818,0,0,0,0
96614542,96614087,2359306,2.2500708,0.737893,-9.52605,42.852818,0,0,0,0
97614585,97614141,2359306,2.2577322,0.7005434,-9.541613,42.996586,0,0,0,0
98614670,98614214,2359306,2.2687457,0.72448546,-9.481039,42.996586,0,0,0,0
100614820,100614367,2359306,2.2287624,0.68689644,-9.53419,43.140354,0,0,0,0
101614912,101614447,2359306,2.2742522,0.8611944,-9.402509,43.04451,0,0,0,0
102614974,102614528,2359306,2.2646754,0.83102745,-9.544006,43.236202,0,0,0,0
103615062,103614612,2359306,2.2668302,0.78960776,-9.607693,43.37997,0,0,0,0
104615159,104614703,2359306,2.2055387,0.737893,-9.327571,43.37997,0,0,0,0
105615237,105614788,2359306,2.2816741,0.75680715,-9.495165,43.236202,0,0,0,0
106615350,106614876,2359306,2.2555776,0.6931214,-9.48487,43.715427,0,0,0,0
107615416,107614966,2359306,2.2503102,0.71849996,-9.479841,43.667507,0,0,0,0
108615516,108615061,2359306,2.2378604,0.75800425,-9.462364,43.955044,0,0,0,0
109615614,109615155,2359306,2.2457612,0.7321469,-9.495883,43.76335,0,0,0,0
110615737,110615275,2359306,2.2720973,0.59184664,-9.460209,43.859196,0,0,0,0
111613301,111612851,2359306,2.1811178,0.79224133,-9.442732,44.050888,0,0,0,0
112613400,112612955,2359306,2.2649148,0.6679823,-9.539697,43.859196,0,0,0,0
114613615,114613174,2359306,2.243367,0.7347805,-9.455899,44.194656,0,0,0,0
115613728,115613277,2359306,2.248395,0.748188,-9.471223,44.24258,0,0,0,0
116613826,116613380,2359306,2.2201433,0.7321469,-9.370906,44.290504,0,0,0,0
117613950,117613493,2359306,2.2699428,0.7120356,-9.440337,44.24258,0,0,0,0
120614306,120613851,2359306,2.2862232,0.7297527,-9.398917,44.290504,0,0,0,0
121614401,121613957,2359306,2.279759,0.7350199,-9.494206,44.57804,0,0,0,0
122614534,122614075,2359306,2.2811954,0.8185775,-9.42669,44.62596,0,0,0,0
123614641,123614198,2359306,2.2562957,0.6873753,-9.467153,44.62596,0,0,0,0
124614797,124614342,2359306,2.2998703,0.7366959,-9.466913,44.769733,0,0,0,0
125614894,125614450,2359306,2.2579718,0.8073248,-9.48487,44.72181,0,0,0,0
126615046,126614578,2359306,2.261084,0.69168484,-9.487982,44.769733,0,0,0,0
127615153,127614708,2359306,2.257014,0.7625532,-9.394129,44.817654,0,0,0,0
128615289,128614839,2359306,2.2486343,0.7682993,-9.480082,44.9135,0,0,0,0
129615423,129614973,2359306,2.2378604,0.7438785,-9.381919,45.10519,0,0,0,0
130615561,130615109,2359306,2.2539015,0.7582437,-9.498277,45.009346,0,0,0,0
131615699,131615243,2359306,2.2984335,0.7649474,-9.520304,45.009346,0,0,0,0
132615821,132615380,2359306,2.2488737,0.78817123,-9.491334,45.10519,0,0,0,0
133613497,133613024,2359306,2.2349873,0.70413476,-9.367793,45.153114,0,0,0,0
134613618,134613162,2359306,2.2342691,0.68929064,-9.418071,45.24896,0,0,0,0
135613787,135613304,2359306,2.2222981,0.80756426,-9.419508,45.296883,0,0,0,0
136613903,136613448,2359306,2.2464795,0.748188,-9.470264,45.24896,0,0,0,0
137614041,137613594,2359306,2.2400153,0.770933,-9.5033045,45.296883,0,0,0,0
138614197,138613745,2359306,2.2555776,0.78457993,-9.428127,45.488575,0,0,0,0
139614391,139613914,2359306,2.2402546,0.6799533,-9.4470415,45.488575,0,0,0,0
140614487,140614044,2359306,2.2380998,0.8061277,-9.370906,45.24896,0,0,0,0
142614796,142614352,2359306,2.27521,0.7697359,-9.440816,45.5365,0,0,0,0
143614977,143614519,2359306,2.2661119,0.73166806,-9.509769,45.824036,0,0,0,0
144615125,144614667,2359306,2.252465,0.7625532,-9.468828,45.632343,0,0,0,0
145615291,145614826,2359306,2.2651544,0.7565677,-9.421662,45.871956,0,0,0,0
146615464,146614987,2359306,2.2488737,0.75800425,-9.399876,45.680267,0,0,0,0
147615598,147615149,2359306,2.2529438,0.766384,-9.433634,45.824036,0,0,0,0
148615780,148615333,2359306,2.227326,0.7326257,-9.404664,45.824036,0,0,0,0
149613430,149612977,2359306,2.2589293,0.7189788,-9.454702,46.015724,0,0,0,0
152613928,152613479,2359306,2.237142,0.7613561,-9.434831,46.159492,0,0,0,0
153614091,153613650,2359306,2.2419305,0.7457938,-9.440816,46.207417,0,0,0,0
154614293,154613826,2359306,2.2395363,0.7723695,-9.419508,46.207417,0,0,0,0
155614447,155614005,2359306,2.2720973,0.7254431,-9.422859,46.30326,0,0,0,0
156614623,156614180,2359306,2.2266076,0.75321585,-9.465476,46.351185,0,0,0,0
157614825,157614383,2359306,2.213679,0.757286,-9.404903,46.30326,0,0,0,0
158614989,158614545,2359306,2.2507892,0.7398083,-9.455661,46.30326,0,0,0,0
159615171,159614709,2359306,2.2419305,0.7831434,-9.458055,46.351185,0,0,0,0
