timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
66129197,5.2142577,0.0,0,0,1,0,1,0,0
66629188,5.167529,0.0,0,0,1,0,1,0,0
68129203,5.2335935,0.0,0,0,1,0,1,0,0
68629189,5.2110353,0.0,0,0,1,0,1,0,0
69129190,5.2223144,0.0,0,0,1,0,1,0,0
69629195,5.170752,0.0,0,0,1,0,1,0,0
70129187,5.2142577,0.0,0,0,1,0,1,0,0
70629220,5.2142577,0.0,0,0,1,0,1,0,0
71129190,5.1788087,0.0,0,0,1,0,1,0,0
71629187,5.2110353,0.0,0,0,1,0,1,0,0
72129199,5.2142577,0.0,0,0,1,0,1,0,0
72629191,5.191699,0.0,0,0,1,0,1,0,0
73129187,5.1884766,0.0,0,0,1,0,1,0,0
73629189,5.215869,0.0,0,0,1,0,1,0,0
74129189,5.1755857,0.0,0,0,1,0,1,0,0
74629191,5.220703,0.0,0,0,1,0,1,0,0
75129184,5.215869,0.0,0,0,1,0,1,0,0
75629213,5.165918,0.0,0,0,1,0,1,0,0
76129186,5.2239256,0.0,0,0,1,0,1,0,0
76629189,5.206201,0.0,0,0,1,0,1,0,0
77129195,5.1868653,0.0,0,0,1,0,1,0,0
77629191,5.1933103,0.0,0,0,1,0,1,0,0
78129188,5.215869,0.0,0,0,1,0,1,0,0
78629187,5.215869,0.0,0,0,1,0,1,0,0
79129183,5.206201,0.0,0,0,1,0,1,0,0
79629200,5.230371,0.0,0,0,1,0,1,0,0
80129193,5.2142577,0.0,0,0,1,0,1,0,0
80629211,5.1788087,0.0,0,0,1,0,1,0,0
81129186,5.2110353,0.0,0,0,1,0,1,0,0
81629187,5.219092,0.0,0,0,1,0,1,0,0
82129197,5.2142577,0.0,0,0,1,0,1,0,0
82629202,5.2078123,0.0,0,0,1,0,1,0,0
83129184,5.2239256,0.0,0,0,1,0,1,0,0
83629187,5.18042,0.0,0,0,1,0,1,0,0
85129203,5.225537,0.0,0,0,1,0,1,0,0
85629210,5.22876,0.0,0,0,1,0,1,0,0
86129187,5.215869,0.0,0,0,1,0,1,0,0
86629300,5.1868653,0.0,0,0,1,0,1,0,0
87129197,5.2142577,0.0,0,0,1,0,1,0,0
87629189,5.220703,0.0,0,0,1,0,1,0,0
88130779,5.1691403,0.0,0,0,1,0,1,0,0
88629191,5.2142577,0.0,0,0,1,0,1,0,0
89129233,5.2271485,0.0,0,0,1,0,1,0,0
89629250,5.20459,0.0,0,0,1,0,1,0,0
90130867,5.230371,0.0,0,0,1,0,1,0,0
90631000,5.22876,0.0,0,0,1,0,1,0,0
91130769,5.194922,0.0,0,0,1,0,1,0,0
91630903,5.2497067,0.0,0,0,1,0,1,0,0
93129190,5.1755857,0.0,0,0,1,0,1,0,0
93629186,5.31416,0.0,0,0,1,0,1,0,0
94129188,5.244873,0.0,0,0,1,0,1,0,0
94629187,5.1691403,0.0,0,0,1,0,1,0,0
95129188,5.167529,0.0,0,0,1,0,1,0,0
95629205,5.2529297,0.0,0,0,1,0,1,0,0
96129189,5.1852536,0.0,0,0,1,0,1,0,0
96629187,5.1401367,0.0,0,0,1,0,1,0,0
97129237,5.22876,0.0,0,0,1,0,1,0,0
97631501,5.283545,0.0,0,0,1,0,1,0,0
98130814,5.2271485,0.0,0,0,1,0,1,0,0
98629184,5.170752,0.0,0,0,1,0,1,0,0
99129200,5.2239256,0.0,0,0,1,0,1,0,0
100629190,5.219092,0.0,0,0,1,0,1,0,0
101129207,5.2126465,0.0,0,0,1,0,1,0,0
101629187,5.1997557,0.0,0,0,1,0,1,0,0
102129192,5.20459,0.0,0,0,1,0,1,0,0
102629194,5.2239256,0.0,0,0,1,0,1,0,0
103129207,5.2239256,0.0,0,0,1,0,1,0,0
103629190,5.1610837,0.0,0,0,1,0,1,0,0
104129210,5.22876,0.0,0,0,1,0,1,0,0
104629187,5.2110353,0.0,0,0,1,0,1,0,0
105131088,5.21748,0.0,0,0,1,0,1,0,0
105629191,5.1933103,0.0,0,0,1,0,1,0,0
106129198,5.220703,0.0,0,0,1,0,1,0,0
106629189,5.182031,0.0,0,0,1,0,1,0,0
107129206,5.2110353,0.0,0,0,1,0,1,0,0
107629183,5.2110353,0.0,0,0,1,0,1,0,0
108129189,5.1981444,0.0,0,0,1,0,1,0,0
108629192,5.21748,0.0,0,0,1,0,1,0,0
109129183,5.206201,0.0,0,0,1,0,1,0,0
109629189,5.182031,0.0,0,0,1,0,1,0,0
110129185,5.2078123,0.0,0,0,1,0,1,0,0
110629197,5.20459,0.0,0,0,1,0,1,0,0
111629190,5.206201,0.0,0,0,1,0,1,0,0
112129192,5.2223144,0.0,0,0,1,0,1,0,0
112629187,5.1739745,0.0,0,0,1,0,1,0,0
113129189,5.2110353,0.0,0,0,1,0,1,0,0
114129187,5.18042,0.0,0,0,1,0,1,0,0
114629190,5.225537,0.0,0,0,1,0,1,0,0
115129193,5.2094235,0.0,0,0,1,0,1,0,0
115629188,5.2223144,0.0,0,0,1,0,1,0,0
116129194,5.2110353,0.0,0,0,1,0,1,0,0
116629203,5.2239256,0.0,0,0,1,0,1,0,0
117129190,5.1884766,0.0,0,0,1,0,1,0,0
117629184,5.18042,0.0,0,0,1,0,1,0,0
120129281,5.146582,0.0,0,0,1,0,1,0,0
120629184,5.3109374,0.0,0,0,1,0,1,0,0
121129192,5.2497067,0.0,0,0,1,0,1,0,0
121629190,5.3157716,0.0,0,0,1,0,1,0,0
122629206,5.2883787,0.0,0,0,1,0,1,0,0
123130973,5.2497067,0.0,0,0,1,0,1,0,0
123630847,5.2142577,0.0,0,0,1,0,1,0,0
124129197,5.215869,0.0,0,0,1,0,1,0,0
124629190,5.206201,0.0,0,0,1,0,1,0,0
125129189,5.219092,0.0,0,0,1,0,1,0,0
125629186,5.2029786,0.0,0,0,1,0,1,0,0
126129193,5.219092,0.0,0,0,1,0,1,0,0
126629194,5.1723633,0.0,0,0,1,0,1,0,0
127129198,5.230371,0.0,0,0,1,0,1,0,0
127629185,5.215869,0.0,0,0,1,0,1,0,0
128129189,5.2094235,0.0,0,0,1,0,1,0,0
128629217,5.2239256,0.0,0,0,1,0,1,0,0
129129197,5.2110353,0.0,0,0,1,0,1,0,0
129629204,5.191699,0.0,0,0,1,0,1,0,0
130129188,5.1997557,0.0,0,0,1,0,1,0,0
130629196,5.219092,0.0,0,0,1,0,1,0,0
131129203,5.1836424,0.0,0,0,1,0,1,0,0
131629187,5.201367,0.0,0,0,1,0,1,0,0
132129191,5.230371,0.0,0,0,1,0,1,0,0
132629192,5.1723633,0.0,0,0,1,0,1,0,0
133129191,5.2239256,0.0,0,0,1,0,1,0,0
133629195,5.2126465,0.0,0,0,1,0,1,0,0
134129186,5.22876,0.0,0,0,1,0,1,0,0
134629187,5.215869,0.0,0,0,1,0,1,0,0
135129187,5.201367,0.0,0,0,1,0,1,0,0
135629187,5.18042,0.0,0,0,1,0,1,0,0
136129201,5.215869,0.0,0,0,1,0,1,0,0
136629186,5.21748,0.0,0,0,1,0,1,0,0
137129227,5.18042,0.0,0,0,1,0,1,0,0
137629237,5.2223144,0.0,0,0,1,0,1,0,0
138130732,5.215869,0.0,0,0,1,0,1,0,0
138631026,5.220703,0.0,0,0,1,0,1,0,0
139129193,5.2529297,0.0,0,0,1,0,1,0,0
