timestamp,indicated_airspeed_m_s,equivalent_airspeed_m_s,true_airspeed_m_s,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_sensor_measurement_valid,selected_airspeed_index
65542257,-2.9562418,-2.9562418,-3.0361838,0.043013345,0.044836566,1,1
66542264,-2.9210296,-2.9210296,-3.0000455,0.029015504,0.030249044,1,1
68542258,-2.9346673,-2.9346673,-3.0139418,0.017242242,0.017979227,1,1
69542255,-2.9108746,-2.9108746,-2.9896975,0.013382266,0.013956138,1,1
70542255,-2.9012675,-2.9012675,-2.9797084,0.017878879,0.018647827,1,1
71542269,-2.906029,-2.906029,-2.984861,0.013827408,0.014423792,1,1
72542255,-2.9121137,-2.9121137,-2.9908257,0.018038655,0.018818848,1,1
73542255,-2.906913,-2.906913,-2.9857135,0.020772068,0.02167331,1,1
74542258,-2.906539,-2.906539,-2.985323,0.021279994,0.022205897,1,1
75542255,-2.9118955,-2.9118955,-2.9909973,0.02019816,0.021079687,1,1
76542258,-2.909149,-2.909149,-2.9881356,0.024298692,0.025362298,1,1
77542261,-2.904504,-2.904504,-2.9833276,0.021700082,0.022652194,1,1
78542257,-2.9052794,-2.9052794,-2.9841943,0.02562981,0.026757726,1,1
79542264,-2.9074187,-2.9074187,-2.9862537,0.028834721,0.030106897,1,1
80542255,-2.891739,-2.891739,-2.9702518,0.030383889,0.031728774,1,1
81542255,-2.9211502,-2.9211502,-3.0005653,0.023848273,0.024906285,1,1
82542292,-2.9000113,-2.9000113,-2.978884,0.022064568,0.023046445,1,1
83542266,-2.8764014,-2.8764014,-2.9545271,0.02368626,0.024743002,1,1
85542258,-2.8821943,-2.8821943,-2.9606078,0.021514159,0.022479065,1,1
86542286,-2.7220907,-2.7220907,-2.7961037,0.022894043,0.023924096,1,1
87542255,-2.8208628,-2.8208628,-2.897554,0.02068303,0.021616494,1,1
88542257,-2.7976062,-2.7976062,-2.8736014,0.02654816,0.027748806,1,1
89542258,-2.750059,-2.750059,-2.824762,0.026750162,0.02796306,1,1
90542255,-2.736478,-2.736478,-2.8109562,0.029798979,0.031153897,1,1
91542258,-2.6937332,-2.6937332,-2.7670126,0.042764492,0.044713687,1,1
93542256,-2.7135365,-2.7135365,-2.787365,0.048305154,0.05051833,1,1
94542255,-2.761101,-2.761101,-2.8362682,0.04701137,0.049171116,1,1
95542255,-2.797961,-2.797961,-2.874193,0.032318447,0.033807114,1,1
96542256,-2.7680252,-2.7680252,-2.843281,0.019274775,0.020164888,1,1
97542258,-2.7324915,-2.7324915,-2.8067534,0.023211569,0.024286332,1,1
98542269,-2.569619,-2.569619,-2.6397557,0.03698611,0.038702317,1,1
100542327,-2.8103282,-2.8103282,-2.886938,0.036142234,0.03782858,1,1
101542255,-2.259399,-2.259399,-2.3209298,0.027347725,0.028626423,1,1
102542255,-1.4709312,-1.4709312,-1.5110699,0.027422477,0.028707966,1,1
103542269,-1.3139803,-1.3139803,-1.349796,0.033465933,0.035037886,1,1
104542257,-1.105609,-1.105609,-1.1358061,0.027716199,0.029021662,1,1
105542345,-2.1702414,-2.1702414,-2.2294812,0.024628406,0.025791103,1,1
106542255,-2.4198432,-2.4198432,-2.4858196,0.023996457,0.025131557,1,1
107542255,-2.3960638,-2.3960638,-2.4614992,0.026531747,0.027789926,1,1
108542256,-2.7101429,-2.7101429,-2.7841659,0.021347472,0.022362016,1,1
109542255,-2.4707713,-2.4707713,-2.5382917,0.027256297,0.028554305,1,1
110542256,-2.6550865,-2.6550865,-2.7276857,0.025154613,0.026355427,1,1
111542255,-2.4133487,-2.4133487,-2.47954,0.022530358,0.023608318,1,1
112542255,-2.4712243,-2.4712243,-2.5389457,0.019464012,0.0203974,1,1
114542322,-2.7000284,-2.7000284,-2.7738426,0.028264726,0.029625123,1,1
115542258,-2.5537038,-2.5537038,-2.623459,0.027659573,0.02899413,1,1
116542255,-2.882808,-2.882808,-2.9617543,0.015107628,0.01583797,1,1
117542255,-2.2915695,-2.2915695,-2.3541927,0.01913152,0.02005849,1,1
120542256,-2.0254397,-2.0254397,-2.0808873,0.01925366,0.020192074,1,1
121542257,-2.2514372,-2.2514372,-2.3130658,0.01889632,0.019819152,1,1
122542258,-2.197205,-2.197205,-2.2571929,0.013159755,0.01380381,1,1
123542256,-2.5323968,-2.5323968,-2.6017063,0.011901727,0.012485289,1,1
124542365,-2.290451,-2.290451,-2.3533309,0.012934692,0.013570074,1,1
125542255,-2.472297,-2.472297,-2.54019,0.011868269,0.012452448,1,1
126542289,-2.682495,-2.682495,-2.755972,0.0055267857,0.00579936,1,1
127542255,-2.2579472,-2.2579472,-2.3197875,0.008943519,0.009385306,1,1
128542259,-2.2242749,-2.2242749,-2.2852252,0.015965046,0.016755376,1,1
129542318,-2.317329,-2.317329,-2.3808122,0.01989642,0.020883374,1,1
130542255,-2.4256277,-2.4256277,-2.4922073,0.015375576,0.01613959,1,1
131542255,-2.3995728,-2.3995728,-2.4654393,0.011346675,0.0119110495,1,1
132542256,-2.3601186,-2.3601186,-2.4247851,0.0039478247,0.0041446867,1,1
133542258,-2.3918774,-2.3918774,-2.4575925,0.011611174,0.012191017,1,1
134542310,-2.6176555,-2.6176555,-2.689651,0.019244852,0.02020807,1,1
135542255,-2.6765587,-2.6765587,-2.749975,0.028842779,0.030289073,1,1
136542255,-2.4178827,-2.4178827,-2.4842558,0.029799646,0.0312955,1,1
137542255,-2.4927151,-2.4927151,-2.561039,0.02834537,0.029771088,1,1
138542255,-2.5703325,-2.5703325,-2.640969,0.024973169,0.026231013,1,1
139542359,-2.5452867,-2.5452867,-2.615126,0.03714783,0.03902321,1,1
140542258,-2.7446065,-2.7446065,-2.8200738,0.02794511,0.029358173,1,1
142542315,-2.6929958,-2.6929958,-2.7669394,0.04139706,0.04349805,1,1
143542255,-2.7059193,-2.7059193,-2.7804098,0.058267664,0.06122787,1,1
144542420,-2.78411,-2.78411,-2.8605225,0.062373392,0.06554801,1,1
145542257,-2.6608412,-2.6608412,-2.7339673,0.0597821,0.06282993,1,1
146542255,-2.7271662,-2.7271662,-2.8021069,0.05737352,0.06030263,1,1
147542296,-2.8110065,-2.8110065,-2.8884487,0.043899145,0.04614409,1,1
148542255,-2.7335782,-2.7335782,-2.808738,0.034375332,0.036135953,1,1
149542372,-2.80104,-2.80104,-2.8782692,0.026240656,0.027586615,1,1
152542257,-2.7388856,-2.7388856,-2.814277,0.019881384,0.020905858,1,1
153542258,-2.8583078,-2.8583078,-2.9370456,0.024635375,0.025906548,1,1
154542352,-2.7993567,-2.7993567,-2.8764646,0.027442327,0.028861241,1,1
155542256,-2.6859179,-2.6859179,-2.7600796,0.019464618,0.020472305,1,1
156542258,-2.7075949,-2.7075949,-2.7822213,0.012878717,0.01354632,1,1
157542335,-2.730658,-2.730658,-2.8058746,0.015198796,0.015987927,1,1
158542267,-2.3780801,-2.3780801,-2.4436293,0.015160694,0.015948998,1,1
159542298,-2.7461214,-2.7461214,-2.8218818,0.011618093,0.012222948,1,1
160542257,-2.4531329,-2.4531329,-2.5208485,0.013174126,0.013861188,1,1
161542257,-2.656593,-2.656593,-2.7298915,0.015776142,0.016600264,1,1
162542255,-2.7653096,-2.7653096,-2.841426,0.01979618,0.020831157,1,1
163542255,-2.6606596,-2.6606596,-2.7340171,0.027338816,0.028770251,1,1
164542332,-2.7325919,-2.7325919,-2.8079743,0.028253956,0.02973535,1,1
166542256,-2.7922797,-2.7922797,-2.8692973,0.019524604,0.020551465,1,1
167542258,-2.8427966,-2.8427966,-2.9212434,0.018035349,0.018984545,1,1
168542298,-2.8353677,-2.8353677,-2.9135816,0.0073951688,0.0077849757,1,1
171542258,-2.9290588,-2.9290588,-3.009959,0.020188162,0.021256674,1,1
172542256,-2.6365004,-2.6365004,-2.709178,0.031733032,0.033414308,1,1
173542255,-2.7317653,-2.7317653,-2.807125,0.03216658,0.033873323,1,1
174542273,-2.5346222,-2.5346222,-2.6046302,0.031419422,0.033088364,1,1
175542258,-2.7426028,-2.7426028,-2.8182986,0.01751342,0.018444788,1,1
176542255,-2.8144033,-2.8144033,-2.8922198,0.012181173,0.012829962,1,1
177542255,-2.8387532,-2.8387532,-2.9170752,0.018397741,0.019378547,1,1
178542266,-2.9424722,-2.9424722,-3.023758,0.02375186,0.025019482,1,1
179542332,-2.9438763,-2.9438763,-3.0251794,0.020623077,0.021725448,1,1
180542255,-2.958573,-2.958573,-3.040143,0.008984234,0.009464951,1,1
181542257,-3.0158105,-3.0158105,-3.0991259,0.011171896,0.011770546,1,1
182542257,-2.9357748,-2.9357748,-3.0167873,0.013611021,0.014341084,1,1
185542265,-2.8766048,-2.8766048,-2.9561658,0.023021732,0.024261214,1,1
186542255,-2.93169,-2.93169,-3.0126839,0.024369333,0.025682628,1,1
187542261,-2.9887624,-2.9887624,-3.071381,0.017426439,0.018366572,1,1
188542277,-2.9400914,-2.9400914,-3.0212517,0.02185351,0.023034008,1,1
189542314,-2.9501305,-2.9501305,-3.0318897,0.031694822,0.033408444,1,1
190542255,-2.8278933,-2.8278933,-2.9060822,0.03545333,0.037372924,1,1
191542258,-2.9096382,-2.9096382,-2.990224,0.024713255,0.026052462,1,1
192542255,-2.9101763,-2.9101763,-2.9906905,0.0234976,0.024772787,1,1
193542255,-2.7493567,-2.7493567,-2.82546,0.019506367,0.020566013,1,1
194542469,-2.5271652,-2.5271652,-2.597119,0.015695408,0.016548952,1,1
197542257,-2.7941294,-2.7941294,-2.871505,0.021768635,0.022956638,1,1
198542255,-2.7695324,-2.7695324,-2.8460805,0.020103425,0.021201834,1,1
199542261,-2.9751096,-2.9751096,-3.0577662,0.014223926,0.015002036,1,1
200542263,-3.0478184,-3.0478184,-3.132173,0.009525707,0.010047309,1,1
201542255,-2.9910607,-2.9910607,-3.0739393,0.011370641,0.011994092,1,1
202542258,-3.1019669,-3.1019669,-3.187741,0.014067315,0.014839226,1,1
203542255,-3.029824,-3.029824,-3.1139603,0.012385857,0.013066418,1,1
204542257,-2.939393,-2.939393,-3.02108,0.013370944,0.014106341,1,1
205542333,-2.8307176,-2.8307176,-2.9091928,0.012502452,0.013190701,1,1
206542279,-2.8547463,-2.8547463,-2.933937,0.007663248,0.008085552,1,1
209542260,-2.9066567,-2.9066567,-2.987226,0.01720558,0.018156635,1,1
210542297,-2.8795273,-2.8795273,-2.959347,0.025227964,0.026624588,1,1
211542361,-2.9071116,-2.9071116,-2.9878707,0.029205184,0.030823205,1,1
212542255,-2.9072795,-2.9072795,-2.9880788,0.021426937,0.022615526,1,1
213542257,-2.9349046,-2.9349046,-3.0163734,0.020607037,0.021750811,1,1
