timestamp,indicated_airspeed_m_s,equivalent_airspeed_m_s,true_airspeed_m_s,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_sensor_measurement_valid,selected_airspeed_index
214542331,-2.9059696,-2.9059696,-2.986516,0.019620657,0.02071068,1,1
215542274,-2.9136512,-2.9136512,-2.99456,0.014354903,0.015153465,1,1
216542259,-2.9245503,-2.9245503,-3.005716,0.012515642,0.013212522,1,1
217542361,-2.9237258,-2.9237258,-3.0048747,0.012786074,0.013498771,1,1
218542259,-2.9430966,-2.9430966,-3.024888,0.008956288,0.009455902,1,1
220542258,-2.929343,-2.929343,-3.0108917,0.003898156,0.004116077,1,1
221542260,-2.914902,-2.914902,-2.9959562,0.0020961568,0.0022134841,1,1
222542255,-2.9100077,-2.9100077,-2.9906995,0.0059497813,0.0062830383,1,1
223542255,-2.9073713,-2.9073713,-2.9883084,0.013010351,0.01373982,1,1
224542259,-2.9109077,-2.9109077,-2.991871,0.01928164,0.02036386,1,1
225542319,-2.9036064,-2.9036064,-2.9843037,0.019814286,0.020927459,1,1
228542255,-2.9105473,-2.9105473,-2.9913511,0.010993475,0.011612759,1,1
229542256,-2.9063227,-2.9063227,-2.9871018,0.007025962,0.0074221417,1,1
230542261,-2.9216948,-2.9216948,-3.0029297,0.0019981903,0.0021109653,1,1
231542295,-2.9112692,-2.9112692,-2.992389,0.010614211,0.011213703,1,1
232542259,-2.9300263,-2.9300263,-3.0114594,0.018424332,0.019466083,1,1
233542258,-2.9047465,-2.9047465,-2.9855947,0.01461876,0.015446047,1,1
234542273,-2.9146323,-2.9146323,-2.9957962,0.015158403,0.01601705,1,1
235542255,-2.9130316,-2.9130316,-2.9942548,0.01498956,0.01583954,1,1
236542255,-2.9035833,-2.9035833,-2.9845223,0.0039025443,0.004124035,1,1
237542257,-2.908459,-2.908459,-2.989638,0.007314249,0.0077298065,1,1
238542255,-2.972462,-2.972462,-3.0552855,0.01550917,0.016390862,1,1
239542272,-2.9565442,-2.9565442,-3.0389729,0.014479706,0.015303835,1,1
240542255,-2.9569027,-2.9569027,-3.0392833,0.010723294,0.011333945,1,1
241542256,-3.0452979,-3.0452979,-3.1302874,0.002890349,0.0030551,1,1
243542255,-2.9289677,-2.9289677,-3.0107937,0.004058298,0.0042900722,1,1
244542261,-3.032747,-3.032747,-3.1173933,0.008632288,0.009125782,1,1
245542261,-2.901286,-2.901286,-2.982207,0.015143769,0.016009964,1,1
246542255,-2.9142537,-2.9142537,-2.9956133,0.022705099,0.024005322,1,1
248542255,-2.9890215,-2.9890215,-3.0723925,0.27355343,0.2892457,1,1
249542255,-2.922341,-2.922341,-3.003908,0.9440454,0.9982405,1,1
250542255,-2.9103749,-2.9103749,-2.9917235,1.0601068,1.1210142,1,1
251542255,-2.9166887,-2.9166887,-2.998116,0.6266835,0.66270924,1,1
252542358,-2.9022114,-2.9022114,-2.9832654,0.27785861,0.2938509,1,1
253542255,-2.9058175,-2.9058175,-2.9870348,0.7556099,0.7991337,1,1
256542258,-2.9059494,-2.9059494,-2.9872494,0.8569828,0.9064675,1,1
257542375,-2.903338,-2.903338,-2.9843361,0.67433316,0.7133027,1,1
258542292,-2.898237,-2.898237,-2.979352,0.22061083,0.23336987,1,1
259542259,-2.989978,-2.989978,-3.0734415,0.16624025,0.17586492,1,1
260542257,-2.9116166,-2.9116166,-2.9930148,0.1092612,0.1155914,1,1
261542259,-2.9029996,-2.9029996,-2.9841995,0.007765518,0.008215527,1,1
262542318,-2.9141278,-2.9141278,-2.9955034,0.061301257,0.06485747,1,1
263542255,-2.9085839,-2.9085839,-2.9898381,0.09853082,0.10425024,1,1
264542255,-2.9253457,-2.9253457,-3.006948,0.10562616,0.11176555,1,1
265542258,-2.8587673,-2.8587673,-2.9386601,0.7757321,0.82084006,1,1
266542257,-2.7661939,-2.7661939,-2.843522,1.2844288,1.3592021,1,1
267542296,-2.822393,-2.822393,-2.901414,1.4037498,1.4855278,1,1
268542255,-2.8526511,-2.8526511,-2.9324067,1.2802266,1.354853,1,1
270542258,-2.8700578,-2.8700578,-2.9503,0.31557855,0.33400008,1,1
271542258,-2.9355361,-2.9355361,-3.017747,0.09285344,0.09827787,1,1
272542293,-3.0349722,-3.0349722,-3.119884,0.06423576,0.0679909,1,1
273542295,-2.9381282,-2.9381282,-3.0201259,0.10618323,0.11239649,1,1
274542256,-2.9908223,-2.9908223,-3.0746672,0.1299384,0.13754569,1,1
275542277,-2.894153,-2.894153,-2.975179,0.12482072,0.13213407,1,1
277542305,-2.9045792,-2.9045792,-2.9860578,0.070121266,0.0742352,1,1
278542390,-3.1433852,-3.1433852,-3.2315114,0.045229364,0.04788557,1,1
279542257,-3.1142962,-3.1142962,-3.2016196,0.022009468,0.023302827,1,1
280542255,-2.9653227,-2.9653227,-3.0483816,0.018650567,0.019747403,1,1
281542295,-2.908817,-2.908817,-2.9902549,0.0087355375,0.0092497375,1,1
282542308,-2.9477541,-2.9477541,-3.0303745,0.0030476237,0.0032271082,1,1
283542255,-2.928404,-2.928404,-3.0106359,0.012745706,0.0134967705,1,1
284542263,-2.9147708,-2.9147708,-2.9964802,0.014646759,0.015510741,1,1
285542255,-3.0338376,-3.0338376,-3.118968,0.018681312,0.01978408,1,1
286542270,-2.963222,-2.963222,-3.0461817,0.023737106,0.025139196,1,1
289542255,-2.8293936,-2.8293936,-2.908748,0.016939277,0.017942196,1,1
290542255,-2.8364794,-2.8364794,-2.91615,0.012366687,0.013099381,1,1
291542255,-2.955796,-2.955796,-3.0388296,0.014020965,0.014852418,1,1
292542364,-3.006389,-3.006389,-3.090795,0.020086268,0.021278227,1,1
293542349,-2.9324272,-2.9324272,-3.0147507,0.013821612,0.014642358,1,1
294542411,-2.9416878,-2.9416878,-3.0242515,0.009991036,0.010584652,1,1
295542258,-2.9023976,-2.9023976,-2.9838006,0.113324165,0.12006267,1,1
296542255,-2.9032218,-2.9032218,-2.9848754,0.035257827,0.03735584,1,1
297542294,-2.9783292,-2.9783292,-3.0621367,0.033101127,0.03507291,1,1
298542255,-2.9024363,-2.9024363,-2.9838748,0.022442611,0.023779929,1,1
301542255,-2.9273944,-2.9273944,-3.0095792,0.023480335,0.024882544,1,1
302542375,-2.910078,-2.910078,-2.9918382,0.022870202,0.024236424,1,1
303542275,-2.9175684,-2.9175684,-2.9995613,0.022166172,0.023491604,1,1
304542255,-2.889758,-2.889758,-2.9710915,0.026198743,0.027766163,1,1
305542276,-3.03941,-3.03941,-3.124953,0.02073331,0.021974385,1,1
306542255,-2.94063,-2.94063,-3.0232596,0.020345079,0.021563875,1,1
307542416,-2.9620097,-2.9620097,-3.045413,0.028978541,0.030716192,1,1
308542257,-2.95103,-2.95103,-3.034038,0.036737632,0.038941607,1,1
309542271,-2.8335433,-2.8335433,-2.9132166,0.040406074,0.042832382,1,1
310542256,-2.8853195,-2.8853195,-2.9665427,0.03748935,0.039741695,1,1
312542274,-2.9055793,-2.9055793,-2.9874527,0.015311285,0.016232336,1,1
313542255,-2.6155918,-2.6155918,-2.6891997,0.014919159,0.01581721,1,1
314542255,-2.741036,-2.741036,-2.8181822,0.0071899276,0.007622853,1,1
315542294,-3.058488,-3.058488,-3.1446543,0.015444771,0.016375545,1,1
316542255,-2.8176954,-2.8176954,-2.8969314,0.026077857,0.02765068,1,1
317542341,-3.002983,-3.002983,-3.0873942,0.02942981,0.03120541,1,1
318542267,-2.9238577,-2.9238577,-3.0060854,0.02144468,0.022739332,1,1
319542255,-2.900904,-2.900904,-2.9824786,0.014496384,0.015371994,1,1
320542255,-2.998069,-2.998069,-3.0825715,0.006369572,0.0067546032,1,1
321542255,-2.9313834,-2.9313834,-3.0140014,0.0030396662,0.0032235573,1,1
322542324,-2.9682446,-2.9682446,-3.051886,0.0069576455,0.0073788683,1,1
324542297,-2.950565,-2.950565,-3.0337148,0.011465235,0.012160029,1,1
325542255,-2.944893,-2.944893,-3.027979,0.014716481,0.015608764,1,1
326542255,-2.913372,-2.913372,-2.9955795,0.019060075,0.02021673,1,1
327542262,-2.9469447,-2.9469447,-3.0300834,0.019231938,0.020399882,1,1
328542258,-2.9310138,-2.9310138,-3.0138023,0.036978543,0.03922544,1,1
329542265,-2.8183608,-2.8183608,-2.8978841,0.049910028,0.05294447,1,1
330542255,-2.8762145,-2.8762145,-2.9574614,0.043173417,0.045799986,1,1
331542258,-2.94432,-2.94432,-3.0274744,0.032896858,0.03490023,1,1
333542266,-1.5359548,-1.5359548,-1.5792199,4.7313476,5.0195885,1,1
334542263,7.5985656,7.5985656,7.8134494,10.79767,11.456416,1,1
335542258,10.052604,10.052604,10.337208,14.876087,15.78565,1,1
336542298,13.564248,13.564248,13.951049,16.740784,17.76801,1,1
339542258,16.709698,16.709698,17.198132,20.708076,21.996922,1,1
340542274,18.466898,18.466898,19.012209,21.891542,23.260744,1,1
341542255,16.753735,16.753735,17.254316,22.441875,23.853748,1,1
342542358,17.192976,17.192976,17.710861,22.86237,24.30876,1,1
343542259,16.660553,16.660553,17.167536,23.065752,24.533506,1,1
344542258,15.626867,15.626867,16.108938,22.676682,24.129234,1,1
345542257,14.438147,14.438147,14.88991,21.948435,23.365213,1,1
346542255,13.948341,13.948341,14.389691,21.729109,23.141127,1,1
347542262,14.023914,14.023914,14.473043,22.188732,23.639542,1,1
348542255,14.815017,14.815017,15.292765,23.284788,24.812948,1,1
349542257,15.4716015,15.4716015,15.973258,23.680473,25.240948,1,1
350542256,16.356562,16.356562,16.889454,24.94966,26.596436,1,1
351542255,17.591103,17.591103,18.164047,25.470345,27.154276,1,1
352542292,17.666775,17.666775,18.244957,25.720346,27.424246,1,1
353542259,18.547527,18.547527,19.154856,26.333406,28.079056,1,1
354542255,19.630733,19.630733,20.275047,26.53566,28.295378,1,1
355542255,19.444214,19.444214,20.082973,26.076136,27.809082,1,1
356542255,19.453888,19.453888,20.094,25.642715,27.349785,1,1
358542258,19.596008,19.596008,20.240992,25.880009,27.602602,1,1
360542261,19.794352,19.794352,20.44421,24.100044,25.704306,1,1
361542255,19.857613,19.857613,20.511045,23.975622,25.572998,1,1
362542255,19.406752,19.406752,20.046776,22.570772,24.07703,1,1
363542255,17.982994,17.982994,18.579872,21.414873,22.84957,1,1
364542279,17.531033,17.531033,18.11675,21.421978,22.861784,1,1
365542258,nan,nan,nan,nan,nan,0,-1
366542300,nan,nan,nan,nan,nan,0,-1
367542277,nan,nan,nan,nan,nan,0,-1
368542268,nan,nan,nan,nan,nan,0,-1
369542258,nan,nan,nan,nan,nan,0,-1
370542257,nan,nan,nan,nan,nan,0,-1
371542258,nan,nan,nan,nan,nan,0,-1
372542260,nan,nan,nan,nan,nan,0,-1
373542259,nan,nan,nan,nan,nan,0,-1
374542307,nan,nan,nan,nan,nan,0,-1
375542255,nan,nan,nan,nan,nan,0,-1
376542257,nan,nan,nan,nan,nan,0,-1
377542261,nan,nan,nan,nan,nan,0,-1
378542295,nan,nan,nan,nan,nan,0,-1
379542478,nan,nan,nan,nan,nan,0,-1
380542258,nan,nan,nan,nan,nan,0,-1
382542258,nan,nan,nan,nan,nan,0,-1
383542258,nan,nan,nan,nan,nan,0,-1
384542260,nan,nan,nan,nan,nan,0,-1
385542258,nan,nan,nan,nan,nan,0,-1
386542300,nan,nan,nan,nan,nan,0,-1
387542258,nan,nan,nan,nan,nan,0,-1
388542256,nan,nan,nan,nan,nan,0,-1
391542325,nan,nan,nan,nan,nan,0,-1
392542258,nan,nan,nan,nan,nan,0,-1
393542260,nan,nan,nan,nan,nan,0,-1
394542256,nan,nan,nan,nan,nan,0,-1
395542255,nan,nan,nan,nan,nan,0,-1
396542255,nan,nan,nan,nan,nan,0,-1
397542255,nan,nan,nan,nan,nan,0,-1
398542255,nan,nan,nan,nan,nan,0,-1
399542300,nan,nan,nan,nan,nan,0,-1
400542306,nan,nan,nan,nan,nan,0,-1
401542258,nan,nan,nan,nan,nan,0,-1
402542260,nan,nan,nan,nan,nan,0,-1
403542258,nan,nan,nan,nan,nan,0,-1
404542267,nan,nan,nan,nan,nan,0,-1
405542315,nan,nan,nan,nan,nan,0,-1
406542255,nan,nan,nan,nan,nan,0,-1
407542268,nan,nan,nan,nan,nan,0,-1
408542255,nan,nan,nan,nan,nan,0,-1
409542255,nan,nan,nan,nan,nan,0,-1
410542303,nan,nan,nan,nan,nan,0,-1
411542258,nan,nan,nan,nan,nan,0,-1
412542255,nan,nan,nan,nan,nan,0,-1
413542258,nan,nan,nan,nan,nan,0,-1
415542296,nan,nan,nan,nan,nan,0,-1
416542255,nan,nan,nan,nan,nan,0,-1
417542256,nan,nan,nan,nan,nan,0,-1
418542259,nan,nan,nan,nan,nan,0,-1
419542264,nan,nan,nan,nan,nan,0,-1
420542397,nan,nan,nan,nan,nan,0,-1
421542255,nan,nan,nan,nan,nan,0,-1
424542257,nan,nan,nan,nan,nan,0,-1
425542438,nan,nan,nan,nan,nan,0,-1
426542255,nan,nan,nan,nan,nan,0,-1
427542257,nan,nan,nan,nan,nan,0,-1
428542255,nan,nan,nan,nan,nan,0,-1
429542262,nan,nan,nan,nan,nan,0,-1
430542303,nan,nan,nan,nan,nan,0,-1
431542260,nan,nan,nan,nan,nan,0,-1
432542264,nan,nan,nan,nan,nan,0,-1
433542255,nan,nan,nan,nan,nan,0,-1
434542257,nan,nan,nan,nan,nan,0,-1
435542353,nan,nan,nan,nan,nan,0,-1
436542257,nan,nan,nan,nan,nan,0,-1
440542293,nan,nan,nan,nan,nan,0,-1
441542295,nan,nan,nan,nan,nan,0,-1
442542255,nan,nan,nan,nan,nan,0,-1
443542260,nan,nan,nan,nan,nan,0,-1
444542249,nan,nan,nan,nan,nan,0,-1
445542353,nan,nan,nan,nan,nan,0,-1
446542255,nan,nan,nan,nan,nan,0,-1
447542257,nan,nan,nan,nan,nan,0,-1
448542269,nan,nan,nan,nan,nan,0,-1
449542257,nan,nan,nan,nan,nan,0,-1
450542304,nan,nan,nan,nan,nan,0,-1
451542257,nan,nan,nan,nan,nan,0,-1
452542258,nan,nan,nan,nan,nan,0,-1
453542257,nan,nan,nan,nan,nan,0,-1
454542255,nan,nan,nan,nan,nan,0,-1
455542279,nan,nan,nan,nan,nan,0,-1
456542260,nan,nan,nan,nan,nan,0,-1
