timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
65628862,0.9584178,-0.012239211,-0.0027930357,0.28509265,0.0253562,0.0025942137,0.026471676,-0.6451863,-4.7232757,-0.06248524,5.89802e-06,8.312488e-06,-3.7826044e-07,0.0,0.0,-0.00016625602,0.26390266,0.004461732,0.37808567,0.0,0.0,0.0,0.0,0.0,2.4765273e-10,1.277335e-05,0.0002293791,3.3944716e-06,3.4357986e-06,3.4405289e-06,3.798949e-05,0.008336646,0.008335989,0.011299414,0.02811848,0.028116303,0.15287893,1.9619915e-11,1.9574663e-11,4.011016e-11,0.0,0.0,5.0000082e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023048058,0.005346574,0.012014635,67240471,0.23713875,0.39099735,0.021237979,0.032950617,0.010311055,0.010311055,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
65828849,0.958462,-0.012109554,-0.0026819455,0.28495046,0.023789868,0.003048443,0.02652474,-0.6469418,-4.722035,-0.061565407,5.862086e-06,8.268644e-06,-2.9258885e-07,0.0,0.0,-0.00016576037,0.26390266,0.004461732,0.37808567,0.0,0.0,0.0,0.0,0.0,2.7353658e-10,1.2834339e-05,0.00022471344,3.3863864e-06,3.4349914e-06,3.4391724e-06,3.7910348e-05,0.008332288,0.008331909,0.01133887,0.02813184,0.028129878,0.15422447,1.9614584e-11,1.9570132e-11,3.9960067e-11,0.0,0.0,5.0000263e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025027097,0.0032672922,0.0069874,67240471,0.23719552,0.39271423,0.03215436,0.023129655,0.008932385,0.008932385,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
66028861,0.9584219,-0.012715295,-0.0028720999,0.28505713,0.022195388,0.0050618877,0.023181485,-0.6470472,-4.7225018,-0.07306845,5.8508986e-06,8.232923e-06,-3.0879863e-07,0.0,0.0,-0.00016083106,0.26390266,0.004461732,0.37808567,0.0,0.0,0.0,0.0,0.0,2.347336e-10,1.2438297e-05,0.00021741785,3.3808494e-06,3.4344457e-06,3.4387294e-06,3.7828813e-05,0.008328341,0.008328199,0.011320016,0.028141916,0.028140161,0.15362985,1.9609507e-11,1.9565948e-11,3.981282e-11,0.0,0.0,5.0000178e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014879674,0.0035426954,0.0106034875,67240471,0.23723844,0.39195645,0.00086003984,0.020886812,0.008237973,0.008237973,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
66228849,0.95844597,-0.012544232,-0.0028334802,0.28498414,0.022128811,0.008412252,0.018912386,-0.6451037,-4.7205253,-0.08696545,5.8363e-06,8.2293145e-06,-3.0062876e-07,0.0,0.0,-0.00015526397,0.26390266,0.004461732,0.37808567,0.0,0.0,0.0,0.0,0.0,2.3857852e-10,1.2063535e-05,0.00022529738,3.371944e-06,3.4339969e-06,3.437761e-06,3.775238e-05,0.008325441,0.008325489,0.011301403,0.02814938,0.028147832,0.15304054,1.9604679e-11,1.9562098e-11,3.9668345e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.418215e-05,0.0041277655,0.014066188,67240471,0.23727034,0.39120397,0.04791061,0.02440801,0.008141879,0.008141879,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
66428849,0.9584648,-0.0121146785,-0.0026568533,0.28494105,0.01946063,0.009580714,0.016318226,-0.6476104,-4.7187476,-0.0924918,5.8012374e-06,8.185316e-06,-3.302036e-07,0.0,0.0,-0.00015254732,0.26390266,0.004461732,0.37808567,0.0,0.0,0.0,0.0,0.0,2.0057887e-10,1.1551702e-05,0.00023316462,3.362631e-06,3.4337459e-06,3.4368559e-06,3.7677517e-05,0.008324457,0.008324659,0.011340724,0.028165545,0.028164197,0.15438423,1.9600136e-11,1.9558603e-11,3.9526604e-11,0.0,0.0,5.0000352e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016545075,0.0027146959,0.00876433,67240471,0.23733887,0.39291757,0.01583136,0.023205752,0.008844068,0.008844068,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
66628858,0.9584154,-0.01244103,-0.0027908378,0.28509185,0.022325361,0.012329183,0.017836578,-0.64327514,-4.7151437,-0.09448114,5.7950424e-06,8.211501e-06,-4.0800208e-07,0.0,0.0,-0.00015409022,0.26390266,0.004461732,0.37808567,0.0,0.0,0.0,0.0,0.0,1.7473303e-10,1.2030451e-05,0.00024202777,3.3562892e-06,3.4336076e-06,3.4367315e-06,3.7599817e-05,0.008323249,0.008323587,0.011323066,0.028178455,0.028177286,0.1538034,1.959572e-11,1.9555284e-11,3.9387542e-11,0.0,0.0,5.0000263e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028381235,0.0022183873,0.0048645753,67240471,0.23739365,0.39217776,0.026351878,0.019230112,0.0078382725,0.0078382725,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
67828849,0.9584281,-0.0122677125,-0.0024510892,0.28506002,0.012141135,0.008189433,0.020886289,-0.6499386,-4.7204933,-0.097245455,5.8163655e-06,7.964539e-06,-4.162176e-07,0.0,0.0,-0.00015935891,0.26390266,0.004461732,0.37808567,0.0,0.0,0.0,0.0,0.0,1.250347e-10,1.2424639e-05,0.00021899081,3.3136673e-06,3.4336751e-06,3.4357959e-06,3.715837e-05,0.008323458,0.008324071,0.011334823,0.028195474,0.028195169,0.15420526,1.9572035e-11,1.9538768e-11,3.8606594e-11,0.0,0.0,5.0000263e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012821422,0.0008067451,0.000427399,67240471,0.23746714,0.39268976,0.009034729,0.019750489,0.011719343,0.011719343,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
68028849,0.9583735,-0.0125135705,-0.0024970048,0.2852325,0.01075203,0.008512137,0.01367876,-0.65264666,-4.719833,-0.118608564,5.8043925e-06,7.933422e-06,-5.2941385e-07,0.0,0.0,-0.00015132045,0.26390266,0.004461732,0.37808567,0.0,0.0,0.0,0.0,0.0,1.173582e-10,1.2425428e-05,0.00022530598,3.3072147e-06,3.4334344e-06,3.4356917e-06,3.708681e-05,0.0083227325,0.008323364,0.011316121,0.028189715,0.028189505,0.15361254,1.9568056e-11,1.9536003e-11,3.8484937e-11,0.0,0.0,5.0000175e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032249017,0.0036842215,0.012515546,67240471,0.23744309,0.39193437,0.053266715,0.036570944,0.010900126,0.010900126,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
68228852,0.9584162,-0.0124164475,-0.0024571912,0.2850935,0.008675305,0.010810935,0.012959538,-0.65497494,-4.71657,-0.12421678,5.7807483e-06,7.916415e-06,-4.1257923e-07,0.0,0.0,-0.0001489318,0.26390266,0.004461732,0.37808567,0.0,0.0,0.0,0.0,0.0,1.452768e-10,1.2374726e-05,0.00023904331,3.3012998e-06,3.433217e-06,3.4353827e-06,3.701585e-05,0.008321477,0.008322089,0.011297202,0.028184429,0.028184298,0.15301839,1.9564208e-11,1.953337e-11,3.8365595e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016982501,0.002554536,0.0070552453,67240471,0.23742099,0.39117566,0.054029215,0.010394153,0.009843277,0.009843277,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
68428849,0.9583686,-0.012093024,-0.0023137545,0.28526837,0.0063535976,0.009748534,0.012695076,-0.65853775,-4.71569,-0.12352314,5.770436e-06,7.878805e-06,-5.5467075e-07,0.0,0.0,-0.00014994248,0.26390266,0.004461732,0.37808567,0.0,0.0,0.0,0.0,0.0,1.2946932e-10,1.2452561e-05,0.00025728537,3.2940866e-06,3.4330028e-06,3.4349187e-06,3.6947204e-05,0.00832182,0.008322439,0.011336744,0.02817964,0.02817958,0.1543634,1.9560475e-11,1.9530839e-11,3.824853e-11,0.0,0.0,5.0000356e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002832035,0.00014285698,0.0010394749,67240471,0.23740096,0.39289108,0.005118741,0.014436739,0.008921029,0.008921029,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
