timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
65635674,65635563,1114146,2228258,-1.208678e-05,-1.4510698e-06,-2.463511e-05,-0.0010958507,0.0014634451,-0.04138888,4975,4220,0
66132036,66131926,1114146,2228258,3.8961244e-07,1.3995714e-05,-2.7201802e-05,0.0007623577,0.001679791,-0.06506521,5065,6645,0
66632026,66631921,1114146,2228258,2.6439311e-05,-3.5271554e-05,-4.2877935e-05,-3.489072e-05,0.0018049083,-0.041384447,5054,4243,0
68133184,68133077,1114146,2228258,1.1925491e-05,-3.945713e-05,-1.753436e-05,6.855383e-05,0.00038411785,-0.048816256,5010,5080,0
68629605,68629377,1114146,2228258,7.7713485e-06,-2.0703e-05,-4.3971173e-05,-0.0004546969,0.0015023232,-0.049837425,4965,5106,0
69130804,69129371,1114146,2228258,1.4986583e-05,3.1268642e-05,-3.0448668e-05,-0.0006952645,0.00061507005,-0.048724663,4612,5032,0
69632021,69631909,1114146,2228258,-1.4920465e-05,-1.1726999e-05,-3.5042573e-05,0.00041540148,0.0014065993,-0.05157409,5053,5250,0
70131085,70130762,1114146,2228258,6.9121947e-06,-4.8896156e-05,-2.8389783e-05,-2.646028e-05,0.0009438349,-0.040869918,4954,4192,0
70630901,70630587,1114146,2228258,3.8309117e-06,2.1028525e-05,-3.466822e-05,-0.00028961423,0.002029855,-0.062140133,5760,6260,0
71128299,71128194,1114146,2228258,2.6501699e-05,-4.3785683e-05,-1.2816155e-05,0.00020660301,0.0018025463,-0.040852677,5014,4195,0
71628790,71627305,1114146,2228258,-8.834915e-06,-2.3267918e-05,-3.5187248e-05,-0.00089428294,0.0022032869,-0.052011814,5054,5253,0
72129570,72127755,1114146,2228258,-1.9923016e-05,1.2758475e-05,-1.1803357e-05,-0.000852106,0.0019332838,-0.050562512,5003,5268,0
72630800,72629690,1114146,2228258,7.1730334e-05,3.0677872e-06,-3.1025662e-05,-0.0013245032,0.0017655325,-0.06643868,5314,6734,0
73131054,73130194,1114146,2228258,1.0637012e-05,-3.5650013e-05,-2.666979e-05,-0.00010889784,0.001174403,-0.06157929,5009,6300,0
73632031,73631902,1114146,2228258,-2.1366108e-05,-4.7007077e-05,1.8627901e-06,0.00019109265,0.002255625,-0.04943845,5049,5051,0
74130862,74129379,1114146,2228258,-1.1055612e-05,-5.2634377e-06,-1.4412238e-05,-0.00056966086,0.0023889656,-0.058214407,4628,6031,0
74629683,74629541,1114146,2228258,-5.5321607e-06,-6.81422e-07,-6.8831636e-05,-0.00049486716,0.0004936791,-0.050982278,5721,5195,0
75130854,75130757,1114146,2228258,-6.914026e-05,-5.222565e-05,-2.5763502e-06,-0.00011646903,0.0013787631,-0.035255123,4966,3525,0
75630807,75630582,1114146,2228258,-1.2365438e-05,2.767856e-05,-1.9903167e-05,-0.00021566851,0.0016198201,-0.0513893,5761,5270,0
76132033,76131928,1114146,2228258,-2.4754314e-05,-5.211677e-05,2.420428e-05,0.0007943358,0.0020939587,-0.049134824,5043,5043,0
76630771,76628682,1114146,2228258,2.140665e-05,-3.5131732e-05,-6.2096675e-05,-0.0001255069,0.0016723494,-0.050859008,5001,5203,0
77131549,77131379,1114146,2228258,-1.8981202e-05,4.7194142e-05,-1.398961e-05,0.0003270536,0.0031366982,-0.062264595,5041,6379,0
77629650,77629445,1114146,2228258,-2.6546304e-05,-2.8078894e-05,-1.4298726e-05,-0.0004609115,0.0018760663,-0.055212,5069,5687,0
78132052,78131898,1114146,2228258,2.800611e-05,-1.4798883e-05,1.3378722e-05,0.00028360853,0.0012347533,-0.029747982,5045,3000,0
78629552,78629368,1114146,2228258,-6.311228e-06,6.874343e-06,-2.6031386e-05,-5.3739735e-05,0.0013021545,-0.05139684,4988,5266,0
79130873,79129785,1114146,2228258,-2.3158984e-05,-1.2854766e-05,-2.0363636e-06,-0.00023169476,0.0019646455,-0.04956137,5039,5093,0
79630815,79630251,1114146,2228258,-1.335967e-05,1.36522785e-05,-5.4787415e-07,-0.00062821736,0.0017451517,-0.04973492,5004,5043,0
80131019,80130787,1114146,2228258,-1.6358948e-05,-2.7798362e-05,-1.7651519e-05,-0.00029633212,0.0014088703,-0.043153014,4991,4487,0
