timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
65629742,7.6922384e-05,1.5491688e-08,-0.00013138761,0.0
65689778,7.931125e-05,1.1438722e-06,-0.0001320235,0.0
65709783,8.1087775e-05,6.6869626e-07,-0.00013132874,0.0
65729768,8.1641185e-05,4.365962e-07,-0.00013322063,0.0
65749769,8.0540274e-05,9.351523e-07,-0.00013095433,0.0
65769856,8.012493e-05,1.5435835e-06,-0.00013282266,0.0
65789764,8.016402e-05,-1.0890792e-06,-0.00013210988,0.0
65809714,8.117183e-05,1.5560438e-06,-0.00013191579,0.0
65829686,7.916517e-05,-3.5377477e-07,-0.00013177753,0.0
65849749,7.70859e-05,-3.6655095e-08,-0.0001305456,0.0
65869729,7.8067525e-05,-9.475684e-07,-0.00013060632,0.0
65889718,7.5084026e-05,1.0751158e-06,-0.00013260581,0.0
65909714,7.5028125e-05,6.004451e-07,-0.00013099772,0.0
65929721,7.144547e-05,1.3756762e-06,-0.00013014603,0.0
65949713,7.1398754e-05,9.135195e-08,-0.0001307994,0.0
65969691,7.184533e-05,-2.1113692e-07,-0.00013179299,0.0
65989714,6.882395e-05,-1.2974799e-06,-0.00012871478,0.0
66009693,6.997814e-05,-2.474939e-07,-0.00012981633,0.0
66029839,6.5747e-05,5.135486e-07,-0.00013017109,0.0
66049855,6.669456e-05,8.6261406e-07,-0.00013035141,0.0
66069815,6.6552544e-05,7.457781e-07,-0.00012991669,0.0
66089800,6.536974e-05,7.502645e-07,-0.00012791614,0.0
66109771,6.495043e-05,4.7374115e-07,-0.00012754927,0.0
66129775,6.501897e-05,-8.982415e-07,-0.00013060818,0.0
66149748,6.736401e-05,-2.0954799e-06,-0.00012928911,0.0
66169785,6.623979e-05,-2.5265823e-07,-0.00013008695,0.0
66189832,6.853221e-05,-6.614634e-07,-0.00013038488,0.0
66209836,6.992078e-05,1.3487337e-06,-0.00013062528,0.0
66229801,6.936938e-05,1.8857507e-06,-0.00013165222,0.0
66249824,7.1542505e-05,-4.2068342e-07,-0.00013074686,0.0
66269691,7.175385e-05,3.678953e-07,-0.00013019858,0.0
66289837,7.414745e-05,-1.2594155e-07,-0.00013189457,0.0
66309681,7.512141e-05,3.419194e-07,-0.00013049392,0.0
66329652,7.5833814e-05,-6.230625e-07,-0.00013153993,0.0
66349664,7.942775e-05,1.8355966e-07,-0.00013283736,0.0
66369808,7.910417e-05,1.1188766e-06,-0.00013265763,0.0
66389615,7.779108e-05,-4.3623353e-07,-0.00013197519,0.0
66409625,7.6990276e-05,-6.6246184e-07,-0.00013210891,0.0
66429668,7.816565e-05,9.782183e-07,-0.0001314377,0.0
66449740,7.649175e-05,1.6358063e-06,-0.00013024428,0.0
66469811,7.8294914e-05,7.515038e-07,-0.00013161052,0.0
66489773,7.692535e-05,-3.4918682e-07,-0.00013245938,0.0
66509740,7.570968e-05,1.0809727e-06,-0.0001316248,0.0
66529717,7.4488285e-05,-3.5195228e-07,-0.00013210897,0.0
66549730,7.388248e-05,4.386061e-07,-0.00013165001,0.0
66569702,7.252839e-05,1.8407357e-07,-0.00013162846,0.0
66589691,7.0615104e-05,8.063669e-07,-0.00013228536,0.0
66614716,6.9662994e-05,-1.3094461e-06,-0.00013159026,0.0
66629716,7.082188e-05,6.8556227e-07,-0.00013096203,0.0
66649735,6.827382e-05,7.2589904e-07,-0.00013084164,0.0
66669774,6.858155e-05,-3.7646322e-07,-0.0001306703,0.0
66689763,6.738193e-05,-3.2594195e-07,-0.00012931696,0.0
66709700,6.439418e-05,-9.615346e-07,-0.00013018947,0.0
66729771,6.768092e-05,-3.7557925e-07,-0.00013035408,0.0
67429732,7.044212e-05,-1.0219109e-06,-0.00013012404,0.0
